,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Android,Windows,Macintosh,iOS,Linux,Chrome OS,Sistema operativo (not set),Sistema operativo promedio,Sistema operativo std,Organic Search,Direct,Referral,Social,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
273,17 mar 2023,68,35,46,1.1111111111111112,50,56,12,30,37,1,22.66666666666667,15.58489297008128,27,37,0,4,0,0,0,7.5555555555555545,13.334259227111284,53,8,1,6,17.0,20.940391591371924
274,18 mar 2023,152,26,36,1.2121212121212122,40,83,69,43,109,0,50.66666666666666,44.828066605147676,43,105,1,0,3,0,0,16.88888888888889,33.857362384780075,69,66,1,16,38.0,29.99166550893765
275,19 mar 2023,66,19,28,1.1851851851851851,32,55,11,17,49,0,22.0,20.314198646923455,17,48,1,0,0,0,0,7.333333333333332,15.311578770474467,50,8,7,1,16.5,19.525624189766635
276,20 mar 2023,741,68,98,1.3723404255319152,129,728,13,165,576,0,247.0,242.19413700583254,140,575,0,25,1,0,0,82.33333333333333,179.45658713646222,594,80,11,56,185.25,237.28819502874558
277,21 mar 2023,456,56,71,1.2028985507246377,83,408,48,93,363,0,152.0,153.95453874439687,91,362,0,2,1,0,0,50.66666666666666,113.63978176677394,223,227,5,1,114.0,111.01801655587259
278,22 mar 2023,66,6,9,1.25,10,65,1,49,17,0,22.0,20.314198646923455,49,17,0,0,0,0,0,7.333333333333332,15.65602475442317,58,8,0,0,16.5,24.181604578687487
279,25 mar 2023,0,0,1,,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0
280,26 mar 2023,76,8,12,1.0833333333333333,13,76,0,1,74,1,25.33333333333333,34.41253001774532,2,72,0,0,2,0,0,8.444444444444445,22.485111672250603,2,73,0,1,19.0,31.18493225902535
281,27 mar 2023,359,47,59,1.2807017543859651,73,354,5,118,240,1,119.66666666666669,97.57845846064363,117,187,3,2,50,0,0,39.888888888888886,63.98861781501881,218,132,0,9,89.75,90.56592902410928
282,28 mar 2023,239,51,61,1.3,78,227,12,67,171,1,79.66666666666667,69.97777424932069,67,165,6,1,0,0,0,26.555555555555557,53.129006747959174,198,33,2,6,59.75,80.70432144563264
283,29 mar 2023,465,57,76,1.3287671232876712,97,438,27,101,364,0,155.0,153.42967987539654,100,334,16,1,14,0,0,51.66666666666666,104.34132024807387,215,104,1,145,116.25,77.47701271990293
284,30 mar 2023,254,45,69,1.3529411764705883,92,246,8,70,184,0,84.66666666666667,75.83021971629927,66,166,2,4,16,0,0,28.222222222222218,52.72523700547917,163,73,0,18,63.5,63.42909427068938
285,31 mar 2023,105,37,49,1.4042553191489362,66,98,7,29,76,0,35.0,31.315597817488122,24,75,1,4,1,0,0,11.666666666666664,23.556079658739677,68,31,0,6,26.25,26.761679693173217
286,1 abr 2023,168,33,39,1.1052631578947372,42,164,4,82,86,0,56.0,39.631637193871605,81,86,0,1,0,0,0,18.666666666666668,34.67628071815725,137,29,1,1,42.0,56.02677931132576
287,2 abr 2023,90,33,47,1.1363636363636365,50,81,9,47,43,0,30.0,21.275964529643925,45,43,0,2,0,0,0,10.0,18.190351532856337,69,12,7,2,22.5,27.078589328102012
288,3 abr 2023,216,47,58,1.1403508771929824,65,180,36,59,157,0,72.0,64.75080437080814,45,139,0,14,18,0,0,24.0,43.052938988593525,172,38,6,0,54.0,69.6419413859206
289,4 abr 2023,213,47,65,1.213114754098361,74,206,7,45,167,1,71.0,70.21870595978444,44,164,1,2,2,0,0,23.66666666666667,51.42416206847171,97,47,5,64,53.25,33.153996742474355
290,5 abr 2023,280,32,51,1.38,69,256,24,19,261,0,93.33333333333331,118.81170911245331,19,245,16,0,0,0,0,31.11111111111111,75.96116616687831,166,43,2,69,70.0,60.353127508025636
291,6 abr 2023,88,32,37,1.1142857142857143,39,78,10,47,41,0,29.33333333333333,20.885933597094056,46,28,1,0,13,0,0,9.777777777777779,15.668636597978336,75,9,3,1,22.0,30.7408522978788
292,7 abr 2023,51,30,34,1.088235294117647,37,42,9,16,35,0,17.0,14.30617582258329,16,30,5,0,0,0,0,5.666666666666668,9.955456348712053,39,12,0,0,12.75,15.927570436196476
293,8 abr 2023,87,24,30,1.2222222222222223,33,80,7,38,48,1,29.0,20.215505600075073,39,48,0,0,0,0,0,9.666666666666666,18.208667044996886,58,29,0,0,21.75,24.045529730076648
294,9 abr 2023,89,34,42,1.075,43,75,14,22,65,2,29.66666666666667,26.28476533828843,21,63,1,2,1,0,1,9.888888888888891,19.823916220590416,60,25,0,4,22.25,23.773672412986603
295,10 abr 2023,293,55,69,1.2941176470588236,88,279,14,55,238,0,97.66666666666669,101.7393183036376,42,236,0,13,2,0,0,32.55555555555556,73.10131646650288,123,47,9,114,73.25,47.30948636373048
296,11 abr 2023,244,61,79,1.2266666666666666,92,229,15,60,184,0,81.33333333333333,76.61737545897942,53,182,2,7,0,0,0,27.11111111111111,57.1264570822087,152,25,5,62,61.0,56.37818727131975
297,12 abr 2023,177,54,79,1.1866666666666668,89,161,16,99,78,0,59.0,42.59107887809371,91,74,3,8,1,0,0,19.666666666666668,33.91164991562634,118,38,11,10,44.25,44.03620669403758
298,13 abr 2023,356,45,66,1.2950819672131149,79,349,7,57,298,1,118.66666666666669,128.85219784267898,52,281,12,6,5,0,0,39.555555555555564,86.78723806734504,123,35,4,194,89.0,74.70274426016758
299,14 abr 2023,701,52,77,1.452054794520548,106,680,21,78,623,0,233.66666666666663,277.1357469223742,74,474,2,4,145,2,0,77.8888888888889,147.79899597046162,287,176,10,228,175.25,103.17309484550707
300,15 abr 2023,44,23,29,1.1111111111111112,30,41,3,25,19,0,14.666666666666664,10.656244908763853,23,17,0,2,2,0,0,4.888888888888889,8.238722183074055,34,5,4,1,11.0,13.360389215887388
301,16 abr 2023,121,37,45,1.195121951219512,49,107,14,83,38,0,40.333333333333336,33.9247533357118,78,37,1,5,0,0,0,13.444444444444445,25.499939481893808,96,22,1,2,30.25,38.87399516386243
302,17 abr 2023,640,70,98,1.3333333333333333,120,625,15,92,548,0,213.33333333333331,239.60708577910538,81,493,3,11,52,0,0,71.1111111111111,151.6329225790908,184,129,9,318,160.0,111.02026841978001
303,18 abr 2023,405,75,106,1.3333333333333333,132,362,43,73,332,0,135.0,142.452331208256,67,285,6,6,41,0,0,45.0,87.71291555726303,213,129,6,57,101.25,77.92424205598665
304,19 abr 2023,270,53,73,1.3714285714285714,96,262,8,62,208,0,90.0,87.19327191169434,57,206,2,5,0,0,0,30.0,64.64776356018307,161,98,5,6,67.5,65.88057376799324
305,20 abr 2023,270,50,71,1.303030303030303,86,263,7,84,184,2,90.0,74.42221890448221,84,159,17,2,8,0,0,30.0,52.2749143152494,197,27,1,45,67.5,76.38553527992063
306,21 abr 2023,643,53,70,1.2985074626865671,87,630,13,102,541,0,214.33333333333331,234.7116434170992,102,486,10,0,45,0,0,71.44444444444444,150.10597079775275,477,109,0,57,160.75,186.61239910574002
307,22 abr 2023,109,21,31,1.3076923076923077,34,91,18,45,64,0,36.333333333333336,26.836956277160457,44,62,2,1,0,0,0,12.111111111111109,22.273274690357024,95,11,0,3,27.25,39.32159076131077
308,23 abr 2023,105,33,41,1.075,43,87,18,80,24,1,35.0,33.1762967593833,78,24,0,3,0,0,0,11.666666666666664,24.59448899426229,77,15,1,12,26.25,29.760502347910727
309,24 abr 2023,272,46,58,1.3962264150943395,74,229,43,70,202,0,90.66666666666669,83.75095356007729,68,189,4,2,9,0,0,30.222222222222218,59.838259365982715,204,22,15,31,68.0,78.72420212361634
310,25 abr 2023,286,57,73,1.2394366197183098,88,275,11,147,139,0,95.33333333333331,67.48991694237658,145,128,6,2,5,0,0,31.777777777777782,56.16004466953308,184,90,4,8,71.5,73.46257550617185
311,26 abr 2023,202,53,75,1.2253521126760565,87,169,33,62,140,0,67.33333333333333,57.27904406402824,59,136,2,3,2,0,0,22.444444444444446,44.04571138440183,129,68,1,4,50.5,52.63316444980293
312,27 abr 2023,276,44,69,1.2307692307692308,80,268,8,55,221,0,92.0,93.9396969692082,39,217,1,16,3,0,0,30.66666666666667,67.00912044059542,219,30,4,23,69.0,87.12347559642004
313,28 abr 2023,169,41,58,1.2321428571428572,69,125,44,67,102,0,56.33333333333334,42.31889517566461,64,99,1,3,2,0,0,18.777777777777782,34.54072564951497,112,52,5,0,42.25,45.09088045270352
314,29 abr 2023,79,35,40,1.1282051282051282,44,70,9,48,31,0,26.33333333333333,19.87181141438517,44,31,0,4,0,0,0,8.777777777777779,15.704053105826445,56,18,2,3,19.75,21.86749871384471
315,30 abr 2023,104,25,34,1.34375,43,96,8,57,46,1,34.666666666666664,24.225789747475496,56,40,0,2,6,0,0,11.555555555555555,19.92826641906255,78,12,11,3,26.0,30.224162519414826
316,1 may 2023,152,37,46,1.186046511627907,51,148,4,88,64,0,50.66666666666666,37.14236873915765,79,64,0,9,0,0,0,16.88888888888889,29.53508062718504,81,67,2,2,38.0,36.33868462121325
317,2 may 2023,147,37,53,1.34,67,143,4,31,116,0,49.0,49.03740069239668,30,101,1,1,14,0,0,16.333333333333332,31.443070248731537,95,38,14,0,36.75,36.27240686803125
318,3 may 2023,131,37,47,1.4772727272727273,65,129,2,54,77,0,43.66666666666666,32.27313984655902,48,75,2,6,0,0,0,14.555555555555555,25.95342457005588,94,36,0,1,32.75,38.21894163893082
319,4 may 2023,171,54,66,1.296875,83,155,16,41,126,4,57.0,51.07510809255979,42,119,0,3,7,0,0,19.0,37.615008824788134,123,45,2,1,42.75,49.62043429878461
320,5 may 2023,243,31,45,1.186046511627907,51,200,43,78,165,0,81.0,67.39436178197698,78,163,2,0,0,0,0,27.0,53.84752135015646,126,111,6,0,60.75,58.03178008643195
321,6 may 2023,54,23,33,1.1612903225806452,36,47,7,16,37,1,18.0,14.7648230602334,15,32,5,2,0,0,0,6.0,10.295630140987,36,15,3,0,13.5,14.150971698084906
322,7 may 2023,91,29,37,1.3714285714285714,48,77,14,24,66,1,30.33333333333333,26.91137718925255,23,63,2,2,0,1,0,10.111111111111109,19.963547026431527,76,12,3,0,22.75,31.059418861272984
323,8 may 2023,122,38,49,1.297872340425532,61,116,6,37,85,0,40.66666666666666,34.79782879561437,36,82,2,1,1,0,0,13.555555555555555,26.60873336628455,87,27,7,1,30.5,34.011027623404736
324,9 may 2023,86,38,52,1.2608695652173914,58,82,4,35,51,0,28.66666666666667,21.296843793284378,34,49,1,1,1,0,0,9.555555555555557,17.44267506950258,50,31,2,3,21.5,20.155644370746373
325,10 may 2023,124,40,48,1.1914893617021276,56,91,33,33,89,2,41.333333333333336,36.00308628745905,35,85,0,0,4,0,0,13.777777777777779,27.40145080416071,63,61,0,0,31.0,31.008063467427306
326,11 may 2023,122,43,60,1.3137254901960784,67,110,12,35,87,0,40.66666666666666,35.74290916469385,35,86,1,0,0,0,0,13.555555555555555,27.82529269532033,99,20,0,3,30.5,40.277164746292655
327,12 may 2023,119,43,51,1.163265306122449,57,101,18,73,46,0,39.66666666666666,30.136725472788548,71,38,7,0,3,0,0,13.222222222222221,23.498358230016255,100,18,1,0,29.75,41.18479695227353
328,13 may 2023,44,17,25,1.181818181818182,26,37,7,11,33,0,14.666666666666664,13.719410418171119,11,32,0,0,1,0,0,4.888888888888889,10.170157263554586,25,18,0,1,11.0,10.793516572461453
329,14 may 2023,179,33,41,1.205128205128205,47,67,112,52,126,1,59.66666666666666,51.318179581465635,53,120,4,0,2,0,0,19.88888888888889,38.97134116371626,53,123,1,2,44.75,49.831591385385245
330,15 may 2023,194,57,73,1.1690140845070425,83,175,19,130,64,0,64.66666666666667,53.07437129998705,127,63,3,1,0,0,0,21.555555555555557,42.06637905636258,152,27,4,11,48.5,60.33448433524563
331,16 may 2023,189,41,57,1.3018867924528301,69,162,27,78,111,0,63.0,46.54030511288038,74,80,16,4,15,0,0,21.0,30.55777769697557,127,61,1,0,47.25,52.25119615855698
332,17 may 2023,262,45,66,1.4166666666666667,85,243,19,37,225,0,87.33333333333331,98.5100107716075,37,111,5,0,109,0,0,29.11111111111111,44.68269474725694,128,119,5,10,65.5,58.11411188343155
333,18 may 2023,224,45,62,1.3448275862068966,78,196,28,84,140,0,74.66666666666667,57.53453069437712,55,86,3,29,51,0,0,24.88888888888889,30.362419916895238,119,100,2,3,56.0,53.92123885817164
334,19 may 2023,186,27,43,1.368421052631579,52,174,12,57,129,0,62.0,52.78257288158659,49,93,33,8,3,0,0,20.666666666666668,30.49225766941139,126,57,3,0,46.5,51.19814449762804
335,20 may 2023,76,22,29,1.3461538461538465,35,59,17,53,23,0,25.33333333333333,21.69997439834639,45,23,0,8,0,0,0,8.444444444444445,14.818240344709633,56,16,3,1,19.0,22.124646889837585
336,21 may 2023,79,31,39,1.1578947368421053,44,70,9,42,37,0,26.33333333333333,18.732028424302822,34,32,3,8,2,0,0,8.777777777777779,13.18060677896615,62,10,0,7,19.75,24.66145778335093
337,22 may 2023,202,61,80,1.1948051948051948,92,185,17,69,133,0,67.33333333333333,54.30981085913994,63,100,2,6,31,0,0,22.444444444444446,34.052609986806885,94,96,11,1,50.5,44.64582847254601
338,23 may 2023,158,33,42,1.225,49,154,4,80,78,0,52.66666666666666,37.24990678586398,80,75,1,0,1,1,0,17.555555555555557,32.06628936406966,89,23,10,36,39.5,30.02082610455615
339,24 may 2023,115,35,50,1.1521739130434785,53,94,21,43,72,0,38.333333333333336,29.57852073530536,41,72,0,2,0,0,0,12.777777777777779,24.493889386619482,83,20,9,3,28.75,31.909050440274783
340,25 may 2023,169,31,35,1.2,42,74,95,50,119,0,56.33333333333334,48.787521173167036,49,106,13,1,0,0,0,18.777777777777782,34.37304427657676,153,15,1,0,42.25,64.21594428177475
341,26 may 2023,182,20,27,1.2083333333333333,29,147,35,69,113,0,60.66666666666666,46.506869265613744,64,113,0,5,0,0,0,20.222222222222218,38.31094354178357,143,38,1,0,45.5,58.337380811963094
342,27 may 2023,96,34,43,1.125,45,85,11,27,69,0,32.0,28.390139133156783,25,64,4,2,1,0,0,10.666666666666666,20.325134959234862,72,24,0,0,24.0,29.393876913398138
343,28 may 2023,101,35,42,1.0731707317073171,44,91,10,41,60,0,33.666666666666664,25.037749277618566,41,55,4,0,1,0,0,11.222222222222221,19.97096658083528,86,15,0,0,25.25,35.604599421984794
344,29 may 2023,238,41,53,1.2244897959183674,60,234,4,39,194,5,79.33333333333333,82.26110191876163,38,188,1,6,5,0,0,26.444444444444446,58.267793869934145,143,92,3,0,59.5,60.747427929090136
345,30 may 2023,145,43,53,1.1730769230769231,61,127,18,73,72,0,48.33333333333334,34.17926596962291,20,67,5,53,0,0,0,16.11111111111111,24.465142752016448,124,21,0,0,36.25,51.38275488916491
346,31 may 2023,296,40,59,1.2830188679245282,68,285,11,54,238,4,98.66666666666669,100.61588122933456,54,238,0,4,0,0,0,32.888888888888886,74.4169103309851,93,181,4,18,74.0,70.43791592601247
347,1 jun 2023,202,45,57,1.2181818181818185,67,193,9,40,160,2,67.33333333333333,67.33663358248778,41,160,0,1,0,0,0,22.444444444444446,50.27504596630002,104,92,3,3,50.5,47.68909728648677
348,2 jun 2023,143,27,34,1.3333333333333333,40,134,9,22,121,0,47.66666666666666,52.62656701282686,22,121,0,0,0,0,0,15.888888888888891,37.790194038031856,55,87,1,0,35.75,37.02279703101861
349,3 jun 2023,70,28,31,1.1935483870967742,37,57,13,48,22,0,23.33333333333333,19.618585292749547,48,22,0,0,0,0,0,7.777777777777778,15.788728594072545,56,14,0,0,17.5,22.951034835057
350,4 jun 2023,65,20,29,1.2692307692307692,33,49,16,40,25,0,21.66666666666667,16.49915822768611,40,25,0,0,0,0,0,7.222222222222222,13.966450099973926,55,10,0,0,16.25,22.741756748325315
351,5 jun 2023,313,39,54,1.1923076923076923,62,298,15,31,282,0,104.33333333333331,126.2651531060288,31,280,2,0,0,0,0,34.77777777777778,87.22866218263835,120,193,0,0,78.25,82.39652601900156
352,6 jun 2023,173,40,55,1.3653846153846154,71,172,1,72,101,0,57.66666666666666,42.460439103816256,72,101,0,0,0,0,0,19.222222222222218,36.605335912732045,95,57,21,0,43.25,36.16887474058323
353,7 jun 2023,138,34,47,1.4047619047619049,59,128,10,44,94,0,46.0,38.40138886377245,43,89,5,1,0,0,0,15.333333333333336,29.21186973360886,73,64,1,0,34.5,34.15040263305837
354,8 jun 2023,303,35,55,1.4339622641509433,76,289,14,62,241,0,101.0,102.17958047803222,62,239,0,0,2,0,0,33.666666666666664,75.1058512293742,120,182,1,0,75.75,78.37848875807698
355,9 jun 2023,120,20,33,1.5,42,98,22,42,78,0,40.0,31.874754901018452,42,78,0,0,0,0,0,13.333333333333336,26.34809712715934,91,22,4,3,30.0,36.02082730865576
356,10 jun 2023,58,25,32,1.2142857142857142,34,34,24,18,40,0,19.33333333333333,16.35712552851373,18,39,0,0,1,0,0,6.4444444444444455,12.789849370245932,43,14,1,0,14.5,17.356554957709786
357,11 jun 2023,64,23,33,1.3333333333333333,40,57,7,15,49,0,21.33333333333333,20.499322482029058,15,46,0,0,3,0,0,7.111111111111112,14.510107162820793,44,13,7,0,16.0,16.80773631397161
358,12 jun 2023,144,32,43,1.3095238095238095,55,124,20,41,103,0,48.0,42.339894504670966,41,99,1,0,3,0,0,16.0,31.95135191019136,63,69,12,0,36.0,30.372685096974877
359,13 jun 2023,88,36,54,1.1176470588235294,57,71,17,38,47,3,29.33333333333333,18.979521127315678,41,46,1,0,0,0,0,9.777777777777779,18.06640699553719,56,32,0,0,22.0,23.579652245103194
360,14 jun 2023,143,30,48,1.4390243902439024,59,126,17,36,107,0,47.66666666666666,44.454721034128895,36,106,1,0,0,0,0,15.888888888888891,33.765348590412906,108,34,1,0,35.75,43.899743735015136
361,15 jun 2023,159,48,61,1.180327868852459,72,150,9,51,108,0,53.0,44.113490000225546,50,99,1,1,8,0,0,17.666666666666668,32.58834147360065,108,47,3,1,39.75,43.48203652084387
362,16 jun 2023,62,19,30,1.3333333333333333,32,51,11,16,46,0,20.666666666666668,19.067132861433453,13,45,4,0,0,0,0,6.888888888888888,14.074756318746653,47,11,4,0,15.5,18.607794065928395
363,17 jun 2023,45,14,21,1.3333333333333333,24,37,8,18,27,0,15.0,11.224972160321824,18,27,0,0,0,0,0,5.0,9.591663046625438,37,8,0,0,11.25,15.221284439888771
364,18 jun 2023,61,10,16,1.1333333333333333,17,60,1,10,51,0,20.33333333333333,22.06555888458049,4,51,0,6,0,0,0,6.777777777777778,15.774647576818936,27,33,1,0,15.25,14.90595518576384
365,19 jun 2023,48,19,23,1.173913043478261,27,40,8,9,38,1,16.0,15.89549202342182,8,38,1,1,0,0,0,5.333333333333333,11.803954139750516,38,9,0,1,12.0,15.41103500742244
366,20 jun 2023,93,32,41,1.125,45,77,16,22,70,1,31.0,28.879058156387305,22,70,1,0,0,0,0,10.333333333333334,22.17105219775452,83,9,0,1,23.25,34.67257561820293
367,21 jun 2023,124,34,46,1.2926829268292683,53,114,10,45,79,0,41.333333333333336,32.355662392986005,43,63,1,2,15,0,0,13.777777777777779,21.958434359174447,93,18,1,12,31.0,36.31115531073061
368,22 jun 2023,128,38,49,1.1666666666666667,56,119,9,65,63,0,42.66666666666666,30.180935851773864,65,59,0,0,4,0,0,14.222222222222221,25.60719420517852,97,25,0,6,32.0,38.64582771787921
369,23 jun 2023,154,21,36,1.2941176470588236,44,154,0,59,95,0,51.33333333333334,39.16063783387033,58,60,0,1,35,0,0,17.11111111111111,24.843708993288608,95,58,1,0,38.5,40.19017292821717
370,24 jun 2023,56,25,29,1.3846153846153846,36,56,0,28,28,0,18.666666666666668,13.199326582148887,28,28,0,0,0,0,0,6.222222222222222,11.640711869963374,48,8,0,0,14.0,19.8997487421324
371,25 jun 2023,185,20,25,1.16,29,151,34,47,138,0,61.66666666666666,57.28486323240684,47,136,1,0,1,0,0,20.555555555555557,43.338746100692006,175,10,0,0,46.25,74.44586959664048
372,26 jun 2023,122,39,56,1.2549019607843137,64,108,14,25,97,0,40.66666666666666,41.12041936664665,25,95,0,0,2,0,0,13.555555555555555,29.814653783784127,88,32,0,2,30.5,35.53519382246282
373,27 jun 2023,116,42,56,1.2641509433962264,67,110,6,44,72,0,38.66666666666666,29.634814361190486,39,50,21,5,1,0,0,12.888888888888891,18.23576732349213,90,23,2,1,29.0,36.297382825763066
374,28 jun 2023,180,29,47,1.2888888888888892,58,174,6,37,143,0,60.0,60.60253020020424,34,140,3,3,0,0,0,20.0,43.68320297576887,143,37,0,0,45.0,58.56193302820528
375,29 jun 2023,197,44,54,1.2830188679245282,68,189,8,42,153,2,65.66666666666667,63.87661717891941,39,151,0,5,0,2,0,21.88888888888889,47.18626081685794,115,63,18,1,49.25,44.206193005053045
376,30 jun 2023,165,54,76,1.2608695652173914,87,160,5,69,96,0,55.0,40.422765862815474,61,82,0,8,14,0,0,18.33333333333333,29.21186973360886,91,71,1,2,41.25,40.37558049118304
377,1 jul 2023,34,11,15,1.3076923076923077,17,23,11,12,22,0,11.333333333333336,8.993825042154695,11,22,0,1,0,0,0,3.7777777777777777,7.284348179148339,19,5,0,10,8.5,7.0178344238091
378,2 jul 2023,46,26,33,1.1333333333333333,34,35,11,20,26,0,15.333333333333336,11.115554667022042,18,22,1,2,3,0,0,5.111111111111111,8.075263249158496,33,12,1,0,11.5,13.275918047351755
379,3 jul 2023,126,30,43,1.4210526315789471,54,114,12,27,99,0,42.0,41.78516483155236,26,95,1,1,3,0,0,14.0,29.717185450696892,62,63,0,1,31.5,31.004031995854987
380,4 jul 2023,170,31,48,1.5116279069767442,65,130,40,32,137,1,56.66666666666666,58.1969835033474,33,110,26,0,1,0,0,18.88888888888889,34.40750707636165,119,42,8,1,42.5,46.81078935459218
381,5 jul 2023,100,29,41,1.2162162162162162,45,95,5,52,48,0,33.333333333333336,23.626726862225798,52,37,3,0,8,0,0,11.111111111111109,18.363275212859214,55,18,1,26,25.0,19.53202498462461
382,6 jul 2023,110,32,35,1.1764705882352942,40,99,11,29,81,0,36.66666666666666,33.50953429829918,21,80,1,8,0,0,0,12.222222222222221,24.858612537387327,50,60,0,0,27.5,27.726341266023546
383,7 jul 2023,139,25,40,1.4857142857142858,52,129,10,49,90,0,46.33333333333334,36.790699307780976,46,90,0,3,0,0,0,15.444444444444445,29.95964363796039,91,44,0,4,34.75,36.75170064092273
384,8 jul 2023,66,16,27,1.380952380952381,29,64,2,38,28,0,22.0,16.08311744241976,36,28,0,2,0,0,0,7.333333333333332,13.333333333333336,40,24,1,1,16.5,16.5
385,9 jul 2023,87,12,17,1.5714285714285714,22,82,5,49,37,1,29.0,20.396078054371138,43,4,31,7,2,0,0,9.666666666666666,15.04807112039428,33,32,0,22,21.75,13.273563952458286
386,10 jul 2023,79,31,37,1.1470588235294117,39,56,23,32,46,1,26.33333333333333,18.80307303489394,28,46,0,5,0,0,0,8.777777777777779,15.746447767161666,71,7,0,1,19.75,29.71005721973621
387,11 jul 2023,55,14,20,1.2105263157894737,23,46,9,12,43,0,18.33333333333333,18.116904322268255,9,42,1,3,0,0,0,6.111111111111112,12.990975024945795,36,18,1,0,13.75,14.703315952532613
388,12 jul 2023,79,28,32,1.2666666666666666,38,65,14,29,50,0,26.33333333333333,20.499322482029058,29,49,1,0,0,0,0,8.777777777777779,16.831041281432473,70,9,0,0,19.75,29.24358904101889
389,13 jul 2023,92,29,35,1.0571428571428572,37,84,8,66,26,0,30.66666666666667,27.145697428669767,64,26,0,2,0,0,0,10.222222222222221,20.64395406665528,84,8,0,0,23.0,35.36947836765478
390,14 jul 2023,104,18,22,1.2105263157894737,23,37,67,13,91,0,34.666666666666664,40.18568014714805,11,91,0,1,1,0,0,11.555555555555555,28.28863576739336,97,3,1,3,26.0,41.0
391,15 jul 2023,22,13,14,1.2307692307692308,16,10,12,10,12,0,7.333333333333332,5.2493385826745405,9,10,3,0,0,0,0,2.4444444444444446,3.8904758666692434,12,10,0,0,5.5,5.54526825320471
392,16 jul 2023,26,8,10,1.2,12,10,16,9,17,0,8.666666666666666,6.944222218666552,9,17,0,0,0,0,0,2.888888888888889,5.724109721062781,24,0,2,0,6.5,10.136567466356649
393,17 jul 2023,153,41,47,1.1555555555555554,52,62,91,40,112,1,51.0,45.978255730290606,38,111,2,2,0,0,0,17.0,35.232560697930154,117,32,1,3,38.25,47.09232952403183
394,18 jul 2023,110,24,32,1.1034482758620692,32,101,9,57,51,2,36.66666666666666,24.635114955869174,59,50,1,0,0,0,0,12.222222222222221,22.699866753293602,63,15,1,31,27.5,23.081377775167578
395,19 jul 2023,49,21,28,1.1538461538461535,30,46,3,23,24,2,16.333333333333332,10.143416036468627,22,24,0,3,0,0,0,5.4444444444444455,9.441175904999113,43,4,0,2,12.25,17.80975856096876
396,20 jul 2023,17,10,14,1.0,14,14,3,5,12,0,5.666666666666668,4.9216076867444665,5,12,0,0,0,0,0,1.8888888888888888,3.899984172174276,16,1,0,0,4.25,6.796138609534093
397,21 jul 2023,66,14,20,1.1666666666666667,21,42,24,35,31,0,22.0,15.641824275533422,34,11,20,1,0,0,0,7.333333333333332,11.518101695447333,58,8,0,0,16.5,24.181604578687487
398,22 jul 2023,68,15,19,1.1666666666666667,21,55,13,45,23,0,22.66666666666667,18.372685039360885,45,23,0,0,0,0,0,7.5555555555555545,15.056273045634216,38,29,0,1,17.0,16.80773631397161
399,23 jul 2023,63,19,25,1.2380952380952381,26,40,23,19,44,0,21.0,18.01850900231944,18,43,0,1,1,0,0,7.0,13.880441875771346,42,20,0,1,15.75,17.122718826167766
400,24 jul 2023,174,32,45,1.3095238095238095,55,155,19,95,79,0,58.0,41.52910625894406,86,77,0,9,2,0,0,19.33333333333333,33.409912035535534,121,30,1,22,43.5,45.98097432634503
401,25 jul 2023,91,23,39,1.3611111111111112,49,77,14,17,74,0,30.33333333333333,31.647362537114454,15,72,2,2,0,0,0,10.111111111111109,22.352948820852564,62,28,1,0,22.75,25.292044203662147
402,26 jul 2023,241,48,68,1.1911764705882353,81,203,38,75,165,1,80.33333333333333,67.05884646255771,74,154,1,2,10,0,0,26.777777777777782,50.38028224917138,123,109,1,8,60.25,56.023990396971904
403,27 jul 2023,204,46,65,1.1639344262295082,71,187,17,71,133,0,68.0,54.338445567265424,65,130,1,6,2,0,0,22.66666666666667,42.871902220452036,138,32,4,30,51.0,51.429563482495155
404,28 jul 2023,148,30,48,1.25,55,144,4,53,94,1,49.33333333333334,38.05551500403354,54,93,0,0,1,0,0,16.444444444444443,31.854220411504212,100,46,2,0,37.0,40.75536774462967
405,29 jul 2023,89,21,27,1.2916666666666667,31,86,3,9,79,1,29.66666666666667,35.03648891592243,10,79,0,0,0,0,0,9.888888888888891,24.63260912081311,81,7,0,1,22.25,34.02480712656576
406,30 jul 2023,30,18,23,1.173913043478261,27,29,1,15,15,0,10.0,7.071067811865476,14,15,0,1,0,0,0,3.333333333333333,5.9814528149754524,19,10,0,1,7.5,7.697402159170326
407,31 jul 2023,175,39,61,1.2280701754385963,70,163,12,69,106,0,58.33333333333334,43.926706632247715,52,60,0,17,46,0,0,19.444444444444443,24.28127358508157,114,41,18,2,43.75,42.8624252696928
408,1 ago 2023,211,59,77,1.1710526315789471,89,204,7,72,137,2,70.33333333333333,55.126118028470756,65,134,1,9,2,0,0,23.444444444444446,43.86877176081489,118,87,1,5,52.75,50.96260884216977
409,2 ago 2023,318,67,90,1.255813953488372,108,304,14,80,234,4,106.0,95.68002229654144,77,204,2,7,28,0,0,35.333333333333336,64.24432530063129,213,84,1,20,79.5,82.98343208134983
