Fecha,Categoría de dispositivo,Número de vistas de página
8 feb 2020,desktop,7
9 feb 2020,mobile,7
9 feb 2020,desktop,6
10 feb 2020,desktop,94
10 feb 2020,mobile,4
11 feb 2020,desktop,102
11 feb 2020,mobile,13
12 feb 2020,desktop,31
12 feb 2020,mobile,22
13 feb 2020,mobile,7
13 feb 2020,desktop,55
14 feb 2020,desktop,39
14 feb 2020,mobile,7
15 feb 2020,tablet,1
15 feb 2020,desktop,7
15 feb 2020,mobile,3
16 feb 2020,mobile,4
16 feb 2020,desktop,53
17 feb 2020,mobile,17
17 feb 2020,desktop,104
17 feb 2020,tablet,2
18 feb 2020,mobile,5
18 feb 2020,desktop,48
19 feb 2020,mobile,25
19 feb 2020,desktop,61
20 feb 2020,desktop,45
20 feb 2020,tablet,4
20 feb 2020,mobile,30
21 feb 2020,desktop,55
21 feb 2020,tablet,1
21 feb 2020,mobile,10
22 feb 2020,mobile,7
22 feb 2020,desktop,21
23 feb 2020,mobile,7
23 feb 2020,desktop,18
24 feb 2020,mobile,10
24 feb 2020,desktop,36
25 feb 2020,mobile,19
25 feb 2020,desktop,9
26 feb 2020,desktop,36
26 feb 2020,mobile,29
27 feb 2020,desktop,75
27 feb 2020,mobile,7
28 feb 2020,mobile,11
28 feb 2020,desktop,132
29 feb 2020,desktop,20
29 feb 2020,mobile,15
1 mar 2020,mobile,2
1 mar 2020,desktop,10
2 mar 2020,mobile,5
2 mar 2020,desktop,170
3 mar 2020,desktop,205
3 mar 2020,mobile,19
4 mar 2020,desktop,39
4 mar 2020,mobile,70
5 mar 2020,desktop,89
5 mar 2020,tablet,3
5 mar 2020,mobile,9
6 mar 2020,mobile,38
6 mar 2020,desktop,96
7 mar 2020,desktop,5
7 mar 2020,mobile,24
8 mar 2020,tablet,1
8 mar 2020,mobile,39
8 mar 2020,desktop,15
9 mar 2020,desktop,21
9 mar 2020,mobile,18
10 mar 2020,mobile,19
10 mar 2020,desktop,124
11 mar 2020,mobile,47
11 mar 2020,desktop,134
12 mar 2020,mobile,59
12 mar 2020,desktop,21
13 mar 2020,desktop,51
13 mar 2020,mobile,7
14 mar 2020,mobile,24
14 mar 2020,desktop,5
15 mar 2020,mobile,54
15 mar 2020,desktop,19
16 mar 2020,mobile,36
16 mar 2020,desktop,93
17 mar 2020,desktop,32
17 mar 2020,mobile,25
18 mar 2020,mobile,41
18 mar 2020,desktop,43
19 mar 2020,mobile,47
19 mar 2020,desktop,54
20 mar 2020,desktop,88
20 mar 2020,mobile,113
21 mar 2020,desktop,94
21 mar 2020,mobile,18
22 mar 2020,mobile,13
22 mar 2020,desktop,30
23 mar 2020,desktop,97
23 mar 2020,mobile,111
24 mar 2020,desktop,130
24 mar 2020,tablet,1
24 mar 2020,mobile,41
25 mar 2020,mobile,38
25 mar 2020,desktop,151
26 mar 2020,mobile,84
26 mar 2020,desktop,126
27 mar 2020,mobile,35
27 mar 2020,desktop,47
28 mar 2020,desktop,69
28 mar 2020,mobile,9
29 mar 2020,desktop,20
29 mar 2020,mobile,57
30 mar 2020,desktop,75
30 mar 2020,mobile,35
31 mar 2020,desktop,72
31 mar 2020,mobile,23
1 abr 2020,desktop,63
1 abr 2020,mobile,78
1 abr 2020,tablet,1
2 abr 2020,tablet,2
2 abr 2020,mobile,15
2 abr 2020,desktop,135
3 abr 2020,desktop,119
3 abr 2020,tablet,1
3 abr 2020,mobile,13
4 abr 2020,mobile,10
4 abr 2020,desktop,62
5 abr 2020,desktop,22
5 abr 2020,mobile,11
6 abr 2020,desktop,99
6 abr 2020,mobile,76
7 abr 2020,desktop,72
7 abr 2020,mobile,32
8 abr 2020,desktop,76
8 abr 2020,mobile,22
9 abr 2020,mobile,4
9 abr 2020,desktop,46
10 abr 2020,mobile,12
10 abr 2020,desktop,93
11 abr 2020,desktop,30
11 abr 2020,mobile,6
12 abr 2020,mobile,10
12 abr 2020,desktop,19
13 abr 2020,mobile,32
13 abr 2020,desktop,164
14 abr 2020,mobile,39
14 abr 2020,desktop,274
15 abr 2020,tablet,1
15 abr 2020,desktop,59
15 abr 2020,mobile,10
16 abr 2020,desktop,73
16 abr 2020,mobile,21
17 abr 2020,tablet,2
17 abr 2020,desktop,249
17 abr 2020,mobile,36
18 abr 2020,mobile,15
18 abr 2020,desktop,63
19 abr 2020,tablet,1
19 abr 2020,mobile,2
19 abr 2020,desktop,32
20 abr 2020,desktop,134
20 abr 2020,mobile,77
21 abr 2020,mobile,45
21 abr 2020,desktop,114
22 abr 2020,desktop,69
22 abr 2020,mobile,24
23 abr 2020,desktop,142
23 abr 2020,mobile,39
23 abr 2020,tablet,11
24 abr 2020,mobile,56
24 abr 2020,desktop,69
25 abr 2020,desktop,52
25 abr 2020,mobile,10
26 abr 2020,mobile,43
26 abr 2020,desktop,71
27 abr 2020,mobile,78
27 abr 2020,tablet,2
27 abr 2020,desktop,102
28 abr 2020,desktop,209
28 abr 2020,mobile,135
29 abr 2020,mobile,28
29 abr 2020,desktop,166
30 abr 2020,tablet,16
30 abr 2020,mobile,30
30 abr 2020,desktop,97
1 may 2020,mobile,19
1 may 2020,tablet,2
1 may 2020,desktop,70
2 may 2020,mobile,25
2 may 2020,tablet,1
2 may 2020,desktop,107
3 may 2020,mobile,55
3 may 2020,desktop,29
4 may 2020,desktop,201
4 may 2020,mobile,29
5 may 2020,desktop,60
5 may 2020,mobile,76
6 may 2020,mobile,39
6 may 2020,desktop,72
7 may 2020,mobile,23
7 may 2020,tablet,1
7 may 2020,desktop,75
8 may 2020,desktop,50
8 may 2020,mobile,84
9 may 2020,mobile,69
9 may 2020,desktop,55
10 may 2020,mobile,37
10 may 2020,desktop,99
11 may 2020,desktop,150
11 may 2020,tablet,7
11 may 2020,mobile,36
12 may 2020,desktop,105
12 may 2020,mobile,60
12 may 2020,tablet,1
13 may 2020,mobile,84
13 may 2020,desktop,36
14 may 2020,desktop,52
14 may 2020,mobile,23
15 may 2020,mobile,9
15 may 2020,desktop,25
16 may 2020,mobile,9
16 may 2020,desktop,7
17 may 2020,mobile,10
17 may 2020,desktop,27
18 may 2020,mobile,27
18 may 2020,desktop,70
19 may 2020,desktop,158
19 may 2020,mobile,18
20 may 2020,mobile,28
20 may 2020,desktop,136
21 may 2020,mobile,41
21 may 2020,desktop,115
22 may 2020,desktop,70
22 may 2020,mobile,45
23 may 2020,desktop,30
23 may 2020,mobile,7
24 may 2020,desktop,16
24 may 2020,mobile,5
25 may 2020,mobile,4
25 may 2020,desktop,30
26 may 2020,mobile,26
26 may 2020,desktop,88
27 may 2020,mobile,12
27 may 2020,desktop,80
28 may 2020,desktop,77
28 may 2020,mobile,74
29 may 2020,mobile,33
29 may 2020,desktop,108
30 may 2020,desktop,48
30 may 2020,mobile,13
31 may 2020,mobile,20
31 may 2020,desktop,21
1 jun 2020,mobile,9
1 jun 2020,desktop,89
2 jun 2020,mobile,23
2 jun 2020,desktop,44
3 jun 2020,desktop,65
3 jun 2020,mobile,38
4 jun 2020,mobile,27
4 jun 2020,desktop,33
5 jun 2020,mobile,39
5 jun 2020,desktop,72
5 jun 2020,tablet,1
6 jun 2020,mobile,4
6 jun 2020,desktop,68
7 jun 2020,desktop,13
7 jun 2020,mobile,24
8 jun 2020,mobile,10
8 jun 2020,desktop,48
9 jun 2020,tablet,2
9 jun 2020,mobile,35
9 jun 2020,desktop,85
10 jun 2020,desktop,121
10 jun 2020,mobile,35
11 jun 2020,mobile,27
11 jun 2020,desktop,32
12 jun 2020,desktop,49
12 jun 2020,tablet,1
12 jun 2020,mobile,21
13 jun 2020,desktop,68
13 jun 2020,mobile,13
14 jun 2020,desktop,25
14 jun 2020,mobile,7
15 jun 2020,desktop,33
15 jun 2020,mobile,48
16 jun 2020,mobile,18
16 jun 2020,desktop,20
17 jun 2020,mobile,26
17 jun 2020,desktop,65
18 jun 2020,mobile,20
18 jun 2020,desktop,59
19 jun 2020,mobile,12
19 jun 2020,desktop,77
20 jun 2020,desktop,22
20 jun 2020,mobile,7
21 jun 2020,desktop,36
21 jun 2020,mobile,15
22 jun 2020,mobile,32
22 jun 2020,desktop,63
23 jun 2020,mobile,17
23 jun 2020,desktop,41
24 jun 2020,mobile,4
24 jun 2020,desktop,36
25 jun 2020,mobile,8
25 jun 2020,desktop,22
26 jun 2020,desktop,25
26 jun 2020,mobile,13
27 jun 2020,mobile,6
27 jun 2020,desktop,33
28 jun 2020,mobile,3
28 jun 2020,desktop,17
29 jun 2020,mobile,21
29 jun 2020,desktop,53
30 jun 2020,desktop,33
30 jun 2020,mobile,14
1 jul 2020,mobile,20
1 jul 2020,desktop,120
2 jul 2020,mobile,16
2 jul 2020,desktop,13
3 jul 2020,desktop,31
3 jul 2020,mobile,75
4 jul 2020,desktop,27
4 jul 2020,mobile,16
5 jul 2020,desktop,12
5 jul 2020,mobile,12
6 jul 2020,mobile,8
6 jul 2020,desktop,26
7 jul 2020,mobile,21
7 jul 2020,desktop,24
8 jul 2020,mobile,23
8 jul 2020,desktop,82
9 jul 2020,mobile,3
9 jul 2020,desktop,13
10 jul 2020,desktop,138
10 jul 2020,mobile,43
11 jul 2020,tablet,3
11 jul 2020,desktop,40
11 jul 2020,mobile,16
12 jul 2020,desktop,46
12 jul 2020,mobile,3
13 jul 2020,desktop,93
13 jul 2020,mobile,64
14 jul 2020,desktop,63
14 jul 2020,mobile,5
15 jul 2020,desktop,81
15 jul 2020,mobile,9
16 jul 2020,desktop,57
16 jul 2020,mobile,9
17 jul 2020,desktop,5
17 jul 2020,mobile,9
18 jul 2020,desktop,3
18 jul 2020,mobile,44
19 jul 2020,tablet,1
19 jul 2020,mobile,15
19 jul 2020,desktop,21
20 jul 2020,mobile,13
20 jul 2020,desktop,30
21 jul 2020,desktop,61
21 jul 2020,mobile,6
22 jul 2020,desktop,168
22 jul 2020,mobile,82
23 jul 2020,desktop,38
23 jul 2020,mobile,1
24 jul 2020,mobile,6
24 jul 2020,desktop,29
25 jul 2020,mobile,6
25 jul 2020,desktop,26
26 jul 2020,mobile,7
26 jul 2020,desktop,6
27 jul 2020,mobile,18
27 jul 2020,desktop,65
27 jul 2020,tablet,1
28 jul 2020,mobile,54
28 jul 2020,desktop,62
29 jul 2020,tablet,1
29 jul 2020,mobile,56
29 jul 2020,desktop,95
30 jul 2020,desktop,52
30 jul 2020,mobile,13
31 jul 2020,desktop,77
31 jul 2020,mobile,12
1 ago 2020,desktop,30
1 ago 2020,mobile,41
2 ago 2020,desktop,13
2 ago 2020,mobile,34
3 ago 2020,mobile,151
3 ago 2020,desktop,173
4 ago 2020,desktop,107
4 ago 2020,mobile,56
5 ago 2020,desktop,129
5 ago 2020,mobile,93
6 ago 2020,mobile,47
6 ago 2020,desktop,172
7 ago 2020,mobile,38
7 ago 2020,desktop,148
8 ago 2020,desktop,13
8 ago 2020,mobile,11
9 ago 2020,mobile,31
9 ago 2020,desktop,129
10 ago 2020,mobile,57
10 ago 2020,desktop,163
11 ago 2020,desktop,172
11 ago 2020,mobile,94
12 ago 2020,desktop,57
12 ago 2020,mobile,38
13 ago 2020,desktop,95
13 ago 2020,mobile,36
14 ago 2020,desktop,104
14 ago 2020,mobile,80
15 ago 2020,desktop,57
15 ago 2020,mobile,22
16 ago 2020,desktop,15
16 ago 2020,mobile,3
17 ago 2020,desktop,38
17 ago 2020,mobile,7
18 ago 2020,mobile,26
18 ago 2020,desktop,67
19 ago 2020,desktop,90
19 ago 2020,mobile,31
20 ago 2020,mobile,24
20 ago 2020,desktop,52
21 ago 2020,desktop,99
21 ago 2020,mobile,25
22 ago 2020,mobile,13
22 ago 2020,desktop,32
23 ago 2020,mobile,11
23 ago 2020,desktop,42
24 ago 2020,mobile,38
24 ago 2020,desktop,101
25 ago 2020,desktop,98
25 ago 2020,mobile,32
26 ago 2020,mobile,38
26 ago 2020,desktop,94
27 ago 2020,mobile,47
27 ago 2020,desktop,64
28 ago 2020,tablet,1
28 ago 2020,mobile,29
28 ago 2020,desktop,55
29 ago 2020,mobile,14
29 ago 2020,desktop,27
30 ago 2020,desktop,85
30 ago 2020,mobile,17
31 ago 2020,desktop,67
31 ago 2020,mobile,148
1 sept 2020,desktop,34
1 sept 2020,mobile,10
2 sept 2020,desktop,66
2 sept 2020,mobile,11
3 sept 2020,desktop,68
3 sept 2020,mobile,9
4 sept 2020,mobile,20
4 sept 2020,desktop,37
5 sept 2020,mobile,31
5 sept 2020,desktop,42
6 sept 2020,desktop,38
6 sept 2020,mobile,10
7 sept 2020,desktop,95
7 sept 2020,mobile,19
8 sept 2020,desktop,110
8 sept 2020,mobile,25
9 sept 2020,mobile,37
9 sept 2020,desktop,73
10 sept 2020,mobile,84
10 sept 2020,desktop,60
11 sept 2020,mobile,17
11 sept 2020,desktop,53
12 sept 2020,desktop,63
12 sept 2020,mobile,8
13 sept 2020,mobile,28
13 sept 2020,desktop,14
14 sept 2020,mobile,10
14 sept 2020,desktop,116
15 sept 2020,desktop,80
15 sept 2020,mobile,44
16 sept 2020,mobile,34
16 sept 2020,desktop,28
17 sept 2020,tablet,4
17 sept 2020,desktop,91
17 sept 2020,mobile,31
18 sept 2020,desktop,45
18 sept 2020,mobile,14
19 sept 2020,desktop,54
19 sept 2020,mobile,29
20 sept 2020,desktop,11
20 sept 2020,mobile,10
21 sept 2020,mobile,16
21 sept 2020,desktop,33
22 sept 2020,desktop,61
22 sept 2020,mobile,49
22 sept 2020,tablet,1
23 sept 2020,desktop,62
23 sept 2020,mobile,12
24 sept 2020,tablet,1
24 sept 2020,desktop,41
24 sept 2020,mobile,59
25 sept 2020,mobile,22
25 sept 2020,desktop,52
26 sept 2020,desktop,20
26 sept 2020,mobile,7
27 sept 2020,tablet,1
27 sept 2020,mobile,12
27 sept 2020,desktop,96
28 sept 2020,desktop,75
28 sept 2020,mobile,16
29 sept 2020,mobile,24
29 sept 2020,desktop,30
30 sept 2020,desktop,91
30 sept 2020,mobile,18
1 oct 2020,mobile,53
1 oct 2020,desktop,136
2 oct 2020,desktop,49
2 oct 2020,mobile,51
3 oct 2020,desktop,12
3 oct 2020,mobile,33
4 oct 2020,mobile,7
4 oct 2020,desktop,27
5 oct 2020,desktop,85
5 oct 2020,mobile,35
6 oct 2020,desktop,72
6 oct 2020,mobile,28
7 oct 2020,desktop,30
7 oct 2020,mobile,8
8 oct 2020,mobile,9
8 oct 2020,desktop,55
9 oct 2020,mobile,33
9 oct 2020,desktop,67
10 oct 2020,mobile,90
10 oct 2020,desktop,28
11 oct 2020,desktop,55
11 oct 2020,mobile,17
12 oct 2020,desktop,42
12 oct 2020,mobile,9
13 oct 2020,mobile,8
13 oct 2020,desktop,76
14 oct 2020,desktop,43
14 oct 2020,mobile,12
15 oct 2020,desktop,15
15 oct 2020,mobile,13
16 oct 2020,desktop,110
16 oct 2020,mobile,18
17 oct 2020,mobile,13
17 oct 2020,desktop,47
18 oct 2020,desktop,21
18 oct 2020,mobile,13
19 oct 2020,desktop,47
19 oct 2020,mobile,35
20 oct 2020,desktop,57
20 oct 2020,mobile,34
21 oct 2020,mobile,22
21 oct 2020,desktop,56
22 oct 2020,mobile,53
22 oct 2020,desktop,56
23 oct 2020,desktop,134
23 oct 2020,mobile,28
24 oct 2020,desktop,81
24 oct 2020,mobile,6
25 oct 2020,desktop,43
25 oct 2020,mobile,11
26 oct 2020,desktop,96
26 oct 2020,mobile,33
27 oct 2020,desktop,50
27 oct 2020,mobile,23
28 oct 2020,desktop,126
28 oct 2020,mobile,72
29 oct 2020,desktop,119
29 oct 2020,mobile,23
30 oct 2020,desktop,77
30 oct 2020,mobile,63
31 oct 2020,desktop,26
31 oct 2020,mobile,15
1 nov 2020,desktop,29
1 nov 2020,mobile,11
2 nov 2020,mobile,20
2 nov 2020,desktop,47
3 nov 2020,mobile,34
3 nov 2020,desktop,56
4 nov 2020,mobile,35
4 nov 2020,tablet,1
4 nov 2020,desktop,65
5 nov 2020,desktop,83
5 nov 2020,mobile,30
6 nov 2020,desktop,41
6 nov 2020,mobile,30
7 nov 2020,mobile,23
7 nov 2020,desktop,9
8 nov 2020,mobile,8
8 nov 2020,desktop,19
9 nov 2020,mobile,27
9 nov 2020,desktop,88
10 nov 2020,mobile,34
10 nov 2020,desktop,52
11 nov 2020,mobile,26
11 nov 2020,desktop,90
12 nov 2020,mobile,48
12 nov 2020,desktop,70
13 nov 2020,desktop,127
13 nov 2020,mobile,7
14 nov 2020,desktop,10
14 nov 2020,mobile,10
15 nov 2020,mobile,7
15 nov 2020,desktop,15
16 nov 2020,desktop,59
16 nov 2020,mobile,34
17 nov 2020,mobile,31
17 nov 2020,desktop,55
18 nov 2020,desktop,75
18 nov 2020,mobile,42
19 nov 2020,mobile,23
19 nov 2020,desktop,29
20 nov 2020,mobile,106
20 nov 2020,desktop,70
21 nov 2020,desktop,18
21 nov 2020,mobile,74
21 nov 2020,tablet,1
22 nov 2020,desktop,48
22 nov 2020,mobile,67
23 nov 2020,desktop,83
23 nov 2020,mobile,72
24 nov 2020,desktop,50
24 nov 2020,mobile,28
25 nov 2020,desktop,71
25 nov 2020,mobile,42
26 nov 2020,mobile,20
26 nov 2020,desktop,108
27 nov 2020,mobile,36
27 nov 2020,desktop,89
28 nov 2020,mobile,11
28 nov 2020,desktop,40
29 nov 2020,desktop,10
29 nov 2020,mobile,8
30 nov 2020,desktop,46
30 nov 2020,mobile,10
30 nov 2020,tablet,1
1 dic 2020,desktop,89
1 dic 2020,mobile,59
2 dic 2020,desktop,158
2 dic 2020,mobile,36
3 dic 2020,desktop,110
3 dic 2020,mobile,27
4 dic 2020,mobile,56
4 dic 2020,desktop,90
5 dic 2020,desktop,17
5 dic 2020,mobile,49
6 dic 2020,desktop,19
6 dic 2020,mobile,10
7 dic 2020,mobile,6
7 dic 2020,desktop,22
8 dic 2020,mobile,18
8 dic 2020,desktop,63
9 dic 2020,mobile,20
9 dic 2020,desktop,76
10 dic 2020,desktop,59
10 dic 2020,mobile,59
11 dic 2020,mobile,37
11 dic 2020,desktop,26
12 dic 2020,mobile,3
12 dic 2020,desktop,7
13 dic 2020,mobile,9
13 dic 2020,desktop,25
14 dic 2020,mobile,26
14 dic 2020,desktop,53
15 dic 2020,desktop,70
15 dic 2020,mobile,10
16 dic 2020,mobile,18
16 dic 2020,desktop,146
17 dic 2020,desktop,155
17 dic 2020,mobile,28
18 dic 2020,mobile,21
18 dic 2020,desktop,198
19 dic 2020,desktop,5
19 dic 2020,mobile,5
20 dic 2020,desktop,10
20 dic 2020,mobile,5
21 dic 2020,desktop,16
21 dic 2020,mobile,2
22 dic 2020,mobile,33
22 dic 2020,desktop,42
23 dic 2020,mobile,9
23 dic 2020,desktop,16
23 dic 2020,tablet,3
24 dic 2020,mobile,2
24 dic 2020,desktop,6
25 dic 2020,mobile,7
26 dic 2020,mobile,35
26 dic 2020,desktop,31
27 dic 2020,mobile,4
27 dic 2020,desktop,16
28 dic 2020,mobile,5
28 dic 2020,desktop,10
29 dic 2020,desktop,13
29 dic 2020,mobile,2
30 dic 2020,mobile,6
30 dic 2020,desktop,19
31 dic 2020,mobile,3
31 dic 2020,desktop,14
1 ene 2021,desktop,2
2 ene 2021,desktop,7
3 ene 2021,desktop,39
3 ene 2021,mobile,5
4 ene 2021,desktop,24
4 ene 2021,mobile,17
5 ene 2021,desktop,6
5 ene 2021,mobile,31
6 ene 2021,mobile,4
6 ene 2021,desktop,13
7 ene 2021,desktop,35
7 ene 2021,mobile,47
8 ene 2021,mobile,13
8 ene 2021,desktop,11
9 ene 2021,mobile,7
9 ene 2021,desktop,24
10 ene 2021,tablet,1
10 ene 2021,desktop,16
10 ene 2021,mobile,25
11 ene 2021,mobile,10
11 ene 2021,desktop,26
12 ene 2021,desktop,19
12 ene 2021,mobile,7
13 ene 2021,desktop,61
13 ene 2021,mobile,7
14 ene 2021,desktop,29
14 ene 2021,mobile,37
15 ene 2021,mobile,9
15 ene 2021,desktop,33
16 ene 2021,desktop,11
16 ene 2021,mobile,14
17 ene 2021,desktop,42
17 ene 2021,mobile,4
18 ene 2021,desktop,94
18 ene 2021,mobile,111
19 ene 2021,mobile,25
19 ene 2021,desktop,17
20 ene 2021,tablet,1
20 ene 2021,mobile,22
20 ene 2021,desktop,32
21 ene 2021,mobile,7
21 ene 2021,desktop,25
22 ene 2021,desktop,20
22 ene 2021,mobile,5
23 ene 2021,desktop,17
23 ene 2021,mobile,6
24 ene 2021,desktop,2
24 ene 2021,mobile,22
25 ene 2021,mobile,11
25 ene 2021,desktop,35
26 ene 2021,mobile,9
26 ene 2021,desktop,302
27 ene 2021,desktop,81
27 ene 2021,mobile,30
28 ene 2021,desktop,47
28 ene 2021,mobile,14
29 ene 2021,desktop,19
29 ene 2021,mobile,16
30 ene 2021,mobile,15
30 ene 2021,desktop,18
31 ene 2021,desktop,12
31 ene 2021,mobile,5
1 feb 2021,tablet,1
1 feb 2021,mobile,15
1 feb 2021,desktop,32
2 feb 2021,mobile,7
2 feb 2021,desktop,52
3 feb 2021,mobile,21
3 feb 2021,desktop,21
4 feb 2021,mobile,15
4 feb 2021,desktop,40
5 feb 2021,mobile,24
5 feb 2021,desktop,40
6 feb 2021,mobile,17
6 feb 2021,desktop,11
7 feb 2021,desktop,31
7 feb 2021,mobile,7
8 feb 2021,desktop,70
8 feb 2021,mobile,12
9 feb 2021,desktop,19
9 feb 2021,mobile,14
10 feb 2021,mobile,35
10 feb 2021,desktop,41
11 feb 2021,desktop,72
11 feb 2021,mobile,14
12 feb 2021,mobile,21
12 feb 2021,desktop,101
13 feb 2021,desktop,14
13 feb 2021,mobile,11
14 feb 2021,desktop,61
14 feb 2021,mobile,23
15 feb 2021,mobile,3
15 feb 2021,desktop,17
16 feb 2021,mobile,200
16 feb 2021,desktop,65
17 feb 2021,mobile,16
17 feb 2021,tablet,1
17 feb 2021,desktop,51
18 feb 2021,desktop,53
18 feb 2021,mobile,20
19 feb 2021,desktop,140
19 feb 2021,mobile,15
20 feb 2021,desktop,11
20 feb 2021,mobile,12
21 feb 2021,desktop,8
21 feb 2021,mobile,2
22 feb 2021,desktop,68
22 feb 2021,mobile,12
23 feb 2021,mobile,11
23 feb 2021,desktop,89
24 feb 2021,desktop,83
24 feb 2021,mobile,6
25 feb 2021,mobile,35
25 feb 2021,desktop,89
26 feb 2021,mobile,21
26 feb 2021,desktop,80
27 feb 2021,desktop,17
27 feb 2021,mobile,2
28 feb 2021,mobile,1
28 feb 2021,desktop,5
1 mar 2021,desktop,93
1 mar 2021,mobile,7
2 mar 2021,desktop,247
2 mar 2021,mobile,11
2 mar 2021,tablet,1
3 mar 2021,mobile,47
3 mar 2021,desktop,233
4 mar 2021,mobile,21
4 mar 2021,desktop,166
5 mar 2021,mobile,6
5 mar 2021,desktop,62
6 mar 2021,mobile,9
6 mar 2021,desktop,26
7 mar 2021,desktop,112
7 mar 2021,mobile,5
8 mar 2021,mobile,5
8 mar 2021,desktop,87
9 mar 2021,desktop,90
9 mar 2021,tablet,3
9 mar 2021,mobile,26
10 mar 2021,mobile,65
10 mar 2021,tablet,1
10 mar 2021,desktop,166
11 mar 2021,desktop,51
11 mar 2021,mobile,68
11 mar 2021,tablet,33
12 mar 2021,mobile,17
12 mar 2021,desktop,55
13 mar 2021,desktop,70
13 mar 2021,mobile,17
14 mar 2021,mobile,10
14 mar 2021,desktop,34
15 mar 2021,mobile,60
15 mar 2021,desktop,144
16 mar 2021,desktop,117
16 mar 2021,mobile,38
17 mar 2021,desktop,145
17 mar 2021,mobile,39
18 mar 2021,desktop,146
18 mar 2021,mobile,46
19 mar 2021,mobile,28
19 mar 2021,desktop,175
20 mar 2021,desktop,59
20 mar 2021,mobile,16
21 mar 2021,mobile,5
21 mar 2021,desktop,47
22 mar 2021,desktop,80
22 mar 2021,mobile,70
23 mar 2021,mobile,41
23 mar 2021,desktop,98
24 mar 2021,desktop,152
24 mar 2021,mobile,186
24 mar 2021,tablet,10
25 mar 2021,desktop,135
25 mar 2021,mobile,39
26 mar 2021,desktop,120
26 mar 2021,mobile,27
27 mar 2021,desktop,66
27 mar 2021,mobile,72
28 mar 2021,desktop,20
28 mar 2021,mobile,23
29 mar 2021,mobile,41
29 mar 2021,desktop,103
30 mar 2021,desktop,85
30 mar 2021,tablet,1
30 mar 2021,mobile,72
31 mar 2021,desktop,117
31 mar 2021,mobile,30
1 abr 2021,mobile,20
1 abr 2021,desktop,58
2 abr 2021,mobile,33
2 abr 2021,desktop,51
3 abr 2021,desktop,81
3 abr 2021,mobile,11
4 abr 2021,desktop,21
4 abr 2021,mobile,14
5 abr 2021,mobile,29
5 abr 2021,desktop,88
6 abr 2021,mobile,38
6 abr 2021,desktop,201
7 abr 2021,desktop,75
7 abr 2021,mobile,37
8 abr 2021,tablet,1
8 abr 2021,desktop,67
8 abr 2021,mobile,36
9 abr 2021,desktop,58
9 abr 2021,mobile,36
10 abr 2021,desktop,59
10 abr 2021,mobile,38
11 abr 2021,mobile,42
11 abr 2021,desktop,42
12 abr 2021,mobile,35
12 abr 2021,desktop,85
13 abr 2021,desktop,132
13 abr 2021,mobile,33
14 abr 2021,desktop,199
14 abr 2021,mobile,41
15 abr 2021,desktop,71
15 abr 2021,mobile,51
16 abr 2021,desktop,46
16 abr 2021,mobile,34
17 abr 2021,mobile,14
17 abr 2021,desktop,38
18 abr 2021,mobile,6
18 abr 2021,desktop,28
19 abr 2021,mobile,36
19 abr 2021,desktop,69
20 abr 2021,tablet,1
20 abr 2021,mobile,22
20 abr 2021,desktop,248
21 abr 2021,mobile,33
21 abr 2021,desktop,56
22 abr 2021,mobile,70
22 abr 2021,desktop,71
23 abr 2021,mobile,87
23 abr 2021,desktop,61
23 abr 2021,tablet,1
24 abr 2021,mobile,57
24 abr 2021,desktop,44
25 abr 2021,mobile,50
25 abr 2021,desktop,24
26 abr 2021,desktop,71
26 abr 2021,mobile,57
27 abr 2021,tablet,1
27 abr 2021,mobile,39
27 abr 2021,desktop,68
28 abr 2021,tablet,1
28 abr 2021,desktop,94
28 abr 2021,mobile,36
29 abr 2021,desktop,70
29 abr 2021,mobile,7
30 abr 2021,desktop,49
30 abr 2021,mobile,14
1 may 2021,desktop,27
1 may 2021,mobile,18
2 may 2021,mobile,16
2 may 2021,desktop,52
3 may 2021,desktop,89
3 may 2021,tablet,1
3 may 2021,mobile,26
4 may 2021,mobile,45
4 may 2021,tablet,1
4 may 2021,desktop,79
5 may 2021,desktop,116
5 may 2021,mobile,27
5 may 2021,tablet,1
6 may 2021,mobile,46
6 may 2021,desktop,81
7 may 2021,tablet,1
7 may 2021,mobile,37
7 may 2021,desktop,62
8 may 2021,mobile,19
8 may 2021,desktop,26
9 may 2021,desktop,88
9 may 2021,mobile,29
10 may 2021,desktop,110
10 may 2021,mobile,21
11 may 2021,desktop,85
11 may 2021,mobile,34
12 may 2021,mobile,13
12 may 2021,desktop,55
13 may 2021,desktop,86
13 may 2021,mobile,86
14 may 2021,mobile,40
14 may 2021,desktop,62
15 may 2021,desktop,39
15 may 2021,mobile,19
16 may 2021,desktop,29
16 may 2021,mobile,18
17 may 2021,desktop,416
17 may 2021,mobile,36
18 may 2021,desktop,82
18 may 2021,mobile,41
19 may 2021,desktop,71
19 may 2021,mobile,32
20 may 2021,desktop,112
20 may 2021,mobile,23
21 may 2021,desktop,85
21 may 2021,mobile,16
22 may 2021,mobile,12
22 may 2021,desktop,41
23 may 2021,mobile,21
23 may 2021,desktop,33
24 may 2021,mobile,18
24 may 2021,desktop,54
25 may 2021,desktop,32
25 may 2021,tablet,4
25 may 2021,mobile,18
26 may 2021,desktop,87
26 may 2021,mobile,56
27 may 2021,mobile,52
27 may 2021,desktop,77
28 may 2021,desktop,41
28 may 2021,mobile,15
29 may 2021,mobile,22
29 may 2021,desktop,84
