Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones
31 may 2019,131,19,28,1.1785714285714286,33
1 jun 2019,75,8,10,1.5,15
2 jun 2019,73,18,22,1.2727272727272727,28
3 jun 2019,135,15,24,1.2916666666666667,31
4 jun 2019,219,41,53,1.150943396226415,61
5 jun 2019,110,33,41,1.2195121951219512,50
6 jun 2019,130,17,29,1.3793103448275863,40
7 jun 2019,85,12,21,1.5238095238095237,32
8 jun 2019,162,14,21,1.3333333333333333,28
9 jun 2019,129,10,22,1.3181818181818181,29
10 jun 2019,119,18,30,1.2333333333333334,37
11 jun 2019,104,14,24,1.4583333333333333,35
12 jun 2019,382,21,33,1.3636363636363635,45
13 jun 2019,141,20,27,1.1851851851851851,32
14 jun 2019,62,15,21,1.3333333333333333,28
15 jun 2019,41,11,13,1.2307692307692308,16
16 jun 2019,19,4,6,1.3333333333333333,8
17 jun 2019,31,10,14,1.2142857142857142,17
18 jun 2019,163,22,34,1.3529411764705883,46
19 jun 2019,33,13,17,1.411764705882353,24
20 jun 2019,73,20,24,1.2916666666666667,31
21 jun 2019,183,22,31,1.1935483870967742,37
22 jun 2019,25,6,10,1.4,14
23 jun 2019,43,15,23,1,23
24 jun 2019,71,16,23,1.2173913043478262,28
25 jun 2019,115,26,35,1.1714285714285715,41
26 jun 2019,130,15,29,1.1379310344827587,33
27 jun 2019,103,25,37,1.2702702702702702,47
28 jun 2019,98,8,12,1.5,18
29 jun 2019,70,16,19,1.263157894736842,24
30 jun 2019,114,17,21,1.2857142857142858,27
1 jul 2019,97,23,31,1.1612903225806452,36
2 jul 2019,138,21,26,1.3846153846153846,36
3 jul 2019,141,47,56,1.125,63
4 jul 2019,86,13,22,1.2727272727272727,28
5 jul 2019,114,21,32,1.125,36
6 jul 2019,84,11,12,1.0833333333333333,13
7 jul 2019,5,2,4,1.25,5
8 jul 2019,64,9,12,1.1666666666666667,14
9 jul 2019,69,8,11,1.1818181818181819,13
10 jul 2019,103,13,18,1.1111111111111112,20
11 jul 2019,104,10,14,1.1428571428571428,16
12 jul 2019,57,9,11,1.1818181818181819,13
13 jul 2019,75,4,8,1.375,11
14 jul 2019,16,6,8,1,8
15 jul 2019,56,12,15,1.0666666666666667,16
16 jul 2019,31,15,17,1,17
17 jul 2019,25,5,9,1.2222222222222223,11
18 jul 2019,51,10,15,1.2666666666666666,19
19 jul 2019,96,9,11,1.4545454545454546,16
20 jul 2019,29,8,9,1.1111111111111112,10
21 jul 2019,33,11,15,1.1333333333333333,17
22 jul 2019,199,20,28,1.1071428571428572,31
23 jul 2019,2,2,2,1,2
24 jul 2019,54,12,17,1.1176470588235294,19
25 jul 2019,50,10,15,1.3333333333333333,20
26 jul 2019,85,12,22,1.2272727272727273,27
27 jul 2019,20,6,10,1,10
28 jul 2019,42,11,15,1.0666666666666667,16
29 jul 2019,131,16,28,1.1785714285714286,33
30 jul 2019,195,29,42,1.1428571428571428,48
31 jul 2019,85,17,29,1.0344827586206897,30
1 ago 2019,174,18,28,1.3928571428571428,39
2 ago 2019,163,11,23,1.173913043478261,27
3 ago 2019,77,10,14,1.1428571428571428,16
4 ago 2019,32,2,6,1.3333333333333333,8
5 ago 2019,88,10,18,1.4444444444444444,26
6 ago 2019,120,13,20,1.2,24
7 ago 2019,76,20,24,1.1666666666666667,28
8 ago 2019,249,18,24,1.2083333333333333,29
9 ago 2019,107,10,20,1.45,29
10 ago 2019,46,5,11,1.4545454545454546,16
11 ago 2019,36,12,14,1.1428571428571428,16
12 ago 2019,109,12,21,1.380952380952381,29
13 ago 2019,193,19,27,1.3333333333333333,36
14 ago 2019,74,21,27,1.1851851851851851,32
15 ago 2019,85,24,32,1.125,36
16 ago 2019,109,14,22,1.1818181818181819,26
17 ago 2019,34,7,12,1.25,15
18 ago 2019,50,7,13,1.4615384615384615,19
19 ago 2019,54,13,20,1.05,21
20 ago 2019,144,16,22,1.1363636363636365,25
21 ago 2019,94,30,38,1.2105263157894737,46
22 ago 2019,294,39,46,1.1304347826086956,52
23 ago 2019,294,47,56,1.1785714285714286,66
24 ago 2019,84,27,29,1.0344827586206897,30
25 ago 2019,160,28,35,1.0571428571428572,37
26 ago 2019,208,38,49,1.1428571428571428,56
27 ago 2019,289,47,59,1.3220338983050848,78
28 ago 2019,211,22,39,1.205128205128205,47
29 ago 2019,285,37,43,1.069767441860465,46
30 ago 2019,106,26,38,1.105263157894737,42
31 ago 2019,74,16,20,1,20
1 sept 2019,21,15,21,1,21
2 sept 2019,92,25,34,1.1470588235294117,39
3 sept 2019,45,20,25,1.08,27
4 sept 2019,233,53,64,1.21875,78
5 sept 2019,300,44,57,1.2105263157894737,69
6 sept 2019,129,39,53,1.1886792452830188,63
7 sept 2019,120,17,25,1.04,26
8 sept 2019,59,20,24,1.0416666666666667,25
9 sept 2019,199,27,40,1.1,44
10 sept 2019,190,18,29,1.1724137931034482,34
11 sept 2019,147,25,35,1.1428571428571428,40
12 sept 2019,132,28,37,1.162162162162162,43
13 sept 2019,136,25,32,1.0625,34
14 sept 2019,25,10,11,1,11
15 sept 2019,37,10,15,1.2,18
16 sept 2019,424,18,30,1.1333333333333333,34
17 sept 2019,366,31,47,1.1702127659574468,55
18 sept 2019,244,23,35,1.1142857142857143,39
19 sept 2019,113,19,26,1.1923076923076923,31
20 sept 2019,70,21,27,1.0740740740740742,29
21 sept 2019,32,8,14,1.1428571428571428,16
22 sept 2019,22,6,10,1,10
23 sept 2019,402,20,32,1.15625,37
24 sept 2019,85,17,21,1.1428571428571428,24
25 sept 2019,95,14,21,1.1428571428571428,24
26 sept 2019,80,24,32,1.15625,37
27 sept 2019,62,13,22,1.1818181818181819,26
28 sept 2019,55,5,9,1,9
30 sept 2019,92,15,29,1.0689655172413792,31
1 oct 2019,112,19,31,1.1290322580645162,35
2 oct 2019,101,21,32,1.125,36
3 oct 2019,205,31,42,1.119047619047619,47
4 oct 2019,165,18,28,1.1071428571428572,31
5 oct 2019,102,12,19,1.3157894736842106,25
6 oct 2019,59,11,18,1.1111111111111112,20
7 oct 2019,168,23,38,1.1842105263157894,45
8 oct 2019,44,20,27,1.1481481481481481,31
9 oct 2019,53,18,24,1.1666666666666667,28
10 oct 2019,110,26,35,1.1428571428571428,40
11 oct 2019,48,11,17,1.0588235294117647,18
12 oct 2019,26,11,16,1.1875,19
13 oct 2019,220,15,22,1.1818181818181819,26
14 oct 2019,91,25,35,1.1142857142857143,39
15 oct 2019,140,31,48,1.1875,57
16 oct 2019,166,42,57,1.1403508771929824,65
17 oct 2019,244,32,50,1.3,65
18 oct 2019,130,19,31,1.032258064516129,32
19 oct 2019,67,20,25,1.04,26
20 oct 2019,30,6,15,1.2,18
21 oct 2019,148,25,43,1.1162790697674418,48
22 oct 2019,200,29,45,1.0888888888888888,49
23 oct 2019,178,20,36,1.1111111111111112,40
24 oct 2019,155,24,35,1.2,42
25 oct 2019,107,10,19,1.1578947368421053,22
26 oct 2019,8,3,5,1.2,6
27 oct 2019,56,16,21,1.0952380952380953,23
28 oct 2019,163,13,22,1.0454545454545454,23
29 oct 2019,506,34,44,1.1136363636363635,49
30 oct 2019,150,23,29,1,29
31 oct 2019,150,19,23,1.1304347826086956,26
1 nov 2019,159,8,16,1.25,20
2 nov 2019,28,7,10,1.1,11
3 nov 2019,33,12,15,1.2,18
4 nov 2019,175,21,26,1.2692307692307692,33
5 nov 2019,146,23,32,1.1875,38
6 nov 2019,205,24,32,1.375,44
7 nov 2019,166,13,24,1.375,33
8 nov 2019,62,9,14,1.1428571428571428,16
9 nov 2019,30,11,14,1.0714285714285714,15
10 nov 2019,46,6,11,1,11
11 nov 2019,195,16,23,1.3478260869565217,31
12 nov 2019,117,17,25,1.48,37
13 nov 2019,177,20,31,1.3225806451612903,41
14 nov 2019,145,21,24,1.25,30
15 nov 2019,126,14,21,1.2857142857142858,27
16 nov 2019,36,13,15,1.0666666666666667,16
17 nov 2019,22,10,12,1,12
18 nov 2019,47,11,14,1.0714285714285714,15
19 nov 2019,171,22,30,1.1,33
20 nov 2019,132,26,34,1.1764705882352942,40
21 nov 2019,107,30,37,1.1891891891891893,44
22 nov 2019,78,21,26,1.2692307692307692,33
23 nov 2019,66,14,19,1,19
24 nov 2019,58,13,18,1.1111111111111112,20
25 nov 2019,93,19,26,1.0769230769230769,28
26 nov 2019,240,14,25,1.24,31
27 nov 2019,97,17,26,1.1538461538461537,30
28 nov 2019,144,21,26,1.1153846153846154,29
29 nov 2019,27,6,11,1.0909090909090908,12
30 nov 2019,50,12,12,1.0833333333333333,13
1 dic 2019,49,9,14,1,14
2 dic 2019,50,12,16,1.125,18
3 dic 2019,75,16,23,1.1304347826086956,26
4 dic 2019,101,21,31,1.2258064516129032,38
5 dic 2019,79,18,23,1.0434782608695652,24
6 dic 2019,70,18,22,1.0909090909090908,24
7 dic 2019,23,4,6,1.3333333333333333,8
8 dic 2019,33,4,7,1.4285714285714286,10
9 dic 2019,71,6,11,1.0909090909090908,12
10 dic 2019,267,56,63,1.0317460317460319,65
11 dic 2019,49,17,19,1.105263157894737,21
12 dic 2019,77,10,14,1.1428571428571428,16
13 dic 2019,101,20,23,1.2173913043478262,28
14 dic 2019,6,3,5,1,5
15 dic 2019,14,4,5,1,5
16 dic 2019,69,7,8,1.25,10
17 dic 2019,25,9,13,1,13
18 dic 2019,25,12,15,1,15
19 dic 2019,56,5,11,1.0909090909090908,12
20 dic 2019,17,5,8,1,8
21 dic 2019,2,1,2,1,2
22 dic 2019,27,4,6,1,6
23 dic 2019,42,4,6,1.3333333333333333,8
24 dic 2019,4,0,2,1,2
25 dic 2019,27,15,15,1.0666666666666667,16
26 dic 2019,21,6,8,1.375,11
27 dic 2019,57,6,9,1.6666666666666667,15
28 dic 2019,10,1,3,1.3333333333333333,4
29 dic 2019,6,4,5,1,5
30 dic 2019,52,3,6,1.1666666666666667,7
31 dic 2019,3,2,3,1,3
1 ene 2020,15,1,2,1.5,3
2 ene 2020,7,3,4,1,4
3 ene 2020,58,4,4,1.25,5
4 ene 2020,28,9,11,1.0909090909090908,12
5 ene 2020,5,3,3,1,3
6 ene 2020,13,4,5,1.2,6
7 ene 2020,14,7,8,1,8
8 ene 2020,52,8,8,1.25,10
9 ene 2020,43,4,4,1,4
10 ene 2020,21,2,3,1,3
11 ene 2020,19,4,4,1,4
12 ene 2020,4,2,3,1,3
13 ene 2020,6,2,3,1,3
14 ene 2020,10,4,4,1,4
15 ene 2020,6,2,2,1,2
16 ene 2020,29,4,4,1,4
17 ene 2020,29,5,6,1,6
18 ene 2020,45,5,5,1,5
19 ene 2020,7,4,5,1,5
20 ene 2020,13,5,7,1.2857142857142858,9
21 ene 2020,42,6,9,1,9
22 ene 2020,15,6,6,1,6
23 ene 2020,52,7,7,1,7
24 ene 2020,30,8,8,1.125,9
25 ene 2020,11,11,11,1,11
26 ene 2020,5,3,3,1,3
27 ene 2020,16,5,6,1,6
28 ene 2020,30,13,15,1,15
29 ene 2020,20,12,15,1,15
30 ene 2020,29,10,11,1,11
31 ene 2020,23,5,5,1.2,6
1 feb 2020,37,3,3,1,3
2 feb 2020,25,3,3,1,3
3 feb 2020,47,7,10,1.3,13
4 feb 2020,9,3,5,1,5
5 feb 2020,33,7,8,1.125,9
6 feb 2020,46,6,7,1.1428571428571428,8
7 feb 2020,11,6,8,1.125,9
8 feb 2020,8,6,6,1,6
9 feb 2020,13,8,10,1,10
10 feb 2020,98,13,17,1,17
11 feb 2020,115,16,16,1.125,18
12 feb 2020,53,12,16,1.0625,17
13 feb 2020,62,16,18,1.0555555555555556,19
14 feb 2020,46,9,11,1.1818181818181819,13
15 feb 2020,11,7,7,1,7
16 feb 2020,57,11,11,1.0909090909090908,12
17 feb 2020,123,16,23,1.173913043478261,27
18 feb 2020,53,17,21,1.1428571428571428,24
19 feb 2020,86,26,31,1.1612903225806452,36
20 feb 2020,79,18,24,1.2083333333333333,29
21 feb 2020,66,16,21,1.0952380952380953,23
22 feb 2020,28,5,7,1.1428571428571428,8
23 feb 2020,25,8,9,1.1111111111111112,10
24 feb 2020,46,12,16,1.25,20
25 feb 2020,28,11,13,1,13
26 feb 2020,65,17,19,1.1578947368421053,22
27 feb 2020,82,10,14,1.0714285714285714,15
28 feb 2020,143,12,18,1.1111111111111112,20
29 feb 2020,35,8,10,1.1,11
1 mar 2020,12,5,6,1.1666666666666667,7
2 mar 2020,175,15,22,1.1363636363636365,25
3 mar 2020,224,20,23,1.173913043478261,27
4 mar 2020,109,14,19,1.2105263157894737,23
5 mar 2020,101,15,19,1.2105263157894737,23
6 mar 2020,134,16,17,1.0588235294117647,18
7 mar 2020,29,11,13,1.0769230769230769,14
8 mar 2020,55,11,17,1.0588235294117647,18
9 mar 2020,39,11,13,1.1538461538461537,15
10 mar 2020,143,20,23,1.0869565217391304,25
11 mar 2020,181,23,34,1.1764705882352942,40
12 mar 2020,80,18,23,1.2173913043478262,28
13 mar 2020,58,16,21,1.1428571428571428,24
14 mar 2020,29,7,12,1,12
15 mar 2020,73,11,15,1.2666666666666666,19
16 mar 2020,129,28,36,1.1666666666666667,42
17 mar 2020,57,17,18,1.0555555555555556,19
18 mar 2020,84,22,32,1.0625,34
19 mar 2020,101,16,21,1.2380952380952381,26
20 mar 2020,201,31,39,1.1025641025641026,43
21 mar 2020,112,18,25,1.12,28
22 mar 2020,43,11,14,1.2857142857142858,18
23 mar 2020,208,33,39,1.0769230769230769,42
24 mar 2020,172,49,56,1.0357142857142858,58
25 mar 2020,189,32,40,1.025,41
26 mar 2020,210,34,44,1.0909090909090908,48
27 mar 2020,82,21,24,1.0416666666666667,25
28 mar 2020,78,17,21,1,21
29 mar 2020,77,25,26,1.0769230769230769,28
30 mar 2020,110,17,21,1.2857142857142858,27
31 mar 2020,95,19,25,1.08,27
1 abr 2020,142,39,46,1.1304347826086956,52
2 abr 2020,152,31,40,1.125,45
3 abr 2020,133,18,24,1,24
4 abr 2020,72,12,18,1.0555555555555556,19
5 abr 2020,33,13,17,1.0588235294117647,18
6 abr 2020,175,55,62,1.1935483870967742,74
7 abr 2020,104,20,34,1.088235294117647,37
8 abr 2020,98,25,32,1.03125,33
9 abr 2020,50,17,18,1.0555555555555556,19
10 abr 2020,105,9,17,1.0588235294117647,18
11 abr 2020,36,12,12,1,12
12 abr 2020,29,14,15,1,15
13 abr 2020,196,29,39,1.0512820512820513,41
14 abr 2020,313,24,36,1.1944444444444444,43
15 abr 2020,70,23,31,1.1935483870967742,37
16 abr 2020,94,20,28,1.0714285714285714,30
17 abr 2020,287,31,36,1.1111111111111112,40
18 abr 2020,78,20,28,1.1428571428571428,32
19 abr 2020,35,18,26,1.0384615384615385,27
20 abr 2020,211,37,53,1.0377358490566038,55
21 abr 2020,159,25,34,1.0294117647058822,35
22 abr 2020,93,24,34,1.2058823529411764,41
23 abr 2020,192,29,41,1.0975609756097562,45
24 abr 2020,125,29,40,1.2,48
25 abr 2020,62,15,21,1.0476190476190477,22
26 abr 2020,114,25,31,1.1290322580645162,35
27 abr 2020,182,40,61,1.180327868852459,72
28 abr 2020,344,28,44,1.2727272727272727,56
29 abr 2020,194,34,44,1.25,55
30 abr 2020,143,27,40,1.35,54
1 may 2020,91,21,25,1.12,28
2 may 2020,133,26,33,1.1818181818181819,39
3 may 2020,84,15,19,1.0526315789473684,20
4 may 2020,230,29,45,1.0666666666666667,48
5 may 2020,136,33,44,1.1363636363636365,50
6 may 2020,111,38,46,1.0434782608695652,48
7 may 2020,99,26,37,1.054054054054054,39
8 may 2020,134,34,41,1.170731707317073,48
9 may 2020,124,28,37,1.0810810810810811,40
10 may 2020,136,13,26,1.1153846153846154,29
11 may 2020,193,28,47,1.1063829787234043,52
12 may 2020,166,36,51,1.2352941176470589,63
13 may 2020,120,28,37,1.054054054054054,39
14 may 2020,75,26,32,1.0625,34
15 may 2020,34,9,12,1.25,15
16 may 2020,16,6,7,1,7
17 may 2020,37,13,18,1.0555555555555556,19
18 may 2020,97,25,31,1.064516129032258,33
19 may 2020,176,37,47,1.1914893617021276,56
20 may 2020,164,29,45,1.1777777777777778,53
21 may 2020,156,22,30,1.2,36
22 may 2020,115,22,33,1.0909090909090908,36
23 may 2020,37,8,16,1,16
24 may 2020,21,8,12,1.0833333333333333,13
25 may 2020,34,12,18,1,18
26 may 2020,114,26,34,1.0588235294117647,36
27 may 2020,92,17,22,1.1363636363636365,25
28 may 2020,151,23,29,1.1379310344827587,33
29 may 2020,141,26,34,1.0588235294117647,36
30 may 2020,61,11,18,1,18
31 may 2020,41,14,18,1.2222222222222223,22
1 jun 2020,98,18,33,1.121212121212121,37
2 jun 2020,67,26,32,1.1875,38
3 jun 2020,103,25,31,1.2580645161290323,39
4 jun 2020,60,15,22,1.1818181818181819,26
5 jun 2020,112,19,27,1.037037037037037,28
6 jun 2020,72,6,16,1.125,18
7 jun 2020,37,12,16,1.125,18
8 jun 2020,58,19,29,1.1724137931034482,34
9 jun 2020,122,28,42,1.0952380952380953,46
10 jun 2020,156,22,35,1.0571428571428572,37
11 jun 2020,59,21,27,1.0740740740740742,29
12 jun 2020,71,16,23,1.0434782608695652,24
13 jun 2020,81,15,18,1,18
14 jun 2020,32,12,16,1,16
15 jun 2020,81,22,27,1.0740740740740742,29
16 jun 2020,38,16,23,1.0869565217391304,25
17 jun 2020,91,24,32,1.21875,39
18 jun 2020,79,16,21,1.0952380952380953,23
19 jun 2020,89,18,21,1,21
20 jun 2020,29,13,17,1,17
21 jun 2020,51,10,13,1,13
22 jun 2020,95,27,31,1.032258064516129,32
23 jun 2020,58,23,27,1.0740740740740742,29
24 jun 2020,40,15,20,1,20
25 jun 2020,30,10,14,1,14
26 jun 2020,38,11,15,1,15
27 jun 2020,39,10,14,1,14
28 jun 2020,20,8,14,1,14
29 jun 2020,74,25,39,1.1538461538461537,45
30 jun 2020,47,15,20,1.15,23
1 jul 2020,140,18,22,1.0454545454545454,23
2 jul 2020,29,15,19,1.0526315789473684,20
3 jul 2020,106,18,23,1.0434782608695652,24
4 jul 2020,43,6,11,1.0909090909090908,12
5 jul 2020,24,10,12,1.0833333333333333,13
6 jul 2020,34,11,19,1.105263157894737,21
7 jul 2020,45,14,19,1.263157894736842,24
8 jul 2020,105,22,29,1.0689655172413792,31
9 jul 2020,16,8,10,1,10
10 jul 2020,181,19,20,1.25,25
11 jul 2020,59,18,20,1.1,22
12 jul 2020,49,8,12,1,12
13 jul 2020,157,18,27,1.1111111111111112,30
14 jul 2020,68,17,20,1.1,22
15 jul 2020,90,11,16,1.3125,21
16 jul 2020,66,8,15,1.2,18
17 jul 2020,14,10,14,1,14
18 jul 2020,47,7,10,1,10
19 jul 2020,37,10,13,1.0769230769230769,14
20 jul 2020,43,19,24,1,24
21 jul 2020,67,17,25,1.04,26
22 jul 2020,250,16,20,1.1,22
23 jul 2020,39,13,14,1.0714285714285714,15
24 jul 2020,35,7,10,1.1,11
25 jul 2020,32,8,11,1,11
26 jul 2020,13,6,10,1.1,11
27 jul 2020,84,30,33,1.1515151515151516,38
28 jul 2020,116,32,37,1.135135135135135,42
29 jul 2020,152,27,34,1.1176470588235294,38
30 jul 2020,65,11,14,1.2857142857142858,18
31 jul 2020,89,16,18,1.1666666666666667,21
1 ago 2020,71,22,24,1.0416666666666667,25
2 ago 2020,47,18,21,1.1428571428571428,24
3 ago 2020,324,61,67,1.1791044776119404,79
4 ago 2020,163,42,49,1.1224489795918366,55
5 ago 2020,222,41,46,1.065217391304348,49
6 ago 2020,219,42,47,1.2340425531914894,58
7 ago 2020,186,41,52,1.0576923076923077,55
8 ago 2020,24,13,13,1.1538461538461537,15
9 ago 2020,160,27,33,1.0909090909090908,36
10 ago 2020,220,92,102,1.2058823529411764,123
11 ago 2020,266,45,62,1.2096774193548387,75
12 ago 2020,95,28,41,1.170731707317073,48
13 ago 2020,131,34,49,1.183673469387755,58
14 ago 2020,184,25,51,1.0784313725490196,55
15 ago 2020,79,16,25,1.08,27
16 ago 2020,18,7,9,1.1111111111111112,10
17 ago 2020,45,17,24,1.0833333333333333,26
18 ago 2020,93,23,43,1.1395348837209303,49
19 ago 2020,121,33,48,1.2291666666666667,59
20 ago 2020,76,24,41,1.170731707317073,48
21 ago 2020,124,22,45,1.1555555555555554,52
22 ago 2020,45,11,16,1.1875,19
23 ago 2020,53,13,19,1.105263157894737,21
24 ago 2020,139,44,73,1.1369863013698631,83
25 ago 2020,130,31,51,1.0196078431372548,52
26 ago 2020,132,38,52,1.1730769230769231,61
27 ago 2020,111,34,50,1.12,56
28 ago 2020,85,14,28,1.25,35
29 ago 2020,41,23,31,1.064516129032258,33
30 ago 2020,102,13,23,1.0434782608695652,24
31 ago 2020,215,29,52,1.1153846153846154,58
1 sept 2020,44,16,26,1.2307692307692308,32
2 sept 2020,77,23,40,1.025,41
3 sept 2020,77,13,32,1.1875,38
4 sept 2020,57,22,34,1.2058823529411764,41
5 sept 2020,73,22,25,1.16,29
6 sept 2020,48,19,21,1.0952380952380953,23
7 sept 2020,114,29,46,1.0869565217391304,50
8 sept 2020,135,50,61,1.1147540983606556,68
9 sept 2020,110,32,43,1.1162790697674418,48
10 sept 2020,144,26,38,1.131578947368421,43
11 sept 2020,70,27,35,1.1428571428571428,40
12 sept 2020,71,15,22,1.0454545454545454,23
13 sept 2020,42,13,17,1.0588235294117647,18
14 sept 2020,126,23,36,1.1944444444444444,43
15 sept 2020,124,36,47,1.1063829787234043,52
16 sept 2020,62,24,33,1.0606060606060606,35
17 sept 2020,126,25,40,1.15,46
18 sept 2020,59,10,22,1.0454545454545454,23
19 sept 2020,83,12,18,1.2222222222222223,22
20 sept 2020,21,6,11,1.1818181818181819,13
21 sept 2020,49,25,32,1.0625,34
22 sept 2020,111,30,43,1.1395348837209303,49
23 sept 2020,74,23,32,1.09375,35
24 sept 2020,101,21,29,1.103448275862069,32
25 sept 2020,74,19,39,1.1282051282051282,44
26 sept 2020,27,8,12,1.0833333333333333,13
27 sept 2020,109,18,25,1.12,28
28 sept 2020,91,23,36,1.1388888888888888,41
29 sept 2020,54,20,29,1.1379310344827587,33
30 sept 2020,109,27,35,1.0857142857142856,38
1 oct 2020,189,56,67,1.044776119402985,70
2 oct 2020,100,28,41,1.024390243902439,42
3 oct 2020,45,13,21,1.1904761904761905,25
4 oct 2020,34,15,26,1.1538461538461537,30
5 oct 2020,120,22,35,1.1428571428571428,40
6 oct 2020,100,30,36,1.1111111111111112,40
7 oct 2020,38,5,13,1,13
8 oct 2020,64,23,29,1.0689655172413792,31
9 oct 2020,100,42,50,1.1,55
10 oct 2020,118,34,36,1.0555555555555556,38
11 oct 2020,72,35,43,1.1395348837209303,49
12 oct 2020,51,18,22,1.0909090909090908,24
13 oct 2020,84,22,31,1.064516129032258,33
14 oct 2020,55,24,29,1.0689655172413792,31
15 oct 2020,28,5,12,1.1666666666666667,14
16 oct 2020,128,21,29,1.0344827586206897,30
17 oct 2020,60,14,19,1.2105263157894737,23
18 oct 2020,34,11,14,1.2142857142857142,17
19 oct 2020,82,28,34,1.088235294117647,37
20 oct 2020,91,27,36,1.2222222222222223,44
21 oct 2020,78,25,31,1.064516129032258,33
22 oct 2020,109,20,28,1.1428571428571428,32
23 oct 2020,162,34,39,1.0769230769230769,42
24 oct 2020,87,15,19,1.105263157894737,21
25 oct 2020,54,14,17,1.0588235294117647,18
26 oct 2020,129,26,38,1.1578947368421053,44
27 oct 2020,73,22,27,1.0740740740740742,29
28 oct 2020,198,23,33,1.393939393939394,46
29 oct 2020,142,28,37,1.2432432432432432,46
30 oct 2020,140,50,59,1.1694915254237288,69
31 oct 2020,41,18,25,1.04,26
1 nov 2020,40,13,19,1.263157894736842,24
2 nov 2020,67,22,29,1.103448275862069,32
3 nov 2020,90,23,37,1.162162162162162,43
4 nov 2020,101,39,51,1.0392156862745099,53
5 nov 2020,113,37,47,1.148936170212766,54
6 nov 2020,71,19,31,1.096774193548387,34
7 nov 2020,32,9,12,1,12
8 nov 2020,27,8,16,1.0625,17
9 nov 2020,115,19,25,1.12,28
10 nov 2020,86,30,37,1.027027027027027,38
11 nov 2020,116,27,32,1.15625,37
12 nov 2020,118,31,38,1.0789473684210527,41
13 nov 2020,134,23,31,1.096774193548387,34
14 nov 2020,20,11,13,1,13
15 nov 2020,22,10,14,1.1428571428571428,16
16 nov 2020,93,21,32,1.21875,39
17 nov 2020,86,24,34,1,34
18 nov 2020,117,21,37,1.162162162162162,43
19 nov 2020,52,18,31,1.064516129032258,33
20 nov 2020,176,39,46,1.1304347826086956,52
21 nov 2020,93,24,27,1.1481481481481481,31
22 nov 2020,115,24,28,1.1071428571428572,31
23 nov 2020,155,61,75,1.1466666666666667,86
24 nov 2020,78,29,44,1.1363636363636365,50
25 nov 2020,113,37,61,1.1967213114754098,73
