,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,desktop,mobile,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Linux,Android,iOS,Windows,Macintosh,Windows Phone,Sistema operativo (not set),Chrome OS,BlackBerry,Sistema operativo promedio,Sistema operativo std,Direct,Organic Search,Referral,Social,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
518,10 mar 2020,143,20,23,1.0869565217391304,25,135,8,124,19,0,47.66666666666666,54.53031776503376,0,17,2,124,0,0,0,0,0,14.3,36.910838516620025,3,135,0,5,35.75,57.329638931359064
519,11 mar 2020,181,23,34,1.1764705882352942,40,179,2,134,47,0,60.33333333333334,55.511760515728156,1,46,1,131,2,0,0,0,0,18.1,40.00862407031765,16,165,0,0,45.25,69.44557221306482
520,12 mar 2020,80,18,23,1.2173913043478262,28,79,1,21,59,0,26.66666666666667,24.41766209574991,0,58,1,21,0,0,0,0,0,8.0,17.793257149830662,2,78,0,0,20.0,33.49626844888845
521,13 mar 2020,58,16,21,1.1428571428571428,24,56,2,51,7,0,19.33333333333333,22.573337271116014,0,5,2,50,1,0,0,0,0,5.8,14.810806865258892,28,30,0,0,14.5,14.517231140957975
522,14 mar 2020,29,7,12,1.0,12,29,0,5,24,0,9.666666666666666,10.338708279513881,0,24,0,4,1,0,0,0,0,2.9,7.133722730804725,9,20,0,0,7.25,8.227241335952167
523,15 mar 2020,73,11,15,1.2666666666666666,19,73,0,19,54,0,24.33333333333333,22.36564826295501,0,52,2,19,0,0,0,0,0,7.3,15.92513736204495,3,69,1,0,18.25,29.32042803234632
524,16 mar 2020,129,28,36,1.1666666666666667,42,128,1,93,36,0,43.0,38.28837943815329,0,27,9,93,0,0,0,0,0,12.9,27.91934812992595,28,97,0,4,32.25,38.88685510554949
525,17 mar 2020,57,17,18,1.0555555555555556,19,57,0,32,25,0,19.0,13.73559851869101,0,21,4,30,2,0,0,0,0,5.7,10.178899744078434,0,55,2,0,14.25,23.541187310753887
526,18 mar 2020,84,22,32,1.0625,34,79,5,43,41,0,28.0,19.815818596935802,0,39,2,43,0,0,0,0,0,8.4,16.33523798418621,16,68,0,0,21.0,27.91057147390573
527,19 mar 2020,101,16,21,1.2380952380952381,26,101,0,54,47,0,33.666666666666664,23.976840677805924,12,46,1,41,1,0,0,0,0,10.1,17.096490868011482,2,99,0,0,25.25,42.587410111440214
528,20 mar 2020,201,31,39,1.1025641025641026,43,199,2,88,113,0,67.0,48.46304433964778,0,113,0,88,0,0,0,0,0,20.1,40.586820520952365,46,100,25,30,50.25,29.7521007661644
529,21 mar 2020,112,18,25,1.12,28,111,1,94,18,0,37.333333333333336,40.7376429798725,15,17,1,79,0,0,0,0,0,11.2,23.455489762526803,28,80,2,2,28.0,31.84336665618132
530,22 mar 2020,43,11,14,1.2857142857142858,18,42,1,30,13,0,14.333333333333336,12.28368384845885,21,8,5,8,1,0,0,0,0,4.3,6.403905058634146,14,27,2,0,10.75,10.80219885023415
531,23 mar 2020,208,33,39,1.0769230769230769,42,203,5,97,111,0,69.33333333333333,49.35810189039103,1,108,2,93,3,0,1,0,0,20.8,40.0019999500025,25,80,6,97,52.0,37.59654239421492
532,24 mar 2020,172,49,56,1.0357142857142858,58,128,44,130,41,1,57.33333333333334,53.91557185905468,0,36,6,103,25,0,2,0,0,17.2,31.002580537755247,9,134,0,29,43.0,53.57704732439069
533,25 mar 2020,189,32,40,1.025,41,179,10,151,38,0,63.0,64.13007614736371,0,33,5,150,1,0,0,0,0,18.9,44.769297515149816,11,147,25,6,47.25,58.010236165697506
534,26 mar 2020,210,34,44,1.0909090909090908,48,203,7,126,84,0,70.0,52.38320341483518,0,73,11,120,6,0,0,0,0,21.0,39.33954753171419,80,92,4,34,52.5,35.39420856580918
535,27 mar 2020,82,21,24,1.0416666666666667,25,65,17,47,35,0,27.33333333333333,19.938795238317574,0,31,4,47,0,0,0,0,0,8.2,15.854336946085136,8,53,0,21,20.5,20.20519735117675
536,28 mar 2020,78,17,21,1.0,21,77,1,69,9,0,26.0,30.62678566222711,0,9,0,68,1,0,0,0,0,7.8,20.242529486207992,1,71,0,6,19.5,29.820295102496893
537,29 mar 2020,77,25,26,1.0769230769230769,28,63,14,20,57,0,25.66666666666667,23.612614331233114,1,56,1,14,5,0,0,0,0,7.7,16.63159643570033,17,30,0,30,19.25,12.316147936753602
538,30 mar 2020,110,17,21,1.2857142857142858,27,98,12,75,35,0,36.66666666666666,30.64129385141706,0,34,1,66,9,0,0,0,0,11.0,20.93800372528384,21,84,4,1,27.5,33.5
539,31 mar 2020,95,19,25,1.08,27,89,6,72,23,0,31.66666666666667,30.02591473303612,1,21,2,71,0,0,0,0,0,9.5,21.411445537375567,25,42,19,9,23.75,11.986972094736853
540,1 abr 2020,142,39,46,1.1304347826086956,52,126,16,63,78,1,47.33333333333334,33.32999983331666,0,73,6,63,0,0,0,0,0,14.2,27.051062825700587,77,47,9,9,35.5,28.54382595238417
541,2 abr 2020,152,31,40,1.125,45,131,21,135,15,2,50.66666666666666,59.868374140461036,0,17,0,135,0,0,0,0,0,15.2,40.25369548252682,40,94,5,13,38.0,34.835326896700714
542,3 abr 2020,133,18,24,1.0,24,113,20,119,13,1,44.33333333333334,53.02410353372846,0,14,0,119,0,0,0,0,0,13.3,35.47971251292772,26,106,1,0,33.25,43.27455950093542
543,4 abr 2020,72,12,18,1.0555555555555556,19,71,1,62,10,0,24.0,27.17842281418601,1,8,2,39,22,0,0,0,0,7.2,12.472369462135092,18,38,16,0,18.0,13.490737563232043
544,5 abr 2020,33,13,17,1.0588235294117647,18,32,1,22,11,0,11.0,8.981462390204989,2,11,0,20,0,0,0,0,0,3.3,6.450581369148054,6,14,13,0,8.25,5.673402858955108
545,6 abr 2020,175,55,62,1.1935483870967742,74,169,6,99,76,0,58.33333333333334,42.30313883809989,0,76,0,97,2,0,0,0,0,17.5,34.8231245008256,38,56,76,5,43.75,26.09956896195797
546,7 abr 2020,104,20,34,1.088235294117647,37,104,0,72,32,0,34.666666666666664,29.454296045832702,0,32,0,71,1,0,0,0,0,10.4,22.325769863545574,19,60,23,2,26.0,21.15419580130618
547,8 abr 2020,98,25,32,1.03125,33,89,9,76,22,0,32.666666666666664,31.930480039541457,0,18,4,73,3,0,0,0,0,9.8,21.720036832381293,6,83,6,3,24.5,33.79718923224237
548,9 abr 2020,50,17,18,1.0555555555555556,19,37,13,46,4,0,16.666666666666668,20.80598204576965,0,2,2,45,1,0,0,0,0,5.0,13.3566462856512,1,44,1,4,12.5,18.227726133558182
549,10 abr 2020,105,9,17,1.0588235294117647,18,95,10,93,12,0,35.0,41.303752856126756,0,11,1,93,0,0,0,0,0,10.5,27.69205662279348,68,33,4,0,26.25,27.261465477849864
550,11 abr 2020,36,12,12,1.0,12,19,17,30,6,0,12.0,12.961481396815719,0,6,0,27,3,0,0,0,0,3.6,8.027452896155792,2,30,3,1,9.0,12.14495780149112
551,12 abr 2020,29,14,15,1.0,15,25,4,19,10,0,9.666666666666666,7.760297817881877,0,8,2,19,0,0,0,0,0,2.9,5.872818744010411,2,23,2,2,7.25,9.093266739736606
552,13 abr 2020,196,29,39,1.0512820512820509,41,187,9,164,32,0,65.33333333333333,70.98043548909955,0,30,2,164,0,0,0,0,0,19.6,48.947318619103136,22,141,28,5,49.0,53.78196723809943
553,14 abr 2020,313,24,36,1.1944444444444444,43,312,1,274,39,0,104.33333333333331,121.02433180517416,0,37,2,264,10,0,0,0,0,31.3,78.34034720372384,58,220,35,0,78.25,84.40490210882305
554,15 abr 2020,70,23,31,1.1935483870967742,37,67,3,59,10,1,23.33333333333333,25.48637980482037,0,8,3,56,3,0,0,0,0,7.0,16.516658257650064,2,44,24,0,17.5,17.965244223221678
555,16 abr 2020,94,20,28,1.0714285714285714,30,82,12,73,21,0,31.33333333333333,30.684777260973487,0,20,1,72,1,0,0,0,0,9.4,21.68501786948768,37,52,5,0,23.5,21.73131381210073
556,17 abr 2020,287,31,36,1.1111111111111112,40,282,5,249,36,2,95.66666666666669,109.3079238766441,1,37,1,248,0,0,0,0,0,28.7,73.91758924640334,33,246,8,0,71.75,101.3369996595518
557,18 abr 2020,78,20,28,1.1428571428571428,32,73,5,63,15,0,26.0,26.87005768508881,0,9,5,62,1,0,0,0,1,7.8,18.285513391753597,7,61,10,0,19.5,24.23324163210527
558,19 abr 2020,35,18,26,1.0384615384615383,27,29,6,32,2,1,11.666666666666664,14.38363267359428,0,3,0,30,1,0,1,0,0,3.5,8.879752248796132,8,19,8,0,8.75,6.759252917297888
559,20 abr 2020,211,37,53,1.0377358490566038,55,207,4,134,77,0,70.33333333333333,54.90800386909808,1,77,0,131,2,0,0,0,0,21.1,43.17742465687363,41,147,22,1,52.75,56.22443863659289
560,21 abr 2020,159,25,34,1.0294117647058822,35,157,2,114,45,0,53.0,46.88283267892417,7,45,0,107,0,0,0,0,0,15.9,33.15855847288901,5,135,19,0,39.75,55.4318275000924
561,22 abr 2020,93,24,34,1.2058823529411764,41,86,7,69,24,0,31.0,28.600699292150182,0,20,4,67,2,0,0,0,0,9.3,20.10994778710278,27,60,5,1,23.25,23.413404280454394
562,23 abr 2020,192,29,41,1.0975609756097562,45,180,12,142,39,11,64.0,56.326429557239535,0,48,2,140,2,0,0,0,0,19.2,42.69145113485836,49,121,21,1,48.0,45.464271686677215
563,24 abr 2020,125,29,40,1.2,48,122,3,69,56,0,41.66666666666666,29.93697082575694,0,54,2,69,0,0,0,0,0,12.5,24.735601872604605,62,57,2,4,31.25,28.314086600135983
564,25 abr 2020,62,15,21,1.0476190476190477,22,49,13,52,10,0,20.666666666666668,22.5289936649544,17,6,4,34,1,0,0,0,0,6.2,10.552724766618336,9,41,12,0,15.5,15.370426148939398
565,26 abr 2020,114,25,31,1.1290322580645162,35,110,4,71,43,0,38.0,29.200456617434373,0,38,5,71,0,0,0,0,0,11.4,22.826300620118012,9,89,16,0,28.5,35.38714455844099
566,27 abr 2020,182,40,61,1.180327868852459,72,174,8,102,78,2,60.66666666666666,42.62497963505541,1,78,2,90,10,0,1,0,0,18.2,33.132461423806106,38,115,28,1,45.5,42.34678264047931
567,28 abr 2020,344,28,44,1.2727272727272727,56,337,7,209,135,0,114.66666666666669,86.52681023179397,3,135,0,199,7,0,0,0,0,34.4,67.86044503243403,17,318,9,0,86.0,134.08019988051927
568,29 abr 2020,194,34,44,1.25,55,187,7,166,28,0,64.66666666666667,72.55955408413759,0,26,2,160,6,0,0,0,0,19.4,47.489367230991824,14,162,12,6,48.5,65.595350444982
569,30 abr 2020,143,27,40,1.35,54,141,2,97,30,16,47.66666666666666,35.349053106915825,0,45,1,97,0,0,0,0,0,14.3,30.643270060488,4,124,0,15,35.75,51.246341332821025
570,1 may 2020,91,21,25,1.12,28,86,5,70,19,2,30.33333333333333,28.894443910359115,0,20,1,28,42,0,0,0,0,9.1,14.563310063306348,8,79,3,1,22.75,32.575872973720905
571,2 may 2020,133,26,33,1.181818181818182,39,129,4,107,25,1,44.33333333333334,45.382326466980025,0,14,12,107,0,0,0,0,0,13.3,31.654541538300624,34,79,19,1,33.25,28.882304270954556
572,3 may 2020,84,15,19,1.0526315789473684,20,82,2,29,55,0,28.0,22.464787260658994,0,53,2,29,0,0,0,0,0,8.4,17.17090562550502,9,22,52,1,21.0,19.403607911932255
573,4 may 2020,230,29,45,1.0666666666666669,48,228,2,201,29,0,76.66666666666667,88.71051547339556,1,28,1,196,4,0,0,0,0,23.0,58.24774673753485,8,186,36,0,57.5,75.38401687360525
574,5 may 2020,136,33,44,1.1363636363636365,50,134,2,60,76,0,45.33333333333334,32.71425105702746,3,72,4,57,0,0,0,0,0,13.6,25.70680843667685,51,32,18,35,34.0,11.726039399558575
575,6 may 2020,111,38,46,1.0434782608695652,48,100,11,72,39,0,37.0,29.427877939124322,16,39,0,54,2,0,0,0,0,11.1,18.614241859393577,11,77,1,22,27.75,29.38856069970083
576,7 may 2020,99,26,37,1.054054054054054,39,94,5,75,23,1,33.0,31.02687007525359,0,23,1,69,6,0,0,0,0,9.9,20.849220608934047,5,75,9,10,24.75,29.07210862665452
577,8 may 2020,134,34,41,1.170731707317073,48,132,2,50,84,0,44.66666666666666,34.499597421161624,0,84,0,50,0,0,0,0,0,13.4,27.85749450327506,44,77,7,6,33.5,29.415132160165452
578,9 may 2020,124,28,37,1.0810810810810811,40,80,44,55,69,0,41.333333333333336,29.780679792256063,0,26,43,55,0,0,0,0,0,12.4,20.03097601216676,20,82,9,13,31.0,29.706901555025894
579,10 may 2020,136,13,26,1.1153846153846154,29,121,15,99,37,0,45.33333333333334,40.84387618997764,8,37,0,91,0,0,0,0,0,13.6,28.04353757998445,39,83,0,14,34.0,31.551545128567
580,11 may 2020,193,28,47,1.1063829787234043,52,188,5,150,36,7,64.33333333333333,61.721597156550935,7,42,1,141,2,0,0,0,0,19.3,42.395872440604414,57,109,16,11,48.25,39.35336707322513
581,12 may 2020,166,36,51,1.2352941176470589,63,159,7,105,60,1,55.33333333333334,42.58586098173378,1,58,3,78,26,0,0,0,0,16.6,27.163210414087647,21,96,32,17,41.5,31.94135250736888
582,13 may 2020,120,28,37,1.054054054054054,39,116,4,36,84,0,40.0,34.40930106817051,0,78,6,36,0,0,0,0,0,12.0,24.445858544956035,19,78,1,22,30.0,28.853076092507013
583,14 may 2020,75,26,32,1.0625,34,71,4,52,23,0,25.0,21.275964529643925,1,19,4,51,0,0,0,0,0,7.5,15.545095689637938,7,61,1,6,18.75,24.49872445659161
584,15 may 2020,34,9,12,1.25,15,33,1,25,9,0,11.333333333333336,10.338708279513883,0,9,0,25,0,0,0,0,0,3.4,7.683749084919418,14,9,2,9,8.5,4.272001872658765
585,16 may 2020,16,6,7,1.0,7,16,0,7,9,0,5.333333333333333,3.858612300930076,0,9,0,6,1,0,0,0,0,1.6,3.0397368307141335,3,12,0,1,4.0,4.743416490252568
586,17 may 2020,37,13,18,1.0555555555555556,19,35,2,27,10,0,12.333333333333336,11.145502331533658,1,9,1,24,2,0,0,0,0,3.7,7.253275122315436,3,21,2,11,9.25,7.628073151196178
587,18 may 2020,97,25,31,1.064516129032258,33,92,5,70,27,0,32.333333333333336,28.825143345504607,2,25,2,68,0,0,0,0,0,9.7,20.775225630543698,6,89,2,0,24.25,37.44579415635353
588,19 may 2020,176,37,47,1.1914893617021276,56,168,8,158,18,0,58.66666666666666,70.62262778710203,0,14,4,156,2,0,0,0,0,17.6,46.31889463275219,12,145,4,15,44.0,58.45083404024274
589,20 may 2020,164,29,45,1.1777777777777778,53,155,9,136,28,0,54.66666666666666,58.63635580612272,1,24,4,134,1,0,0,0,0,16.4,39.82511770227429,36,116,3,9,41.0,45.04997225304361
590,21 may 2020,156,22,30,1.2,36,156,0,115,41,0,52.0,47.588514020367,0,41,0,110,5,0,0,0,0,15.6,33.72298919135135,33,116,1,6,39.0,46.092298705966044
591,22 may 2020,115,22,33,1.0909090909090908,36,104,11,70,45,0,38.333333333333336,28.963578661637946,0,42,3,67,3,0,0,0,0,11.5,22.24522420655724,30,82,1,2,28.75,32.87381176559846
592,23 may 2020,37,8,16,1.0,16,36,1,30,7,0,12.333333333333336,12.814921857827391,1,7,0,29,0,0,0,0,0,3.7,8.683893136145795,8,22,1,6,9.25,7.790218225441443
593,24 may 2020,21,8,12,1.0833333333333333,13,15,6,16,5,0,7.0,6.683312551921141,0,5,0,15,1,0,0,0,0,2.1,4.548626166217663,2,15,0,4,5.25,5.804093383121951
594,25 may 2020,34,12,18,1.0,18,34,0,30,4,0,11.333333333333336,13.299958228839998,0,2,2,30,0,0,0,0,0,3.4,8.901685233707154,15,14,4,1,8.5,6.103277807866851
595,26 may 2020,114,26,34,1.0588235294117647,36,113,1,88,26,0,38.0,36.914315199752345,18,26,0,56,14,0,0,0,0,11.4,17.413787640832194,10,90,1,13,28.5,35.78058132562969
596,27 may 2020,92,17,22,1.1363636363636365,25,81,11,80,12,0,30.66666666666667,35.226252836327745,0,12,0,79,0,0,1,0,0,9.2,23.53635485796389,12,75,5,0,23.0,30.32325840011261
597,28 may 2020,151,23,29,1.1379310344827591,33,147,4,77,74,0,50.33333333333334,35.6121078036982,0,74,0,75,2,0,0,0,0,15.1,29.706733243492128,26,121,4,0,37.75,49.07328703072579
598,29 may 2020,141,26,34,1.0588235294117647,36,86,55,108,33,0,47.0,45.18849411078001,1,31,2,106,1,0,0,0,0,14.1,31.960757187526077,42,78,18,3,35.25,28.33174015128616
599,30 may 2020,61,11,18,1.0,18,58,3,48,13,0,20.33333333333333,20.27039439401436,0,13,0,46,2,0,0,0,0,6.1,13.845215780189196,10,49,0,2,15.25,19.84155991851447
600,31 may 2020,41,14,18,1.2222222222222223,22,37,4,21,20,0,13.666666666666664,9.672412085697939,1,20,0,20,0,0,0,0,0,4.1,7.9555012412795225,6,33,2,0,10.25,13.311179511974135
601,1 jun 2020,98,18,33,1.1212121212121209,37,91,7,89,9,0,32.666666666666664,40.00277768133385,3,9,0,84,2,0,0,0,0,9.8,24.878906728391428,10,75,13,0,24.5,29.55080371157441
602,2 jun 2020,67,26,32,1.1875,38,60,7,44,23,0,22.33333333333333,17.96910929592474,0,23,0,36,7,0,0,1,0,6.7,11.94194289050153,22,36,9,0,16.75,13.589977924926885
603,3 jun 2020,103,25,31,1.2580645161290325,39,102,1,65,38,0,34.333333333333336,26.66249967442829,1,36,2,63,1,0,0,0,0,10.3,20.518528212325567,57,45,1,0,25.75,25.606395685453272
604,4 jun 2020,60,15,22,1.181818181818182,26,55,5,33,27,0,20.0,14.352700094407325,0,25,2,33,0,0,0,0,0,6.0,11.653325705565775,6,51,3,0,15.0,20.89258241577618
605,5 jun 2020,112,19,27,1.037037037037037,28,108,4,72,39,1,37.333333333333336,29.00957696271277,0,39,1,28,44,0,0,0,0,11.2,17.284675293449975,35,72,3,2,28.0,28.66182129593303
606,6 jun 2020,72,6,16,1.125,18,71,1,68,4,0,24.0,31.15552385479446,0,4,0,68,0,0,0,0,0,7.2,20.301724064719235,12,56,3,1,18.0,22.327113561766108
607,7 jun 2020,37,12,16,1.125,18,31,6,13,24,0,12.333333333333336,9.809292646374773,0,24,0,12,1,0,0,0,0,3.7,7.642643521714199,22,9,5,1,9.25,7.885905147793752
608,8 jun 2020,58,19,29,1.1724137931034482,34,55,3,48,10,0,19.33333333333333,20.677416559027762,0,9,1,45,3,0,0,0,0,5.8,13.340164916521838,21,24,11,2,14.5,8.674675786448736
609,9 jun 2020,122,28,42,1.0952380952380951,46,92,30,85,35,2,40.66666666666666,34.120700787384514,0,36,1,75,10,0,0,0,0,12.2,23.52360516587541,34,65,20,3,30.5,22.74313083108832
610,10 jun 2020,156,22,35,1.0571428571428572,37,147,9,121,35,0,52.0,50.83961709795489,15,33,2,103,3,0,0,0,0,15.6,30.825963083089558,33,118,4,1,39.0,47.29164831130334
611,11 jun 2020,59,21,27,1.0740740740740742,29,56,3,32,27,0,19.666666666666668,14.055445761538678,0,27,0,32,0,0,0,0,0,5.9,11.852847759083044,31,24,0,4,14.75,13.064742630453921
612,12 jun 2020,71,16,23,1.0434782608695652,24,66,5,49,21,1,23.66666666666667,19.686430746977862,0,11,11,48,1,0,0,0,0,7.1,14.293005282305048,25,39,0,7,17.75,15.286840746210446
613,13 jun 2020,81,15,18,1.0,18,73,8,68,13,0,27.0,29.473151624260797,0,13,0,68,0,0,0,0,0,8.1,20.339370688396443,39,41,1,0,20.25,19.76581645164196
614,14 jun 2020,32,12,16,1.0,16,24,8,25,7,0,10.666666666666666,10.530379332620877,3,6,1,22,0,0,0,0,0,3.2,6.539113089708728,15,17,0,0,8.0,8.031189202104505
615,15 jun 2020,81,22,27,1.0740740740740742,29,67,14,33,48,0,27.0,20.049937655763426,0,47,1,32,0,0,1,0,0,8.1,16.058953888718907,5,69,1,6,20.25,28.207933281259727
616,16 jun 2020,38,16,23,1.0869565217391304,25,34,4,20,18,0,12.666666666666664,8.993825042154693,0,13,5,18,1,0,1,0,0,3.8,6.128621378417825,4,22,4,8,9.5,7.399324293474371
617,17 jun 2020,91,24,32,1.21875,39,73,18,65,26,0,30.33333333333333,26.71246067953223,0,25,1,64,1,0,0,0,0,9.1,19.735501007068454,5,77,6,3,22.75,31.339870771909705
618,18 jun 2020,79,16,21,1.0952380952380951,23,79,0,59,20,0,26.33333333333333,24.49943310001728,0,19,1,59,0,0,0,0,0,7.9,17.941293152947473,22,54,3,0,19.75,21.498546462493685
619,19 jun 2020,89,18,21,1.0,21,89,0,77,12,0,29.66666666666667,33.82635395992631,0,9,3,62,15,0,0,0,0,8.9,18.349114420047638,7,75,7,0,22.25,30.589009464185015
620,20 jun 2020,29,13,17,1.0,17,26,3,22,7,0,9.666666666666666,9.177266598624136,0,6,1,21,1,0,0,0,0,2.9,6.284106937345992,0,14,4,11,7.25,5.539629951540085
621,21 jun 2020,51,10,13,1.0,13,46,5,36,15,0,17.0,14.7648230602334,0,15,0,36,0,0,0,0,0,5.1,11.22898036332774,6,44,1,0,12.75,18.184815093918328
622,22 jun 2020,95,27,31,1.032258064516129,32,83,12,63,32,0,31.66666666666667,25.720722298480567,1,32,0,60,2,0,0,0,0,9.5,19.30414463269481,18,72,3,2,23.75,28.568995432111365
623,23 jun 2020,58,23,27,1.0740740740740742,29,53,5,41,17,0,19.33333333333333,16.819301082057148,0,17,0,41,0,0,0,0,0,5.8,12.781236246936366,6,50,2,0,14.5,20.60946384552495
624,24 jun 2020,40,15,20,1.0,20,34,6,36,4,0,13.333333333333336,16.110727964792762,0,4,0,35,1,0,0,0,0,4.0,10.401922899156675,1,35,4,0,10.0,14.508618128546908
625,25 jun 2020,30,10,14,1.0,14,28,2,22,8,0,10.0,9.092121131323903,0,2,6,21,0,0,1,0,0,3.0,6.260990336999412,0,27,3,0,7.5,11.324751652906125
626,26 jun 2020,38,11,15,1.0,15,32,6,25,13,0,12.666666666666664,10.208928554075703,0,12,1,25,0,0,0,0,0,3.8,7.909487973314077,10,28,0,0,9.5,11.434596626029274
627,27 jun 2020,39,10,14,1.0,14,37,2,33,6,0,13.0,14.352700094407325,0,6,0,33,0,0,0,0,0,3.9,9.86356933366416,7,31,1,0,9.75,12.557368354874361
628,28 jun 2020,20,8,14,1.0,14,17,3,17,3,0,6.666666666666668,7.4087035902976215,0,3,0,16,1,0,0,0,0,2.0,4.7539457296018846,3,12,2,3,5.0,4.0620192023179795
629,29 jun 2020,74,25,39,1.1538461538461535,45,70,4,53,21,0,24.66666666666667,21.7919455049082,5,20,1,47,1,0,0,0,0,7.4,14.4512975196001,12,54,5,3,18.5,20.766559657295183
630,30 jun 2020,47,15,20,1.15,23,43,4,33,14,0,15.666666666666664,13.523641850067197,0,14,0,33,0,0,0,0,0,4.7,10.315522284402276,0,40,4,3,11.75,16.376431235162322
631,1 jul 2020,140,18,22,1.0454545454545454,23,133,7,120,20,0,46.66666666666666,52.4933858267454,0,17,3,118,0,0,2,0,0,14.0,35.022849684170474,2,126,1,11,35.0,52.6830143404874
632,2 jul 2020,29,15,19,1.0526315789473684,20,24,5,13,16,0,9.666666666666666,6.944222218666552,0,14,2,13,0,0,0,0,0,2.9,5.337602458033008,2,21,2,4,7.25,7.980444849756184
633,3 jul 2020,106,18,23,1.0434782608695652,24,103,3,31,75,0,35.333333333333336,30.771559740918054,0,69,1,31,0,5,0,0,0,10.6,21.504418150696374,24,79,1,2,26.5,31.67412192942371
634,4 jul 2020,43,6,11,1.0909090909090908,12,42,1,27,16,0,14.333333333333336,11.08552609887726,0,15,1,26,1,0,0,0,0,4.3,8.474078120952155,11,31,1,0,10.75,12.457427503300991
635,5 jul 2020,24,10,12,1.0833333333333333,13,23,1,12,12,0,8.0,5.656854249492381,0,11,1,12,0,0,0,0,0,2.4,4.56508488420533,6,18,0,0,6.0,7.3484692283495345
636,6 jul 2020,34,11,19,1.1052631578947372,21,33,1,26,8,0,11.333333333333336,10.873004286866728,0,3,5,26,0,0,0,0,0,3.4,7.7097341069585505,4,27,2,1,8.5,10.735455276791944
637,7 jul 2020,45,14,19,1.263157894736842,24,41,4,24,21,0,15.0,10.677078252031311,0,20,1,24,0,0,0,0,0,4.5,8.80056816347672,5,37,0,3,11.25,14.972892172189045
638,8 jul 2020,105,22,29,1.0689655172413792,31,94,11,82,23,0,35.0,34.535006394478444,0,19,4,81,1,0,0,0,0,10.5,24.158849310345893,2,96,3,4,26.25,40.2763888649417
639,9 jul 2020,16,8,10,1.0,10,15,1,13,3,0,5.333333333333333,5.557777333511021,1,2,1,11,1,0,0,0,0,1.6,3.2,7,8,1,0,4.0,3.5355339059327378
640,10 jul 2020,181,19,20,1.25,25,161,20,138,43,0,60.33333333333334,57.65606839025899,0,41,2,137,1,0,0,0,0,18.1,41.44743659142264,55,120,2,4,45.25,48.10080560655923
641,11 jul 2020,59,18,20,1.1,22,49,10,40,16,3,19.666666666666668,15.3260852434302,0,16,3,38,2,0,0,0,0,5.9,11.682893477217018,2,57,0,0,14.75,24.40671014290947
642,12 jul 2020,49,8,12,1.0,12,48,1,46,3,0,16.333333333333332,21.01322334996598,0,3,0,46,0,0,0,0,0,4.9,13.729166034395533,29,16,4,0,12.25,11.321991874224253
643,13 jul 2020,157,18,27,1.1111111111111112,30,155,2,93,64,0,52.33333333333334,38.852999312222416,1,64,0,91,1,0,0,0,0,15.7,31.486663843602106,105,46,6,0,39.25,41.87705218851967
644,14 jul 2020,68,17,20,1.1,22,65,3,63,5,0,22.66666666666667,28.592928418676447,0,5,0,63,0,0,0,0,0,6.8,18.792551716038986,36,21,11,0,17.0,13.24764129949177
645,15 jul 2020,90,11,16,1.3125,21,84,6,81,9,0,30.0,36.24913792078372,1,9,0,66,14,0,0,0,0,9.0,19.555050498528505,44,44,2,0,22.5,21.511624764298954
646,16 jul 2020,66,8,15,1.2,18,64,2,57,9,0,22.0,25.019992006393608,0,9,0,57,0,0,0,0,0,6.6,17.012936254509388,38,26,2,0,16.5,16.085707942145408
647,17 jul 2020,14,10,14,1.0,14,8,6,5,9,0,4.666666666666667,3.6817870057290873,0,9,0,4,0,0,1,0,0,1.4,2.7999999999999994,3,6,2,3,3.5,1.5
648,18 jul 2020,47,7,10,1.0,10,43,4,3,44,0,15.666666666666664,20.07209228976613,0,41,3,3,0,0,0,0,0,4.7,12.157713600837946,0,20,0,27,11.75,12.007809958522827
649,19 jul 2020,37,10,13,1.0769230769230769,14,15,22,21,15,1,12.333333333333336,8.379870059984357,0,16,0,6,15,0,0,0,0,3.7,6.1652250567193425,15,22,0,0,9.25,9.575359001102779
650,20 jul 2020,43,19,24,1.0,24,38,5,30,13,0,14.333333333333336,12.28368384845885,0,12,0,27,3,1,0,0,0,4.3,8.355237878121724,12,24,7,0,10.75,8.757139944068497
651,21 jul 2020,67,17,25,1.04,26,61,6,61,6,0,22.33333333333333,27.450966386551052,0,6,0,60,1,0,0,0,0,6.7,17.855251328390754,18,41,8,0,16.75,15.384651442265437
652,22 jul 2020,250,16,20,1.1,22,248,2,168,82,0,83.33333333333333,68.5921926234239,0,82,0,167,1,0,0,0,0,25.0,53.25786326919247,74,175,1,0,62.5,71.54893430373369
653,23 jul 2020,39,13,14,1.0714285714285714,15,38,1,38,1,0,13.0,17.682382946499793,0,1,0,38,0,0,0,0,0,3.9,11.370576062803506,13,24,2,0,9.75,9.60143218483576
654,24 jul 2020,35,7,10,1.1,11,33,2,29,6,0,11.666666666666664,12.498888839501786,0,6,0,27,2,0,0,0,0,3.5,8.040522371090077,8,27,0,0,8.75,11.031205736455105
655,25 jul 2020,32,8,11,1.0,11,32,0,26,6,0,10.666666666666666,11.115554667022042,0,5,1,26,0,0,0,0,0,3.2,7.743384273042379,1,28,3,0,8.0,11.5974135047432
