Fecha,Categoría de dispositivo,Vistas
13 sept 2023,desktop,110
13 sept 2023,mobile,58
14 sept 2023,desktop,102
14 sept 2023,mobile,31
15 sept 2023,desktop,81
15 sept 2023,mobile,31
16 sept 2023,desktop,53
16 sept 2023,mobile,41
17 sept 2023,desktop,46
17 sept 2023,mobile,27
18 sept 2023,desktop,75
18 sept 2023,mobile,45
19 sept 2023,desktop,93
19 sept 2023,mobile,15
20 sept 2023,desktop,189
20 sept 2023,mobile,34
21 sept 2023,desktop,69
21 sept 2023,mobile,60
21 sept 2023,tablet,1
22 sept 2023,desktop,198
22 sept 2023,mobile,42
23 sept 2023,desktop,54
23 sept 2023,mobile,26
24 sept 2023,desktop,62
24 sept 2023,mobile,19
25 sept 2023,desktop,110
25 sept 2023,mobile,44
26 sept 2023,desktop,116
26 sept 2023,mobile,50
27 sept 2023,mobile,68
27 sept 2023,desktop,58
28 sept 2023,desktop,74
28 sept 2023,mobile,72
29 sept 2023,mobile,144
29 sept 2023,desktop,66
30 sept 2023,mobile,19
30 sept 2023,desktop,17
30 sept 2023,tablet,2
1 oct 2023,desktop,31
1 oct 2023,mobile,22
2 oct 2023,desktop,44
2 oct 2023,mobile,39
3 oct 2023,desktop,71
3 oct 2023,mobile,31
4 oct 2023,desktop,100
4 oct 2023,mobile,42
4 oct 2023,tablet,1
5 oct 2023,desktop,113
5 oct 2023,mobile,54
6 oct 2023,mobile,42
6 oct 2023,desktop,40
7 oct 2023,desktop,96
7 oct 2023,mobile,33
7 oct 2023,tablet,1
8 oct 2023,desktop,60
8 oct 2023,mobile,28
9 oct 2023,desktop,62
9 oct 2023,mobile,47
10 oct 2023,desktop,134
10 oct 2023,mobile,41
11 oct 2023,desktop,89
11 oct 2023,mobile,60
12 oct 2023,desktop,59
12 oct 2023,mobile,44
12 oct 2023,tablet,1
13 oct 2023,desktop,46
13 oct 2023,mobile,19
14 oct 2023,desktop,41
14 oct 2023,mobile,10
15 oct 2023,mobile,21
15 oct 2023,desktop,14
16 oct 2023,desktop,238
16 oct 2023,mobile,37
16 oct 2023,tablet,9
17 oct 2023,desktop,310
17 oct 2023,mobile,32
18 oct 2023,desktop,100
18 oct 2023,mobile,40
19 oct 2023,desktop,135
19 oct 2023,mobile,36
19 oct 2023,tablet,2
20 oct 2023,desktop,76
20 oct 2023,mobile,34
21 oct 2023,desktop,22
21 oct 2023,mobile,21
22 oct 2023,mobile,22
22 oct 2023,desktop,14
23 oct 2023,desktop,157
23 oct 2023,mobile,27
24 oct 2023,desktop,112
24 oct 2023,mobile,42
25 oct 2023,desktop,270
25 oct 2023,mobile,57
25 oct 2023,tablet,1
26 oct 2023,desktop,57
26 oct 2023,mobile,43
26 oct 2023,tablet,3
27 oct 2023,desktop,146
27 oct 2023,mobile,13
27 oct 2023,tablet,1
28 oct 2023,desktop,53
28 oct 2023,mobile,35
29 oct 2023,mobile,54
29 oct 2023,desktop,24
30 oct 2023,desktop,95
30 oct 2023,mobile,60
30 oct 2023,tablet,1
31 oct 2023,desktop,90
31 oct 2023,mobile,46
1 nov 2023,desktop,72
1 nov 2023,mobile,50
2 nov 2023,desktop,128
2 nov 2023,mobile,81
3 nov 2023,desktop,100
3 nov 2023,mobile,33
4 nov 2023,mobile,27
4 nov 2023,desktop,21
5 nov 2023,desktop,22
5 nov 2023,mobile,18
6 nov 2023,desktop,142
6 nov 2023,mobile,48
7 nov 2023,desktop,166
7 nov 2023,mobile,108
8 nov 2023,desktop,93
8 nov 2023,mobile,62
8 nov 2023,tablet,3
9 nov 2023,mobile,194
9 nov 2023,desktop,137
10 nov 2023,desktop,79
10 nov 2023,mobile,39
11 nov 2023,desktop,42
11 nov 2023,mobile,36
12 nov 2023,mobile,63
12 nov 2023,desktop,28
12 nov 2023,tablet,1
13 nov 2023,desktop,99
13 nov 2023,mobile,30
14 nov 2023,desktop,136
14 nov 2023,mobile,35
15 nov 2023,desktop,88
15 nov 2023,mobile,41
15 nov 2023,tablet,1
16 nov 2023,desktop,54
16 nov 2023,mobile,46
17 nov 2023,desktop,96
17 nov 2023,mobile,26
18 nov 2023,desktop,64
18 nov 2023,mobile,15
19 nov 2023,desktop,72
19 nov 2023,mobile,18
20 nov 2023,desktop,99
20 nov 2023,mobile,41
21 nov 2023,desktop,122
21 nov 2023,mobile,47
21 nov 2023,tablet,2
22 nov 2023,desktop,123
22 nov 2023,mobile,35
23 nov 2023,mobile,88
23 nov 2023,desktop,86
24 nov 2023,desktop,79
24 nov 2023,mobile,64
25 nov 2023,desktop,35
25 nov 2023,mobile,27
26 nov 2023,desktop,65
26 nov 2023,mobile,26
26 nov 2023,tablet,1
27 nov 2023,desktop,73
27 nov 2023,mobile,29
27 nov 2023,tablet,1
28 nov 2023,desktop,109
28 nov 2023,mobile,83
29 nov 2023,desktop,116
29 nov 2023,mobile,49
29 nov 2023,tablet,1
30 nov 2023,desktop,63
30 nov 2023,mobile,44
1 dic 2023,mobile,32
1 dic 2023,desktop,19
2 dic 2023,mobile,29
2 dic 2023,desktop,17
3 dic 2023,mobile,17
3 dic 2023,desktop,16
4 dic 2023,desktop,34
4 dic 2023,mobile,34
5 dic 2023,desktop,116
5 dic 2023,mobile,59
6 dic 2023,desktop,86
6 dic 2023,mobile,46
7 dic 2023,mobile,77
7 dic 2023,desktop,61
8 dic 2023,desktop,42
8 dic 2023,mobile,20
9 dic 2023,mobile,29
9 dic 2023,desktop,16
10 dic 2023,desktop,30
10 dic 2023,mobile,8
11 dic 2023,mobile,149
11 dic 2023,desktop,121
12 dic 2023,desktop,88
12 dic 2023,mobile,40
13 dic 2023,desktop,59
13 dic 2023,mobile,27
14 dic 2023,desktop,46
14 dic 2023,mobile,20
15 dic 2023,desktop,101
15 dic 2023,mobile,34
16 dic 2023,desktop,10
16 dic 2023,mobile,9
17 dic 2023,desktop,43
17 dic 2023,mobile,13
17 dic 2023,tablet,1
18 dic 2023,desktop,226
18 dic 2023,mobile,17
18 dic 2023,tablet,1
19 dic 2023,desktop,499
19 dic 2023,mobile,14
20 dic 2023,desktop,570
20 dic 2023,mobile,18
21 dic 2023,desktop,198
21 dic 2023,mobile,37
22 dic 2023,desktop,278
22 dic 2023,mobile,33
23 dic 2023,mobile,24
23 dic 2023,desktop,16
24 dic 2023,desktop,11
24 dic 2023,mobile,10
25 dic 2023,mobile,18
25 dic 2023,desktop,4
26 dic 2023,mobile,43
26 dic 2023,desktop,18
27 dic 2023,desktop,25
27 dic 2023,mobile,19
28 dic 2023,desktop,35
28 dic 2023,mobile,15
29 dic 2023,mobile,21
29 dic 2023,desktop,13
30 dic 2023,mobile,31
30 dic 2023,desktop,6
31 dic 2023,mobile,38
1 ene 2024,desktop,21
1 ene 2024,mobile,10
2 ene 2024,desktop,51
2 ene 2024,mobile,22
3 ene 2024,mobile,25
3 ene 2024,tablet,20
3 ene 2024,desktop,19
4 ene 2024,desktop,33
4 ene 2024,mobile,14
4 ene 2024,tablet,1
5 ene 2024,mobile,18
5 ene 2024,desktop,12
6 ene 2024,mobile,14
6 ene 2024,desktop,13
7 ene 2024,desktop,9
7 ene 2024,mobile,9
8 ene 2024,desktop,77
8 ene 2024,mobile,34
9 ene 2024,mobile,40
9 ene 2024,desktop,21
10 ene 2024,desktop,80
10 ene 2024,mobile,22
11 ene 2024,desktop,53
11 ene 2024,mobile,10
12 ene 2024,desktop,44
12 ene 2024,mobile,21
13 ene 2024,tablet,47
13 ene 2024,desktop,10
13 ene 2024,mobile,7
14 ene 2024,mobile,4
14 ene 2024,desktop,3
14 ene 2024,tablet,1
15 ene 2024,desktop,41
15 ene 2024,mobile,20
16 ene 2024,desktop,31
16 ene 2024,mobile,9
17 ene 2024,desktop,16
17 ene 2024,mobile,16
18 ene 2024,desktop,58
18 ene 2024,mobile,15
19 ene 2024,desktop,68
19 ene 2024,mobile,14
20 ene 2024,mobile,17
20 ene 2024,desktop,2
21 ene 2024,desktop,36
21 ene 2024,mobile,12
22 ene 2024,desktop,126
22 ene 2024,mobile,14
23 ene 2024,desktop,41
23 ene 2024,mobile,12
23 ene 2024,tablet,2
24 ene 2024,desktop,43
24 ene 2024,mobile,10
