Fecha,Sistema operativo,Vistas
5 mar 2023,Windows,9
5 mar 2023,iOS,2
5 mar 2023,Linux,0
6 mar 2023,Windows,93
6 mar 2023,Android,38
6 mar 2023,Linux,12
6 mar 2023,iOS,6
7 mar 2023,Windows,167
7 mar 2023,Android,37
7 mar 2023,Linux,2
7 mar 2023,Macintosh,1
7 mar 2023,iOS,1
8 mar 2023,Windows,63
8 mar 2023,Android,27
8 mar 2023,iOS,3
8 mar 2023,Linux,1
8 mar 2023,Macintosh,1
9 mar 2023,Android,117
9 mar 2023,Windows,80
9 mar 2023,Macintosh,12
9 mar 2023,iOS,6
9 mar 2023,Linux,2
10 mar 2023,Windows,55
10 mar 2023,Android,33
10 mar 2023,Macintosh,14
10 mar 2023,Linux,6
11 mar 2023,Windows,34
11 mar 2023,Android,16
11 mar 2023,iOS,5
11 mar 2023,Macintosh,1
11 mar 2023,Linux,0
12 mar 2023,Windows,19
12 mar 2023,Android,10
12 mar 2023,Macintosh,4
12 mar 2023,iOS,1
13 mar 2023,Windows,124
13 mar 2023,Android,38
13 mar 2023,iOS,20
13 mar 2023,Macintosh,2
13 mar 2023,Linux,0
14 mar 2023,Windows,121
14 mar 2023,Android,99
14 mar 2023,Linux,9
14 mar 2023,Macintosh,5
14 mar 2023,iOS,3
15 mar 2023,Windows,125
15 mar 2023,Android,78
15 mar 2023,iOS,12
15 mar 2023,Linux,2
15 mar 2023,Macintosh,1
16 mar 2023,Windows,89
16 mar 2023,Android,55
16 mar 2023,Macintosh,3
16 mar 2023,iOS,3
16 mar 2023,Linux,1
17 mar 2023,Windows,37
17 mar 2023,Android,27
17 mar 2023,iOS,4
17 mar 2023,Linux,0
18 mar 2023,Windows,105
18 mar 2023,Android,43
18 mar 2023,Linux,3
18 mar 2023,Macintosh,1
19 mar 2023,Windows,48
19 mar 2023,Android,17
19 mar 2023,Macintosh,1
20 mar 2023,Windows,575
20 mar 2023,Android,140
20 mar 2023,iOS,25
20 mar 2023,Linux,1
21 mar 2023,Windows,362
21 mar 2023,Android,91
21 mar 2023,iOS,2
21 mar 2023,Linux,1
21 mar 2023,Macintosh,0
22 mar 2023,Android,49
22 mar 2023,Windows,17
25 mar 2023,Windows,0
26 mar 2023,Windows,72
26 mar 2023,Android,2
26 mar 2023,Linux,2
27 mar 2023,Windows,187
27 mar 2023,Android,117
27 mar 2023,Linux,50
27 mar 2023,Macintosh,3
27 mar 2023,iOS,2
28 mar 2023,Windows,165
28 mar 2023,Android,67
28 mar 2023,Macintosh,6
28 mar 2023,iOS,1
29 mar 2023,Windows,334
29 mar 2023,Android,100
29 mar 2023,Macintosh,16
29 mar 2023,Linux,14
29 mar 2023,iOS,1
30 mar 2023,Windows,166
30 mar 2023,Android,66
30 mar 2023,Linux,16
30 mar 2023,iOS,4
30 mar 2023,Macintosh,2
31 mar 2023,Windows,75
31 mar 2023,Android,24
31 mar 2023,iOS,4
31 mar 2023,Linux,1
31 mar 2023,Macintosh,1
1 abr 2023,Windows,86
1 abr 2023,Android,81
1 abr 2023,iOS,1
2 abr 2023,Android,45
2 abr 2023,Windows,43
2 abr 2023,iOS,2
3 abr 2023,Windows,139
3 abr 2023,Android,45
3 abr 2023,Linux,18
3 abr 2023,iOS,14
4 abr 2023,Windows,164
4 abr 2023,Android,44
4 abr 2023,Linux,2
4 abr 2023,iOS,2
4 abr 2023,Macintosh,1
5 abr 2023,Windows,245
5 abr 2023,Android,19
5 abr 2023,Macintosh,16
5 abr 2023,Linux,0
6 abr 2023,Android,46
6 abr 2023,Windows,28
6 abr 2023,Linux,13
6 abr 2023,Macintosh,1
7 abr 2023,Windows,30
7 abr 2023,Android,16
7 abr 2023,Macintosh,5
8 abr 2023,Windows,48
8 abr 2023,Android,39
9 abr 2023,Windows,63
9 abr 2023,Android,21
9 abr 2023,iOS,2
9 abr 2023,(not set),1
9 abr 2023,Linux,1
9 abr 2023,Macintosh,1
10 abr 2023,Windows,236
10 abr 2023,Android,42
10 abr 2023,iOS,13
10 abr 2023,Linux,2
11 abr 2023,Windows,182
11 abr 2023,Android,53
11 abr 2023,iOS,7
11 abr 2023,Macintosh,2
12 abr 2023,Android,91
12 abr 2023,Windows,74
12 abr 2023,iOS,8
12 abr 2023,Macintosh,3
12 abr 2023,Linux,1
13 abr 2023,Windows,281
13 abr 2023,Android,52
13 abr 2023,Macintosh,12
13 abr 2023,iOS,6
13 abr 2023,Linux,5
14 abr 2023,Windows,474
14 abr 2023,Linux,145
14 abr 2023,Android,74
14 abr 2023,iOS,4
14 abr 2023,Chrome OS,2
14 abr 2023,Macintosh,2
15 abr 2023,Linux,2
15 abr 2023,Windows,17
15 abr 2023,Android,23
15 abr 2023,iOS,2
16 abr 2023,Android,78
16 abr 2023,Windows,37
16 abr 2023,iOS,5
16 abr 2023,Macintosh,1
17 abr 2023,Windows,493
17 abr 2023,Android,81
17 abr 2023,Linux,52
17 abr 2023,iOS,11
17 abr 2023,Macintosh,3
18 abr 2023,Macintosh,6
18 abr 2023,Android,67
18 abr 2023,Linux,41
18 abr 2023,Windows,285
18 abr 2023,iOS,6
19 abr 2023,Windows,206
19 abr 2023,Android,57
19 abr 2023,iOS,5
19 abr 2023,Macintosh,2
19 abr 2023,Linux,0
20 abr 2023,Windows,159
20 abr 2023,Android,84
20 abr 2023,Macintosh,17
20 abr 2023,Linux,8
20 abr 2023,iOS,2
21 abr 2023,Windows,486
21 abr 2023,Android,102
21 abr 2023,Linux,45
21 abr 2023,Macintosh,10
22 abr 2023,iOS,1
22 abr 2023,Android,44
22 abr 2023,Macintosh,2
22 abr 2023,Windows,62
23 abr 2023,Android,78
23 abr 2023,Windows,24
23 abr 2023,iOS,3
23 abr 2023,Linux,0
24 abr 2023,Windows,189
24 abr 2023,Android,68
24 abr 2023,Linux,9
24 abr 2023,Macintosh,4
24 abr 2023,iOS,2
25 abr 2023,Android,145
25 abr 2023,Windows,128
25 abr 2023,Macintosh,6
25 abr 2023,Linux,5
25 abr 2023,iOS,2
26 abr 2023,Android,59
26 abr 2023,Windows,136
26 abr 2023,iOS,3
26 abr 2023,Linux,2
26 abr 2023,Macintosh,2
27 abr 2023,Windows,217
27 abr 2023,Android,39
27 abr 2023,iOS,16
27 abr 2023,Linux,3
27 abr 2023,Macintosh,1
28 abr 2023,Windows,99
28 abr 2023,Android,64
28 abr 2023,iOS,3
28 abr 2023,Linux,2
28 abr 2023,Macintosh,1
29 abr 2023,Android,44
29 abr 2023,Windows,31
29 abr 2023,iOS,4
29 abr 2023,Linux,0
30 abr 2023,iOS,2
30 abr 2023,Windows,40
30 abr 2023,Linux,6
30 abr 2023,Android,56
1 may 2023,Android,79
1 may 2023,Windows,64
1 may 2023,iOS,9
1 may 2023,Linux,0
2 may 2023,Windows,101
2 may 2023,Android,30
2 may 2023,Linux,14
2 may 2023,Macintosh,1
2 may 2023,iOS,1
3 may 2023,Linux,0
3 may 2023,Android,48
3 may 2023,iOS,6
3 may 2023,Macintosh,2
3 may 2023,Windows,75
4 may 2023,Windows,119
4 may 2023,Android,42
4 may 2023,Linux,7
4 may 2023,iOS,3
5 may 2023,Windows,163
5 may 2023,Android,78
5 may 2023,Macintosh,2
6 may 2023,Windows,32
6 may 2023,Android,15
6 may 2023,Macintosh,5
6 may 2023,iOS,2
7 may 2023,Windows,63
7 may 2023,Android,23
7 may 2023,Macintosh,2
7 may 2023,iOS,2
7 may 2023,Chrome OS,1
8 may 2023,Linux,1
8 may 2023,Android,36
8 may 2023,Macintosh,2
8 may 2023,Windows,82
8 may 2023,iOS,1
9 may 2023,Windows,49
9 may 2023,Android,34
9 may 2023,Linux,1
9 may 2023,Macintosh,1
9 may 2023,iOS,1
10 may 2023,Windows,85
10 may 2023,Android,35
10 may 2023,Linux,4
11 may 2023,Windows,86
11 may 2023,Android,35
11 may 2023,Macintosh,1
12 may 2023,Android,71
12 may 2023,Windows,38
12 may 2023,Macintosh,7
12 may 2023,Linux,3
13 may 2023,Windows,32
13 may 2023,Android,11
13 may 2023,Linux,1
14 may 2023,Windows,120
14 may 2023,Android,53
14 may 2023,Macintosh,4
14 may 2023,Linux,2
15 may 2023,Android,127
15 may 2023,Windows,63
15 may 2023,Macintosh,3
15 may 2023,iOS,1
16 may 2023,Windows,80
16 may 2023,Android,74
16 may 2023,Macintosh,16
16 may 2023,Linux,15
16 may 2023,iOS,4
17 may 2023,Windows,111
17 may 2023,Linux,109
17 may 2023,Android,37
17 may 2023,Macintosh,5
18 may 2023,Android,55
18 may 2023,Windows,86
18 may 2023,Linux,51
18 may 2023,iOS,29
18 may 2023,Macintosh,3
19 may 2023,Windows,93
19 may 2023,Android,49
19 may 2023,Macintosh,33
19 may 2023,iOS,8
19 may 2023,Linux,3
20 may 2023,Android,45
20 may 2023,Windows,23
20 may 2023,iOS,8
21 may 2023,Android,34
21 may 2023,Windows,32
21 may 2023,iOS,8
21 may 2023,Macintosh,3
21 may 2023,Linux,2
22 may 2023,Windows,100
22 may 2023,Android,63
22 may 2023,Linux,31
22 may 2023,iOS,6
22 may 2023,Macintosh,2
23 may 2023,Android,80
23 may 2023,Windows,75
23 may 2023,Chrome OS,1
23 may 2023,Linux,1
23 may 2023,Macintosh,1
24 may 2023,Windows,72
24 may 2023,Android,41
24 may 2023,iOS,2
25 may 2023,Windows,106
25 may 2023,Android,49
25 may 2023,Macintosh,13
25 may 2023,iOS,1
26 may 2023,Android,64
26 may 2023,Windows,113
26 may 2023,iOS,5
27 may 2023,Windows,64
27 may 2023,Android,25
27 may 2023,Macintosh,4
27 may 2023,iOS,2
27 may 2023,Linux,1
28 may 2023,Windows,55
28 may 2023,Android,41
28 may 2023,Macintosh,4
28 may 2023,Linux,1
29 may 2023,Windows,188
29 may 2023,Android,38
29 may 2023,iOS,6
29 may 2023,Linux,5
29 may 2023,Macintosh,1
30 may 2023,iOS,53
30 may 2023,Windows,67
30 may 2023,Android,20
30 may 2023,Macintosh,5
31 may 2023,Windows,238
31 may 2023,Android,54
31 may 2023,iOS,4
1 jun 2023,Windows,160
1 jun 2023,Android,41
1 jun 2023,iOS,1
2 jun 2023,Windows,121
2 jun 2023,Android,22
3 jun 2023,Android,48
3 jun 2023,Windows,22
4 jun 2023,Android,40
4 jun 2023,Windows,25
5 jun 2023,Windows,280
5 jun 2023,Android,31
5 jun 2023,Macintosh,2
6 jun 2023,Android,72
6 jun 2023,Windows,101
7 jun 2023,Windows,89
7 jun 2023,Android,43
7 jun 2023,Macintosh,5
7 jun 2023,iOS,1
8 jun 2023,Windows,239
8 jun 2023,Android,62
8 jun 2023,Linux,2
9 jun 2023,Windows,78
9 jun 2023,Android,42
10 jun 2023,Windows,39
10 jun 2023,Android,18
10 jun 2023,Linux,1
11 jun 2023,Windows,46
11 jun 2023,Android,15
11 jun 2023,Linux,3
12 jun 2023,Windows,99
12 jun 2023,Android,41
12 jun 2023,Linux,3
12 jun 2023,Macintosh,1
13 jun 2023,Windows,46
13 jun 2023,Android,41
13 jun 2023,Macintosh,1
14 jun 2023,Windows,106
14 jun 2023,Android,36
14 jun 2023,Macintosh,1
15 jun 2023,Windows,99
15 jun 2023,Android,50
15 jun 2023,Linux,8
15 jun 2023,Macintosh,1
15 jun 2023,iOS,1
16 jun 2023,Windows,45
16 jun 2023,Android,13
16 jun 2023,Macintosh,4
17 jun 2023,Windows,27
17 jun 2023,Android,18
18 jun 2023,Windows,51
18 jun 2023,iOS,6
18 jun 2023,Android,4
19 jun 2023,Windows,38
19 jun 2023,Android,8
19 jun 2023,Macintosh,1
19 jun 2023,iOS,1
20 jun 2023,Windows,70
20 jun 2023,Android,22
20 jun 2023,Macintosh,1
21 jun 2023,Windows,63
21 jun 2023,Android,43
21 jun 2023,Linux,15
21 jun 2023,iOS,2
21 jun 2023,Macintosh,1
22 jun 2023,Android,65
22 jun 2023,Windows,59
22 jun 2023,Linux,4
23 jun 2023,Windows,60
23 jun 2023,Android,58
23 jun 2023,Linux,35
23 jun 2023,iOS,1
24 jun 2023,Android,28
24 jun 2023,Windows,28
25 jun 2023,Windows,136
25 jun 2023,Android,47
25 jun 2023,Linux,1
25 jun 2023,Macintosh,1
26 jun 2023,Windows,95
26 jun 2023,Android,25
26 jun 2023,Linux,2
27 jun 2023,Windows,50
27 jun 2023,Android,39
27 jun 2023,Macintosh,21
27 jun 2023,iOS,5
27 jun 2023,Linux,1
28 jun 2023,Android,34
28 jun 2023,Windows,140
28 jun 2023,Macintosh,3
28 jun 2023,iOS,3
29 jun 2023,Windows,151
29 jun 2023,Android,39
29 jun 2023,iOS,5
29 jun 2023,Chrome OS,2
30 jun 2023,Windows,82
30 jun 2023,Android,61
30 jun 2023,Linux,14
30 jun 2023,iOS,8
30 jun 2023,Chrome OS,0
1 jul 2023,Windows,22
1 jul 2023,Android,11
1 jul 2023,iOS,1
2 jul 2023,Android,18
2 jul 2023,Windows,22
2 jul 2023,Linux,3
2 jul 2023,iOS,2
2 jul 2023,Macintosh,1
3 jul 2023,Windows,95
3 jul 2023,Android,26
3 jul 2023,Linux,3
3 jul 2023,Macintosh,1
3 jul 2023,iOS,1
4 jul 2023,Windows,110
4 jul 2023,Android,33
4 jul 2023,Macintosh,26
4 jul 2023,Linux,1
5 jul 2023,Android,52
5 jul 2023,Windows,37
5 jul 2023,Linux,8
5 jul 2023,Macintosh,3
6 jul 2023,iOS,8
6 jul 2023,Android,21
6 jul 2023,Windows,80
6 jul 2023,Macintosh,1
7 jul 2023,Windows,90
7 jul 2023,Android,46
7 jul 2023,iOS,3
8 jul 2023,Android,36
8 jul 2023,Windows,28
8 jul 2023,iOS,2
9 jul 2023,Android,43
9 jul 2023,Macintosh,31
9 jul 2023,iOS,7
9 jul 2023,Windows,4
9 jul 2023,Linux,2
10 jul 2023,Windows,46
10 jul 2023,Android,28
10 jul 2023,iOS,5
11 jul 2023,Android,9
11 jul 2023,Windows,42
11 jul 2023,iOS,3
11 jul 2023,Macintosh,1
12 jul 2023,Windows,49
12 jul 2023,Android,29
12 jul 2023,Macintosh,1
13 jul 2023,Android,64
13 jul 2023,Windows,26
13 jul 2023,iOS,2
14 jul 2023,Windows,91
14 jul 2023,Android,11
14 jul 2023,Linux,1
14 jul 2023,iOS,1
15 jul 2023,Windows,10
15 jul 2023,Android,9
15 jul 2023,Macintosh,3
16 jul 2023,Windows,17
16 jul 2023,Android,9
17 jul 2023,Android,38
17 jul 2023,Windows,111
17 jul 2023,Macintosh,2
17 jul 2023,iOS,2
18 jul 2023,Android,59
18 jul 2023,Windows,50
18 jul 2023,Macintosh,1
19 jul 2023,Windows,24
19 jul 2023,Android,22
19 jul 2023,iOS,3
20 jul 2023,Windows,12
20 jul 2023,Android,5
21 jul 2023,Android,34
21 jul 2023,Macintosh,20
21 jul 2023,Windows,11
21 jul 2023,iOS,1
22 jul 2023,Android,45
22 jul 2023,Windows,23
23 jul 2023,Windows,43
23 jul 2023,Android,18
23 jul 2023,Linux,1
23 jul 2023,iOS,1
24 jul 2023,Android,86
24 jul 2023,Windows,77
24 jul 2023,iOS,9
24 jul 2023,Linux,2
25 jul 2023,Windows,72
25 jul 2023,Android,15
25 jul 2023,Macintosh,2
25 jul 2023,iOS,2
26 jul 2023,Windows,154
26 jul 2023,Android,74
26 jul 2023,Linux,10
26 jul 2023,iOS,2
26 jul 2023,Macintosh,1
27 jul 2023,Android,65
27 jul 2023,Windows,130
27 jul 2023,iOS,6
27 jul 2023,Linux,2
27 jul 2023,Macintosh,1
28 jul 2023,Windows,93
28 jul 2023,Android,54
28 jul 2023,Linux,1
29 jul 2023,Windows,79
29 jul 2023,Android,10
30 jul 2023,Windows,15
30 jul 2023,Android,14
30 jul 2023,iOS,1
30 jul 2023,Linux,0
31 jul 2023,Windows,60
31 jul 2023,Android,52
31 jul 2023,Linux,46
31 jul 2023,iOS,17
1 ago 2023,Android,65
1 ago 2023,Windows,134
1 ago 2023,iOS,9
1 ago 2023,Linux,2
1 ago 2023,Macintosh,1
2 ago 2023,Windows,204
2 ago 2023,Android,77
2 ago 2023,Linux,28
2 ago 2023,iOS,7
2 ago 2023,Macintosh,2
3 ago 2023,Windows,94
3 ago 2023,Android,39
3 ago 2023,iOS,8
3 ago 2023,Linux,5
4 ago 2023,Android,41
4 ago 2023,Windows,27
4 ago 2023,iOS,6
4 ago 2023,Linux,4
4 ago 2023,Macintosh,1
5 ago 2023,Windows,2
5 ago 2023,Android,58
5 ago 2023,iOS,2
6 ago 2023,Windows,53
6 ago 2023,Android,26
6 ago 2023,Macintosh,2
6 ago 2023,Linux,1
7 ago 2023,Android,100
7 ago 2023,Windows,70
7 ago 2023,iOS,7
7 ago 2023,Macintosh,1
7 ago 2023,Linux,0
8 ago 2023,Windows,127
8 ago 2023,Android,50
8 ago 2023,Linux,10
8 ago 2023,iOS,5
8 ago 2023,Macintosh,0
9 ago 2023,Windows,161
9 ago 2023,Android,64
9 ago 2023,iOS,3
9 ago 2023,Macintosh,1
9 ago 2023,Linux,0
10 ago 2023,Windows,91
10 ago 2023,Android,59
10 ago 2023,Macintosh,10
10 ago 2023,iOS,2
10 ago 2023,Linux,0
11 ago 2023,Windows,66
11 ago 2023,Android,49
11 ago 2023,iOS,2
11 ago 2023,Linux,0
12 ago 2023,Windows,52
12 ago 2023,Android,27
12 ago 2023,Macintosh,5
12 ago 2023,iOS,1
13 ago 2023,Android,57
13 ago 2023,Windows,11
14 ago 2023,Windows,69
14 ago 2023,Android,32
14 ago 2023,Linux,12
14 ago 2023,Macintosh,2
14 ago 2023,iOS,1
15 ago 2023,Android,33
15 ago 2023,Windows,32
15 ago 2023,Macintosh,4
15 ago 2023,Linux,1
15 ago 2023,iOS,1
16 ago 2023,Windows,42
16 ago 2023,Android,27
16 ago 2023,Linux,20
16 ago 2023,Macintosh,1
16 ago 2023,iOS,1
17 ago 2023,Windows,88
17 ago 2023,Android,34
17 ago 2023,iOS,1
17 ago 2023,Linux,0
18 ago 2023,Windows,95
18 ago 2023,Android,21
18 ago 2023,Linux,2
19 ago 2023,Windows,33
19 ago 2023,Android,19
19 ago 2023,Macintosh,2
19 ago 2023,iOS,2
20 ago 2023,Android,23
20 ago 2023,Windows,14
20 ago 2023,iOS,5
20 ago 2023,Macintosh,3
20 ago 2023,Linux,1
21 ago 2023,Android,111
21 ago 2023,Windows,41
21 ago 2023,Chrome OS,3
21 ago 2023,Macintosh,3
21 ago 2023,iOS,2
22 ago 2023,Android,83
22 ago 2023,Windows,56
22 ago 2023,iOS,3
22 ago 2023,Linux,1
23 ago 2023,Windows,74
23 ago 2023,Android,37
23 ago 2023,Macintosh,15
23 ago 2023,iOS,2
23 ago 2023,Linux,1
24 ago 2023,Windows,66
24 ago 2023,Android,43
24 ago 2023,Macintosh,6
24 ago 2023,Linux,2
25 ago 2023,Windows,43
25 ago 2023,Android,24
25 ago 2023,Linux,10
25 ago 2023,Macintosh,7
25 ago 2023,iOS,6
25 ago 2023,Chrome OS,1
26 ago 2023,Windows,21
26 ago 2023,Android,15
26 ago 2023,Linux,8
26 ago 2023,iOS,3
26 ago 2023,Macintosh,1
27 ago 2023,Android,34
27 ago 2023,Windows,13
27 ago 2023,Macintosh,2
27 ago 2023,iOS,2
28 ago 2023,Windows,187
28 ago 2023,Android,52
28 ago 2023,iOS,3
28 ago 2023,Linux,1
29 ago 2023,Windows,163
29 ago 2023,Android,65
29 ago 2023,iOS,5
29 ago 2023,Linux,4
29 ago 2023,Macintosh,4
30 ago 2023,Windows,296
30 ago 2023,Android,244
30 ago 2023,Linux,16
30 ago 2023,iOS,16
30 ago 2023,Macintosh,4
31 ago 2023,Windows,247
31 ago 2023,Android,84
31 ago 2023,Linux,8
31 ago 2023,iOS,5
1 sept 2023,Windows,236
1 sept 2023,Android,81
1 sept 2023,Linux,33
1 sept 2023,iOS,5
2 sept 2023,Windows,123
2 sept 2023,Android,87
2 sept 2023,iOS,7
3 sept 2023,Windows,51
3 sept 2023,Android,47
3 sept 2023,Linux,2
3 sept 2023,Macintosh,1
4 sept 2023,Android,135
4 sept 2023,Windows,111
4 sept 2023,Macintosh,10
4 sept 2023,Linux,5
4 sept 2023,iOS,2
5 sept 2023,Windows,152
5 sept 2023,Android,62
5 sept 2023,Macintosh,55
5 sept 2023,Linux,1
5 sept 2023,iOS,1
6 sept 2023,Windows,162
6 sept 2023,Android,34
6 sept 2023,Macintosh,2
6 sept 2023,iOS,1
6 sept 2023,Linux,0
7 sept 2023,Linux,4
7 sept 2023,Android,22
7 sept 2023,iOS,7
7 sept 2023,Windows,116
8 sept 2023,Windows,181
8 sept 2023,Android,57
8 sept 2023,Macintosh,8
8 sept 2023,iOS,6
8 sept 2023,Linux,0
9 sept 2023,Windows,21
9 sept 2023,Android,20
9 sept 2023,iOS,12
9 sept 2023,Chrome OS,11
9 sept 2023,Linux,4
9 sept 2023,Macintosh,1
10 sept 2023,Android,17
10 sept 2023,Windows,93
10 sept 2023,Chrome OS,5
10 sept 2023,iOS,3
11 sept 2023,Windows,93
11 sept 2023,Android,19
11 sept 2023,iOS,8
11 sept 2023,Linux,1
12 sept 2023,Windows,71
12 sept 2023,Android,50
12 sept 2023,Macintosh,3
12 sept 2023,iOS,1
13 sept 2023,Windows,94
13 sept 2023,Android,55
13 sept 2023,Macintosh,11
13 sept 2023,Linux,5
13 sept 2023,iOS,3
14 sept 2023,iOS,3
14 sept 2023,Android,27
14 sept 2023,Linux,4
14 sept 2023,Macintosh,3
14 sept 2023,Windows,96
15 sept 2023,Windows,69
15 sept 2023,Android,26
15 sept 2023,Linux,12
15 sept 2023,iOS,5
16 sept 2023,Windows,52
16 sept 2023,Android,39
16 sept 2023,Macintosh,3
17 sept 2023,Windows,42
17 sept 2023,Android,25
17 sept 2023,Linux,4
17 sept 2023,Macintosh,1
17 sept 2023,iOS,1
18 sept 2023,iOS,2
18 sept 2023,Android,43
18 sept 2023,Linux,7
18 sept 2023,Windows,67
18 sept 2023,Macintosh,1
19 sept 2023,Windows,92
19 sept 2023,Android,15
19 sept 2023,Linux,1
20 sept 2023,Windows,179
20 sept 2023,Android,32
20 sept 2023,Linux,10
20 sept 2023,iOS,2
21 sept 2023,Windows,63
21 sept 2023,Android,42
21 sept 2023,iOS,19
21 sept 2023,Linux,3
21 sept 2023,Macintosh,3
22 sept 2023,Windows,193
22 sept 2023,Android,41
22 sept 2023,Linux,5
22 sept 2023,iOS,1
22 sept 2023,Macintosh,0
23 sept 2023,Android,25
23 sept 2023,Windows,42
23 sept 2023,Linux,12
23 sept 2023,iOS,1
24 sept 2023,Windows,62
24 sept 2023,Android,19
24 sept 2023,Linux,0
25 sept 2023,Windows,107
25 sept 2023,Android,39
25 sept 2023,iOS,5
25 sept 2023,Linux,3
26 sept 2023,Windows,105
26 sept 2023,Android,47
26 sept 2023,Macintosh,11
26 sept 2023,iOS,3
26 sept 2023,Linux,0
27 sept 2023,Android,67
27 sept 2023,Windows,57
27 sept 2023,Linux,1
27 sept 2023,iOS,1
28 sept 2023,Android,70
28 sept 2023,Windows,67
28 sept 2023,Linux,6
28 sept 2023,iOS,2
28 sept 2023,Macintosh,1
29 sept 2023,Android,126
29 sept 2023,Windows,60
29 sept 2023,iOS,18
29 sept 2023,Linux,6
30 sept 2023,Android,19
30 sept 2023,Windows,14
30 sept 2023,Macintosh,3
30 sept 2023,iOS,2
1 oct 2023,Windows,31
1 oct 2023,Android,20
1 oct 2023,iOS,2
2 oct 2023,Windows,43
2 oct 2023,Android,38
2 oct 2023,Linux,1
2 oct 2023,iOS,1
3 oct 2023,Windows,71
3 oct 2023,Android,27
3 oct 2023,iOS,4
3 oct 2023,Linux,0
4 oct 2023,Windows,78
4 oct 2023,Android,42
4 oct 2023,Linux,22
4 oct 2023,iOS,1
5 oct 2023,Windows,100
5 oct 2023,Android,48
5 oct 2023,Macintosh,10
5 oct 2023,iOS,6
5 oct 2023,Linux,3
6 oct 2023,Android,40
6 oct 2023,Windows,38
6 oct 2023,iOS,2
6 oct 2023,Chrome OS,1
6 oct 2023,Macintosh,1
6 oct 2023,Linux,0
7 oct 2023,Windows,87
7 oct 2023,Android,32
7 oct 2023,Linux,8
7 oct 2023,iOS,2
7 oct 2023,Macintosh,1
8 oct 2023,Windows,58
8 oct 2023,Android,27
8 oct 2023,Macintosh,2
8 oct 2023,iOS,1
9 oct 2023,Windows,62
9 oct 2023,Android,39
9 oct 2023,iOS,8
9 oct 2023,Linux,0
10 oct 2023,Chrome OS,7
10 oct 2023,Android,40
10 oct 2023,Windows,125
10 oct 2023,Linux,2
10 oct 2023,iOS,1
11 oct 2023,Windows,83
11 oct 2023,Android,56
11 oct 2023,Linux,5
11 oct 2023,iOS,4
11 oct 2023,Macintosh,1
12 oct 2023,Windows,53
12 oct 2023,Android,40
12 oct 2023,Linux,5
12 oct 2023,iOS,5
12 oct 2023,Macintosh,1
13 oct 2023,Windows,38
13 oct 2023,Android,12
13 oct 2023,Linux,8
13 oct 2023,iOS,7
14 oct 2023,Windows,41
14 oct 2023,Android,10
15 oct 2023,Android,21
15 oct 2023,Windows,14
16 oct 2023,Windows,237
16 oct 2023,Android,45
16 oct 2023,Linux,1
16 oct 2023,iOS,1
17 oct 2023,Windows,298
17 oct 2023,Android,32
17 oct 2023,Linux,7
17 oct 2023,Macintosh,5
18 oct 2023,Windows,89
18 oct 2023,Android,38
18 oct 2023,Macintosh,11
18 oct 2023,iOS,2
19 oct 2023,Windows,134
19 oct 2023,Android,35
19 oct 2023,iOS,3
19 oct 2023,Linux,1
20 oct 2023,Windows,75
20 oct 2023,Android,30
20 oct 2023,iOS,4
20 oct 2023,Macintosh,1
21 oct 2023,Windows,22
21 oct 2023,Android,20
21 oct 2023,iOS,1
22 oct 2023,Android,21
22 oct 2023,Windows,13
22 oct 2023,Linux,1
22 oct 2023,iOS,1
23 oct 2023,Windows,142
23 oct 2023,Android,24
23 oct 2023,Linux,15
23 oct 2023,iOS,3
24 oct 2023,Windows,109
24 oct 2023,Android,42
24 oct 2023,Linux,3
25 oct 2023,Windows,255
25 oct 2023,Android,55
25 oct 2023,Linux,12
25 oct 2023,Macintosh,3
25 oct 2023,iOS,3
26 oct 2023,Windows,43
26 oct 2023,Android,40
26 oct 2023,Macintosh,14
26 oct 2023,iOS,6
27 oct 2023,Windows,145
27 oct 2023,Android,13
27 oct 2023,Macintosh,1
27 oct 2023,iOS,1
28 oct 2023,Windows,53
28 oct 2023,Android,30
28 oct 2023,iOS,5
29 oct 2023,Android,51
29 oct 2023,Windows,24
29 oct 2023,iOS,3
29 oct 2023,Linux,0
30 oct 2023,Windows,90
30 oct 2023,Android,54
30 oct 2023,iOS,7
30 oct 2023,Linux,3
30 oct 2023,Macintosh,2
31 oct 2023,Windows,84
31 oct 2023,Android,45
31 oct 2023,Linux,5
31 oct 2023,Macintosh,1
31 oct 2023,iOS,1
1 nov 2023,Windows,61
1 nov 2023,Android,50
1 nov 2023,Linux,10
1 nov 2023,Macintosh,1
2 nov 2023,Windows,123
2 nov 2023,Android,76
2 nov 2023,iOS,5
2 nov 2023,Macintosh,4
2 nov 2023,Linux,1
3 nov 2023,Windows,99
3 nov 2023,Android,32
3 nov 2023,Macintosh,1
3 nov 2023,iOS,1
3 nov 2023,Linux,0
4 nov 2023,Android,24
4 nov 2023,Windows,18
4 nov 2023,iOS,3
4 nov 2023,Macintosh,2
4 nov 2023,Linux,1
5 nov 2023,Windows,22
5 nov 2023,Android,14
5 nov 2023,iOS,4
5 nov 2023,Linux,0
6 nov 2023,Windows,140
6 nov 2023,Android,36
6 nov 2023,iOS,12
6 nov 2023,Linux,2
7 nov 2023,Windows,158
7 nov 2023,Android,106
7 nov 2023,Linux,7
7 nov 2023,iOS,2
7 nov 2023,Macintosh,1
8 nov 2023,Windows,92
