Fecha,Grupo de canales predeterminado de la sesión,Vistas
13 mar 2023,Organic Video,4
13 mar 2023,Organic Social,1
13 mar 2023,Unassigned,0
14 mar 2023,Organic Search,145
14 mar 2023,Direct,54
14 mar 2023,Referral,22
14 mar 2023,Organic Social,16
14 mar 2023,Unassigned,0
15 mar 2023,Organic Search,154
15 mar 2023,Direct,49
15 mar 2023,Referral,12
15 mar 2023,Organic Social,3
15 mar 2023,Unassigned,0
16 mar 2023,Organic Search,129
16 mar 2023,Direct,19
16 mar 2023,Referral,2
16 mar 2023,Organic Social,1
17 mar 2023,Organic Search,53
17 mar 2023,Direct,8
17 mar 2023,Organic Social,6
17 mar 2023,Referral,1
17 mar 2023,Unassigned,0
18 mar 2023,Organic Search,69
18 mar 2023,Direct,66
18 mar 2023,Organic Social,16
18 mar 2023,Referral,1
18 mar 2023,Unassigned,0
19 mar 2023,Organic Search,50
19 mar 2023,Direct,8
19 mar 2023,Referral,7
19 mar 2023,Organic Social,1
20 mar 2023,Organic Search,594
20 mar 2023,Direct,80
20 mar 2023,Organic Social,56
20 mar 2023,Referral,11
20 mar 2023,Unassigned,0
21 mar 2023,Direct,227
21 mar 2023,Organic Search,223
21 mar 2023,Referral,5
21 mar 2023,Organic Social,1
21 mar 2023,Unassigned,0
22 mar 2023,Organic Search,58
22 mar 2023,Direct,8
25 mar 2023,Referral,0
26 mar 2023,Direct,73
26 mar 2023,Organic Search,2
26 mar 2023,Organic Social,1
27 mar 2023,Organic Search,218
27 mar 2023,Direct,132
27 mar 2023,Organic Social,9
28 mar 2023,Organic Search,198
28 mar 2023,Direct,33
28 mar 2023,Organic Social,6
28 mar 2023,Referral,2
29 mar 2023,Organic Search,215
29 mar 2023,Organic Social,145
29 mar 2023,Direct,104
29 mar 2023,Referral,1
30 mar 2023,Organic Search,163
30 mar 2023,Direct,49
30 mar 2023,Unassigned,24
30 mar 2023,Organic Social,18
31 mar 2023,Organic Search,68
31 mar 2023,Direct,31
31 mar 2023,Organic Social,6
1 abr 2023,Organic Search,137
1 abr 2023,Direct,29
1 abr 2023,Organic Social,1
1 abr 2023,Referral,1
2 abr 2023,Organic Search,69
2 abr 2023,Direct,12
2 abr 2023,Referral,7
2 abr 2023,Organic Social,1
2 abr 2023,Organic Video,1
3 abr 2023,Organic Search,172
3 abr 2023,Direct,33
3 abr 2023,Referral,6
3 abr 2023,Unassigned,5
4 abr 2023,Organic Search,97
4 abr 2023,Organic Social,64
4 abr 2023,Direct,47
4 abr 2023,Referral,5
5 abr 2023,Organic Search,166
5 abr 2023,Organic Social,69
5 abr 2023,Direct,43
5 abr 2023,Referral,2
5 abr 2023,Unassigned,0
6 abr 2023,Organic Search,75
6 abr 2023,Direct,9
6 abr 2023,Referral,3
6 abr 2023,Organic Social,1
7 abr 2023,Organic Search,39
7 abr 2023,Direct,12
8 abr 2023,Organic Search,58
8 abr 2023,Direct,29
9 abr 2023,Organic Search,60
9 abr 2023,Direct,25
9 abr 2023,Organic Social,4
10 abr 2023,Organic Search,123
10 abr 2023,Organic Social,114
10 abr 2023,Direct,47
10 abr 2023,Referral,9
10 abr 2023,Unassigned,0
11 abr 2023,Organic Search,152
11 abr 2023,Organic Social,62
11 abr 2023,Direct,25
11 abr 2023,Referral,5
12 abr 2023,Organic Search,118
12 abr 2023,Direct,36
12 abr 2023,Referral,11
12 abr 2023,Organic Social,10
12 abr 2023,Unassigned,2
13 abr 2023,Organic Social,194
13 abr 2023,Organic Search,123
13 abr 2023,Direct,35
13 abr 2023,Referral,4
14 abr 2023,Organic Search,287
14 abr 2023,Organic Social,228
14 abr 2023,Direct,176
14 abr 2023,Referral,10
14 abr 2023,Unassigned,0
15 abr 2023,Organic Search,34
15 abr 2023,Direct,5
15 abr 2023,Referral,4
15 abr 2023,Organic Social,1
16 abr 2023,Organic Search,96
16 abr 2023,Direct,22
16 abr 2023,Organic Social,2
16 abr 2023,Referral,1
17 abr 2023,Organic Social,318
17 abr 2023,Organic Search,184
17 abr 2023,Direct,129
17 abr 2023,Referral,9
18 abr 2023,Organic Search,213
18 abr 2023,Direct,129
18 abr 2023,Organic Social,53
18 abr 2023,Referral,6
18 abr 2023,Organic Video,4
18 abr 2023,Unassigned,0
19 abr 2023,Organic Search,161
19 abr 2023,Direct,98
19 abr 2023,Organic Social,6
19 abr 2023,Referral,5
20 abr 2023,Organic Search,197
20 abr 2023,Organic Social,45
20 abr 2023,Direct,27
20 abr 2023,Referral,1
21 abr 2023,Organic Search,477
21 abr 2023,Direct,102
21 abr 2023,Organic Social,57
21 abr 2023,Unassigned,7
22 abr 2023,Organic Search,95
22 abr 2023,Direct,11
22 abr 2023,Organic Social,3
23 abr 2023,Organic Search,77
23 abr 2023,Direct,15
23 abr 2023,Organic Social,12
23 abr 2023,Referral,1
23 abr 2023,Unassigned,0
24 abr 2023,Organic Search,204
24 abr 2023,Organic Social,31
24 abr 2023,Direct,22
24 abr 2023,Referral,15
25 abr 2023,Organic Search,184
25 abr 2023,Direct,90
25 abr 2023,Organic Social,8
25 abr 2023,Referral,4
25 abr 2023,Unassigned,0
26 abr 2023,Organic Search,129
26 abr 2023,Direct,68
26 abr 2023,Organic Social,3
26 abr 2023,Organic Video,1
26 abr 2023,Referral,1
26 abr 2023,Unassigned,0
27 abr 2023,Organic Search,219
27 abr 2023,Direct,29
27 abr 2023,Organic Social,23
27 abr 2023,Referral,4
27 abr 2023,Unassigned,1
28 abr 2023,Organic Search,112
28 abr 2023,Direct,52
28 abr 2023,Referral,5
28 abr 2023,Unassigned,0
29 abr 2023,Organic Search,56
29 abr 2023,Direct,18
29 abr 2023,Organic Social,3
29 abr 2023,Referral,2
29 abr 2023,Unassigned,0
30 abr 2023,Organic Search,78
30 abr 2023,Direct,12
30 abr 2023,Referral,11
30 abr 2023,Organic Social,3
30 abr 2023,Unassigned,0
1 may 2023,Organic Search,81
1 may 2023,Direct,67
1 may 2023,Organic Social,2
1 may 2023,Referral,2
1 may 2023,Unassigned,0
2 may 2023,Organic Search,95
2 may 2023,Direct,38
2 may 2023,Referral,14
2 may 2023,Unassigned,0
3 may 2023,Organic Search,94
3 may 2023,Direct,36
3 may 2023,Organic Social,1
3 may 2023,Referral,0
3 may 2023,Unassigned,0
4 may 2023,Organic Search,123
4 may 2023,Direct,45
4 may 2023,Referral,2
4 may 2023,Organic Video,1
4 may 2023,Unassigned,0
5 may 2023,Organic Search,126
5 may 2023,Direct,111
5 may 2023,Referral,6
6 may 2023,Organic Search,36
6 may 2023,Direct,15
6 may 2023,Referral,3
7 may 2023,Organic Search,76
7 may 2023,Direct,12
7 may 2023,Referral,3
8 may 2023,Organic Search,87
8 may 2023,Direct,27
8 may 2023,Referral,7
8 may 2023,Organic Social,1
8 may 2023,Unassigned,0
9 may 2023,Organic Search,50
9 may 2023,Direct,30
9 may 2023,Organic Social,3
9 may 2023,Referral,2
9 may 2023,Unassigned,1
10 may 2023,Organic Search,63
10 may 2023,Direct,60
10 may 2023,Unassigned,1
11 may 2023,Organic Search,99
11 may 2023,Direct,20
11 may 2023,Organic Social,3
12 may 2023,Organic Search,100
12 may 2023,Direct,18
12 may 2023,Referral,1
13 may 2023,Organic Search,25
13 may 2023,Direct,18
13 may 2023,Organic Social,1
14 may 2023,Direct,123
14 may 2023,Organic Search,53
14 may 2023,Organic Video,2
14 may 2023,Referral,1
15 may 2023,Organic Search,152
15 may 2023,Direct,27
15 may 2023,Organic Social,11
15 may 2023,Referral,4
16 may 2023,Organic Search,127
16 may 2023,Direct,60
16 may 2023,Referral,1
16 may 2023,Unassigned,1
17 may 2023,Organic Search,128
17 may 2023,Direct,119
17 may 2023,Organic Social,8
17 may 2023,Referral,5
17 may 2023,Organic Video,2
18 may 2023,Organic Search,119
18 may 2023,Direct,100
18 may 2023,Organic Social,2
18 may 2023,Referral,2
18 may 2023,Organic Video,1
19 may 2023,Organic Search,126
19 may 2023,Direct,57
19 may 2023,Referral,3
20 may 2023,Organic Search,56
20 may 2023,Direct,16
20 may 2023,Referral,3
20 may 2023,Organic Social,1
21 may 2023,Organic Search,62
21 may 2023,Direct,10
21 may 2023,Organic Social,7
22 may 2023,Direct,96
22 may 2023,Organic Search,94
22 may 2023,Referral,11
22 may 2023,Organic Social,1
23 may 2023,Organic Search,89
23 may 2023,Organic Social,36
23 may 2023,Direct,23
23 may 2023,Referral,10
24 may 2023,Organic Search,83
24 may 2023,Direct,20
24 may 2023,Referral,9
24 may 2023,Organic Video,3
25 may 2023,Organic Search,153
25 may 2023,Direct,15
25 may 2023,Referral,1
26 may 2023,Organic Search,143
26 may 2023,Direct,38
26 may 2023,Referral,1
27 may 2023,Organic Search,72
27 may 2023,Direct,24
28 may 2023,Organic Search,86
28 may 2023,Direct,15
29 may 2023,Organic Search,143
29 may 2023,Direct,92
29 may 2023,Referral,3
30 may 2023,Organic Search,124
30 may 2023,Direct,21
30 may 2023,Referral,0
31 may 2023,Direct,181
31 may 2023,Organic Search,93
31 may 2023,Organic Social,18
31 may 2023,Referral,4
1 jun 2023,Organic Search,104
1 jun 2023,Direct,92
1 jun 2023,Referral,3
1 jun 2023,Organic Social,2
1 jun 2023,Organic Video,1
2 jun 2023,Direct,87
2 jun 2023,Organic Search,55
2 jun 2023,Referral,1
3 jun 2023,Organic Search,56
3 jun 2023,Direct,14
4 jun 2023,Organic Search,55
4 jun 2023,Direct,9
4 jun 2023,Unassigned,1
5 jun 2023,Direct,193
5 jun 2023,Organic Search,120
5 jun 2023,Unassigned,0
6 jun 2023,Organic Search,95
6 jun 2023,Direct,57
6 jun 2023,Referral,21
7 jun 2023,Organic Search,73
7 jun 2023,Direct,64
7 jun 2023,Referral,1
8 jun 2023,Direct,182
8 jun 2023,Organic Search,120
8 jun 2023,Referral,1
9 jun 2023,Organic Search,91
9 jun 2023,Direct,22
9 jun 2023,Referral,4
9 jun 2023,Organic Social,3
10 jun 2023,Organic Search,43
10 jun 2023,Direct,14
10 jun 2023,Referral,1
11 jun 2023,Organic Search,44
11 jun 2023,Direct,13
11 jun 2023,Referral,7
12 jun 2023,Direct,69
12 jun 2023,Organic Search,63
12 jun 2023,Referral,12
13 jun 2023,Organic Search,56
13 jun 2023,Direct,32
14 jun 2023,Organic Search,108
14 jun 2023,Direct,34
14 jun 2023,Referral,1
15 jun 2023,Organic Search,108
15 jun 2023,Direct,47
15 jun 2023,Referral,3
15 jun 2023,Organic Social,1
16 jun 2023,Organic Search,47
16 jun 2023,Direct,11
16 jun 2023,Referral,4
17 jun 2023,Organic Search,37
17 jun 2023,Direct,8
18 jun 2023,Direct,31
18 jun 2023,Organic Search,27
18 jun 2023,Unassigned,2
18 jun 2023,Referral,1
19 jun 2023,Organic Search,38
19 jun 2023,Direct,9
19 jun 2023,Organic Video,1
20 jun 2023,Organic Search,83
20 jun 2023,Direct,9
20 jun 2023,Organic Social,1
21 jun 2023,Organic Search,93
21 jun 2023,Direct,18
21 jun 2023,Organic Social,12
21 jun 2023,Referral,1
22 jun 2023,Organic Search,97
22 jun 2023,Direct,25
22 jun 2023,Organic Social,6
23 jun 2023,Organic Search,95
23 jun 2023,Direct,58
23 jun 2023,Referral,1
24 jun 2023,Organic Search,48
24 jun 2023,Direct,8
25 jun 2023,Organic Search,175
25 jun 2023,Direct,10
26 jun 2023,Organic Search,88
26 jun 2023,Direct,32
26 jun 2023,Organic Social,2
27 jun 2023,Organic Search,90
27 jun 2023,Direct,23
27 jun 2023,Referral,2
27 jun 2023,Organic Social,1
28 jun 2023,Organic Search,143
28 jun 2023,Direct,37
29 jun 2023,Organic Search,115
29 jun 2023,Direct,63
29 jun 2023,Referral,18
29 jun 2023,Organic Social,1
30 jun 2023,Organic Search,91
30 jun 2023,Direct,71
30 jun 2023,Organic Social,2
30 jun 2023,Referral,1
1 jul 2023,Organic Search,19
1 jul 2023,Organic Social,10
1 jul 2023,Direct,5
2 jul 2023,Organic Search,33
2 jul 2023,Direct,12
2 jul 2023,Referral,1
3 jul 2023,Direct,63
3 jul 2023,Organic Search,62
3 jul 2023,Organic Social,1
4 jul 2023,Organic Search,119
4 jul 2023,Direct,42
4 jul 2023,Referral,8
4 jul 2023,Organic Social,1
5 jul 2023,Organic Search,55
5 jul 2023,Organic Social,26
5 jul 2023,Direct,18
5 jul 2023,Referral,1
6 jul 2023,Direct,60
6 jul 2023,Organic Search,50
7 jul 2023,Organic Search,91
7 jul 2023,Direct,43
7 jul 2023,Organic Social,4
7 jul 2023,Unassigned,1
8 jul 2023,Organic Search,40
8 jul 2023,Direct,24
8 jul 2023,Organic Social,1
8 jul 2023,Referral,1
9 jul 2023,Organic Search,33
9 jul 2023,Direct,32
9 jul 2023,Organic Social,22
10 jul 2023,Organic Search,71
10 jul 2023,Direct,7
10 jul 2023,Organic Social,1
11 jul 2023,Organic Search,36
11 jul 2023,Direct,18
11 jul 2023,Referral,1
12 jul 2023,Organic Search,70
12 jul 2023,Direct,9
13 jul 2023,Organic Search,84
13 jul 2023,Direct,7
13 jul 2023,Unassigned,1
14 jul 2023,Organic Search,97
14 jul 2023,Direct,3
14 jul 2023,Organic Social,3
14 jul 2023,Referral,1
15 jul 2023,Organic Search,12
15 jul 2023,Direct,10
16 jul 2023,Organic Search,24
16 jul 2023,Referral,2
17 jul 2023,Organic Search,117
17 jul 2023,Direct,32
17 jul 2023,Organic Social,3
17 jul 2023,Referral,1
18 jul 2023,Organic Search,63
18 jul 2023,Organic Social,31
18 jul 2023,Direct,14
18 jul 2023,Referral,1
18 jul 2023,Unassigned,1
19 jul 2023,Organic Search,43
19 jul 2023,Direct,4
19 jul 2023,Organic Social,2
20 jul 2023,Organic Search,16
20 jul 2023,Direct,1
21 jul 2023,Organic Search,58
21 jul 2023,Direct,8
22 jul 2023,Organic Search,38
22 jul 2023,Direct,29
22 jul 2023,Organic Social,1
23 jul 2023,Organic Search,42
23 jul 2023,Direct,20
23 jul 2023,Organic Social,1
24 jul 2023,Organic Search,121
24 jul 2023,Direct,30
24 jul 2023,Organic Social,21
24 jul 2023,Organic Video,1
24 jul 2023,Referral,1
25 jul 2023,Organic Search,62
25 jul 2023,Direct,28
25 jul 2023,Referral,1
26 jul 2023,Organic Search,123
26 jul 2023,Direct,97
26 jul 2023,Unassigned,12
26 jul 2023,Organic Social,8
26 jul 2023,Referral,1
27 jul 2023,Organic Search,138
27 jul 2023,Direct,32
27 jul 2023,Organic Social,30
27 jul 2023,Referral,4
27 jul 2023,Unassigned,0
28 jul 2023,Organic Search,100
28 jul 2023,Direct,36
28 jul 2023,Unassigned,10
28 jul 2023,Referral,2
28 jul 2023,Organic Social,0
29 jul 2023,Organic Search,81
29 jul 2023,Direct,7
29 jul 2023,Organic Social,1
30 jul 2023,Organic Search,19
30 jul 2023,Direct,8
30 jul 2023,Unassigned,2
30 jul 2023,Organic Social,1
31 jul 2023,Organic Search,114
31 jul 2023,Direct,41
31 jul 2023,Referral,18
31 jul 2023,Organic Social,2
31 jul 2023,Unassigned,0
1 ago 2023,Organic Search,118
1 ago 2023,Direct,87
1 ago 2023,Organic Social,5
1 ago 2023,Referral,1
1 ago 2023,Unassigned,0
2 ago 2023,Organic Search,213
2 ago 2023,Direct,84
2 ago 2023,Organic Social,20
2 ago 2023,Referral,1
2 ago 2023,Unassigned,0
3 ago 2023,Organic Search,119
3 ago 2023,Direct,21
3 ago 2023,Organic Social,5
3 ago 2023,Unassigned,1
4 ago 2023,Organic Search,49
4 ago 2023,Organic Social,21
4 ago 2023,Direct,9
4 ago 2023,Unassigned,0
5 ago 2023,Organic Search,48
5 ago 2023,Organic Social,10
5 ago 2023,Direct,4
6 ago 2023,Organic Search,62
6 ago 2023,Organic Social,12
6 ago 2023,Direct,8
7 ago 2023,Organic Search,91
7 ago 2023,Direct,47
7 ago 2023,Organic Social,30
7 ago 2023,Referral,10
7 ago 2023,Unassigned,0
8 ago 2023,Organic Search,107
8 ago 2023,Direct,71
8 ago 2023,Organic Social,12
8 ago 2023,Referral,2
8 ago 2023,Unassigned,0
9 ago 2023,Organic Search,93
9 ago 2023,Direct,81
9 ago 2023,Unassigned,37
9 ago 2023,Organic Social,15
9 ago 2023,Referral,3
10 ago 2023,Organic Search,101
10 ago 2023,Direct,58
10 ago 2023,Referral,2
10 ago 2023,Organic Social,1
10 ago 2023,Unassigned,0
11 ago 2023,Organic Search,75
11 ago 2023,Direct,36
11 ago 2023,Organic Video,5
11 ago 2023,Referral,1
11 ago 2023,Unassigned,0
12 ago 2023,Organic Search,66
12 ago 2023,Organic Social,10
12 ago 2023,Direct,9
13 ago 2023,Organic Search,53
13 ago 2023,Direct,12
13 ago 2023,Referral,3
14 ago 2023,Direct,60
14 ago 2023,Organic Search,52
14 ago 2023,Organic Social,3
14 ago 2023,Referral,1
14 ago 2023,Unassigned,0
15 ago 2023,Organic Search,60
15 ago 2023,Direct,9
15 ago 2023,Referral,2
16 ago 2023,Organic Search,67
16 ago 2023,Direct,24
17 ago 2023,Organic Search,107
17 ago 2023,Direct,15
17 ago 2023,Organic Social,1
17 ago 2023,Unassigned,0
18 ago 2023,Organic Search,84
18 ago 2023,Direct,31
18 ago 2023,Referral,3
19 ago 2023,Organic Search,36
19 ago 2023,Direct,12
19 ago 2023,Unassigned,7
19 ago 2023,Organic Social,1
20 ago 2023,Organic Search,31
20 ago 2023,Direct,10
20 ago 2023,Referral,3
20 ago 2023,Organic Social,2
20 ago 2023,Unassigned,0
21 ago 2023,Organic Search,141
21 ago 2023,Direct,16
21 ago 2023,Referral,2
21 ago 2023,Organic Social,1
22 ago 2023,Organic Search,107
22 ago 2023,Direct,32
22 ago 2023,Organic Social,2
22 ago 2023,Referral,2
23 ago 2023,Organic Search,107
23 ago 2023,Organic Social,13
23 ago 2023,Direct,9
23 ago 2023,Unassigned,0
24 ago 2023,Organic Search,84
24 ago 2023,Direct,30
24 ago 2023,Organic Social,2
24 ago 2023,Organic Video,1
25 ago 2023,Organic Search,53
25 ago 2023,Direct,35
25 ago 2023,Organic Video,2
25 ago 2023,Referral,1
26 ago 2023,Organic Search,38
26 ago 2023,Direct,8
26 ago 2023,Referral,2
27 ago 2023,Organic Search,34
27 ago 2023,Direct,11
27 ago 2023,Organic Social,5
27 ago 2023,Referral,1
28 ago 2023,Organic Search,161
28 ago 2023,Direct,67
28 ago 2023,Organic Social,12
28 ago 2023,Referral,2
28 ago 2023,Organic Video,1
29 ago 2023,Organic Search,143
29 ago 2023,Direct,61
29 ago 2023,Organic Social,30
29 ago 2023,Referral,7
30 ago 2023,Organic Search,326
30 ago 2023,Direct,207
30 ago 2023,Organic Social,38
30 ago 2023,Referral,4
30 ago 2023,Unassigned,1
31 ago 2023,Organic Search,195
31 ago 2023,Direct,101
31 ago 2023,Organic Social,38
31 ago 2023,Organic Video,6
31 ago 2023,Referral,4
31 ago 2023,Unassigned,0
1 sept 2023,Organic Search,264
1 sept 2023,Direct,61
1 sept 2023,Organic Social,28
1 sept 2023,Referral,2
1 sept 2023,Unassigned,0
2 sept 2023,Organic Search,154
2 sept 2023,Unassigned,35
2 sept 2023,Direct,15
2 sept 2023,Organic Social,10
2 sept 2023,Referral,3
3 sept 2023,Organic Search,70
3 sept 2023,Direct,28
3 sept 2023,Organic Social,3
4 sept 2023,Organic Search,186
4 sept 2023,Direct,43
4 sept 2023,Organic Social,20
4 sept 2023,Referral,12
4 sept 2023,Organic Video,2
4 sept 2023,Unassigned,0
5 sept 2023,Organic Search,171
5 sept 2023,Direct,66
5 sept 2023,Organic Social,28
5 sept 2023,Organic Video,3
5 sept 2023,Referral,3
5 sept 2023,Unassigned,0
6 sept 2023,Organic Search,150
6 sept 2023,Direct,24
6 sept 2023,Organic Social,16
6 sept 2023,Unassigned,7
6 sept 2023,Referral,2
7 sept 2023,Organic Search,103
7 sept 2023,Direct,41
7 sept 2023,Organic Video,3
7 sept 2023,Referral,2
7 sept 2023,Unassigned,0
8 sept 2023,Organic Search,218
8 sept 2023,Direct,20
8 sept 2023,Organic Social,11
8 sept 2023,Referral,2
8 sept 2023,Organic Video,1
8 sept 2023,Unassigned,0
9 sept 2023,Organic Search,58
9 sept 2023,Direct,7
9 sept 2023,Organic Video,2
9 sept 2023,Referral,2
9 sept 2023,Unassigned,0
10 sept 2023,Direct,59
10 sept 2023,Organic Search,51
10 sept 2023,Organic Social,7
10 sept 2023,Referral,1
10 sept 2023,Organic Video,0
11 sept 2023,Organic Search,81
11 sept 2023,Organic Social,23
11 sept 2023,Direct,13
11 sept 2023,Referral,3
11 sept 2023,Organic Video,1
11 sept 2023,Unassigned,0
12 sept 2023,Organic Search,74
12 sept 2023,Direct,36
12 sept 2023,Organic Social,6
12 sept 2023,Referral,5
12 sept 2023,Organic Video,2
12 sept 2023,Unassigned,2
13 sept 2023,Organic Search,133
13 sept 2023,Direct,20
13 sept 2023,Organic Social,9
13 sept 2023,Organic Video,4
13 sept 2023,Referral,2
14 sept 2023,Organic Search,100
14 sept 2023,Direct,33
14 sept 2023,Unassigned,0
15 sept 2023,Organic Search,81
15 sept 2023,Direct,21
15 sept 2023,Organic Social,9
15 sept 2023,Referral,1
16 sept 2023,Organic Search,75
16 sept 2023,Direct,18
16 sept 2023,Referral,1
17 sept 2023,Direct,41
17 sept 2023,Organic Search,31
17 sept 2023,Referral,1
18 sept 2023,Organic Search,95
18 sept 2023,Direct,15
18 sept 2023,Organic Social,10
19 sept 2023,Organic Search,75
19 sept 2023,Direct,29
19 sept 2023,Referral,2
19 sept 2023,Organic Social,1
19 sept 2023,Unassigned,1
20 sept 2023,Organic Search,151
20 sept 2023,Direct,44
20 sept 2023,Organic Social,16
20 sept 2023,Referral,12
21 sept 2023,Organic Search,97
21 sept 2023,Direct,26
21 sept 2023,Organic Social,4
21 sept 2023,Organic Video,2
21 sept 2023,Referral,1
22 sept 2023,Direct,145
22 sept 2023,Organic Search,91
22 sept 2023,Organic Social,3
22 sept 2023,Organic Video,1
22 sept 2023,Unassigned,0
23 sept 2023,Organic Search,69
23 sept 2023,Direct,10
23 sept 2023,Unassigned,1
24 sept 2023,Organic Search,58
24 sept 2023,Direct,19
24 sept 2023,Referral,4
25 sept 2023,Organic Search,127
25 sept 2023,Direct,17
25 sept 2023,Organic Social,7
25 sept 2023,Referral,2
25 sept 2023,Organic Video,1
26 sept 2023,Organic Search,119
26 sept 2023,Direct,36
26 sept 2023,Referral,7
26 sept 2023,Organic Social,4
26 sept 2023,Unassigned,0
27 sept 2023,Organic Search,67
27 sept 2023,Organic Social,37
27 sept 2023,Direct,21
27 sept 2023,Referral,1
28 sept 2023,Organic Search,105
28 sept 2023,Organic Social,22
28 sept 2023,Direct,18
28 sept 2023,Referral,1
28 sept 2023,Unassigned,0
29 sept 2023,Organic Search,138
29 sept 2023,Organic Social,43
29 sept 2023,Direct,20
29 sept 2023,Referral,5
29 sept 2023,Organic Video,3
29 sept 2023,Unassigned,1
30 sept 2023,Organic Search,23
30 sept 2023,Direct,11
30 sept 2023,Referral,2
30 sept 2023,Organic Social,1
30 sept 2023,Organic Video,1
1 oct 2023,Organic Search,44
1 oct 2023,Direct,6
1 oct 2023,Referral,2
1 oct 2023,Organic Social,1
2 oct 2023,Organic Search,50
2 oct 2023,Direct,30
2 oct 2023,Organic Social,1
2 oct 2023,Organic Video,1
2 oct 2023,Referral,1
3 oct 2023,Organic Search,70
3 oct 2023,Direct,17
3 oct 2023,Organic Social,15
4 oct 2023,Organic Search,103
4 oct 2023,Organic Social,32
4 oct 2023,Direct,7
4 oct 2023,Referral,1
5 oct 2023,Organic Search,104
5 oct 2023,Direct,46
5 oct 2023,Organic Social,15
5 oct 2023,Referral,2
6 oct 2023,Organic Search,56
6 oct 2023,Organic Social,18
6 oct 2023,Direct,8
7 oct 2023,Organic Search,102
7 oct 2023,Direct,18
7 oct 2023,Organic Social,10
8 oct 2023,Organic Search,79
8 oct 2023,Direct,8
8 oct 2023,Organic Video,1
9 oct 2023,Organic Search,93
9 oct 2023,Direct,13
9 oct 2023,Referral,2
9 oct 2023,Organic Video,1
9 oct 2023,Unassigned,0
10 oct 2023,Organic Search,139
10 oct 2023,Direct,24
10 oct 2023,Organic Social,11
10 oct 2023,Referral,1
10 oct 2023,Unassigned,0
11 oct 2023,Organic Search,117
11 oct 2023,Direct,23
11 oct 2023,Organic Social,7
11 oct 2023,Referral,2
12 oct 2023,Organic Search,70
12 oct 2023,Direct,27
12 oct 2023,Organic Social,3
12 oct 2023,Unassigned,2
12 oct 2023,Organic Video,1
12 oct 2023,Referral,1
13 oct 2023,Organic Search,44
13 oct 2023,Direct,21
13 oct 2023,Unassigned,0
14 oct 2023,Direct,31
14 oct 2023,Organic Search,20
15 oct 2023,Organic Search,22
15 oct 2023,Direct,13
16 oct 2023,Organic Search,266
16 oct 2023,Direct,16
16 oct 2023,Organic Video,1
16 oct 2023,Referral,1
17 oct 2023,Organic Search,308
17 oct 2023,Direct,27
17 oct 2023,Organic Social,6
17 oct 2023,Referral,1
17 oct 2023,Unassigned,0
18 oct 2023,Organic Search,100
18 oct 2023,Direct,23
18 oct 2023,Organic Social,17
19 oct 2023,Organic Search,133
19 oct 2023,Direct,36
19 oct 2023,Organic Video,3
19 oct 2023,Organic Social,1
19 oct 2023,Unassigned,0
20 oct 2023,Organic Search,88
20 oct 2023,Direct,19
20 oct 2023,Referral,2
20 oct 2023,Organic Video,1
21 oct 2023,Organic Search,29
21 oct 2023,Direct,9
21 oct 2023,Organic Social,3
21 oct 2023,Referral,2
22 oct 2023,Organic Search,28
22 oct 2023,Direct,6
22 oct 2023,Organic Video,2
22 oct 2023,Unassigned,0
23 oct 2023,Direct,115
23 oct 2023,Organic Search,67
23 oct 2023,Referral,2
24 oct 2023,Organic Search,103
24 oct 2023,Direct,37
24 oct 2023,Organic Social,12
24 oct 2023,Organic Video,1
24 oct 2023,Referral,1
25 oct 2023,Organic Search,260
25 oct 2023,Direct,37
25 oct 2023,Organic Social,25
25 oct 2023,Referral,5
25 oct 2023,Organic Video,1
26 oct 2023,Direct,54
26 oct 2023,Organic Search,45
26 oct 2023,Organic Social,2
26 oct 2023,Organic Video,2
27 oct 2023,Organic Search,119
27 oct 2023,Direct,40
27 oct 2023,Organic Video,1
28 oct 2023,Organic Search,76
28 oct 2023,Direct,9
28 oct 2023,Unassigned,3
29 oct 2023,Organic Search,64
29 oct 2023,Direct,13
29 oct 2023,Organic Social,1
30 oct 2023,Organic Search,101
30 oct 2023,Direct,47
30 oct 2023,Organic Social,7
30 oct 2023,Organic Video,1
31 oct 2023,Organic Search,97
31 oct 2023,Direct,24
31 oct 2023,Organic Social,5
31 oct 2023,Organic Video,5
31 oct 2023,Referral,5
1 nov 2023,Organic Search,96
1 nov 2023,Direct,16
1 nov 2023,Organic Social,9
1 nov 2023,Organic Video,1
2 nov 2023,Organic Search,115
2 nov 2023,Direct,76
2 nov 2023,Organic Social,17
2 nov 2023,Referral,1
2 nov 2023,Unassigned,0
3 nov 2023,Organic Search,71
3 nov 2023,Direct,37
3 nov 2023,Organic Social,13
3 nov 2023,Referral,6
3 nov 2023,Unassigned,5
3 nov 2023,Organic Video,1
4 nov 2023,Organic Search,39
4 nov 2023,Direct,6
4 nov 2023,Organic Social,2
4 nov 2023,Referral,1
4 nov 2023,Unassigned,0
5 nov 2023,Organic Search,32
5 nov 2023,Direct,6
5 nov 2023,Referral,2
5 nov 2023,Unassigned,0
6 nov 2023,Organic Search,147
6 nov 2023,Direct,36
6 nov 2023,Organic Social,4
6 nov 2023,Referral,2
6 nov 2023,Unassigned,1
7 nov 2023,Organic Search,217
7 nov 2023,Direct,44
7 nov 2023,Organic Social,12
7 nov 2023,Organic Video,1
7 nov 2023,Unassigned,0
8 nov 2023,Organic Search,126
8 nov 2023,Direct,30
8 nov 2023,Organic Social,1
