,Fecha,Número de vistas de página,Usuarios nuevos,Sesiones,mobile Número de vistas de página,mobile Usuarios nuevos,mobile Sesiones,desktop Número de vistas de página,desktop Usuarios nuevos,desktop Sesiones,tablet Número de vistas de página,tablet Usuarios nuevos,tablet Usuarios,tablet Número de sesiones por usuario,tablet Sesiones
360,17 ago 2019,51,17,21,42,12,13,9,5,8,0.0,0.0,0.0,0.0,0.0
361,18 ago 2019,2,0,2,1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0
362,19 ago 2019,37,12,15,16,2,2,21,10,13,0.0,0.0,0.0,0.0,0.0
363,20 ago 2019,50,10,25,25,5,9,25,5,16,0.0,0.0,0.0,0.0,0.0
364,21 ago 2019,46,15,29,28,6,15,18,9,14,0.0,0.0,0.0,0.0,0.0
365,22 ago 2019,25,6,16,6,1,5,19,5,11,0.0,0.0,0.0,0.0,0.0
366,23 ago 2019,74,14,33,28,7,10,46,7,23,0.0,0.0,0.0,0.0,0.0
367,24 ago 2019,19,9,14,10,5,8,9,4,6,0.0,0.0,0.0,0.0,0.0
368,25 ago 2019,9,3,4,7,2,3,2,1,1,0.0,0.0,0.0,0.0,0.0
369,26 ago 2019,44,12,23,14,6,8,30,6,15,0.0,0.0,0.0,0.0,0.0
370,27 ago 2019,103,17,31,25,8,11,78,9,20,0.0,0.0,0.0,0.0,0.0
371,28 ago 2019,128,22,35,29,13,17,99,9,18,0.0,0.0,0.0,0.0,0.0
372,29 ago 2019,41,12,19,5,4,5,36,8,14,0.0,0.0,0.0,0.0,0.0
373,30 ago 2019,84,23,44,30,10,18,54,13,26,0.0,0.0,0.0,0.0,0.0
374,31 ago 2019,31,11,18,17,6,10,14,5,8,0.0,0.0,0.0,0.0,0.0
375,1 sept 2019,7,5,6,4,2,3,3,3,3,0.0,0.0,0.0,0.0,0.0
376,2 sept 2019,30,8,17,3,3,3,27,5,14,0.0,0.0,0.0,0.0,0.0
377,3 sept 2019,23,5,17,9,3,7,14,2,10,0.0,0.0,0.0,0.0,0.0
378,4 sept 2019,92,25,41,67,15,28,25,10,13,0.0,0.0,0.0,0.0,0.0
379,5 sept 2019,32,17,23,8,5,8,24,12,15,0.0,0.0,0.0,0.0,0.0
380,6 sept 2019,46,18,28,27,13,19,19,5,9,0.0,0.0,0.0,0.0,0.0
381,7 sept 2019,21,4,7,5,1,3,16,3,4,0.0,0.0,0.0,0.0,0.0
382,8 sept 2019,12,5,7,11,4,6,1,1,1,0.0,0.0,0.0,0.0,0.0
383,9 sept 2019,56,20,28,36,9,12,20,11,16,0.0,0.0,0.0,0.0,0.0
384,10 sept 2019,28,13,21,8,4,7,20,9,14,0.0,0.0,0.0,0.0,0.0
385,11 sept 2019,65,13,31,41,7,14,24,6,17,0.0,0.0,0.0,0.0,0.0
386,12 sept 2019,36,12,25,20,8,11,15,3,13,1.0,1.0,0.0,0.0,1.0
387,13 sept 2019,26,6,21,13,1,10,13,5,11,0.0,0.0,0.0,0.0,0.0
388,14 sept 2019,34,12,21,21,7,11,13,5,10,0.0,0.0,0.0,0.0,0.0
389,15 sept 2019,8,2,5,4,1,4,4,1,1,0.0,0.0,0.0,0.0,0.0
390,16 sept 2019,117,23,34,17,6,12,100,17,22,0.0,0.0,0.0,0.0,0.0
391,17 sept 2019,283,21,40,24,8,13,259,13,27,0.0,0.0,0.0,0.0,0.0
392,18 sept 2019,97,29,43,60,16,24,37,13,19,0.0,0.0,0.0,0.0,0.0
393,19 sept 2019,135,44,60,64,27,32,71,17,28,0.0,0.0,0.0,0.0,0.0
394,20 sept 2019,419,172,248,317,132,190,102,40,58,0.0,0.0,0.0,0.0,0.0
395,21 sept 2019,436,131,240,358,104,196,78,27,44,0.0,0.0,0.0,0.0,0.0
396,22 sept 2019,432,125,224,322,92,177,110,33,47,0.0,0.0,0.0,0.0,0.0
397,23 sept 2019,430,95,211,305,57,156,122,37,54,3.0,1.0,0.0,0.0,1.0
398,24 sept 2019,355,72,163,253,47,121,85,24,40,17.0,1.0,0.0,0.0,2.0
399,25 sept 2019,210,61,125,148,39,87,62,22,38,0.0,0.0,0.0,0.0,0.0
400,26 sept 2019,426,140,217,271,91,146,144,48,69,11.0,1.0,0.0,0.0,2.0
401,27 sept 2019,95,26,60,52,12,35,43,14,25,0.0,0.0,0.0,0.0,0.0
402,28 sept 2019,27,13,21,16,8,14,11,5,7,0.0,0.0,0.0,0.0,0.0
403,29 sept 2019,16,8,15,13,5,12,3,3,3,0.0,0.0,0.0,0.0,0.0
404,30 sept 2019,97,32,53,81,27,46,16,5,7,0.0,0.0,0.0,0.0,0.0
405,1 oct 2019,66,24,45,43,15,28,23,9,17,0.0,0.0,0.0,0.0,0.0
406,2 oct 2019,92,20,38,61,12,23,31,8,15,0.0,0.0,0.0,0.0,0.0
407,3 oct 2019,28,12,20,7,3,7,21,9,13,0.0,0.0,0.0,0.0,0.0
408,4 oct 2019,24,7,20,11,3,10,13,4,10,0.0,0.0,0.0,0.0,0.0
409,5 oct 2019,15,7,10,6,4,5,9,3,5,0.0,0.0,0.0,0.0,0.0
410,6 oct 2019,6,3,5,2,1,2,4,2,3,0.0,0.0,0.0,0.0,0.0
411,7 oct 2019,48,16,23,21,9,10,27,7,13,0.0,0.0,0.0,0.0,0.0
412,8 oct 2019,119,14,20,16,7,11,103,7,9,0.0,0.0,0.0,0.0,0.0
413,9 oct 2019,17,6,12,3,0,3,14,6,9,0.0,0.0,0.0,0.0,0.0
414,10 oct 2019,31,8,16,9,3,9,22,5,7,0.0,0.0,0.0,0.0,0.0
415,11 oct 2019,36,15,24,16,7,11,20,8,13,0.0,0.0,0.0,0.0,0.0
416,12 oct 2019,13,7,8,11,5,6,2,2,2,0.0,0.0,0.0,0.0,0.0
417,13 oct 2019,3,2,3,2,1,2,0,0,0,1.0,1.0,0.0,0.0,1.0
418,14 oct 2019,39,14,17,25,7,9,14,7,8,0.0,0.0,0.0,0.0,0.0
419,15 oct 2019,81,7,13,18,4,5,63,3,8,0.0,0.0,0.0,0.0,0.0
420,16 oct 2019,77,18,33,61,11,22,16,7,11,0.0,0.0,0.0,0.0,0.0
421,17 oct 2019,143,21,31,9,3,7,134,18,24,0.0,0.0,0.0,0.0,0.0
422,18 oct 2019,20,8,11,14,6,7,6,2,4,0.0,0.0,0.0,0.0,0.0
423,19 oct 2019,14,5,9,10,2,6,4,3,3,0.0,0.0,0.0,0.0,0.0
424,20 oct 2019,12,3,11,8,1,7,4,2,4,0.0,0.0,0.0,0.0,0.0
425,21 oct 2019,32,10,19,17,5,10,15,5,9,0.0,0.0,0.0,0.0,0.0
426,22 oct 2019,49,15,28,27,7,13,22,8,15,0.0,0.0,0.0,0.0,0.0
427,23 oct 2019,73,14,32,24,3,14,49,11,18,0.0,0.0,0.0,0.0,0.0
428,24 oct 2019,53,14,23,14,3,8,39,11,15,0.0,0.0,0.0,0.0,0.0
429,25 oct 2019,29,6,14,17,4,8,12,2,6,0.0,0.0,0.0,0.0,0.0
430,26 oct 2019,11,7,8,9,5,6,2,2,2,0.0,0.0,0.0,0.0,0.0
431,27 oct 2019,6,1,3,6,1,3,0,0,0,0.0,0.0,0.0,0.0,0.0
432,28 oct 2019,46,11,13,15,4,5,31,7,8,0.0,0.0,0.0,0.0,0.0
433,29 oct 2019,24,10,17,11,4,7,13,6,10,0.0,0.0,0.0,0.0,0.0
434,30 oct 2019,16,10,14,4,1,3,12,9,11,0.0,0.0,0.0,0.0,0.0
435,31 oct 2019,12,4,11,4,2,4,8,2,7,0.0,0.0,0.0,0.0,0.0
436,1 nov 2019,39,18,28,19,12,14,20,6,14,0.0,0.0,0.0,0.0,0.0
437,2 nov 2019,21,10,14,10,2,6,11,8,8,0.0,0.0,0.0,0.0,0.0
438,3 nov 2019,25,12,17,22,10,14,3,2,3,0.0,0.0,0.0,0.0,0.0
439,4 nov 2019,79,16,25,27,9,12,52,7,13,0.0,0.0,0.0,0.0,0.0
440,5 nov 2019,29,14,20,9,6,9,20,8,11,0.0,0.0,0.0,0.0,0.0
441,6 nov 2019,13,8,10,7,4,5,6,4,5,0.0,0.0,0.0,0.0,0.0
442,7 nov 2019,126,42,58,103,31,44,23,11,14,0.0,0.0,0.0,0.0,0.0
443,8 nov 2019,118,23,46,83,15,29,35,8,17,0.0,0.0,0.0,0.0,0.0
444,9 nov 2019,186,28,36,54,22,26,131,5,9,1.0,1.0,0.0,0.0,1.0
445,10 nov 2019,98,18,31,87,16,26,11,2,5,0.0,0.0,0.0,0.0,0.0
446,11 nov 2019,76,22,35,54,13,24,22,9,11,0.0,0.0,0.0,0.0,0.0
447,12 nov 2019,50,17,27,37,10,16,13,7,11,0.0,0.0,0.0,0.0,0.0
448,13 nov 2019,81,11,15,15,4,7,66,7,8,0.0,0.0,0.0,0.0,0.0
449,14 nov 2019,31,12,14,27,8,10,4,4,4,0.0,0.0,0.0,0.0,0.0
450,15 nov 2019,15,9,11,11,7,8,4,2,3,0.0,0.0,0.0,0.0,0.0
451,16 nov 2019,10,6,6,8,5,5,2,1,1,0.0,0.0,0.0,0.0,0.0
452,17 nov 2019,13,5,6,8,3,4,5,2,2,0.0,0.0,0.0,0.0,0.0
453,18 nov 2019,33,15,17,20,4,6,13,11,11,0.0,0.0,0.0,0.0,0.0
454,19 nov 2019,38,8,15,9,0,3,29,8,12,0.0,0.0,0.0,0.0,0.0
455,20 nov 2019,39,11,18,14,4,6,25,7,12,0.0,0.0,0.0,0.0,0.0
456,21 nov 2019,40,9,15,23,3,7,17,6,8,0.0,0.0,0.0,0.0,0.0
457,22 nov 2019,22,13,18,17,8,13,4,4,4,1.0,1.0,0.0,0.0,1.0
458,23 nov 2019,29,10,15,21,6,11,8,4,4,0.0,0.0,0.0,0.0,0.0
459,24 nov 2019,3,2,2,0,0,0,3,2,2,0.0,0.0,0.0,0.0,0.0
460,25 nov 2019,8,5,8,3,2,3,5,3,5,0.0,0.0,0.0,0.0,0.0
461,26 nov 2019,17,7,8,12,4,5,5,3,3,0.0,0.0,0.0,0.0,0.0
462,27 nov 2019,9,2,6,5,1,4,4,1,2,0.0,0.0,0.0,0.0,0.0
463,28 nov 2019,38,6,12,8,4,8,30,2,4,0.0,0.0,0.0,0.0,0.0
464,29 nov 2019,35,13,19,27,7,11,8,6,8,0.0,0.0,0.0,0.0,0.0
465,30 nov 2019,14,7,10,4,1,3,10,6,7,0.0,0.0,0.0,0.0,0.0
466,1 dic 2019,10,3,4,10,3,4,0,0,0,0.0,0.0,0.0,0.0,0.0
467,2 dic 2019,31,9,15,18,5,8,13,4,7,0.0,0.0,0.0,0.0,0.0
468,3 dic 2019,42,10,16,6,3,4,35,7,11,1.0,0.0,0.0,0.0,1.0
469,4 dic 2019,35,18,23,18,11,12,17,7,11,0.0,0.0,0.0,0.0,0.0
470,5 dic 2019,8,5,8,4,2,4,4,3,4,0.0,0.0,0.0,0.0,0.0
471,6 dic 2019,33,15,25,18,7,11,15,8,14,0.0,0.0,0.0,0.0,0.0
472,7 dic 2019,14,7,9,8,3,4,6,4,5,0.0,0.0,0.0,0.0,0.0
473,8 dic 2019,4,2,4,3,1,3,1,1,1,0.0,0.0,0.0,0.0,0.0
474,9 dic 2019,11,7,11,2,2,2,9,5,9,0.0,0.0,0.0,0.0,0.0
475,10 dic 2019,18,7,7,1,1,1,17,6,6,0.0,0.0,0.0,0.0,0.0
476,11 dic 2019,16,6,7,0,0,0,16,6,7,0.0,0.0,0.0,0.0,0.0
477,12 dic 2019,11,5,8,0,0,0,11,5,8,0.0,0.0,0.0,0.0,0.0
478,13 dic 2019,11,5,8,2,1,2,9,4,6,0.0,0.0,0.0,0.0,0.0
479,14 dic 2019,18,8,9,2,2,2,16,6,7,0.0,0.0,0.0,0.0,0.0
480,15 dic 2019,8,4,5,3,1,2,5,3,3,0.0,0.0,0.0,0.0,0.0
481,16 dic 2019,17,8,12,4,3,4,13,5,8,0.0,0.0,0.0,0.0,0.0
482,17 dic 2019,15,5,9,3,2,3,12,3,6,0.0,0.0,0.0,0.0,0.0
483,18 dic 2019,18,6,8,1,1,1,17,5,7,0.0,0.0,0.0,0.0,0.0
484,19 dic 2019,31,12,16,2,2,2,29,10,14,0.0,0.0,0.0,0.0,0.0
485,20 dic 2019,16,6,9,2,2,2,14,4,7,0.0,0.0,0.0,0.0,0.0
486,21 dic 2019,10,6,7,5,2,2,5,4,5,0.0,0.0,0.0,0.0,0.0
487,22 dic 2019,5,3,5,3,2,3,2,1,2,0.0,0.0,0.0,0.0,0.0
488,23 dic 2019,19,4,7,0,0,0,19,4,7,0.0,0.0,0.0,0.0,0.0
489,24 dic 2019,1,1,1,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0
490,25 dic 2019,1,1,1,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0
491,26 dic 2019,7,5,6,2,2,2,4,2,3,1.0,1.0,0.0,0.0,1.0
492,27 dic 2019,9,8,8,3,3,3,6,5,5,0.0,0.0,0.0,0.0,0.0
493,28 dic 2019,7,1,6,6,1,5,1,0,1,0.0,0.0,0.0,0.0,0.0
494,29 dic 2019,3,1,3,1,1,1,2,0,2,0.0,0.0,0.0,0.0,0.0
495,30 dic 2019,13,6,8,5,4,5,8,2,3,0.0,0.0,0.0,0.0,0.0
496,31 dic 2019,3,3,3,1,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0
497,1 ene 2020,2,2,2,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
498,2 ene 2020,44,4,10,2,1,1,42,3,9,0.0,0.0,0.0,0.0,0.0
499,3 ene 2020,36,5,10,5,1,2,31,4,8,0.0,0.0,0.0,0.0,0.0
500,4 ene 2020,6,2,2,5,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0
501,5 ene 2020,23,4,9,14,1,4,9,3,5,0.0,0.0,0.0,0.0,0.0
502,6 ene 2020,28,4,6,2,2,2,26,2,4,0.0,0.0,0.0,0.0,0.0
503,7 ene 2020,4,2,3,0,0,0,4,2,3,0.0,0.0,0.0,0.0,0.0
504,8 ene 2020,38,5,8,33,3,5,5,2,3,0.0,0.0,0.0,0.0,0.0
505,9 ene 2020,12,7,9,4,3,3,8,4,6,0.0,0.0,0.0,0.0,0.0
506,10 ene 2020,3,3,3,0,0,0,3,3,3,0.0,0.0,0.0,0.0,0.0
507,11 ene 2020,9,1,3,8,0,2,1,1,1,0.0,0.0,0.0,0.0,0.0
508,12 ene 2020,24,1,7,18,1,4,6,0,3,0.0,0.0,0.0,0.0,0.0
509,13 ene 2020,7,4,7,3,1,3,4,3,4,0.0,0.0,0.0,0.0,0.0
510,14 ene 2020,14,4,5,10,2,2,4,2,3,0.0,0.0,0.0,0.0,0.0
511,15 ene 2020,9,3,6,3,1,1,6,2,5,0.0,0.0,0.0,0.0,0.0
512,16 ene 2020,10,5,5,2,1,1,8,4,4,0.0,0.0,0.0,0.0,0.0
513,17 ene 2020,5,2,4,1,1,1,4,1,3,0.0,0.0,0.0,0.0,0.0
514,18 ene 2020,8,2,6,7,2,5,1,0,1,0.0,0.0,0.0,0.0,0.0
515,19 ene 2020,2,1,2,2,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0
516,20 ene 2020,6,3,4,4,2,2,2,1,2,0.0,0.0,0.0,0.0,0.0
517,21 ene 2020,85,9,12,70,4,7,15,5,5,0.0,0.0,0.0,0.0,0.0
518,22 ene 2020,29,10,13,20,1,4,9,9,9,0.0,0.0,0.0,0.0,0.0
519,23 ene 2020,8,3,3,4,1,1,4,2,2,0.0,0.0,0.0,0.0,0.0
520,24 ene 2020,27,3,6,24,1,3,3,2,3,0.0,0.0,0.0,0.0,0.0
521,25 ene 2020,16,2,7,13,1,5,3,1,2,0.0,0.0,0.0,0.0,0.0
522,26 ene 2020,2,1,1,0,0,0,2,1,1,0.0,0.0,0.0,0.0,0.0
523,27 ene 2020,10,5,6,0,0,0,10,5,6,0.0,0.0,0.0,0.0,0.0
524,28 ene 2020,7,2,3,1,1,1,6,1,2,0.0,0.0,0.0,0.0,0.0
525,29 ene 2020,13,5,6,5,2,3,8,3,3,0.0,0.0,0.0,0.0,0.0
526,30 ene 2020,4,4,4,4,4,4,0,0,0,0.0,0.0,0.0,0.0,0.0
527,31 ene 2020,4,4,4,1,1,1,3,3,3,0.0,0.0,0.0,0.0,0.0
528,1 feb 2020,12,6,10,6,3,5,6,3,5,0.0,0.0,0.0,0.0,0.0
529,2 feb 2020,4,2,2,0,0,0,4,2,2,0.0,0.0,0.0,0.0,0.0
530,3 feb 2020,13,7,11,5,3,5,8,4,6,0.0,0.0,0.0,0.0,0.0
531,4 feb 2020,9,4,8,2,0,2,6,3,5,1.0,1.0,0.0,0.0,1.0
532,5 feb 2020,5,5,5,2,2,2,3,3,3,0.0,0.0,0.0,0.0,0.0
533,6 feb 2020,3,3,3,1,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0
534,7 feb 2020,13,3,3,10,2,2,3,1,1,0.0,0.0,0.0,0.0,0.0
535,8 feb 2020,35,4,8,29,3,4,6,1,4,0.0,0.0,0.0,0.0,0.0
536,9 feb 2020,14,8,8,9,5,5,5,3,3,0.0,0.0,0.0,0.0,0.0
537,10 feb 2020,30,10,16,21,6,10,9,4,6,0.0,0.0,0.0,0.0,0.0
538,11 feb 2020,30,10,13,16,4,6,14,6,7,0.0,0.0,0.0,0.0,0.0
539,12 feb 2020,54,21,22,20,12,13,34,9,9,0.0,0.0,0.0,0.0,0.0
540,13 feb 2020,40,7,13,4,1,3,36,6,10,0.0,0.0,0.0,0.0,0.0
541,14 feb 2020,8,8,8,5,5,5,3,3,3,0.0,0.0,0.0,0.0,0.0
542,15 feb 2020,10,8,9,5,3,4,5,5,5,0.0,0.0,0.0,0.0,0.0
543,16 feb 2020,8,6,8,2,1,2,6,5,6,0.0,0.0,0.0,0.0,0.0
544,17 feb 2020,37,11,19,10,5,5,27,6,14,0.0,0.0,0.0,0.0,0.0
545,18 feb 2020,17,8,13,4,2,3,13,6,10,0.0,0.0,0.0,0.0,0.0
546,19 feb 2020,35,17,21,8,4,5,27,13,16,0.0,0.0,0.0,0.0,0.0
547,20 feb 2020,29,14,17,4,3,3,25,11,14,0.0,0.0,0.0,0.0,0.0
548,21 feb 2020,42,9,12,10,3,5,32,6,7,0.0,0.0,0.0,0.0,0.0
549,22 feb 2020,8,5,8,2,1,2,6,4,6,0.0,0.0,0.0,0.0,0.0
550,23 feb 2020,9,6,8,2,1,2,7,5,6,0.0,0.0,0.0,0.0,0.0
551,24 feb 2020,5,5,5,1,1,1,4,4,4,0.0,0.0,0.0,0.0,0.0
552,25 feb 2020,12,7,7,4,3,3,8,4,4,0.0,0.0,0.0,0.0,0.0
553,26 feb 2020,18,12,13,12,6,7,6,6,6,0.0,0.0,0.0,0.0,0.0
554,27 feb 2020,14,10,12,6,4,6,8,6,6,0.0,0.0,0.0,0.0,0.0
555,28 feb 2020,17,10,12,4,2,4,13,8,8,0.0,0.0,0.0,0.0,0.0
556,29 feb 2020,11,3,7,1,1,1,9,2,5,1.0,0.0,0.0,0.0,1.0
557,1 mar 2020,4,1,2,0,0,0,3,1,1,1.0,0.0,0.0,0.0,1.0
558,2 mar 2020,34,14,16,7,7,7,27,7,9,0.0,0.0,0.0,0.0,0.0
559,3 mar 2020,39,19,25,16,7,9,22,11,15,1.0,1.0,0.0,0.0,1.0
560,4 mar 2020,49,11,21,11,3,4,38,8,17,0.0,0.0,0.0,0.0,0.0
561,5 mar 2020,15,7,12,3,3,3,12,4,9,0.0,0.0,0.0,0.0,0.0
562,6 mar 2020,17,7,11,7,4,4,10,3,7,0.0,0.0,0.0,0.0,0.0
563,7 mar 2020,10,7,8,6,4,4,4,3,4,0.0,0.0,0.0,0.0,0.0
564,8 mar 2020,14,8,9,3,3,3,11,5,6,0.0,0.0,0.0,0.0,0.0
565,9 mar 2020,27,10,15,5,5,5,22,5,10,0.0,0.0,0.0,0.0,0.0
566,10 mar 2020,26,8,14,9,3,5,16,4,8,1.0,1.0,0.0,0.0,1.0
567,11 mar 2020,36,10,20,15,4,7,21,6,13,0.0,0.0,0.0,0.0,0.0
568,12 mar 2020,37,14,21,25,6,11,12,8,10,0.0,0.0,0.0,0.0,0.0
569,13 mar 2020,16,9,14,9,4,7,7,5,7,0.0,0.0,0.0,0.0,0.0
570,14 mar 2020,14,8,10,9,5,7,5,3,3,0.0,0.0,0.0,0.0,0.0
571,15 mar 2020,11,4,4,9,3,3,2,1,1,0.0,0.0,0.0,0.0,0.0
572,16 mar 2020,15,13,14,8,8,8,7,5,6,0.0,0.0,0.0,0.0,0.0
573,17 mar 2020,16,9,11,3,3,3,13,6,8,0.0,0.0,0.0,0.0,0.0
574,18 mar 2020,16,3,10,4,2,3,12,1,7,0.0,0.0,0.0,0.0,0.0
575,19 mar 2020,10,4,8,5,1,3,5,3,5,0.0,0.0,0.0,0.0,0.0
576,20 mar 2020,29,10,12,11,5,5,18,5,7,0.0,0.0,0.0,0.0,0.0
577,21 mar 2020,15,8,13,10,3,8,5,5,5,0.0,0.0,0.0,0.0,0.0
578,22 mar 2020,39,9,12,11,4,6,28,5,6,0.0,0.0,0.0,0.0,0.0
579,23 mar 2020,16,9,12,10,5,6,6,4,6,0.0,0.0,0.0,0.0,0.0
580,24 mar 2020,20,7,10,5,3,3,15,4,7,0.0,0.0,0.0,0.0,0.0
581,25 mar 2020,14,8,10,4,1,2,10,7,8,0.0,0.0,0.0,0.0,0.0
582,26 mar 2020,21,7,12,3,3,3,17,3,8,1.0,1.0,0.0,0.0,1.0
583,27 mar 2020,70,11,15,4,3,4,66,8,11,0.0,0.0,0.0,0.0,0.0
584,28 mar 2020,161,8,21,15,4,6,146,4,15,0.0,0.0,0.0,0.0,0.0
585,29 mar 2020,1014,62,90,215,55,71,799,7,19,0.0,0.0,0.0,0.0,0.0
586,30 mar 2020,170,31,57,78,15,30,92,16,27,0.0,0.0,0.0,0.0,0.0
587,31 mar 2020,252,66,87,169,53,64,83,13,23,0.0,0.0,0.0,0.0,0.0
588,1 abr 2020,58,14,21,16,7,8,42,7,13,0.0,0.0,0.0,0.0,0.0
589,2 abr 2020,155,20,33,45,10,13,104,9,19,6.0,1.0,0.0,0.0,1.0
590,3 abr 2020,47,10,21,15,4,7,32,6,14,0.0,0.0,0.0,0.0,0.0
591,4 abr 2020,96,3,11,8,3,3,88,0,8,0.0,0.0,0.0,0.0,0.0
592,5 abr 2020,51,16,26,32,9,16,19,7,10,0.0,0.0,0.0,0.0,0.0
593,6 abr 2020,67,15,23,9,6,8,58,9,15,0.0,0.0,0.0,0.0,0.0
594,7 abr 2020,28,11,17,8,7,8,20,4,9,0.0,0.0,0.0,0.0,0.0
595,8 abr 2020,50,10,18,32,4,5,18,6,13,0.0,0.0,0.0,0.0,0.0
596,9 abr 2020,431,17,31,42,14,22,389,3,9,0.0,0.0,0.0,0.0,0.0
597,10 abr 2020,61,9,19,55,7,16,6,2,3,0.0,0.0,0.0,0.0,0.0
598,11 abr 2020,23,4,11,11,2,7,12,2,4,0.0,0.0,0.0,0.0,0.0
599,12 abr 2020,18,5,11,13,1,7,5,4,4,0.0,0.0,0.0,0.0,0.0
600,13 abr 2020,22,8,12,9,2,4,13,6,8,0.0,0.0,0.0,0.0,0.0
601,14 abr 2020,131,17,27,31,10,12,100,7,15,0.0,0.0,0.0,0.0,0.0
602,15 abr 2020,54,7,20,15,2,9,39,5,11,0.0,0.0,0.0,0.0,0.0
603,16 abr 2020,35,16,21,14,9,11,21,7,10,0.0,0.0,0.0,0.0,0.0
604,17 abr 2020,31,13,20,15,8,11,16,5,9,0.0,0.0,0.0,0.0,0.0
605,18 abr 2020,34,12,17,23,8,10,11,4,7,0.0,0.0,0.0,0.0,0.0
606,19 abr 2020,5,4,4,2,1,1,3,3,3,0.0,0.0,0.0,0.0,0.0
607,20 abr 2020,40,17,23,26,9,12,14,8,11,0.0,0.0,0.0,0.0,0.0
608,21 abr 2020,23,5,12,12,4,6,11,1,6,0.0,0.0,0.0,0.0,0.0
609,22 abr 2020,22,9,12,9,5,5,13,4,7,0.0,0.0,0.0,0.0,0.0
610,23 abr 2020,30,11,18,8,4,7,22,7,11,0.0,0.0,0.0,0.0,0.0
611,24 abr 2020,66,19,27,34,10,11,32,9,16,0.0,0.0,0.0,0.0,0.0
612,25 abr 2020,9,5,9,7,4,7,2,1,2,0.0,0.0,0.0,0.0,0.0
613,26 abr 2020,19,10,10,13,5,5,6,5,5,0.0,0.0,0.0,0.0,0.0
614,27 abr 2020,37,21,27,13,9,11,24,12,16,0.0,0.0,0.0,0.0,0.0
615,28 abr 2020,31,15,21,12,6,8,19,9,13,0.0,0.0,0.0,0.0,0.0
616,29 abr 2020,29,8,16,16,4,7,13,4,9,0.0,0.0,0.0,0.0,0.0
617,30 abr 2020,12,0,3,11,0,2,1,0,1,0.0,0.0,0.0,0.0,0.0
618,1 may 2020,43,9,13,29,5,7,14,4,6,0.0,0.0,0.0,0.0,0.0
619,2 may 2020,18,5,9,14,3,5,4,2,4,0.0,0.0,0.0,0.0,0.0
620,3 may 2020,20,4,7,3,1,2,17,3,5,0.0,0.0,0.0,0.0,0.0
621,4 may 2020,35,8,11,6,2,2,29,6,9,0.0,0.0,0.0,0.0,0.0
622,5 may 2020,30,7,10,10,3,4,20,4,6,0.0,0.0,0.0,0.0,0.0
623,6 may 2020,71,23,34,42,14,18,29,9,16,0.0,0.0,0.0,0.0,0.0
624,7 may 2020,46,10,21,23,5,10,22,4,10,1.0,1.0,0.0,0.0,1.0
625,8 may 2020,412,112,140,155,44,53,238,64,83,19.0,4.0,0.0,0.0,4.0
626,9 may 2020,203,41,56,87,19,24,108,21,31,8.0,1.0,0.0,0.0,1.0
627,10 may 2020,82,21,28,25,6,9,57,15,19,0.0,0.0,0.0,0.0,0.0
628,11 may 2020,63,11,21,8,3,3,55,8,18,0.0,0.0,0.0,0.0,0.0
629,12 may 2020,56,14,17,20,5,5,36,9,12,0.0,0.0,0.0,0.0,0.0
630,13 may 2020,26,11,15,13,5,6,9,5,8,4.0,1.0,0.0,0.0,1.0
631,14 may 2020,27,13,15,8,5,6,19,8,9,0.0,0.0,0.0,0.0,0.0
632,15 may 2020,25,8,14,4,2,3,21,6,11,0.0,0.0,0.0,0.0,0.0
633,16 may 2020,16,5,9,14,5,7,2,0,2,0.0,0.0,0.0,0.0,0.0
634,17 may 2020,12,8,8,1,1,1,11,7,7,0.0,0.0,0.0,0.0,0.0
635,18 may 2020,38,20,25,1,0,1,37,20,24,0.0,0.0,0.0,0.0,0.0
636,19 may 2020,26,5,13,9,3,5,17,2,8,0.0,0.0,0.0,0.0,0.0
637,20 may 2020,37,10,21,13,5,10,24,5,11,0.0,0.0,0.0,0.0,0.0
638,21 may 2020,18,9,12,11,4,7,7,5,5,0.0,0.0,0.0,0.0,0.0
639,22 may 2020,30,9,10,12,6,6,18,3,4,0.0,0.0,0.0,0.0,0.0
640,23 may 2020,9,5,9,3,2,3,6,3,6,0.0,0.0,0.0,0.0,0.0
641,24 may 2020,8,6,7,8,6,7,0,0,0,0.0,0.0,0.0,0.0,0.0
642,25 may 2020,14,6,7,5,4,5,9,2,2,0.0,0.0,0.0,0.0,0.0
643,26 may 2020,49,19,27,13,5,7,36,14,20,0.0,0.0,0.0,0.0,0.0
644,27 may 2020,14,5,8,2,1,2,12,4,6,0.0,0.0,0.0,0.0,0.0
645,28 may 2020,41,7,10,31,4,4,10,3,6,0.0,0.0,0.0,0.0,0.0
646,29 may 2020,6,4,6,3,2,3,3,2,3,0.0,0.0,0.0,0.0,0.0
647,30 may 2020,9,4,8,4,2,4,5,2,4,0.0,0.0,0.0,0.0,0.0
648,31 may 2020,29,7,14,23,4,10,6,3,4,0.0,0.0,0.0,0.0,0.0
