Fecha,Agrupación de canales predeterminada,Número de vistas de página
31 jul 2019,Direct,18
31 jul 2019,Social,7
1 ago 2019,Direct,13
1 ago 2019,Organic Search,16
2 ago 2019,Social,9
2 ago 2019,Direct,12
2 ago 2019,Organic Search,38
3 ago 2019,Direct,2
3 ago 2019,Social,6
3 ago 2019,Organic Search,1
4 ago 2019,Direct,6
4 ago 2019,Organic Search,15
5 ago 2019,Organic Search,18
5 ago 2019,Direct,6
6 ago 2019,Organic Search,30
6 ago 2019,Direct,13
7 ago 2019,Organic Search,23
7 ago 2019,Direct,4
7 ago 2019,Social,1
7 ago 2019,Referral,1
8 ago 2019,Social,1
8 ago 2019,Organic Search,11
8 ago 2019,Direct,50
9 ago 2019,Direct,11
9 ago 2019,Organic Search,11
9 ago 2019,Social,2
10 ago 2019,Organic Search,22
10 ago 2019,Direct,6
11 ago 2019,Direct,4
11 ago 2019,Organic Search,14
12 ago 2019,Organic Search,11
12 ago 2019,Direct,2
13 ago 2019,Referral,1
13 ago 2019,Direct,18
13 ago 2019,Organic Search,26
14 ago 2019,Referral,1
14 ago 2019,Social,1
14 ago 2019,Organic Search,41
14 ago 2019,Direct,35
15 ago 2019,Social,1
15 ago 2019,Direct,2
15 ago 2019,Organic Search,23
16 ago 2019,Social,4
16 ago 2019,Organic Search,37
16 ago 2019,Direct,7
17 ago 2019,Direct,27
17 ago 2019,Organic Search,15
17 ago 2019,Social,9
18 ago 2019,Organic Search,1
18 ago 2019,Direct,1
19 ago 2019,Direct,11
19 ago 2019,Organic Search,20
19 ago 2019,Referral,6
20 ago 2019,Social,9
20 ago 2019,Direct,8
20 ago 2019,Organic Search,33
21 ago 2019,Social,4
21 ago 2019,Organic Search,9
21 ago 2019,Direct,33
22 ago 2019,Social,1
22 ago 2019,Organic Search,12
22 ago 2019,Referral,1
22 ago 2019,Direct,11
23 ago 2019,Direct,30
23 ago 2019,Social,8
23 ago 2019,Organic Search,36
24 ago 2019,Direct,6
24 ago 2019,Organic Search,12
24 ago 2019,Social,1
25 ago 2019,Direct,9
26 ago 2019,Organic Search,36
26 ago 2019,Social,3
26 ago 2019,Direct,5
27 ago 2019,Social,16
27 ago 2019,Direct,7
27 ago 2019,Organic Search,78
27 ago 2019,Referral,2
28 ago 2019,Organic Search,96
28 ago 2019,Direct,30
28 ago 2019,Social,2
29 ago 2019,Organic Search,26
29 ago 2019,Social,3
29 ago 2019,Direct,12
30 ago 2019,Social,12
30 ago 2019,Referral,2
30 ago 2019,Direct,34
30 ago 2019,Organic Search,36
31 ago 2019,Direct,13
31 ago 2019,Social,5
31 ago 2019,Organic Search,13
1 sept 2019,Organic Search,1
1 sept 2019,Social,3
1 sept 2019,Direct,3
2 sept 2019,Direct,4
2 sept 2019,Social,2
2 sept 2019,Referral,2
2 sept 2019,Organic Search,22
3 sept 2019,Social,2
3 sept 2019,Direct,8
3 sept 2019,Organic Search,13
4 sept 2019,Social,8
4 sept 2019,Direct,54
4 sept 2019,Organic Search,30
5 sept 2019,Direct,16
5 sept 2019,Organic Search,16
6 sept 2019,Organic Search,13
6 sept 2019,Social,8
6 sept 2019,Direct,25
7 sept 2019,Direct,6
7 sept 2019,Social,1
7 sept 2019,Organic Search,14
8 sept 2019,Social,1
8 sept 2019,Organic Search,10
8 sept 2019,Direct,1
9 sept 2019,Referral,2
9 sept 2019,Social,1
9 sept 2019,Direct,22
9 sept 2019,Organic Search,31
10 sept 2019,Social,6
10 sept 2019,Direct,15
10 sept 2019,Organic Search,5
10 sept 2019,Referral,2
11 sept 2019,Organic Search,43
11 sept 2019,Direct,15
11 sept 2019,Social,6
11 sept 2019,Referral,1
12 sept 2019,Direct,10
12 sept 2019,Social,9
12 sept 2019,Referral,1
12 sept 2019,Organic Search,16
13 sept 2019,Organic Search,12
13 sept 2019,Referral,1
13 sept 2019,Direct,9
13 sept 2019,Social,4
14 sept 2019,Organic Search,15
14 sept 2019,Direct,16
14 sept 2019,Social,3
15 sept 2019,Social,2
15 sept 2019,Organic Search,6
16 sept 2019,Organic Search,37
16 sept 2019,Social,2
16 sept 2019,Direct,78
17 sept 2019,Direct,181
17 sept 2019,Social,5
17 sept 2019,Organic Search,97
18 sept 2019,Direct,50
18 sept 2019,Social,3
18 sept 2019,Organic Search,44
19 sept 2019,Social,13
19 sept 2019,Organic Search,51
19 sept 2019,Direct,71
20 sept 2019,Social,25
20 sept 2019,Direct,279
20 sept 2019,Organic Search,115
21 sept 2019,Social,58
21 sept 2019,Organic Search,55
21 sept 2019,Referral,17
21 sept 2019,Direct,306
22 sept 2019,Organic Search,118
22 sept 2019,Social,87
22 sept 2019,Direct,225
22 sept 2019,Referral,2
23 sept 2019,Organic Search,110
23 sept 2019,Direct,228
23 sept 2019,Referral,14
23 sept 2019,Social,78
24 sept 2019,Direct,203
24 sept 2019,Referral,4
24 sept 2019,Social,73
24 sept 2019,Organic Search,75
25 sept 2019,Referral,8
25 sept 2019,Direct,75
25 sept 2019,Social,56
25 sept 2019,Organic Search,71
26 sept 2019,Social,112
26 sept 2019,Referral,1
26 sept 2019,Direct,204
26 sept 2019,Organic Search,109
27 sept 2019,Direct,47
27 sept 2019,Organic Search,38
27 sept 2019,Social,10
28 sept 2019,Direct,12
28 sept 2019,Social,7
28 sept 2019,Organic Search,8
29 sept 2019,Organic Search,3
29 sept 2019,Social,2
29 sept 2019,Direct,11
30 sept 2019,Social,6
30 sept 2019,Direct,71
30 sept 2019,Organic Search,20
1 oct 2019,Referral,2
1 oct 2019,Social,6
1 oct 2019,Direct,39
1 oct 2019,Organic Search,19
2 oct 2019,Referral,1
2 oct 2019,Social,1
2 oct 2019,Direct,29
2 oct 2019,Organic Search,61
3 oct 2019,Organic Search,12
3 oct 2019,Social,1
3 oct 2019,Direct,15
4 oct 2019,Organic Search,10
4 oct 2019,Social,2
4 oct 2019,Direct,12
5 oct 2019,Organic Search,10
5 oct 2019,Direct,3
5 oct 2019,Social,2
6 oct 2019,Organic Search,1
6 oct 2019,Direct,5
7 oct 2019,Referral,1
7 oct 2019,Direct,11
7 oct 2019,Social,5
7 oct 2019,Organic Search,31
8 oct 2019,Referral,1
8 oct 2019,Organic Search,17
8 oct 2019,Direct,101
9 oct 2019,Direct,8
9 oct 2019,Organic Search,9
10 oct 2019,Organic Search,14
10 oct 2019,Social,2
10 oct 2019,Direct,15
11 oct 2019,Organic Search,12
11 oct 2019,Social,3
11 oct 2019,Direct,21
12 oct 2019,Direct,2
12 oct 2019,Social,1
12 oct 2019,Organic Search,10
13 oct 2019,Organic Search,2
13 oct 2019,Social,1
14 oct 2019,Direct,21
14 oct 2019,Referral,1
14 oct 2019,Social,3
14 oct 2019,Organic Search,14
15 oct 2019,Organic Search,19
15 oct 2019,Direct,57
15 oct 2019,Social,4
15 oct 2019,Referral,1
16 oct 2019,Organic Search,30
16 oct 2019,Referral,1
16 oct 2019,Direct,45
16 oct 2019,Social,1
17 oct 2019,Direct,111
17 oct 2019,Social,2
17 oct 2019,Organic Search,30
18 oct 2019,Direct,8
18 oct 2019,Organic Search,12
19 oct 2019,Direct,5
19 oct 2019,Organic Search,9
20 oct 2019,Direct,7
20 oct 2019,Organic Search,4
20 oct 2019,Referral,1
21 oct 2019,Social,7
21 oct 2019,Direct,7
21 oct 2019,Organic Search,16
21 oct 2019,Referral,2
22 oct 2019,Organic Search,12
22 oct 2019,Social,12
22 oct 2019,Referral,5
22 oct 2019,Direct,20
23 oct 2019,Organic Search,30
23 oct 2019,Referral,4
23 oct 2019,Direct,37
23 oct 2019,Social,2
24 oct 2019,Referral,1
24 oct 2019,Organic Search,18
24 oct 2019,Social,5
24 oct 2019,Direct,29
25 oct 2019,Social,6
25 oct 2019,Direct,5
25 oct 2019,Organic Search,18
26 oct 2019,Direct,2
26 oct 2019,Organic Search,9
27 oct 2019,Direct,6
28 oct 2019,Organic Search,16
28 oct 2019,Social,2
28 oct 2019,Direct,28
29 oct 2019,Organic Search,11
29 oct 2019,Direct,12
29 oct 2019,Referral,1
30 oct 2019,Social,2
30 oct 2019,Referral,1
30 oct 2019,Organic Search,3
30 oct 2019,Direct,10
31 oct 2019,Direct,4
31 oct 2019,Organic Search,6
31 oct 2019,Social,2
1 nov 2019,Direct,14
1 nov 2019,Social,4
1 nov 2019,Organic Search,21
2 nov 2019,Social,1
2 nov 2019,Organic Search,7
2 nov 2019,Direct,13
3 nov 2019,Direct,18
3 nov 2019,Organic Search,7
4 nov 2019,Direct,55
4 nov 2019,Social,11
4 nov 2019,Organic Search,13
5 nov 2019,Direct,13
5 nov 2019,Referral,2
5 nov 2019,Social,2
5 nov 2019,Organic Search,12
6 nov 2019,Direct,7
6 nov 2019,Organic Search,2
6 nov 2019,Referral,1
6 nov 2019,Social,3
7 nov 2019,Social,45
7 nov 2019,Organic Search,40
7 nov 2019,Referral,2
7 nov 2019,Direct,39
8 nov 2019,Direct,22
8 nov 2019,Organic Search,72
8 nov 2019,Referral,3
8 nov 2019,Social,21
9 nov 2019,Referral,2
9 nov 2019,Social,17
9 nov 2019,Organic Search,28
9 nov 2019,Direct,139
10 nov 2019,Referral,1
10 nov 2019,Direct,13
10 nov 2019,Social,34
10 nov 2019,Organic Search,50
11 nov 2019,Referral,1
11 nov 2019,Organic Search,18
11 nov 2019,Social,35
11 nov 2019,Direct,22
12 nov 2019,Organic Search,24
12 nov 2019,Social,12
12 nov 2019,Direct,14
13 nov 2019,Organic Search,5
13 nov 2019,Direct,76
14 nov 2019,Organic Search,23
14 nov 2019,Social,1
14 nov 2019,Direct,7
15 nov 2019,Organic Search,2
15 nov 2019,Direct,13
16 nov 2019,Organic Search,5
16 nov 2019,Direct,5
17 nov 2019,Direct,10
17 nov 2019,Social,3
18 nov 2019,Organic Search,15
18 nov 2019,Social,3
18 nov 2019,Direct,15
19 nov 2019,Direct,10
19 nov 2019,Organic Search,25
19 nov 2019,Social,3
20 nov 2019,Organic Search,24
20 nov 2019,Direct,7
20 nov 2019,Referral,8
21 nov 2019,Direct,6
21 nov 2019,Social,2
21 nov 2019,Referral,2
21 nov 2019,Organic Search,30
22 nov 2019,Direct,7
22 nov 2019,Organic Search,15
23 nov 2019,Organic Search,7
23 nov 2019,Direct,22
24 nov 2019,Direct,2
24 nov 2019,Organic Search,1
25 nov 2019,Organic Search,6
25 nov 2019,Direct,2
26 nov 2019,Social,2
26 nov 2019,Organic Search,11
26 nov 2019,Direct,4
27 nov 2019,Direct,4
27 nov 2019,Organic Search,5
28 nov 2019,Direct,6
28 nov 2019,Organic Search,32
29 nov 2019,Referral,2
29 nov 2019,Organic Search,6
29 nov 2019,Direct,26
29 nov 2019,Social,1
30 nov 2019,Direct,4
30 nov 2019,Organic Search,8
30 nov 2019,Social,2
1 dic 2019,Direct,7
1 dic 2019,Organic Search,3
2 dic 2019,Direct,11
2 dic 2019,Social,3
2 dic 2019,Organic Search,17
3 dic 2019,Organic Search,29
3 dic 2019,Direct,13
4 dic 2019,Direct,17
4 dic 2019,Organic Search,18
5 dic 2019,Direct,6
5 dic 2019,Referral,1
5 dic 2019,Organic Search,1
6 dic 2019,Organic Search,14
6 dic 2019,Referral,1
6 dic 2019,Social,9
6 dic 2019,Direct,9
7 dic 2019,Social,4
7 dic 2019,Organic Search,6
7 dic 2019,Direct,4
8 dic 2019,Direct,2
8 dic 2019,Organic Search,2
9 dic 2019,Social,1
9 dic 2019,Direct,7
9 dic 2019,Organic Search,3
10 dic 2019,Referral,9
10 dic 2019,Direct,2
10 dic 2019,Organic Search,7
11 dic 2019,Organic Search,12
11 dic 2019,Direct,4
12 dic 2019,Organic Search,7
12 dic 2019,Direct,3
12 dic 2019,Social,1
13 dic 2019,Organic Search,5
13 dic 2019,Direct,6
14 dic 2019,Organic Search,10
14 dic 2019,Social,2
14 dic 2019,Direct,6
15 dic 2019,Organic Search,2
15 dic 2019,Direct,3
15 dic 2019,Referral,3
16 dic 2019,Organic Search,3
16 dic 2019,Referral,3
16 dic 2019,Social,1
16 dic 2019,Direct,10
17 dic 2019,Organic Search,6
17 dic 2019,Social,1
17 dic 2019,Direct,4
17 dic 2019,Referral,4
18 dic 2019,Organic Search,10
18 dic 2019,Direct,8
19 dic 2019,Organic Search,12
19 dic 2019,Direct,17
19 dic 2019,Referral,2
20 dic 2019,Direct,16
21 dic 2019,Organic Search,6
21 dic 2019,Direct,2
21 dic 2019,Social,2
22 dic 2019,Direct,3
22 dic 2019,Organic Search,2
23 dic 2019,Social,1
23 dic 2019,Organic Search,15
23 dic 2019,Direct,3
24 dic 2019,Direct,1
25 dic 2019,Organic Search,1
26 dic 2019,Organic Search,1
26 dic 2019,Direct,6
27 dic 2019,Referral,2
27 dic 2019,Direct,5
27 dic 2019,Organic Search,2
28 dic 2019,Organic Search,3
28 dic 2019,Direct,4
29 dic 2019,Organic Search,2
29 dic 2019,Direct,1
30 dic 2019,Organic Search,2
30 dic 2019,Direct,11
31 dic 2019,Direct,1
31 dic 2019,Social,2
1 ene 2020,Organic Search,1
1 ene 2020,Referral,1
2 ene 2020,Referral,1
2 ene 2020,Organic Search,40
2 ene 2020,Direct,3
3 ene 2020,Direct,6
3 ene 2020,Organic Search,30
4 ene 2020,Organic Search,1
4 ene 2020,Direct,5
5 ene 2020,Direct,1
5 ene 2020,Social,12
5 ene 2020,Organic Search,10
6 ene 2020,Organic Search,9
6 ene 2020,Direct,19
7 ene 2020,Direct,3
7 ene 2020,Social,1
8 ene 2020,Social,1
8 ene 2020,Direct,34
8 ene 2020,Organic Search,3
9 ene 2020,Referral,1
9 ene 2020,Direct,7
9 ene 2020,Social,3
9 ene 2020,Organic Search,1
10 ene 2020,Direct,2
10 ene 2020,Organic Search,1
11 ene 2020,Direct,9
12 ene 2020,Direct,6
12 ene 2020,Organic Search,18
13 ene 2020,Direct,6
13 ene 2020,Organic Search,1
14 ene 2020,Direct,4
14 ene 2020,Organic Search,10
15 ene 2020,Organic Search,6
15 ene 2020,Direct,3
16 ene 2020,Organic Search,10
17 ene 2020,Direct,5
18 ene 2020,Direct,3
18 ene 2020,Organic Search,5
19 ene 2020,Referral,1
19 ene 2020,Direct,1
20 ene 2020,Referral,1
20 ene 2020,Direct,1
20 ene 2020,Organic Search,4
21 ene 2020,Referral,1
21 ene 2020,Direct,74
21 ene 2020,Social,5
21 ene 2020,Organic Search,5
22 ene 2020,Organic Search,13
22 ene 2020,Social,1
22 ene 2020,Direct,15
23 ene 2020,Direct,1
23 ene 2020,Organic Search,4
23 ene 2020,Referral,3
24 ene 2020,Organic Search,16
24 ene 2020,Direct,11
25 ene 2020,Direct,13
25 ene 2020,Social,1
25 ene 2020,Organic Search,2
26 ene 2020,Direct,2
27 ene 2020,Organic Search,7
27 ene 2020,Direct,3
28 ene 2020,Organic Search,6
28 ene 2020,Direct,1
29 ene 2020,Organic Search,5
29 ene 2020,Direct,8
30 ene 2020,Direct,4
31 ene 2020,Referral,1
31 ene 2020,Direct,3
1 feb 2020,Organic Search,8
1 feb 2020,Direct,3
1 feb 2020,Social,1
2 feb 2020,Organic Search,4
3 feb 2020,Social,1
3 feb 2020,Direct,7
3 feb 2020,Organic Search,5
4 feb 2020,Direct,4
4 feb 2020,Organic Search,5
5 feb 2020,Direct,5
6 feb 2020,Organic Search,1
6 feb 2020,Direct,2
7 feb 2020,Direct,13
8 feb 2020,Direct,32
8 feb 2020,Organic Search,3
9 feb 2020,Direct,8
9 feb 2020,Social,4
9 feb 2020,Organic Search,2
10 feb 2020,Direct,11
10 feb 2020,Organic Search,18
10 feb 2020,Referral,1
11 feb 2020,Direct,9
11 feb 2020,Organic Search,21
12 feb 2020,Referral,1
12 feb 2020,Direct,32
12 feb 2020,Social,12
12 feb 2020,Organic Search,9
13 feb 2020,Direct,35
13 feb 2020,Organic Search,2
13 feb 2020,Social,3
14 feb 2020,Social,1
14 feb 2020,Organic Search,2
14 feb 2020,Direct,5
15 feb 2020,Organic Search,3
15 feb 2020,Direct,5
15 feb 2020,Social,2
16 feb 2020,Direct,3
16 feb 2020,Organic Search,2
16 feb 2020,Social,3
17 feb 2020,Social,1
17 feb 2020,Direct,27
17 feb 2020,Organic Search,9
18 feb 2020,Direct,12
18 feb 2020,Social,2
18 feb 2020,Organic Search,3
19 feb 2020,Social,5
19 feb 2020,Referral,1
19 feb 2020,Organic Search,8
19 feb 2020,Direct,21
20 feb 2020,Social,7
20 feb 2020,Organic Search,5
20 feb 2020,Direct,17
21 feb 2020,Direct,31
21 feb 2020,Organic Search,9
21 feb 2020,Social,2
22 feb 2020,Social,4
22 feb 2020,Direct,2
22 feb 2020,Organic Search,2
23 feb 2020,Organic Search,2
23 feb 2020,Direct,3
23 feb 2020,Social,4
24 feb 2020,Referral,2
24 feb 2020,Direct,2
24 feb 2020,Organic Search,1
25 feb 2020,Direct,8
25 feb 2020,Organic Search,4
26 feb 2020,Organic Search,2
26 feb 2020,Direct,16
27 feb 2020,Direct,11
27 feb 2020,Organic Search,3
28 feb 2020,Direct,7
28 feb 2020,Organic Search,8
28 feb 2020,Referral,2
29 feb 2020,Referral,1
29 feb 2020,Direct,7
29 feb 2020,Organic Search,3
1 mar 2020,Organic Search,3
1 mar 2020,Direct,1
2 mar 2020,Organic Search,20
2 mar 2020,Direct,14
3 mar 2020,Organic Search,14
3 mar 2020,Direct,25
4 mar 2020,Organic Search,8
4 mar 2020,Direct,41
5 mar 2020,Direct,7
5 mar 2020,Organic Search,8
6 mar 2020,Social,5
6 mar 2020,Organic Search,9
6 mar 2020,Direct,3
7 mar 2020,Direct,4
7 mar 2020,Social,1
7 mar 2020,Organic Search,5
8 mar 2020,Organic Search,8
8 mar 2020,Social,1
8 mar 2020,Direct,5
9 mar 2020,Organic Search,6
9 mar 2020,Direct,20
9 mar 2020,Referral,1
10 mar 2020,Social,2
10 mar 2020,Referral,1
10 mar 2020,Organic Search,16
10 mar 2020,Direct,7
11 mar 2020,Social,5
11 mar 2020,Organic Search,25
11 mar 2020,Direct,6
12 mar 2020,Organic Search,27
12 mar 2020,Direct,10
13 mar 2020,Direct,7
13 mar 2020,Organic Search,9
14 mar 2020,Organic Search,7
14 mar 2020,Direct,7
15 mar 2020,Organic Search,8
15 mar 2020,Direct,3
16 mar 2020,Organic Search,4
16 mar 2020,Direct,8
16 mar 2020,Social,3
17 mar 2020,Organic Search,10
17 mar 2020,Direct,6
18 mar 2020,Organic Search,3
18 mar 2020,Social,1
18 mar 2020,Direct,12
19 mar 2020,Organic Search,3
19 mar 2020,Direct,7
20 mar 2020,Organic Search,22
20 mar 2020,Direct,7
21 mar 2020,Organic Search,10
21 mar 2020,Social,1
21 mar 2020,Direct,4
22 mar 2020,Organic Search,20
22 mar 2020,Direct,19
23 mar 2020,Direct,3
23 mar 2020,Organic Search,13
24 mar 2020,Organic Search,4
24 mar 2020,Direct,16
25 mar 2020,Referral,1
25 mar 2020,Organic Search,8
25 mar 2020,Direct,5
26 mar 2020,Direct,13
26 mar 2020,Organic Search,8
27 mar 2020,Organic Search,10
27 mar 2020,Referral,5
27 mar 2020,Direct,54
27 mar 2020,Social,1
28 mar 2020,Organic Search,51
28 mar 2020,Direct,109
28 mar 2020,Social,1
29 mar 2020,Organic Search,805
29 mar 2020,Direct,209
30 mar 2020,Referral,7
30 mar 2020,Organic Search,43
30 mar 2020,Direct,117
30 mar 2020,Social,3
31 mar 2020,Social,48
31 mar 2020,Direct,182
31 mar 2020,Organic Search,22
1 abr 2020,Organic Search,22
1 abr 2020,Direct,26
1 abr 2020,Social,10
2 abr 2020,Referral,4
2 abr 2020,Social,18
2 abr 2020,Organic Search,57
2 abr 2020,Direct,76
3 abr 2020,Social,1
3 abr 2020,Organic Search,27
3 abr 2020,Direct,19
4 abr 2020,Social,1
4 abr 2020,Organic Search,85
4 abr 2020,Direct,10
5 abr 2020,Organic Search,24
5 abr 2020,Referral,1
5 abr 2020,Direct,20
5 abr 2020,Social,6
6 abr 2020,Organic Search,42
6 abr 2020,Direct,25
7 abr 2020,Organic Search,16
7 abr 2020,Direct,11
7 abr 2020,Referral,1
8 abr 2020,Organic Search,32
8 abr 2020,Direct,16
8 abr 2020,Social,2
9 abr 2020,Organic Search,391
9 abr 2020,Social,10
9 abr 2020,Referral,1
9 abr 2020,Direct,29
10 abr 2020,Direct,13
10 abr 2020,Organic Search,48
11 abr 2020,Organic Search,8
11 abr 2020,Direct,15
12 abr 2020,Organic Search,9
12 abr 2020,Referral,1
12 abr 2020,Direct,8
13 abr 2020,Organic Search,18
13 abr 2020,Direct,4
14 abr 2020,Organic Search,107
14 abr 2020,Direct,22
14 abr 2020,Social,2
15 abr 2020,Direct,22
15 abr 2020,Organic Search,32
16 abr 2020,Referral,2
16 abr 2020,Direct,27
16 abr 2020,Organic Search,6
17 abr 2020,Direct,14
17 abr 2020,Referral,2
17 abr 2020,Organic Search,15
18 abr 2020,Organic Search,14
18 abr 2020,Social,6
18 abr 2020,Direct,14
19 abr 2020,Direct,4
19 abr 2020,Organic Search,1
20 abr 2020,Social,6
20 abr 2020,Organic Search,17
20 abr 2020,Direct,17
21 abr 2020,Direct,10
21 abr 2020,Organic Search,7
21 abr 2020,Referral,1
21 abr 2020,Social,5
22 abr 2020,Referral,3
22 abr 2020,Organic Search,6
22 abr 2020,Social,4
22 abr 2020,Direct,9
23 abr 2020,Direct,10
23 abr 2020,Referral,1
23 abr 2020,Organic Search,16
23 abr 2020,Social,3
24 abr 2020,Social,4
24 abr 2020,Referral,6
24 abr 2020,Direct,23
24 abr 2020,Organic Search,33
25 abr 2020,Organic Search,2
25 abr 2020,Direct,4
25 abr 2020,Social,3
26 abr 2020,Social,2
26 abr 2020,Referral,1
26 abr 2020,Organic Search,7
26 abr 2020,Direct,9
27 abr 2020,Social,6
27 abr 2020,Referral,2
27 abr 2020,Organic Search,15
27 abr 2020,Direct,14
28 abr 2020,Direct,20
28 abr 2020,Organic Search,9
28 abr 2020,Social,2
29 abr 2020,Organic Search,13
29 abr 2020,Referral,1
29 abr 2020,Direct,15
30 abr 2020,Organic Search,5
30 abr 2020,Direct,7
1 may 2020,Organic Search,18
1 may 2020,Social,4
1 may 2020,Direct,21
2 may 2020,Social,1
2 may 2020,Organic Search,13
2 may 2020,Direct,4
3 may 2020,Direct,16
3 may 2020,Organic Search,4
4 may 2020,Organic Search,26
4 may 2020,Direct,9
5 may 2020,Social,2
5 may 2020,Organic Search,22
5 may 2020,Direct,6
6 may 2020,Direct,26
6 may 2020,Organic Search,43
6 may 2020,Referral,2
7 may 2020,Social,1
7 may 2020,Direct,2
7 may 2020,Organic Search,42
7 may 2020,Referral,1
8 may 2020,Organic Search,284
8 may 2020,Direct,115
8 may 2020,Social,13
9 may 2020,Organic Search,128
9 may 2020,Social,15
9 may 2020,Direct,60
10 may 2020,Organic Search,44
10 may 2020,Direct,38
11 may 2020,Organic Search,54
11 may 2020,Direct,9
12 may 2020,Organic Search,44
12 may 2020,Direct,12
13 may 2020,Direct,13
13 may 2020,Organic Search,13
14 may 2020,Organic Search,9
14 may 2020,Direct,17
14 may 2020,Referral,1
15 may 2020,Organic Search,15
15 may 2020,Referral,2
15 may 2020,Direct,8
16 may 2020,Social,2
16 may 2020,Organic Search,9
16 may 2020,Direct,4
16 may 2020,Referral,1
17 may 2020,Organic Search,9
17 may 2020,Direct,1
17 may 2020,Referral,2
18 may 2020,Organic Search,14
18 may 2020,Direct,24
19 may 2020,Organic Search,15
19 may 2020,Social,1
19 may 2020,Direct,10
20 may 2020,Social,2
20 may 2020,Referral,3
20 may 2020,Organic Search,17
20 may 2020,Direct,15
21 may 2020,Organic Search,9
21 may 2020,Direct,7
21 may 2020,Referral,2
22 may 2020,Direct,5
22 may 2020,Organic Search,19
22 may 2020,Referral,6
23 may 2020,Direct,6
23 may 2020,Organic Search,3
24 may 2020,Direct,3
24 may 2020,Referral,3
24 may 2020,Organic Search,2
25 may 2020,Referral,1
25 may 2020,Social,2
25 may 2020,Direct,11
26 may 2020,Organic Search,19
26 may 2020,Direct,18
26 may 2020,Social,3
26 may 2020,Referral,9
27 may 2020,Referral,2
27 may 2020,Direct,9
27 may 2020,Organic Search,3
28 may 2020,Organic Search,34
28 may 2020,Direct,7
29 may 2020,Direct,3
29 may 2020,Social,1
29 may 2020,Organic Search,2
30 may 2020,Organic Search,3
30 may 2020,Direct,6
31 may 2020,Organic Search,22
31 may 2020,Direct,5
31 may 2020,Referral,2
1 jun 2020,Social,1
1 jun 2020,Direct,1
1 jun 2020,Organic Search,7
2 jun 2020,Organic Search,20
2 jun 2020,Direct,11
3 jun 2020,Social,3
3 jun 2020,Direct,7
3 jun 2020,Organic Search,23
4 jun 2020,Direct,4
4 jun 2020,Organic Search,2
5 jun 2020,Referral,1
5 jun 2020,Social,6
5 jun 2020,Organic Search,2
5 jun 2020,Direct,9
6 jun 2020,Direct,9
6 jun 2020,Organic Search,3
6 jun 2020,Social,8
7 jun 2020,Organic Search,19
7 jun 2020,Direct,4
8 jun 2020,Social,3
8 jun 2020,Organic Search,7
8 jun 2020,Referral,1
8 jun 2020,Direct,9
9 jun 2020,Direct,7
9 jun 2020,Social,5
10 jun 2020,Organic Search,15
10 jun 2020,Direct,5
10 jun 2020,Social,4
11 jun 2020,Direct,9
11 jun 2020,Organic Search,2
11 jun 2020,Referral,1
12 jun 2020,Organic Search,3
12 jun 2020,Direct,4
12 jun 2020,Social,1
13 jun 2020,Social,2
13 jun 2020,Organic Search,3
13 jun 2020,Direct,10
14 jun 2020,Direct,1
14 jun 2020,Organic Search,11
14 jun 2020,Referral,3
15 jun 2020,Direct,3
16 jun 2020,Organic Search,6
16 jun 2020,Direct,19
17 jun 2020,Referral,2
17 jun 2020,Organic Search,12
17 jun 2020,Direct,7
17 jun 2020,Social,2
18 jun 2020,Organic Search,7
18 jun 2020,Direct,7
19 jun 2020,Direct,7
19 jun 2020,Social,1
19 jun 2020,Organic Search,2
19 jun 2020,Referral,1
20 jun 2020,Direct,2
20 jun 2020,Organic Search,1
20 jun 2020,Referral,2
21 jun 2020,Social,1
21 jun 2020,Direct,2
21 jun 2020,Organic Search,3
22 jun 2020,Organic Search,8
22 jun 2020,Referral,3
22 jun 2020,Direct,2
23 jun 2020,Direct,6
23 jun 2020,Referral,1
23 jun 2020,Organic Search,1
24 jun 2020,Direct,3
24 jun 2020,Organic Search,1
25 jun 2020,Direct,21
25 jun 2020,Referral,1
25 jun 2020,Organic Search,4
25 jun 2020,Social,1
26 jun 2020,Direct,6
26 jun 2020,Organic Search,15
27 jun 2020,Direct,4
27 jun 2020,Organic Search,9
28 jun 2020,Direct,2
28 jun 2020,Referral,2
28 jun 2020,Organic Search,12
28 jun 2020,Social,5
29 jun 2020,Organic Search,23
29 jun 2020,Direct,5
30 jun 2020,Social,1
30 jun 2020,Organic Search,2
1 jul 2020,Direct,12
1 jul 2020,Organic Search,9
2 jul 2020,Organic Search,6
2 jul 2020,Direct,5
3 jul 2020,Social,4
3 jul 2020,Direct,5
3 jul 2020,Organic Search,12
4 jul 2020,Direct,2
4 jul 2020,Organic Search,4
5 jul 2020,Direct,6
5 jul 2020,Organic Search,2
6 jul 2020,Direct,4
6 jul 2020,Organic Search,12
7 jul 2020,Direct,2
7 jul 2020,Organic Search,1
8 jul 2020,Social,2
8 jul 2020,Organic Search,8
8 jul 2020,Direct,15
10 jul 2020,Organic Search,1
10 jul 2020,Direct,6
11 jul 2020,Organic Search,1
11 jul 2020,Direct,2
12 jul 2020,Direct,1
12 jul 2020,Referral,1
12 jul 2020,Social,1
12 jul 2020,Organic Search,5
13 jul 2020,Organic Search,15
13 jul 2020,Direct,9
14 jul 2020,Direct,2
14 jul 2020,Organic Search,8
15 jul 2020,Direct,5
15 jul 2020,Social,1
16 jul 2020,Referral,1
16 jul 2020,Direct,5
