Fecha,Sistema operativo,Número de vistas de página
29 jun 2019,Windows,6
29 jun 2019,Android,2
30 jun 2019,Windows,7
30 jun 2019,Android,3
30 jun 2019,(not set),8
1 jul 2019,Windows,34
1 jul 2019,Android,6
1 jul 2019,Linux,14
2 jul 2019,Windows,13
2 jul 2019,Android,35
2 jul 2019,Linux,3
2 jul 2019,iOS,4
3 jul 2019,iOS,5
3 jul 2019,Windows,16
3 jul 2019,Linux,1
3 jul 2019,Macintosh,7
3 jul 2019,Android,46
4 jul 2019,Android,26
4 jul 2019,Windows,13
4 jul 2019,Macintosh,2
4 jul 2019,iOS,9
5 jul 2019,Macintosh,1
5 jul 2019,Linux,3
5 jul 2019,Windows,24
5 jul 2019,Android,11
6 jul 2019,iOS,1
6 jul 2019,Android,17
6 jul 2019,Windows,3
7 jul 2019,Windows,1
7 jul 2019,Android,12
7 jul 2019,iOS,1
8 jul 2019,Windows,9
9 jul 2019,Android,1
9 jul 2019,Windows,12
10 jul 2019,Android,14
10 jul 2019,Windows,12
11 jul 2019,Windows,15
11 jul 2019,Android,10
12 jul 2019,iOS,1
12 jul 2019,Linux,1
12 jul 2019,Android,13
12 jul 2019,Windows,6
13 jul 2019,Windows,2
13 jul 2019,Android,20
14 jul 2019,iOS,3
14 jul 2019,Windows,8
14 jul 2019,Android,6
15 jul 2019,Android,2
15 jul 2019,iOS,2
15 jul 2019,Linux,1
15 jul 2019,Windows,5
16 jul 2019,Windows,16
16 jul 2019,Android,2
17 jul 2019,Macintosh,2
17 jul 2019,Android,15
17 jul 2019,Windows,15
18 jul 2019,Android,19
18 jul 2019,Windows,5
18 jul 2019,Tizen,1
19 jul 2019,Macintosh,1
19 jul 2019,Windows,6
19 jul 2019,Android,5
19 jul 2019,iOS,2
20 jul 2019,Windows,1
21 jul 2019,Android,1
21 jul 2019,Windows,1
22 jul 2019,Android,2
22 jul 2019,Linux,1
22 jul 2019,Macintosh,2
22 jul 2019,Windows,20
23 jul 2019,Windows,14
23 jul 2019,iOS,5
23 jul 2019,Android,12
23 jul 2019,Linux,1
24 jul 2019,iOS,3
24 jul 2019,Linux,1
24 jul 2019,Windows,26
24 jul 2019,Android,2
25 jul 2019,Windows,26
25 jul 2019,Android,11
25 jul 2019,iOS,2
25 jul 2019,Linux,1
26 jul 2019,iOS,1
26 jul 2019,Windows,6
26 jul 2019,Android,38
26 jul 2019,(not set),8
26 jul 2019,Linux,2
27 jul 2019,Windows,3
27 jul 2019,Android,6
27 jul 2019,iOS,3
28 jul 2019,Chrome OS,1
28 jul 2019,Android,4
29 jul 2019,Windows,13
29 jul 2019,Android,5
30 jul 2019,Android,24
30 jul 2019,Linux,5
30 jul 2019,iOS,6
30 jul 2019,Windows,12
31 jul 2019,Android,20
31 jul 2019,Windows,11
31 jul 2019,Macintosh,7
31 jul 2019,Linux,1
1 ago 2019,Android,11
1 ago 2019,Windows,18
2 ago 2019,Linux,1
2 ago 2019,iOS,1
2 ago 2019,Windows,39
2 ago 2019,Android,18
3 ago 2019,Android,2
3 ago 2019,iOS,3
3 ago 2019,Windows,4
4 ago 2019,Windows,9
4 ago 2019,iOS,4
4 ago 2019,Android,8
5 ago 2019,iOS,8
5 ago 2019,Android,8
5 ago 2019,Windows,8
6 ago 2019,Android,14
6 ago 2019,iOS,7
6 ago 2019,Windows,22
7 ago 2019,Windows,10
7 ago 2019,iOS,1
7 ago 2019,Macintosh,1
7 ago 2019,Android,16
7 ago 2019,Linux,1
8 ago 2019,Windows,5
8 ago 2019,Linux,1
8 ago 2019,Android,51
8 ago 2019,iOS,5
9 ago 2019,Android,15
9 ago 2019,Windows,8
9 ago 2019,Linux,1
10 ago 2019,Windows,15
10 ago 2019,Android,13
11 ago 2019,Windows,14
11 ago 2019,Android,4
12 ago 2019,Macintosh,1
12 ago 2019,Windows,7
12 ago 2019,iOS,2
12 ago 2019,Android,3
13 ago 2019,Windows,30
13 ago 2019,Macintosh,1
13 ago 2019,Linux,6
13 ago 2019,Android,8
14 ago 2019,Linux,1
14 ago 2019,Android,36
14 ago 2019,iOS,1
14 ago 2019,Windows,40
15 ago 2019,Android,6
15 ago 2019,Windows Phone,3
15 ago 2019,Windows,17
16 ago 2019,Macintosh,2
16 ago 2019,Windows,22
16 ago 2019,Linux,1
16 ago 2019,Android,22
16 ago 2019,iOS,1
17 ago 2019,Android,36
17 ago 2019,Windows,7
17 ago 2019,Macintosh,2
17 ago 2019,iOS,6
18 ago 2019,Windows,1
18 ago 2019,Android,1
19 ago 2019,iOS,3
19 ago 2019,(not set),7
19 ago 2019,Android,13
19 ago 2019,Windows,14
20 ago 2019,iOS,1
20 ago 2019,Android,24
20 ago 2019,Windows,25
21 ago 2019,Windows,16
21 ago 2019,Android,27
21 ago 2019,iOS,1
21 ago 2019,Linux,2
22 ago 2019,Windows,8
22 ago 2019,iOS,1
22 ago 2019,Macintosh,1
22 ago 2019,Linux,10
22 ago 2019,Android,5
23 ago 2019,Android,27
23 ago 2019,Windows,45
23 ago 2019,Macintosh,1
23 ago 2019,iOS,1
24 ago 2019,Windows,9
24 ago 2019,Android,10
25 ago 2019,Windows,2
25 ago 2019,Android,7
26 ago 2019,iOS,1
26 ago 2019,Windows,28
26 ago 2019,Android,13
26 ago 2019,Linux,2
27 ago 2019,Android,24
27 ago 2019,iOS,1
27 ago 2019,Windows,78
28 ago 2019,Android,24
28 ago 2019,Windows,98
28 ago 2019,iOS,5
28 ago 2019,Linux,1
29 ago 2019,Linux,1
29 ago 2019,iOS,1
29 ago 2019,Android,4
29 ago 2019,Windows,35
30 ago 2019,Windows,34
30 ago 2019,Linux,17
30 ago 2019,Macintosh,3
30 ago 2019,iOS,1
30 ago 2019,Android,29
31 ago 2019,Windows,12
31 ago 2019,(not set),2
31 ago 2019,Android,17
1 sept 2019,(not set),1
1 sept 2019,Android,4
1 sept 2019,Windows,2
2 sept 2019,iOS,1
2 sept 2019,Android,2
2 sept 2019,Windows,13
2 sept 2019,Macintosh,14
3 sept 2019,Windows,14
3 sept 2019,Android,9
4 sept 2019,Macintosh,1
4 sept 2019,Android,67
4 sept 2019,Windows,24
5 sept 2019,Windows,24
5 sept 2019,Android,8
6 sept 2019,iOS,3
6 sept 2019,Windows,19
6 sept 2019,Android,24
7 sept 2019,Windows,15
7 sept 2019,Macintosh,1
7 sept 2019,Android,5
8 sept 2019,iOS,2
8 sept 2019,Android,9
8 sept 2019,Windows,1
9 sept 2019,Android,25
9 sept 2019,Macintosh,1
9 sept 2019,iOS,11
9 sept 2019,Windows,19
10 sept 2019,Windows,16
10 sept 2019,iOS,1
10 sept 2019,Android,7
10 sept 2019,Linux,4
11 sept 2019,Android,34
11 sept 2019,Windows,23
11 sept 2019,Linux,1
11 sept 2019,iOS,7
12 sept 2019,Windows,15
12 sept 2019,Android,14
12 sept 2019,iOS,7
13 sept 2019,Android,12
13 sept 2019,Macintosh,1
13 sept 2019,iOS,1
13 sept 2019,Windows,12
14 sept 2019,Android,21
14 sept 2019,Linux,2
14 sept 2019,Windows,9
14 sept 2019,Macintosh,2
15 sept 2019,Windows,4
15 sept 2019,Android,4
16 sept 2019,iOS,5
16 sept 2019,Android,12
16 sept 2019,Macintosh,9
16 sept 2019,Windows,91
17 sept 2019,iOS,2
17 sept 2019,Windows,241
17 sept 2019,Linux,18
17 sept 2019,Android,22
18 sept 2019,Android,60
18 sept 2019,Windows,37
19 sept 2019,iOS,4
19 sept 2019,Windows,71
19 sept 2019,Android,60
20 sept 2019,Tizen,1
20 sept 2019,Android,285
20 sept 2019,Linux,1
20 sept 2019,Windows,101
20 sept 2019,iOS,31
21 sept 2019,Linux,20
21 sept 2019,iOS,51
21 sept 2019,Macintosh,5
21 sept 2019,Android,307
21 sept 2019,Windows,53
22 sept 2019,Macintosh,2
22 sept 2019,Android,266
22 sept 2019,Linux,3
22 sept 2019,iOS,55
22 sept 2019,Windows,105
22 sept 2019,Tizen,1
23 sept 2019,Chrome OS,1
23 sept 2019,Windows,121
23 sept 2019,iOS,25
23 sept 2019,Tizen,2
23 sept 2019,Android,281
24 sept 2019,Linux,7
24 sept 2019,Windows,73
24 sept 2019,Android,246
24 sept 2019,iOS,24
24 sept 2019,Macintosh,5
25 sept 2019,Linux,3
25 sept 2019,Windows,54
25 sept 2019,Android,134
25 sept 2019,Macintosh,5
25 sept 2019,iOS,14
26 sept 2019,Macintosh,19
26 sept 2019,Linux,3
26 sept 2019,iOS,80
26 sept 2019,Android,202
26 sept 2019,Windows,122
27 sept 2019,iOS,9
27 sept 2019,(not set),8
27 sept 2019,Windows,34
27 sept 2019,Android,43
27 sept 2019,Chrome OS,1
28 sept 2019,Linux,1
28 sept 2019,Android,14
28 sept 2019,(not set),1
28 sept 2019,iOS,2
28 sept 2019,Windows,5
28 sept 2019,Macintosh,4
29 sept 2019,iOS,2
29 sept 2019,Windows,3
29 sept 2019,Android,11
30 sept 2019,iOS,9
30 sept 2019,Android,71
30 sept 2019,Windows,16
30 sept 2019,Windows Phone,1
1 oct 2019,iOS,6
1 oct 2019,Android,37
1 oct 2019,Windows,23
2 oct 2019,Chrome OS,2
2 oct 2019,Android,61
2 oct 2019,Linux,1
2 oct 2019,Windows,28
3 oct 2019,Linux,1
3 oct 2019,Chrome OS,1
3 oct 2019,Windows,19
3 oct 2019,Android,7
4 oct 2019,Android,10
4 oct 2019,iOS,1
4 oct 2019,Windows,13
5 oct 2019,Android,6
5 oct 2019,Windows,9
6 oct 2019,Windows,4
6 oct 2019,Android,2
7 oct 2019,Linux,2
7 oct 2019,Android,16
7 oct 2019,iOS,5
7 oct 2019,Windows,25
8 oct 2019,Android,14
8 oct 2019,iOS,2
8 oct 2019,Windows,103
9 oct 2019,Windows,14
9 oct 2019,Android,3
10 oct 2019,Windows,21
10 oct 2019,Linux,1
10 oct 2019,Android,9
11 oct 2019,Android,12
11 oct 2019,iOS,4
11 oct 2019,Linux,3
11 oct 2019,Macintosh,4
11 oct 2019,Windows,13
12 oct 2019,Android,6
12 oct 2019,Windows,2
12 oct 2019,iOS,5
13 oct 2019,Android,2
13 oct 2019,iOS,1
14 oct 2019,Android,24
14 oct 2019,Macintosh,5
14 oct 2019,iOS,1
14 oct 2019,Windows,9
15 oct 2019,Windows Phone,3
15 oct 2019,Windows,63
15 oct 2019,Android,11
15 oct 2019,iOS,4
16 oct 2019,Android,61
16 oct 2019,Linux,1
16 oct 2019,Windows,14
16 oct 2019,(not set),1
17 oct 2019,Android,8
17 oct 2019,(not set),9
17 oct 2019,iOS,1
17 oct 2019,Windows,125
18 oct 2019,Linux,2
18 oct 2019,Android,11
18 oct 2019,Windows,4
18 oct 2019,iOS,3
19 oct 2019,Android,10
19 oct 2019,Windows,4
20 oct 2019,iOS,1
20 oct 2019,Android,7
20 oct 2019,Linux,1
20 oct 2019,Windows,3
21 oct 2019,Android,17
21 oct 2019,Macintosh,1
21 oct 2019,Windows,14
22 oct 2019,iOS,2
22 oct 2019,Macintosh,1
22 oct 2019,Android,25
22 oct 2019,Windows,21
23 oct 2019,Windows,23
23 oct 2019,Android,24
23 oct 2019,Linux,11
23 oct 2019,Macintosh,15
24 oct 2019,Android,14
24 oct 2019,Windows,37
24 oct 2019,Linux,2
25 oct 2019,Macintosh,4
25 oct 2019,iOS,1
25 oct 2019,Windows,8
25 oct 2019,Android,16
26 oct 2019,Android,9
26 oct 2019,Windows,2
27 oct 2019,Android,6
28 oct 2019,Android,15
28 oct 2019,Windows,9
28 oct 2019,Linux,1
28 oct 2019,Macintosh,21
29 oct 2019,Linux,1
29 oct 2019,Windows,12
29 oct 2019,Android,11
30 oct 2019,Android,4
30 oct 2019,Linux,1
30 oct 2019,Windows,11
31 oct 2019,Android,4
31 oct 2019,Windows,8
1 nov 2019,Windows,18
1 nov 2019,Android,15
1 nov 2019,(not set),1
1 nov 2019,Linux,1
1 nov 2019,iOS,4
2 nov 2019,Windows,8
2 nov 2019,Android,10
2 nov 2019,Macintosh,3
3 nov 2019,Android,22
3 nov 2019,Windows,3
4 nov 2019,Windows,47
4 nov 2019,Macintosh,1
4 nov 2019,Android,22
4 nov 2019,Linux,4
4 nov 2019,iOS,5
5 nov 2019,Linux,4
5 nov 2019,Windows,16
5 nov 2019,Android,9
6 nov 2019,iOS,2
6 nov 2019,Android,5
6 nov 2019,Linux,2
6 nov 2019,Windows,4
7 nov 2019,Linux,3
7 nov 2019,Windows,20
7 nov 2019,iOS,4
7 nov 2019,Android,99
8 nov 2019,Android,83
8 nov 2019,Linux,6
8 nov 2019,Windows,29
9 nov 2019,Android,47
9 nov 2019,Linux,1
9 nov 2019,Windows,130
9 nov 2019,iOS,8
10 nov 2019,iOS,6
10 nov 2019,Android,81
10 nov 2019,Windows,11
11 nov 2019,Android,46
11 nov 2019,Linux,6
11 nov 2019,Windows,16
11 nov 2019,iOS,8
12 nov 2019,iOS,4
12 nov 2019,Android,33
12 nov 2019,Windows,13
13 nov 2019,Android,15
13 nov 2019,Windows,66
14 nov 2019,Android,27
14 nov 2019,(not set),1
14 nov 2019,Windows,3
15 nov 2019,Android,6
15 nov 2019,iOS,5
15 nov 2019,Windows,4
16 nov 2019,Android,7
16 nov 2019,Macintosh,2
16 nov 2019,iOS,1
17 nov 2019,Windows,5
17 nov 2019,Android,8
18 nov 2019,Macintosh,1
18 nov 2019,(not set),8
18 nov 2019,Windows,4
18 nov 2019,Android,20
19 nov 2019,Windows,29
19 nov 2019,Android,9
20 nov 2019,Windows,25
20 nov 2019,Android,14
21 nov 2019,Android,23
21 nov 2019,Linux,1
21 nov 2019,Windows,16
22 nov 2019,Windows,4
22 nov 2019,iOS,5
22 nov 2019,Android,13
23 nov 2019,Macintosh,1
23 nov 2019,Android,21
23 nov 2019,Windows,7
24 nov 2019,Windows,3
25 nov 2019,Linux,1
25 nov 2019,Android,3
25 nov 2019,Windows,4
26 nov 2019,Linux,1
26 nov 2019,Android,12
26 nov 2019,Windows,4
27 nov 2019,iOS,1
27 nov 2019,Windows,3
27 nov 2019,Linux,1
27 nov 2019,Android,4
28 nov 2019,iOS,1
28 nov 2019,Android,7
28 nov 2019,Windows,30
29 nov 2019,Windows,7
29 nov 2019,Android,26
29 nov 2019,Linux,1
29 nov 2019,iOS,1
30 nov 2019,Macintosh,1
30 nov 2019,Windows,8
30 nov 2019,(not set),1
30 nov 2019,Android,4
1 dic 2019,Android,10
2 dic 2019,Windows,13
2 dic 2019,Android,18
3 dic 2019,Macintosh,1
3 dic 2019,Android,6
3 dic 2019,Windows,34
3 dic 2019,iOS,1
4 dic 2019,Windows,16
4 dic 2019,Android,12
4 dic 2019,Linux,1
4 dic 2019,iOS,6
5 dic 2019,Android,3
5 dic 2019,Macintosh,1
5 dic 2019,Windows,3
5 dic 2019,iOS,1
6 dic 2019,Windows,13
6 dic 2019,iOS,1
6 dic 2019,Android,17
6 dic 2019,Macintosh,1
6 dic 2019,Linux,1
7 dic 2019,(not set),1
7 dic 2019,Macintosh,1
7 dic 2019,Android,8
7 dic 2019,Windows,4
8 dic 2019,Windows,1
8 dic 2019,Android,3
9 dic 2019,Macintosh,1
9 dic 2019,Android,2
9 dic 2019,Windows,6
9 dic 2019,(not set),1
9 dic 2019,Linux,1
10 dic 2019,Windows,17
10 dic 2019,Android,1
11 dic 2019,Windows,16
12 dic 2019,Windows,10
12 dic 2019,(not set),1
13 dic 2019,iOS,1
13 dic 2019,Linux,5
13 dic 2019,Android,1
13 dic 2019,Windows,4
14 dic 2019,Windows,14
14 dic 2019,(not set),2
14 dic 2019,Android,2
15 dic 2019,Android,3
15 dic 2019,Linux,1
15 dic 2019,Windows,4
16 dic 2019,Android,4
16 dic 2019,Linux,2
16 dic 2019,Windows,11
17 dic 2019,(not set),1
17 dic 2019,Linux,3
17 dic 2019,Android,3
17 dic 2019,Windows,8
18 dic 2019,Android,1
18 dic 2019,Windows,17
19 dic 2019,Android,2
19 dic 2019,Windows,21
19 dic 2019,(not set),8
20 dic 2019,Macintosh,1
20 dic 2019,Windows,12
20 dic 2019,Linux,1
20 dic 2019,iOS,2
21 dic 2019,Windows,5
21 dic 2019,Android,5
22 dic 2019,Android,3
22 dic 2019,Windows,2
23 dic 2019,(not set),1
23 dic 2019,Windows,15
23 dic 2019,Linux,3
24 dic 2019,Windows,1
25 dic 2019,Windows,1
26 dic 2019,Android,2
26 dic 2019,Windows,4
26 dic 2019,iOS,1
27 dic 2019,Windows,5
27 dic 2019,Android,2
27 dic 2019,Macintosh,1
27 dic 2019,iOS,1
28 dic 2019,Windows,1
28 dic 2019,Android,6
29 dic 2019,Windows,2
29 dic 2019,iOS,1
30 dic 2019,Windows,8
30 dic 2019,Android,5
31 dic 2019,Android,1
31 dic 2019,(not set),2
1 ene 2020,Windows,1
1 ene 2020,Android,1
2 ene 2020,Windows,41
2 ene 2020,Android,2
2 ene 2020,Linux,1
3 ene 2020,Android,4
3 ene 2020,Linux,3
3 ene 2020,Windows,28
3 ene 2020,iOS,1
4 ene 2020,Android,5
4 ene 2020,Windows,1
5 ene 2020,(not set),1
5 ene 2020,Windows,8
5 ene 2020,Android,14
6 ene 2020,Windows,26
6 ene 2020,Android,2
7 ene 2020,Windows,3
7 ene 2020,(not set),1
8 ene 2020,Windows,5
8 ene 2020,Android,32
8 ene 2020,iOS,1
9 ene 2020,Android,4
9 ene 2020,Windows,8
10 ene 2020,Windows,2
10 ene 2020,Macintosh,1
11 ene 2020,Windows,1
11 ene 2020,Android,8
12 ene 2020,Android,18
12 ene 2020,Windows,6
13 ene 2020,Android,3
13 ene 2020,Windows,4
14 ene 2020,Android,10
14 ene 2020,Windows,4
15 ene 2020,Windows,5
15 ene 2020,Linux,1
15 ene 2020,Android,3
16 ene 2020,Android,2
16 ene 2020,Windows,8
17 ene 2020,Android,1
17 ene 2020,Windows,4
18 ene 2020,Android,4
18 ene 2020,Windows,1
18 ene 2020,iOS,3
19 ene 2020,Android,2
20 ene 2020,Windows,2
20 ene 2020,Android,4
21 ene 2020,Android,70
21 ene 2020,Windows,15
22 ene 2020,(not set),8
22 ene 2020,Windows,1
22 ene 2020,Android,20
23 ene 2020,Windows,4
23 ene 2020,Android,4
24 ene 2020,Windows,3
24 ene 2020,Android,24
25 ene 2020,Android,11
25 ene 2020,iOS,2
25 ene 2020,(not set),1
25 ene 2020,Windows,2
26 ene 2020,Windows,2
27 ene 2020,Windows,10
28 ene 2020,Windows,6
28 ene 2020,Android,1
29 ene 2020,Macintosh,1
29 ene 2020,Android,5
29 ene 2020,Windows,7
30 ene 2020,Android,4
31 ene 2020,iOS,1
31 ene 2020,(not set),1
31 ene 2020,Linux,2
1 feb 2020,Macintosh,1
1 feb 2020,Android,5
1 feb 2020,iOS,1
1 feb 2020,Windows,5
2 feb 2020,Windows,4
3 feb 2020,Android,5
3 feb 2020,Windows,8
4 feb 2020,Linux,2
4 feb 2020,Android,3
4 feb 2020,Windows,4
5 feb 2020,Android,2
5 feb 2020,Windows,3
6 feb 2020,Windows,2
6 feb 2020,Android,1
7 feb 2020,Android,10
7 feb 2020,Macintosh,3
8 feb 2020,Windows,6
8 feb 2020,iOS,1
8 feb 2020,Android,28
9 feb 2020,Windows,4
9 feb 2020,Macintosh,1
9 feb 2020,Android,9
10 feb 2020,Windows,9
10 feb 2020,Android,21
11 feb 2020,Linux,3
11 feb 2020,Windows,10
11 feb 2020,Android,13
11 feb 2020,Macintosh,1
11 feb 2020,iOS,3
12 feb 2020,iOS,2
12 feb 2020,Windows,34
12 feb 2020,Android,18
13 feb 2020,Windows,30
13 feb 2020,(not set),3
13 feb 2020,Android,4
13 feb 2020,Linux,3
14 feb 2020,Android,4
14 feb 2020,Linux,1
14 feb 2020,Windows,2
14 feb 2020,iOS,1
15 feb 2020,iOS,1
15 feb 2020,(not set),2
15 feb 2020,Windows,2
15 feb 2020,Macintosh,1
15 feb 2020,Android,4
16 feb 2020,Macintosh,1
16 feb 2020,Windows,2
16 feb 2020,(not set),3
16 feb 2020,Android,2
17 feb 2020,Android,9
17 feb 2020,Windows,27
17 feb 2020,iOS,1
18 feb 2020,(not set),2
18 feb 2020,Windows,11
18 feb 2020,Android,4
19 feb 2020,(not set),4
19 feb 2020,Linux,3
19 feb 2020,Android,8
19 feb 2020,Windows,20
20 feb 2020,Windows,18
20 feb 2020,Android,4
20 feb 2020,(not set),7
21 feb 2020,(not set),2
21 feb 2020,iOS,1
21 feb 2020,Linux,2
21 feb 2020,Windows,28
21 feb 2020,Android,9
22 feb 2020,Android,1
22 feb 2020,Windows,2
22 feb 2020,iOS,1
22 feb 2020,(not set),4
23 feb 2020,Windows,3
23 feb 2020,(not set),4
23 feb 2020,Android,2
24 feb 2020,Android,1
24 feb 2020,Windows,4
25 feb 2020,Windows,7
25 feb 2020,Linux,1
25 feb 2020,Android,4
26 feb 2020,Android,12
26 feb 2020,Windows,6
27 feb 2020,Windows,3
27 feb 2020,Android,6
27 feb 2020,Linux,5
28 feb 2020,Linux,1
28 feb 2020,Windows,12
28 feb 2020,Android,4
29 feb 2020,Macintosh,5
29 feb 2020,Windows,4
29 feb 2020,Android,2
1 mar 2020,Windows,3
1 mar 2020,Android,1
2 mar 2020,Windows,23
2 mar 2020,Linux,4
2 mar 2020,Android,6
2 mar 2020,iOS,1
3 mar 2020,Android,13
3 mar 2020,Linux,1
3 mar 2020,Windows,21
3 mar 2020,iOS,4
4 mar 2020,Windows,38
4 mar 2020,Android,11
5 mar 2020,Windows,12
5 mar 2020,Android,3
6 mar 2020,Linux,2
6 mar 2020,iOS,2
6 mar 2020,Android,5
6 mar 2020,Windows,8
7 mar 2020,Windows,4
7 mar 2020,iOS,3
7 mar 2020,Android,3
8 mar 2020,Windows,9
8 mar 2020,Macintosh,2
8 mar 2020,Android,3
9 mar 2020,Android,5
9 mar 2020,Windows,22
10 mar 2020,Android,10
10 mar 2020,Windows,16
11 mar 2020,Windows,18
11 mar 2020,Linux,3
11 mar 2020,Android,15
12 mar 2020,Android,25
12 mar 2020,Windows,11
12 mar 2020,Macintosh,1
13 mar 2020,Android,9
13 mar 2020,Windows,7
14 mar 2020,Windows,5
14 mar 2020,Android,9
15 mar 2020,Android,9
15 mar 2020,Windows,2
16 mar 2020,Windows,7
16 mar 2020,Android,8
17 mar 2020,Windows,13
17 mar 2020,Android,3
18 mar 2020,Windows,12
18 mar 2020,Android,4
19 mar 2020,Windows,5
19 mar 2020,Android,5
20 mar 2020,Android,11
20 mar 2020,Windows,18
21 mar 2020,Windows,5
21 mar 2020,Android,10
22 mar 2020,Windows,28
22 mar 2020,Android,11
23 mar 2020,Android,10
23 mar 2020,Windows,5
23 mar 2020,Macintosh,1
24 mar 2020,Windows,15
24 mar 2020,iOS,1
24 mar 2020,Android,4
25 mar 2020,Windows,10
25 mar 2020,Android,4
26 mar 2020,Android,3
26 mar 2020,iOS,1
26 mar 2020,Linux,1
26 mar 2020,Windows,16
27 mar 2020,iOS,1
27 mar 2020,Android,3
27 mar 2020,Windows,17
27 mar 2020,Linux,49
28 mar 2020,Linux,137
28 mar 2020,Windows,9
28 mar 2020,Android,15
29 mar 2020,Windows,625
29 mar 2020,Macintosh,1
29 mar 2020,Linux,173
29 mar 2020,Android,196
29 mar 2020,iOS,19
30 mar 2020,Linux,21
30 mar 2020,Android,72
30 mar 2020,Macintosh,7
30 mar 2020,iOS,6
30 mar 2020,Windows,64
31 mar 2020,Linux,8
31 mar 2020,Windows,72
31 mar 2020,Android,161
31 mar 2020,Macintosh,3
31 mar 2020,iOS,8
1 abr 2020,Android,15
1 abr 2020,Macintosh,5
1 abr 2020,Windows,36
1 abr 2020,iOS,1
1 abr 2020,Linux,1
2 abr 2020,Android,51
2 abr 2020,Linux,12
2 abr 2020,Windows,83
2 abr 2020,Macintosh,9
3 abr 2020,Android,15
3 abr 2020,Windows,30
3 abr 2020,Linux,2
4 abr 2020,Android,7
4 abr 2020,Macintosh,14
4 abr 2020,Windows,74
4 abr 2020,iOS,1
5 abr 2020,Android,31
5 abr 2020,iOS,1
5 abr 2020,Windows,18
5 abr 2020,Macintosh,1
6 abr 2020,Windows,58
6 abr 2020,Android,9
7 abr 2020,Android,8
7 abr 2020,Windows,19
7 abr 2020,Linux,1
8 abr 2020,Android,32
8 abr 2020,Windows,16
8 abr 2020,Linux,2
9 abr 2020,Android,42
9 abr 2020,Windows,389
10 abr 2020,Android,54
10 abr 2020,iOS,1
10 abr 2020,Windows,6
11 abr 2020,Android,10
11 abr 2020,Windows,12
11 abr 2020,iOS,1
12 abr 2020,Windows,5
12 abr 2020,Android,13
13 abr 2020,Android,9
13 abr 2020,Windows,13
14 abr 2020,Linux,1
14 abr 2020,iOS,9
14 abr 2020,Windows,97
14 abr 2020,Macintosh,2
14 abr 2020,Android,22
15 abr 2020,Windows,34
15 abr 2020,Macintosh,5
15 abr 2020,iOS,2
15 abr 2020,Android,13
16 abr 2020,Windows,20
16 abr 2020,Linux,1
16 abr 2020,iOS,4
16 abr 2020,Android,10
17 abr 2020,iOS,2
17 abr 2020,Android,13
17 abr 2020,Linux,2
17 abr 2020,Macintosh,8
17 abr 2020,Windows,6
18 abr 2020,Android,20
18 abr 2020,Windows,11
18 abr 2020,iOS,3
19 abr 2020,Windows,3
19 abr 2020,Android,2
20 abr 2020,iOS,4
20 abr 2020,Android,22
20 abr 2020,Linux,1
20 abr 2020,Macintosh,2
20 abr 2020,Windows,11
21 abr 2020,Android,11
21 abr 2020,Windows,11
21 abr 2020,iOS,1
22 abr 2020,Windows,12
22 abr 2020,Linux,1
22 abr 2020,Android,9
23 abr 2020,Macintosh,1
23 abr 2020,Android,8
23 abr 2020,Linux,11
23 abr 2020,Windows,10
24 abr 2020,Chrome OS,7
24 abr 2020,Android,33
24 abr 2020,iOS,1
24 abr 2020,Windows,25
25 abr 2020,Windows,2
25 abr 2020,iOS,1
25 abr 2020,Android,6
26 abr 2020,Windows,6
26 abr 2020,iOS,4
26 abr 2020,Android,9
27 abr 2020,Windows,22
27 abr 2020,iOS,2
27 abr 2020,Android,11
27 abr 2020,Linux,2
28 abr 2020,Android,12
28 abr 2020,Macintosh,2
28 abr 2020,Linux,2
28 abr 2020,Windows,15
29 abr 2020,iOS,1
29 abr 2020,Linux,2
29 abr 2020,Android,15
29 abr 2020,Windows,11
30 abr 2020,Android,11
30 abr 2020,Windows,1
1 may 2020,Windows,14
1 may 2020,Android,28
1 may 2020,iOS,1
2 may 2020,Windows,4
2 may 2020,iOS,1
2 may 2020,Android,13
3 may 2020,Android,3
3 may 2020,Windows,17
4 may 2020,Android,6
4 may 2020,Windows,27
4 may 2020,Macintosh,2
5 may 2020,iOS,1
5 may 2020,Android,9
5 may 2020,Windows,20
6 may 2020,Windows,29
6 may 2020,Android,39
6 may 2020,iOS,3
7 may 2020,iOS,7
7 may 2020,Android,17
7 may 2020,Windows,22
8 may 2020,Tizen,5
8 may 2020,Linux,7
8 may 2020,Windows,225
8 may 2020,iOS,42
8 may 2020,Macintosh,6
8 may 2020,Android,127
9 may 2020,Windows,108
9 may 2020,Android,92
9 may 2020,iOS,3
10 may 2020,Android,20
10 may 2020,iOS,1
10 may 2020,Tizen,4
10 may 2020,Linux,2
10 may 2020,Windows,55
11 may 2020,Android,8
11 may 2020,Linux,1
11 may 2020,Windows,54
12 may 2020,Windows,36
12 may 2020,Android,20
13 may 2020,iOS,9
13 may 2020,Android,8
13 may 2020,Windows,9
14 may 2020,Android,7
14 may 2020,iOS,1
14 may 2020,Windows,19
15 may 2020,Android,3
15 may 2020,iOS,1
15 may 2020,Windows,21
16 may 2020,Windows,2
16 may 2020,iOS,1
16 may 2020,Android,13
17 may 2020,Windows,7
17 may 2020,Linux,1
17 may 2020,Android,1
17 may 2020,Macintosh,3
18 may 2020,Android,1
18 may 2020,Windows,25
