,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,smart tv,Categoría de dispositivo promedio,Categoría de dispositivo std,Android,Windows,iOS,Macintosh,Linux,Tizen,Windows Phone,Playstation 4,Sistema operativo (not set),Sistema operativo promedio,Sistema operativo std,Organic Search,Direct,Social,Referral,Organic Video,Unassigned,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
107,29 sept 2022,54,20,26,1.2,30,54,0,32,22,0,0,13.5,13.955285736952865,32,22,0,0,0,0,0,0,0,6.0,11.469767022723502,21.0,22.0,11.0,0.0,0.0,0.0,9.0,9.660917830792961
108,30 sept 2022,40,8,17,1.5384615384615383,20,35,5,11,29,0,0,10.0,11.853269591129697,10,29,1,0,0,0,0,0,0,4.4444444444444455,9.214856496273484,15.0,19.0,3.0,0.0,0.0,3.0,6.666666666666668,7.498147919467995
109,1 oct 2022,5,3,7,1.75,7,5,0,4,1,0,0,1.25,1.6393596310754999,4,1,0,0,0,0,0,0,0,0.5555555555555556,1.2570787221094182,1.0,3.0,1.0,0.0,0.0,0.0,0.8333333333333334,1.0671873729054748
110,2 oct 2022,8,5,6,1.0,6,2,6,5,3,0,0,2.0,2.1213203435596424,2,3,3,0,0,0,0,0,0,0.8888888888888888,1.2862041003100249,3.0,2.0,3.0,0.0,0.0,0.0,1.3333333333333333,1.3743685418725535
111,3 oct 2022,29,9,11,1.5,15,25,4,24,5,0,0,7.25,9.883698700385398,6,5,18,0,0,0,0,0,0,3.2222222222222223,5.691665988829199,7.0,11.0,11.0,0.0,0.0,0.0,4.833333333333333,5.013869652163773
112,4 oct 2022,30,12,17,1.5714285714285714,22,29,1,12,16,2,0,7.5,6.689544080129826,12,15,2,1,0,0,0,0,0,3.333333333333333,5.517648452415616,22.0,7.0,1.0,0.0,0.0,0.0,5.0,8.0
113,5 oct 2022,59,20,27,1.7272727272727273,38,58,1,51,8,0,0,14.75,21.182244923520265,51,8,0,0,0,0,0,0,0,6.5555555555555545,15.910242061927779,17.0,37.0,5.0,0.0,0.0,0.0,9.833333333333334,13.557490754396829
114,6 oct 2022,14,6,6,1.0,6,14,0,9,5,0,0,3.5,3.7749172176353754,9,5,0,0,0,0,0,0,0,1.5555555555555556,3.0590888662080444,10.0,4.0,0.0,0.0,0.0,0.0,2.333333333333333,3.7267799624996494
115,7 oct 2022,9,5,8,2.2,11,6,3,5,4,0,0,2.25,2.2776083947860752,5,4,0,0,0,0,0,0,0,1.0,1.8856180831641267,6.0,3.0,0.0,0.0,0.0,0.0,1.5,2.29128784747792
116,12 oct 2022,54,17,24,1.318181818181818,29,54,0,45,9,0,0,13.5,18.553975315279477,44,7,1,1,1,0,0,0,0,6.0,13.59738536958076,22.0,26.0,6.0,0.0,0.0,0.0,9.0,10.878112581387146
117,13 oct 2022,34,13,20,1.2777777777777777,23,30,4,22,12,0,0,8.5,9.205976319760984,22,12,0,0,0,0,0,0,0,3.7777777777777777,7.45024649521787,14.0,18.0,0.0,0.0,2.0,0.0,5.666666666666668,7.431165603202651
118,14 oct 2022,14,7,10,1.2222222222222223,11,8,6,9,5,0,0,3.5,3.7749172176353754,8,3,1,2,0,0,0,0,0,1.5555555555555556,2.4993826398226653,5.0,6.0,3.0,0.0,0.0,0.0,2.333333333333333,2.494438257849294
119,15 oct 2022,17,10,12,1.3,13,12,5,15,2,0,0,4.25,6.2599920127744575,15,2,0,0,0,0,0,0,0,1.8888888888888888,4.6772367066331535,2.0,15.0,0.0,0.0,0.0,0.0,2.833333333333333,5.489889697333535
120,16 oct 2022,8,5,6,1.2,6,5,3,6,2,0,0,2.0,2.449489742783178,5,2,1,0,0,0,0,0,0,0.8888888888888888,1.594744454934147,4.0,4.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.8856180831641267
121,17 oct 2022,9,8,9,1.1111111111111112,10,8,1,4,5,0,0,2.25,2.2776083947860752,3,4,1,1,0,0,0,0,0,1.0,1.4142135623730951,6.0,2.0,1.0,0.0,0.0,0.0,1.5,2.1408720964441885
122,18 oct 2022,22,8,10,1.0,10,22,0,13,9,0,0,5.5,5.678908345800274,13,9,0,0,0,0,0,0,0,2.4444444444444446,4.669311419877931,10.0,4.0,8.0,0.0,0.0,0.0,3.6666666666666665,4.068851871911233
123,19 oct 2022,52,22,28,1.32,33,29,23,41,11,0,0,13.0,16.777961735562517,26,10,15,1,0,0,0,0,0,5.777777777777778,8.828964677919524,10.0,39.0,2.0,1.0,0.0,0.0,8.666666666666666,13.996031183478012
124,20 oct 2022,27,9,14,1.25,15,27,0,13,14,0,0,6.75,6.759252917297888,12,14,1,0,0,0,0,0,0,3.0,5.374838498865699,16.0,11.0,0.0,0.0,0.0,0.0,4.5,6.5255906501506304
125,21 oct 2022,47,24,29,1.3076923076923077,34,45,2,34,13,0,0,11.75,13.899190623917637,26,12,8,0,1,0,0,0,0,5.222222222222221,8.429811883729181,16.0,31.0,0.0,0.0,0.0,0.0,7.833333333333332,11.894209608974535
126,22 oct 2022,23,14,15,1.0666666666666669,16,21,2,19,4,0,0,5.75,7.822243923581007,17,4,2,0,0,0,0,0,0,2.555555555555556,5.2728046745354105,5.0,17.0,1.0,0.0,0.0,0.0,3.8333333333333335,6.148622248565572
127,23 oct 2022,8,5,5,1.2,6,4,4,1,7,0,0,2.0,2.9154759474226504,1,3,0,3,1,0,0,0,0,0.8888888888888888,1.1967032904743342,6.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.2110831935702664
128,24 oct 2022,22,9,13,1.1538461538461535,15,20,2,6,16,0,0,5.5,6.5383484153110105,5,15,1,0,1,0,0,0,0,2.4444444444444446,4.69304712932064,15.0,7.0,0.0,0.0,0.0,0.0,3.6666666666666665,5.676462121975467
129,25 oct 2022,29,16,18,1.1666666666666667,21,26,3,13,16,0,0,7.25,7.327175444876423,7,14,6,0,2,0,0,0,0,3.2222222222222223,4.613453220450376,15.0,14.0,0.0,0.0,0.0,0.0,4.833333333333333,6.841458583924598
130,26 oct 2022,39,15,23,1.2380952380952381,26,26,13,21,18,0,0,9.75,9.807522622966516,18,17,3,0,1,0,0,0,0,4.333333333333333,7.102425250887505,21.0,16.0,2.0,0.0,0.0,0.0,6.5,8.636164272021077
131,27 oct 2022,24,11,14,1.0769230769230769,14,23,1,17,7,0,0,6.0,6.96419413859206,5,7,12,0,0,0,0,0,0,2.6666666666666665,4.136557881996952,12.0,12.0,0.0,0.0,0.0,0.0,4.0,5.656854249492381
132,28 oct 2022,19,9,10,1.2,12,18,1,5,14,0,0,4.75,5.717298313014637,5,14,0,0,0,0,0,0,0,2.1111111111111107,4.4831646670737815,13.0,6.0,0.0,0.0,0.0,0.0,3.1666666666666665,4.913134324327891
133,29 oct 2022,9,7,8,1.2857142857142858,9,7,2,5,4,0,0,2.25,2.2776083947860752,4,4,1,0,0,0,0,0,0,1.0,1.6329931618554518,4.0,3.0,2.0,0.0,0.0,0.0,1.5,1.6072751268321592
134,30 oct 2022,22,7,7,1.0,7,21,1,12,10,0,0,5.5,5.54526825320471,11,2,1,8,0,0,0,0,0,2.4444444444444446,3.8904758666692434,19.0,3.0,0.0,0.0,0.0,0.0,3.6666666666666665,6.944222218666552
135,31 oct 2022,20,9,13,1.1666666666666667,14,18,2,9,11,0,0,5.0,5.04975246918104,7,11,2,0,0,0,0,0,0,2.2222222222222223,3.7940824619919726,9.0,11.0,0.0,0.0,0.0,0.0,3.333333333333333,4.749268949591669
136,1 nov 2022,27,11,15,1.5,18,21,6,8,19,0,0,6.75,7.790218225441443,8,16,0,0,3,0,0,0,0,3.0,5.2493385826745405,9.0,16.0,1.0,1.0,0.0,0.0,4.5,6.020797289396148
137,2 nov 2022,44,15,22,1.3157894736842106,25,36,8,36,8,0,0,11.0,14.798648586948742,36,7,0,0,1,0,0,0,0,4.888888888888889,11.209563817903634,12.0,31.0,1.0,0.0,0.0,0.0,7.333333333333332,11.426091000668409
138,3 nov 2022,14,4,9,1.2857142857142858,9,14,0,8,6,0,0,3.5,3.570714214271425,8,6,0,0,0,0,0,0,0,1.5555555555555556,2.9481109247603547,1.0,11.0,2.0,0.0,0.0,0.0,2.333333333333333,3.944053188733077
139,4 nov 2022,6,5,6,1.2,6,4,2,3,3,0,0,1.5,1.5,3,3,0,0,0,0,0,0,0,0.6666666666666666,1.247219128924647,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.1547005383792517
140,5 nov 2022,4,3,4,1.3333333333333333,4,2,2,3,1,0,0,1.0,1.224744871391589,3,0,0,1,0,0,0,0,0,0.4444444444444444,0.955813918560292,1.0,2.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.7453559924999301
141,6 nov 2022,5,3,3,1.0,3,0,5,1,4,0,0,1.25,1.6393596310754999,1,4,0,0,0,0,0,0,0,0.5555555555555556,1.2570787221094182,5.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.8633899812498245
142,7 nov 2022,29,12,14,1.1538461538461535,15,27,2,21,8,0,0,7.25,8.5841423566947,21,6,0,1,1,0,0,0,0,3.2222222222222223,6.545189544454732,8.0,18.0,3.0,0.0,0.0,0.0,4.833333333333333,6.542595475463508
143,8 nov 2022,10,5,8,1.5,9,9,1,5,5,0,0,2.5,2.5,5,3,0,2,0,0,0,0,0,1.1111111111111112,1.7284832429004495,4.0,6.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.42670329642684
144,9 nov 2022,44,24,28,1.2692307692307692,33,40,4,36,8,0,0,11.0,14.798648586948742,35,8,0,0,0,0,1,0,0,4.888888888888889,10.928499383054936,3.0,41.0,0.0,0.0,0.0,0.0,7.333333333333332,15.09598916563234
145,10 nov 2022,17,6,11,1.6666666666666667,15,17,0,14,3,0,0,4.25,5.7608593109014565,14,2,0,0,1,0,0,0,0,1.8888888888888888,4.331908597692872,1.0,16.0,0.0,0.0,0.0,0.0,2.833333333333333,5.89962334014262
146,11 nov 2022,17,6,9,1.375,11,16,1,13,4,0,0,4.25,5.3091901453988255,13,4,0,0,0,0,0,0,0,1.8888888888888888,4.1216082202203115,11.0,6.0,0.0,0.0,0.0,0.0,2.833333333333333,4.258977446393547
147,12 nov 2022,11,8,9,1.1111111111111112,10,9,2,4,7,0,0,2.75,2.9474565306378993,4,7,0,0,0,0,0,0,0,1.2222222222222223,2.393406580948669,6.0,5.0,0.0,0.0,0.0,0.0,1.8333333333333333,2.608745973749755
148,13 nov 2022,6,2,5,2.0,6,5,1,6,0,0,0,1.5,2.598076211353316,6,0,0,0,0,0,0,0,0,0.6666666666666666,1.8856180831641265,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.4142135623730951
149,14 nov 2022,17,12,13,1.1666666666666667,14,16,1,8,9,0,0,4.25,4.264680527307995,8,6,0,0,3,0,0,0,0,1.8888888888888888,2.922876986214645,5.0,8.0,3.0,1.0,0.0,0.0,2.833333333333333,2.9107081994288304
150,15 nov 2022,18,10,12,1.0909090909090908,12,16,2,12,6,0,0,4.5,4.9749371855331,7,6,5,0,0,0,0,0,0,2.0,2.867441755680876,6.0,3.0,8.0,1.0,0.0,0.0,3.0,3.055050463303893
151,16 nov 2022,25,12,14,1.4166666666666667,17,19,6,12,13,0,0,6.25,6.2599920127744575,10,13,2,0,0,0,0,0,0,2.7777777777777777,4.7557632353405985,15.0,3.0,6.0,1.0,0.0,0.0,4.166666666666667,5.273097339852125
152,17 nov 2022,20,9,12,1.3636363636363635,15,18,2,16,4,0,0,5.0,6.5574385243019995,16,4,0,0,0,0,0,0,0,2.2222222222222223,5.028314888437673,9.0,11.0,0.0,0.0,0.0,0.0,3.333333333333333,4.749268949591669
153,18 nov 2022,26,13,17,1.125,18,25,1,19,7,0,0,6.5,7.762087348130013,12,7,7,0,0,0,0,0,0,2.888888888888889,4.306182750016911,7.0,8.0,11.0,0.0,0.0,0.0,4.333333333333333,4.496912521077347
154,19 nov 2022,25,13,14,1.0714285714285714,15,24,1,23,2,0,0,6.25,9.705024471890836,22,2,1,0,0,0,0,0,0,2.7777777777777777,6.827685109216541,2.0,23.0,0.0,0.0,0.0,0.0,4.166666666666667,8.454124568648265
155,20 nov 2022,12,8,8,1.0,8,11,1,10,2,0,0,3.0,4.123105625617661,10,2,0,0,0,0,0,0,0,1.3333333333333333,3.1269438398822853,9.0,3.0,0.0,0.0,0.0,0.0,2.0,3.3166247903554
156,21 nov 2022,11,7,10,1.5714285714285714,11,8,3,7,4,0,0,2.75,2.9474565306378993,7,2,0,0,2,0,0,0,0,1.2222222222222223,2.199887763691481,6.0,5.0,0.0,0.0,0.0,0.0,1.8333333333333333,2.608745973749755
157,22 nov 2022,13,9,12,1.3333333333333333,12,10,3,12,1,0,0,3.25,5.068283733178324,11,1,0,0,0,0,1,0,0,1.4444444444444444,3.4029761846919007,4.0,5.0,2.0,2.0,0.0,0.0,2.1666666666666665,1.8633899812498247
158,23 nov 2022,64,24,26,1.2307692307692308,32,63,1,48,16,0,0,16.0,19.595917942265423,48,16,0,0,0,0,0,0,0,7.111111111111112,15.29302269696467,14.0,50.0,0.0,0.0,0.0,0.0,10.666666666666666,18.31817555204545
159,24 nov 2022,10,6,9,1.4285714285714286,10,9,1,4,6,0,0,2.5,2.598076211353316,4,6,0,0,0,0,0,0,0,1.1111111111111112,2.1314806770278762,5.0,3.0,1.0,1.0,0.0,0.0,1.6666666666666667,1.7950549357115015
160,25 nov 2022,9,1,4,1.6666666666666667,5,9,0,8,1,0,0,2.25,3.344772040064913,8,1,0,0,0,0,0,0,0,1.0,2.494438257849294,0.0,9.0,0.0,0.0,0.0,0.0,1.5,3.3541019662496847
161,26 nov 2022,25,17,18,1.1176470588235294,19,19,6,19,6,0,0,6.25,7.758060324591451,14,5,5,0,1,0,0,0,0,2.7777777777777777,4.441665798068152,4.0,19.0,0.0,2.0,0.0,0.0,4.166666666666667,6.7925612907716095
162,27 nov 2022,2,0,2,,2,1,1,2,0,0,0,0.5,0.8660254037844386,2,0,0,0,0,0,0,0,0,0.2222222222222222,0.6285393610547091,0.0,2.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7453559924999298
163,28 nov 2022,22,7,10,1.5714285714285714,11,15,7,11,11,0,0,5.5,5.5,4,11,7,0,0,0,0,0,0,2.4444444444444446,3.8329307357022975,17.0,5.0,0.0,0.0,0.0,0.0,3.6666666666666665,6.236095644623236
164,29 nov 2022,9,5,8,1.3333333333333333,8,9,0,6,3,0,0,2.25,2.48746859276655,5,3,1,0,0,0,0,0,0,1.0,1.699673171197595,5.0,4.0,0.0,0.0,0.0,0.0,1.5,2.1408720964441885
165,30 nov 2022,18,6,10,1.25,10,16,2,15,2,1,0,4.5,6.103277807866851,15,2,1,0,0,0,0,0,0,2.0,4.642796092394708,4.0,9.0,4.0,1.0,0.0,0.0,3.0,3.1622776601683795
166,1 dic 2022,22,14,17,1.125,18,20,2,9,13,0,0,5.5,5.678908345800274,8,13,1,0,0,0,0,0,0,2.4444444444444446,4.474895681244949,10.0,10.0,1.0,1.0,0.0,0.0,3.6666666666666665,4.496912521077347
167,2 dic 2022,3,2,3,1.0,3,3,0,0,3,0,0,0.75,1.299038105676658,0,3,0,0,0,0,0,0,0,0.3333333333333333,0.9428090415820632,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.7637626158259734
168,3 dic 2022,9,5,5,1.0,5,6,3,5,4,0,0,2.25,2.2776083947860752,5,1,0,3,0,0,0,0,0,1.0,1.699673171197595,4.0,2.0,0.0,3.0,0.0,0.0,1.5,1.6072751268321592
169,4 dic 2022,20,4,5,1.25,5,17,3,3,17,0,0,5.0,7.035623639735143,3,17,0,0,0,0,0,0,0,2.2222222222222223,5.307809294442751,18.0,2.0,0.0,0.0,0.0,0.0,3.333333333333333,6.599663291074443
170,5 dic 2022,11,7,8,1.0,8,10,1,3,8,0,0,2.75,3.2691742076555053,1,8,2,0,0,0,0,0,0,1.2222222222222223,2.4845199749997664,4.0,6.0,0.0,1.0,0.0,0.0,1.8333333333333333,2.3392781412697
171,6 dic 2022,27,4,5,1.2,6,25,2,2,25,0,0,6.75,10.568230693924123,2,25,0,0,0,0,0,0,0,3.0,7.803133273813082,26.0,1.0,0.0,0.0,0.0,0.0,4.5,9.622023349240708
172,7 dic 2022,23,12,15,1.2142857142857142,17,18,5,12,11,0,0,5.75,5.7608593109014565,12,9,0,0,2,0,0,0,0,2.555555555555556,4.348974620173538,15.0,7.0,1.0,0.0,0.0,0.0,3.8333333333333335,5.580223014261071
173,8 dic 2022,10,7,9,1.125,9,9,1,7,3,0,0,2.5,2.8722813232690143,7,1,0,2,0,0,0,0,0,1.1111111111111112,2.1829869671542785,2.0,7.0,1.0,0.0,0.0,0.0,1.6666666666666667,2.494438257849294
174,9 dic 2022,3,2,2,1.0,2,1,2,1,2,0,0,0.75,0.82915619758885,1,2,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,2.0,0.0,0.0,0.5,0.7637626158259734
175,10 dic 2022,7,7,7,1.0,7,4,3,2,5,0,0,1.75,2.0463381929681126,2,4,0,0,1,0,0,0,0,0.7777777777777778,1.314684396244359,0.0,7.0,0.0,0.0,0.0,0.0,1.1666666666666667,2.608745973749756
176,11 dic 2022,3,2,2,1.0,2,2,1,3,0,0,0,0.75,1.299038105676658,3,0,0,0,0,0,0,0,0,0.3333333333333333,0.9428090415820632,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7637626158259734
177,12 dic 2022,16,11,12,1.0,12,13,3,5,11,0,0,4.0,4.527692569068709,5,8,0,0,3,0,0,0,0,1.7777777777777777,2.779999111821512,10.0,5.0,1.0,0.0,0.0,0.0,2.6666666666666665,3.7267799624996494
178,13 dic 2022,6,4,6,1.0,6,6,0,0,6,0,0,1.5,2.598076211353316,0,6,0,0,0,0,0,0,0,0.6666666666666666,1.8856180831641265,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.1547005383792517
179,14 dic 2022,6,5,5,1.0,5,4,2,3,3,0,0,1.5,1.5,3,3,0,0,0,0,0,0,0,0.6666666666666666,1.247219128924647,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951
180,15 dic 2022,12,5,7,1.1428571428571428,8,9,3,3,9,0,0,3.0,3.6742346141747673,3,8,0,0,1,0,0,0,0,1.3333333333333333,2.5385910352879693,3.0,7.0,0.0,1.0,1.0,0.0,2.0,2.449489742783178
181,16 dic 2022,9,5,6,1.1666666666666667,7,9,0,4,5,0,0,2.25,2.2776083947860752,4,5,0,0,0,0,0,0,0,1.0,1.8856180831641267,5.0,3.0,1.0,0.0,0.0,0.0,1.5,1.8929694486000912
182,17 dic 2022,5,4,4,1.0,4,3,2,4,1,0,0,1.25,1.6393596310754999,4,1,0,0,0,0,0,0,0,0.5555555555555556,1.2570787221094182,1.0,4.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.462494064565354
183,18 dic 2022,1,0,1,1.0,1,1,0,1,0,0,0,0.25,0.4330127018922193,1,0,0,0,0,0,0,0,0,0.1111111111111111,0.3142696805273545,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3726779962499649
184,19 dic 2022,20,11,12,1.0833333333333333,13,15,5,3,17,0,0,5.0,7.035623639735143,3,15,0,1,1,0,0,0,0,2.2222222222222223,4.613453220450377,13.0,6.0,0.0,1.0,0.0,0.0,3.333333333333333,4.818944098266988
185,20 dic 2022,5,3,3,1.0,3,5,0,5,0,0,0,1.25,2.165063509461097,5,0,0,0,0,0,0,0,0,0.5555555555555556,1.5713484026367726,3.0,2.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.21335164821342
186,21 dic 2022,4,2,2,1.0,2,4,0,1,3,0,0,1.0,1.224744871391589,1,3,0,0,0,0,0,0,0,0.4444444444444444,0.955813918560292,4.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.4907119849998596
187,22 dic 2022,3,1,3,2.0,4,3,0,2,1,0,0,0.75,0.82915619758885,2,0,0,0,1,0,0,0,0,0.3333333333333333,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.5,1.118033988749895
188,23 dic 2022,3,2,3,1.5,3,2,1,2,1,0,0,0.75,0.82915619758885,2,0,0,0,1,0,0,0,0,0.3333333333333333,0.6666666666666666,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.7637626158259734
189,24 dic 2022,2,2,2,1.0,2,1,1,1,1,0,0,0.5,0.5,0,0,0,1,0,1,0,0,0,0.2222222222222222,0.41573970964154905,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317
190,25 dic 2022,4,3,4,1.3333333333333333,4,4,0,3,1,0,0,1.0,1.224744871391589,3,1,0,0,0,0,0,0,0,0.4444444444444444,0.955813918560292,1.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1055415967851332
191,26 dic 2022,3,3,4,1.3333333333333333,4,2,1,1,2,0,0,0.75,0.82915619758885,1,1,0,1,0,0,0,0,0,0.3333333333333333,0.4714045207910317,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7637626158259734
192,27 dic 2022,3,2,3,1.5,3,2,1,2,0,1,0,0.75,0.82915619758885,2,0,1,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7637626158259734
193,28 dic 2022,1,1,1,1.0,1,1,0,0,1,0,0,0.25,0.4330127018922193,0,1,0,0,0,0,0,0,0,0.1111111111111111,0.3142696805273545,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3726779962499649
194,29 dic 2022,2,2,2,1.0,2,1,1,1,1,0,0,0.5,0.5,1,1,0,0,0,0,0,0,0,0.2222222222222222,0.41573970964154905,2.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7453559924999298
195,30 dic 2022,4,4,5,1.25,5,3,1,3,0,1,0,1.0,1.224744871391589,4,0,0,0,0,0,0,0,0,0.4444444444444444,1.2570787221094182,1.0,2.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.7453559924999301
196,31 dic 2022,2,2,2,1.0,2,2,0,1,1,0,0,0.5,0.5,1,1,0,0,0,0,0,0,0,0.2222222222222222,0.41573970964154905,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.4714045207910317
197,1 ene 2023,2,1,1,1.0,1,2,0,2,0,0,0,0.5,0.8660254037844386,2,0,0,0,0,0,0,0,0,0.2222222222222222,0.6285393610547091,2.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7453559924999298
198,2 ene 2023,4,2,2,1.0,2,4,0,0,4,0,0,1.0,1.7320508075688772,0,4,0,0,0,0,0,0,0,0.4444444444444444,1.2570787221094182,4.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.4907119849998596
199,3 ene 2023,3,1,2,2.0,2,3,0,0,3,0,0,0.75,1.299038105676658,0,3,0,0,0,0,0,0,0,0.3333333333333333,0.9428090415820632,0.0,3.0,0.0,0.0,0.0,0.0,0.5,1.118033988749895
200,4 ene 2023,8,4,6,1.2,6,8,0,7,1,0,0,2.0,2.9154759474226504,6,1,1,0,0,0,0,0,0,0.8888888888888888,1.8525924445036737,3.0,5.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.9720265943665387
201,5 ene 2023,2,2,2,1.0,2,2,0,1,1,0,0,0.5,0.5,0,1,0,0,0,1,0,0,0,0.2222222222222222,0.41573970964154905,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4714045207910317
202,6 ene 2023,3,3,3,1.0,3,3,0,3,0,0,0,0.75,1.299038105676658,3,0,0,0,0,0,0,0,0,0.3333333333333333,0.9428090415820632,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7637626158259734
203,7 ene 2023,2,2,2,1.0,2,1,1,2,0,0,0,0.5,0.8660254037844386,1,0,1,0,0,0,0,0,0,0.2222222222222222,0.41573970964154905,0.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.4714045207910317
204,8 ene 2023,6,3,3,1.0,3,4,2,6,0,0,0,1.5,2.598076211353316,6,0,0,0,0,0,0,0,0,0.6666666666666666,1.8856180831641265,0.0,3.0,0.0,3.0,0.0,0.0,1.0,1.4142135623730951
205,9 ene 2023,5,4,4,1.0,4,2,3,1,4,0,0,1.25,1.6393596310754999,1,3,0,1,0,0,0,0,0,0.5555555555555556,0.955813918560292,4.0,1.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.462494064565354
206,10 ene 2023,1,1,1,1.0,1,0,1,0,1,0,0,0.25,0.4330127018922193,0,1,0,0,0,0,0,0,0,0.1111111111111111,0.3142696805273545,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3726779962499649
207,11 ene 2023,1,1,1,1.0,1,0,1,0,1,0,0,0.25,0.4330127018922193,0,1,0,0,0,0,0,0,0,0.1111111111111111,0.3142696805273545,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3726779962499649
208,13 ene 2023,6,3,3,1.6666666666666667,5,2,4,6,0,0,0,1.5,2.598076211353316,6,0,0,0,0,0,0,0,0,0.6666666666666666,1.8856180831641265,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.8257418583505536
209,14 ene 2023,3,3,3,1.0,3,3,0,2,1,0,0,0.75,0.82915619758885,2,1,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,2.0,0.0,1.0,0.0,0.0,0.5,0.7637626158259734
210,15 ene 2023,2,1,1,2.0,2,2,0,2,0,0,0,0.5,0.8660254037844386,2,0,0,0,0,0,0,0,0,0.2222222222222222,0.6285393610547091,2.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7453559924999298
211,16 ene 2023,4,3,3,1.0,3,3,1,1,3,0,0,1.0,1.224744871391589,1,3,0,0,0,0,0,0,0,0.4444444444444444,0.955813918560292,1.0,0.0,2.0,1.0,0.0,0.0,0.6666666666666666,0.7453559924999299
212,17 ene 2023,2,1,1,1.0,1,0,2,0,2,0,0,0.5,0.8660254037844386,0,2,0,0,0,0,0,0,0,0.2222222222222222,0.6285393610547091,2.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7453559924999298
213,18 ene 2023,3,1,2,1.0,2,1,2,0,3,0,0,0.75,1.299038105676658,0,3,0,0,0,0,0,0,0,0.3333333333333333,0.9428090415820632,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.7637626158259734
214,19 ene 2023,1,1,1,1.0,1,0,1,0,1,0,0,0.25,0.4330127018922193,0,0,0,1,0,0,0,0,0,0.1111111111111111,0.3142696805273545,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3726779962499649
215,20 ene 2023,3,3,3,1.0,3,2,1,3,0,0,0,0.75,1.299038105676658,3,0,0,0,0,0,0,0,0,0.3333333333333333,0.9428090415820632,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7637626158259734
216,21 ene 2023,6,5,6,1.0,6,4,2,4,2,0,0,1.5,1.6583123951777,3,1,0,0,1,1,0,0,0,0.6666666666666666,0.9428090415820632,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
217,22 ene 2023,3,2,2,1.0,2,3,0,2,1,0,0,0.75,0.82915619758885,2,1,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,2.0,0.0,0.0,1.0,0.0,0.0,0.5,0.7637626158259734
218,23 ene 2023,1,1,1,1.0,1,1,0,0,1,0,0,0.25,0.4330127018922193,0,1,0,0,0,0,0,0,0,0.1111111111111111,0.3142696805273545,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3726779962499649
