Fecha,Grupo de canales predeterminado de la sesión,Vistas
3 jun 2023,Organic Search,36
3 jun 2023,Organic Social,15
3 jun 2023,Referral,1
4 jun 2023,Organic Search,31
4 jun 2023,Direct,17
4 jun 2023,Organic Social,8
4 jun 2023,Organic Video,1
5 jun 2023,Organic Search,22
5 jun 2023,Direct,20
5 jun 2023,Organic Social,4
5 jun 2023,Referral,3
5 jun 2023,Unassigned,1
6 jun 2023,Organic Search,33
6 jun 2023,Direct,28
6 jun 2023,Organic Social,2
6 jun 2023,Referral,1
7 jun 2023,Organic Social,6
7 jun 2023,Direct,10
7 jun 2023,Organic Search,29
7 jun 2023,Organic Video,2
8 jun 2023,Organic Search,43
8 jun 2023,Direct,23
8 jun 2023,Organic Social,5
8 jun 2023,Unassigned,4
9 jun 2023,Organic Search,21
9 jun 2023,Direct,10
9 jun 2023,Organic Social,1
10 jun 2023,Organic Social,7
10 jun 2023,Referral,11
10 jun 2023,Organic Search,34
10 jun 2023,Direct,6
11 jun 2023,Organic Search,24
11 jun 2023,Direct,9
11 jun 2023,Organic Social,1
11 jun 2023,Referral,1
12 jun 2023,Organic Search,34
12 jun 2023,Direct,8
12 jun 2023,Unassigned,2
13 jun 2023,Organic Search,27
13 jun 2023,Direct,26
13 jun 2023,Referral,4
14 jun 2023,Direct,27
14 jun 2023,Organic Search,52
14 jun 2023,Organic Social,2
14 jun 2023,Referral,1
15 jun 2023,Organic Search,45
15 jun 2023,Direct,19
15 jun 2023,Organic Social,6
15 jun 2023,Referral,4
16 jun 2023,Direct,9
16 jun 2023,Organic Search,4
21 jun 2023,Organic Search,24
21 jun 2023,Direct,23
21 jun 2023,Organic Social,8
21 jun 2023,Referral,2
22 jun 2023,Organic Search,15
22 jun 2023,Direct,6
23 jun 2023,Direct,87
23 jun 2023,Organic Search,35
23 jun 2023,Referral,1
23 jun 2023,Unassigned,1
24 jun 2023,Organic Search,29
24 jun 2023,Direct,15
24 jun 2023,Referral,3
24 jun 2023,Organic Social,1
25 jun 2023,Organic Search,15
25 jun 2023,Direct,7
25 jun 2023,Unassigned,2
26 jun 2023,Direct,8
26 jun 2023,Organic Search,21
26 jun 2023,Organic Social,3
27 jun 2023,Direct,36
27 jun 2023,Organic Search,14
27 jun 2023,Organic Social,5
27 jun 2023,Referral,2
28 jun 2023,Organic Search,19
28 jun 2023,Organic Social,11
28 jun 2023,Direct,7
28 jun 2023,Unassigned,0
29 jun 2023,Direct,10
29 jun 2023,Organic Social,12
29 jun 2023,Organic Search,27
29 jun 2023,Unassigned,3
30 jun 2023,Referral,25
30 jun 2023,Direct,18
30 jun 2023,Organic Search,13
30 jun 2023,Organic Social,4
1 jul 2023,Organic Search,20
1 jul 2023,Organic Social,10
1 jul 2023,Direct,6
1 jul 2023,Referral,2
2 jul 2023,Organic Search,12
2 jul 2023,Referral,5
2 jul 2023,Direct,1
3 jul 2023,Organic Search,29
3 jul 2023,Referral,107
3 jul 2023,Direct,16
3 jul 2023,Organic Social,5
4 jul 2023,Referral,55
4 jul 2023,Organic Search,37
4 jul 2023,Direct,18
4 jul 2023,Unassigned,0
5 jul 2023,Organic Search,27
5 jul 2023,Direct,16
5 jul 2023,Referral,5
5 jul 2023,Unassigned,5
6 jul 2023,Organic Social,2
6 jul 2023,Direct,19
6 jul 2023,Organic Search,32
7 jul 2023,Organic Search,22
7 jul 2023,Direct,8
7 jul 2023,Organic Social,2
8 jul 2023,Organic Search,33
8 jul 2023,Direct,6
8 jul 2023,Referral,3
8 jul 2023,Organic Social,2
9 jul 2023,Organic Search,17
9 jul 2023,Direct,4
10 jul 2023,Direct,9
10 jul 2023,Organic Search,9
11 jul 2023,Organic Search,31
11 jul 2023,Direct,7
12 jul 2023,Organic Search,7
12 jul 2023,Direct,7
12 jul 2023,Organic Social,1
13 jul 2023,Organic Search,25
13 jul 2023,Direct,4
13 jul 2023,Referral,2
14 jul 2023,Direct,9
14 jul 2023,Organic Search,8
15 jul 2023,Organic Search,33
15 jul 2023,Direct,6
15 jul 2023,Referral,4
16 jul 2023,Organic Search,50
16 jul 2023,Direct,7
17 jul 2023,Organic Search,8
17 jul 2023,Direct,6
17 jul 2023,Organic Video,5
17 jul 2023,Referral,3
18 jul 2023,Organic Search,28
18 jul 2023,Direct,6
18 jul 2023,Referral,1
19 jul 2023,Organic Search,5
19 jul 2023,Direct,3
19 jul 2023,Referral,1
19 jul 2023,Unassigned,0
20 jul 2023,Organic Search,7
20 jul 2023,Direct,6
21 jul 2023,Organic Search,3
21 jul 2023,Direct,2
21 jul 2023,Unassigned,0
22 jul 2023,Direct,14
22 jul 2023,Organic Search,11
22 jul 2023,Referral,1
23 jul 2023,Organic Search,18
23 jul 2023,Direct,3
23 jul 2023,Organic Social,1
23 jul 2023,Referral,1
24 jul 2023,Organic Search,53
24 jul 2023,Direct,18
24 jul 2023,Referral,3
25 jul 2023,Organic Search,41
25 jul 2023,Direct,10
25 jul 2023,Referral,8
25 jul 2023,Organic Social,2
26 jul 2023,Organic Search,26
26 jul 2023,Referral,13
26 jul 2023,Direct,11
26 jul 2023,Organic Social,5
26 jul 2023,Unassigned,0
27 jul 2023,Organic Social,2
27 jul 2023,Referral,20
27 jul 2023,Direct,11
27 jul 2023,Organic Search,29
27 jul 2023,Unassigned,1
28 jul 2023,Organic Search,18
28 jul 2023,Direct,10
28 jul 2023,Referral,5
28 jul 2023,Unassigned,0
29 jul 2023,Organic Search,32
29 jul 2023,Direct,23
29 jul 2023,Organic Social,6
29 jul 2023,Referral,5
30 jul 2023,Direct,27
30 jul 2023,Organic Search,9
30 jul 2023,Organic Social,2
31 jul 2023,Organic Search,30
31 jul 2023,Direct,29
31 jul 2023,Organic Social,6
31 jul 2023,Organic Video,4
31 jul 2023,Referral,1
31 jul 2023,Unassigned,0
1 ago 2023,Direct,129
1 ago 2023,Organic Search,62
1 ago 2023,Referral,15
1 ago 2023,Organic Social,9
1 ago 2023,Unassigned,0
2 ago 2023,Direct,63
2 ago 2023,Organic Search,48
2 ago 2023,Referral,5
2 ago 2023,Organic Social,2
2 ago 2023,Unassigned,0
3 ago 2023,Organic Search,25
3 ago 2023,Direct,10
3 ago 2023,Organic Social,4
3 ago 2023,Referral,4
3 ago 2023,Unassigned,0
4 ago 2023,Organic Search,15
4 ago 2023,Direct,11
4 ago 2023,Organic Social,5
4 ago 2023,Unassigned,0
5 ago 2023,Organic Search,32
5 ago 2023,Direct,7
5 ago 2023,Organic Social,1
5 ago 2023,Unassigned,0
6 ago 2023,Organic Search,11
6 ago 2023,Direct,4
6 ago 2023,Referral,1
6 ago 2023,Unassigned,0
7 ago 2023,Organic Search,43
7 ago 2023,Direct,29
7 ago 2023,Organic Social,1
7 ago 2023,Unassigned,0
8 ago 2023,Unassigned,0
8 ago 2023,Direct,10
8 ago 2023,Organic Social,10
8 ago 2023,Organic Video,1
8 ago 2023,Organic Search,21
9 ago 2023,Organic Search,44
9 ago 2023,Direct,30
9 ago 2023,Organic Social,27
9 ago 2023,Referral,1
9 ago 2023,Unassigned,0
10 ago 2023,Organic Search,51
10 ago 2023,Direct,31
10 ago 2023,Organic Social,4
10 ago 2023,Unassigned,0
11 ago 2023,Organic Search,25
11 ago 2023,Direct,14
11 ago 2023,Organic Social,1
11 ago 2023,Unassigned,0
12 ago 2023,Organic Search,30
12 ago 2023,Direct,17
12 ago 2023,Referral,1
13 ago 2023,Organic Search,16
13 ago 2023,Direct,9
14 ago 2023,Organic Search,45
14 ago 2023,Referral,7
14 ago 2023,Direct,6
14 ago 2023,Unassigned,2
14 ago 2023,Organic Social,1
15 ago 2023,Organic Search,59
15 ago 2023,Direct,12
15 ago 2023,Unassigned,0
16 ago 2023,Organic Search,41
16 ago 2023,Organic Social,20
16 ago 2023,Direct,9
16 ago 2023,Referral,4
17 ago 2023,Direct,44
17 ago 2023,Organic Search,33
17 ago 2023,Organic Social,5
17 ago 2023,Unassigned,0
18 ago 2023,Organic Search,48
18 ago 2023,Direct,16
18 ago 2023,Unassigned,0
19 ago 2023,Organic Search,34
19 ago 2023,Direct,25
19 ago 2023,Organic Social,6
20 ago 2023,Direct,11
20 ago 2023,Organic Search,8
20 ago 2023,Referral,2
20 ago 2023,Organic Social,1
20 ago 2023,Unassigned,0
21 ago 2023,Organic Search,12
21 ago 2023,Organic Social,5
21 ago 2023,Direct,2
21 ago 2023,Referral,2
21 ago 2023,Unassigned,0
22 ago 2023,Organic Search,34
22 ago 2023,Direct,12
22 ago 2023,Unassigned,0
23 ago 2023,Direct,41
23 ago 2023,Organic Search,30
23 ago 2023,Organic Social,11
23 ago 2023,Unassigned,0
24 ago 2023,Direct,98
24 ago 2023,Organic Search,58
24 ago 2023,Organic Social,24
25 ago 2023,Organic Search,32
25 ago 2023,Direct,6
25 ago 2023,Organic Social,1
25 ago 2023,Unassigned,0
26 ago 2023,Organic Search,31
26 ago 2023,Direct,15
26 ago 2023,Organic Social,1
27 ago 2023,Organic Search,24
27 ago 2023,Direct,7
28 ago 2023,Organic Search,19
28 ago 2023,Direct,15
28 ago 2023,Organic Video,12
28 ago 2023,Organic Social,1
28 ago 2023,Unassigned,0
29 ago 2023,Organic Search,39
29 ago 2023,Direct,22
29 ago 2023,Organic Social,9
29 ago 2023,Referral,0
30 ago 2023,Organic Search,10
30 ago 2023,Direct,8
30 ago 2023,Organic Video,5
30 ago 2023,Organic Social,1
30 ago 2023,Referral,1
30 ago 2023,Unassigned,0
31 ago 2023,Organic Search,55
31 ago 2023,Direct,17
31 ago 2023,Referral,3
31 ago 2023,Organic Social,1
31 ago 2023,Unassigned,0
1 sept 2023,Direct,27
1 sept 2023,Organic Search,21
1 sept 2023,Referral,11
1 sept 2023,Organic Social,1
1 sept 2023,Unassigned,1
2 sept 2023,Direct,26
2 sept 2023,Organic Search,21
2 sept 2023,Organic Social,3
2 sept 2023,Referral,1
2 sept 2023,Unassigned,0
3 sept 2023,Organic Search,11
3 sept 2023,Direct,8
3 sept 2023,Referral,1
4 sept 2023,Organic Search,24
4 sept 2023,Direct,12
5 sept 2023,Direct,10
5 sept 2023,Organic Search,34
5 sept 2023,Organic Social,5
6 sept 2023,Organic Search,34
6 sept 2023,Direct,20
6 sept 2023,Organic Social,3
6 sept 2023,Referral,1
6 sept 2023,Unassigned,0
7 sept 2023,Direct,51
7 sept 2023,Organic Search,39
7 sept 2023,Organic Social,4
7 sept 2023,Referral,2
7 sept 2023,Unassigned,1
8 sept 2023,Organic Search,30
8 sept 2023,Direct,7
9 sept 2023,Direct,42
9 sept 2023,Organic Search,41
9 sept 2023,Referral,1
10 sept 2023,Organic Search,22
10 sept 2023,Direct,10
10 sept 2023,Organic Social,1
11 sept 2023,Organic Search,30
11 sept 2023,Direct,8
11 sept 2023,Referral,1
12 sept 2023,Direct,6
12 sept 2023,Organic Search,24
12 sept 2023,Organic Social,1
13 sept 2023,Organic Search,82
13 sept 2023,Direct,32
13 sept 2023,Organic Social,1
13 sept 2023,Unassigned,0
14 sept 2023,Organic Search,69
14 sept 2023,Direct,32
14 sept 2023,Organic Social,5
15 sept 2023,Referral,1
15 sept 2023,Organic Social,12
15 sept 2023,Direct,8
15 sept 2023,Organic Search,31
15 sept 2023,Unassigned,0
16 sept 2023,Organic Search,36
16 sept 2023,Direct,8
16 sept 2023,Referral,4
16 sept 2023,Organic Social,2
17 sept 2023,Organic Search,27
17 sept 2023,Direct,6
17 sept 2023,Organic Social,2
18 sept 2023,Organic Search,41
18 sept 2023,Direct,18
18 sept 2023,Unassigned,0
19 sept 2023,Organic Social,3
19 sept 2023,Direct,11
19 sept 2023,Organic Search,54
19 sept 2023,Unassigned,0
20 sept 2023,Direct,69
20 sept 2023,Organic Search,38
20 sept 2023,Organic Social,16
20 sept 2023,Unassigned,0
21 sept 2023,Organic Search,41
21 sept 2023,Direct,23
21 sept 2023,Organic Social,8
21 sept 2023,Referral,1
22 sept 2023,Direct,9
22 sept 2023,Organic Search,10
22 sept 2023,Organic Social,1
22 sept 2023,Referral,1
22 sept 2023,Unassigned,0
23 sept 2023,Organic Search,19
23 sept 2023,Direct,10
23 sept 2023,Unassigned,1
24 sept 2023,Organic Search,12
24 sept 2023,Direct,10
25 sept 2023,Organic Search,41
25 sept 2023,Direct,27
25 sept 2023,Organic Social,5
26 sept 2023,Organic Social,10
26 sept 2023,Organic Search,43
26 sept 2023,Direct,74
26 sept 2023,Unassigned,0
27 sept 2023,Direct,28
27 sept 2023,Organic Search,18
27 sept 2023,Organic Social,7
27 sept 2023,Unassigned,2
28 sept 2023,Organic Search,51
28 sept 2023,Direct,34
28 sept 2023,Organic Social,6
28 sept 2023,Referral,1
28 sept 2023,Unassigned,0
29 sept 2023,Organic Search,10
29 sept 2023,Direct,49
29 sept 2023,Unassigned,0
30 sept 2023,Direct,69
30 sept 2023,Organic Search,22
30 sept 2023,Organic Social,11
1 oct 2023,Direct,25
1 oct 2023,Organic Social,12
1 oct 2023,Referral,2
1 oct 2023,Organic Search,1
2 oct 2023,Organic Search,29
2 oct 2023,Direct,11
2 oct 2023,Organic Social,5
2 oct 2023,Referral,4
2 oct 2023,Unassigned,0
3 oct 2023,Organic Social,5
3 oct 2023,Direct,10
3 oct 2023,Organic Search,40
3 oct 2023,Referral,1
4 oct 2023,Organic Search,41
4 oct 2023,Direct,32
4 oct 2023,Organic Social,4
4 oct 2023,Unassigned,0
5 oct 2023,Direct,36
5 oct 2023,Organic Search,21
5 oct 2023,Organic Social,2
5 oct 2023,Unassigned,1
6 oct 2023,Organic Search,24
6 oct 2023,Organic Social,13
6 oct 2023,Direct,9
6 oct 2023,Referral,3
6 oct 2023,Unassigned,0
7 oct 2023,Organic Search,45
7 oct 2023,Direct,17
7 oct 2023,Referral,2
8 oct 2023,Organic Search,18
8 oct 2023,Direct,9
8 oct 2023,Unassigned,0
9 oct 2023,Referral,1
9 oct 2023,Direct,19
9 oct 2023,Organic Social,15
9 oct 2023,Organic Search,24
9 oct 2023,Unassigned,0
10 oct 2023,Direct,98
10 oct 2023,Organic Search,54
10 oct 2023,Organic Social,27
10 oct 2023,Organic Video,3
10 oct 2023,Unassigned,0
11 oct 2023,Direct,46
11 oct 2023,Organic Search,30
11 oct 2023,Organic Social,2
11 oct 2023,Unassigned,1
12 oct 2023,Direct,28
12 oct 2023,Organic Search,41
12 oct 2023,Organic Social,17
12 oct 2023,Organic Video,1
13 oct 2023,Organic Search,12
13 oct 2023,Direct,6
13 oct 2023,Organic Social,3
14 oct 2023,Organic Search,40
14 oct 2023,Direct,17
14 oct 2023,Organic Social,3
14 oct 2023,Referral,2
14 oct 2023,Unassigned,0
15 oct 2023,Organic Search,16
15 oct 2023,Direct,9
15 oct 2023,Organic Social,3
16 oct 2023,Direct,4
16 oct 2023,Organic Search,15
16 oct 2023,Organic Social,1
17 oct 2023,Organic Search,24
17 oct 2023,Direct,13
17 oct 2023,Organic Social,5
17 oct 2023,Unassigned,0
18 oct 2023,Direct,45
18 oct 2023,Organic Search,16
18 oct 2023,Organic Video,1
19 oct 2023,Organic Search,49
19 oct 2023,Direct,25
19 oct 2023,Organic Social,5
19 oct 2023,Unassigned,0
20 oct 2023,Organic Search,19
20 oct 2023,Direct,11
20 oct 2023,Organic Social,4
20 oct 2023,Unassigned,0
21 oct 2023,Direct,49
21 oct 2023,Organic Search,24
21 oct 2023,Referral,5
21 oct 2023,Organic Social,1
21 oct 2023,Unassigned,0
22 oct 2023,Unassigned,0
22 oct 2023,Organic Search,15
22 oct 2023,Organic Video,2
22 oct 2023,Referral,1
22 oct 2023,Direct,16
23 oct 2023,Organic Search,33
23 oct 2023,Direct,19
23 oct 2023,Organic Social,2
23 oct 2023,Unassigned,0
24 oct 2023,Organic Search,40
24 oct 2023,Direct,13
24 oct 2023,Organic Social,5
24 oct 2023,Unassigned,0
25 oct 2023,Unassigned,1
25 oct 2023,Organic Search,34
25 oct 2023,Organic Social,11
25 oct 2023,Direct,44
26 oct 2023,Organic Search,55
26 oct 2023,Direct,21
26 oct 2023,Organic Social,8
26 oct 2023,Unassigned,0
27 oct 2023,Organic Search,28
27 oct 2023,Direct,2
27 oct 2023,Unassigned,0
28 oct 2023,Organic Search,41
28 oct 2023,Direct,29
28 oct 2023,Organic Social,10
28 oct 2023,Unassigned,0
29 oct 2023,Organic Search,18
29 oct 2023,Direct,12
29 oct 2023,Organic Social,2
30 oct 2023,Referral,1
30 oct 2023,Direct,23
30 oct 2023,Organic Social,1
30 oct 2023,Organic Search,33
30 oct 2023,Unassigned,0
31 oct 2023,Organic Search,36
31 oct 2023,Direct,12
31 oct 2023,Organic Social,9
31 oct 2023,Unassigned,0
1 nov 2023,Organic Search,39
1 nov 2023,Direct,37
1 nov 2023,Organic Social,17
1 nov 2023,Referral,1
1 nov 2023,Unassigned,0
2 nov 2023,Direct,25
2 nov 2023,Organic Search,24
2 nov 2023,Organic Social,9
3 nov 2023,Organic Search,21
3 nov 2023,Direct,14
3 nov 2023,Organic Social,3
3 nov 2023,Unassigned,0
4 nov 2023,Organic Search,29
4 nov 2023,Direct,12
4 nov 2023,Unassigned,0
5 nov 2023,Direct,9
5 nov 2023,Organic Search,19
5 nov 2023,Organic Social,1
6 nov 2023,Organic Search,27
6 nov 2023,Direct,10
6 nov 2023,Referral,1
6 nov 2023,Unassigned,0
7 nov 2023,Organic Search,18
7 nov 2023,Direct,4
7 nov 2023,Unassigned,0
8 nov 2023,Direct,82
8 nov 2023,Organic Search,37
9 nov 2023,Direct,11
9 nov 2023,Organic Search,12
9 nov 2023,Unassigned,0
10 nov 2023,Organic Search,77
10 nov 2023,Direct,23
10 nov 2023,Organic Social,6
10 nov 2023,Unassigned,0
11 nov 2023,Organic Search,54
11 nov 2023,Direct,9
11 nov 2023,Organic Social,1
12 nov 2023,Organic Search,28
12 nov 2023,Direct,7
12 nov 2023,Organic Social,2
12 nov 2023,Unassigned,0
13 nov 2023,Unassigned,0
13 nov 2023,Direct,17
13 nov 2023,Organic Social,1
13 nov 2023,Organic Search,31
14 nov 2023,Organic Search,33
14 nov 2023,Direct,23
14 nov 2023,Unassigned,1
15 nov 2023,Organic Search,26
15 nov 2023,Direct,16
15 nov 2023,Unassigned,0
16 nov 2023,Referral,1
16 nov 2023,Direct,9
16 nov 2023,Organic Social,5
16 nov 2023,Organic Video,2
16 nov 2023,Organic Search,33
17 nov 2023,Direct,20
17 nov 2023,Organic Search,19
17 nov 2023,Organic Social,9
17 nov 2023,Referral,1
17 nov 2023,Unassigned,0
18 nov 2023,Organic Search,52
18 nov 2023,Direct,20
18 nov 2023,Referral,1
18 nov 2023,Unassigned,0
19 nov 2023,Organic Search,8
19 nov 2023,Direct,5
19 nov 2023,Referral,2
20 nov 2023,Organic Search,9
20 nov 2023,Direct,9
20 nov 2023,Unassigned,1
21 nov 2023,Direct,35
21 nov 2023,Organic Search,21
21 nov 2023,Referral,3
21 nov 2023,Unassigned,0
22 nov 2023,Organic Search,29
22 nov 2023,Direct,14
22 nov 2023,Referral,1
22 nov 2023,Unassigned,0
23 nov 2023,Unassigned,0
23 nov 2023,Organic Search,21
23 nov 2023,Organic Social,4
23 nov 2023,Referral,1
23 nov 2023,Direct,22
24 nov 2023,Organic Search,27
24 nov 2023,Direct,9
24 nov 2023,Organic Social,2
24 nov 2023,Unassigned,0
25 nov 2023,Organic Search,19
25 nov 2023,Direct,14
25 nov 2023,Organic Social,11
25 nov 2023,Unassigned,0
26 nov 2023,Organic Search,16
26 nov 2023,Direct,5
26 nov 2023,Organic Social,2
26 nov 2023,Referral,1
26 nov 2023,Unassigned,0
27 nov 2023,Organic Search,14
27 nov 2023,Direct,14
27 nov 2023,Organic Social,3
27 nov 2023,Referral,3
28 nov 2023,Organic Search,25
28 nov 2023,Direct,10
28 nov 2023,Organic Social,2
28 nov 2023,Unassigned,0
29 nov 2023,Organic Search,39
29 nov 2023,Direct,17
29 nov 2023,Organic Social,4
29 nov 2023,Referral,2
30 nov 2023,Organic Search,23
30 nov 2023,Direct,4
30 nov 2023,Referral,2
30 nov 2023,Unassigned,0
1 dic 2023,Organic Search,18
1 dic 2023,Direct,13
1 dic 2023,Referral,3
2 dic 2023,Organic Search,71
2 dic 2023,Organic Social,16
2 dic 2023,Direct,11
2 dic 2023,Referral,2
2 dic 2023,Unassigned,0
3 dic 2023,Organic Search,11
3 dic 2023,Direct,4
4 dic 2023,Organic Search,33
4 dic 2023,Direct,3
4 dic 2023,Referral,1
4 dic 2023,Unassigned,0
5 dic 2023,Organic Search,23
5 dic 2023,Organic Social,4
5 dic 2023,Direct,2
5 dic 2023,Unassigned,0
6 dic 2023,Organic Search,10
6 dic 2023,Direct,1
6 dic 2023,Referral,1
6 dic 2023,Unassigned,0
7 dic 2023,Organic Search,23
7 dic 2023,Unassigned,1
8 dic 2023,Organic Search,8
8 dic 2023,Direct,7
9 dic 2023,Organic Search,29
9 dic 2023,Direct,15
9 dic 2023,Organic Social,4
9 dic 2023,Referral,2
9 dic 2023,Unassigned,0
10 dic 2023,Organic Search,4
10 dic 2023,Direct,3
10 dic 2023,Referral,3
10 dic 2023,Organic Social,1
11 dic 2023,Direct,8
11 dic 2023,Organic Search,8
11 dic 2023,Unassigned,0
12 dic 2023,Organic Search,11
12 dic 2023,Direct,3
12 dic 2023,Referral,3
13 dic 2023,Organic Search,17
13 dic 2023,Referral,8
13 dic 2023,Direct,2
14 dic 2023,Organic Search,13
14 dic 2023,Direct,3
15 dic 2023,Organic Search,22
15 dic 2023,Direct,5
15 dic 2023,Referral,1
16 dic 2023,Organic Search,31
16 dic 2023,Direct,9
16 dic 2023,Organic Social,2
16 dic 2023,Unassigned,0
17 dic 2023,Organic Search,18
17 dic 2023,Direct,1
18 dic 2023,Organic Search,31
18 dic 2023,Direct,3
19 dic 2023,Organic Search,12
19 dic 2023,Unassigned,0
20 dic 2023,Organic Search,23
20 dic 2023,Direct,1
20 dic 2023,Referral,1
20 dic 2023,Unassigned,0
21 dic 2023,Organic Search,12
22 dic 2023,Organic Search,22
22 dic 2023,Direct,2
23 dic 2023,Organic Search,22
23 dic 2023,Direct,13
24 dic 2023,Direct,9
24 dic 2023,Organic Search,6
25 dic 2023,Organic Search,12
25 dic 2023,Direct,2
25 dic 2023,Unassigned,0
26 dic 2023,Direct,13
26 dic 2023,Organic Search,4
26 dic 2023,Unassigned,0
27 dic 2023,Organic Search,19
27 dic 2023,Direct,7
27 dic 2023,Organic Social,1
28 dic 2023,Organic Search,16
28 dic 2023,Direct,3
28 dic 2023,Unassigned,0
29 dic 2023,Direct,7
29 dic 2023,Organic Search,5
30 dic 2023,Organic Search,12
30 dic 2023,Direct,9
30 dic 2023,Referral,2
31 dic 2023,Organic Search,11
31 dic 2023,Direct,6
31 dic 2023,Referral,1
31 dic 2023,Unassigned,0
