Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones
13 feb 2019,1689,562,861,1.1428571428571428,984
14 feb 2019,1898,706,992,1.1078629032258065,1099
15 feb 2019,1686,461,688,1.1686046511627908,804
16 feb 2019,1040,265,397,1.141057934508816,453
17 feb 2019,1165,289,449,1.2026726057906458,540
18 feb 2019,1600,484,779,1.1219512195121952,874
19 feb 2019,1598,573,800,1.10625,885
20 feb 2019,1327,424,632,1.1329113924050633,716
21 feb 2019,1259,492,688,1.0901162790697674,750
22 feb 2019,1294,417,618,1.1067961165048543,684
23 feb 2019,539,205,289,1.0795847750865053,312
24 feb 2019,737,264,380,1.0657894736842106,405
25 feb 2019,1548,491,700,1.1228571428571428,786
26 feb 2019,1402,439,662,1.1299093655589123,748
27 feb 2019,1580,529,759,1.1067193675889329,840
28 feb 2019,1277,393,573,1.1134380453752182,638
1 mar 2019,981,374,521,1.1170825335892514,582
2 mar 2019,546,183,282,1.0780141843971631,304
3 mar 2019,444,177,237,1.0506329113924051,249
4 mar 2019,587,269,356,1.0589887640449438,377
5 mar 2019,821,273,399,1.0676691729323309,426
6 mar 2019,1125,382,528,1.106060606060606,584
7 mar 2019,1111,407,547,1.0859232175502742,594
8 mar 2019,783,294,443,1.090293453724605,483
9 mar 2019,534,200,280,1.0714285714285714,300
10 mar 2019,459,198,279,1.043010752688172,291
11 mar 2019,2386,1146,1474,1.0827679782903663,1596
12 mar 2019,1826,686,937,1.0864461045891143,1018
13 mar 2019,1266,469,671,1.0894187779433682,731
14 mar 2019,1235,487,642,1.1059190031152648,710
15 mar 2019,1038,441,575,1.085217391304348,624
16 mar 2019,440,208,282,1.0425531914893618,294
17 mar 2019,574,233,316,1.0506329113924051,332
18 mar 2019,1113,419,614,1.1058631921824105,679
19 mar 2019,772,301,416,1.0865384615384615,452
20 mar 2019,1283,425,605,1.087603305785124,658
21 mar 2019,1160,428,590,1.088135593220339,642
22 mar 2019,855,318,449,1.0979955456570156,493
23 mar 2019,436,161,238,1.096638655462185,261
24 mar 2019,460,206,267,1.0561797752808988,282
25 mar 2019,1382,452,677,1.0989660265878878,744
26 mar 2019,1298,452,657,1.1050228310502284,726
27 mar 2019,1110,354,487,1.1190965092402465,545
28 mar 2019,1089,450,648,1.1003086419753085,713
29 mar 2019,906,333,472,1.0847457627118644,512
30 mar 2019,501,203,287,1.0696864111498259,307
31 mar 2019,538,210,287,1.0801393728222997,310
1 abr 2019,965,323,453,1.130242825607064,512
2 abr 2019,675,227,317,1.0914826498422714,346
3 abr 2019,1023,339,500,1.11,555
4 abr 2019,1044,359,523,1.0650095602294456,557
5 abr 2019,818,268,413,1.1089588377723971,458
6 abr 2019,422,169,231,1.103896103896104,255
7 abr 2019,412,176,234,1.0598290598290598,248
8 abr 2019,880,334,462,1.0974025974025974,507
9 abr 2019,791,283,379,1.079155672823219,409
10 abr 2019,895,328,438,1.0753424657534247,471
11 abr 2019,1007,323,464,1.0883620689655173,505
12 abr 2019,710,224,332,1.1265060240963856,374
13 abr 2019,473,210,286,1.048951048951049,300
14 abr 2019,396,154,212,1.0518867924528301,223
15 abr 2019,911,309,422,1.0876777251184835,459
16 abr 2019,901,318,439,1.0888382687927107,478
17 abr 2019,561,209,294,1.054421768707483,310
18 abr 2019,154,68,95,1.063157894736842,101
19 abr 2019,355,133,180,1.0666666666666667,192
20 abr 2019,276,140,171,1.0526315789473684,180
21 abr 2019,352,130,177,1.073446327683616,190
22 abr 2019,885,302,423,1.1016548463356974,466
23 abr 2019,781,265,391,1.0971867007672633,429
24 abr 2019,820,251,344,1.0901162790697674,375
25 abr 2019,1076,420,562,1.0907473309608542,613
26 abr 2019,1551,836,1058,1.051984877126654,1113
27 abr 2019,590,339,418,1.0526315789473684,440
28 abr 2019,476,206,274,1.0547445255474452,289
29 abr 2019,1075,444,638,1.0721003134796239,684
30 abr 2019,666,247,346,1.0722543352601157,371
1 may 2019,429,167,235,1.0723404255319149,252
2 may 2019,781,245,350,1.0771428571428572,377
3 may 2019,1018,374,568,1.073943661971831,610
4 may 2019,366,147,195,1.0717948717948718,209
5 may 2019,439,175,228,1.0526315789473684,240
6 may 2019,1502,653,888,1.0641891891891893,945
7 may 2019,1452,525,701,1.0770328102710414,755
8 may 2019,905,331,479,1.0835073068893528,519
9 may 2019,795,274,379,1.1187335092348285,424
10 may 2019,705,255,368,1.111413043478261,409
11 may 2019,412,147,210,1.0714285714285714,225
12 may 2019,350,140,190,1.0894736842105264,207
13 may 2019,1113,315,463,1.118790496760259,518
14 may 2019,694,244,350,1.1171428571428572,391
15 may 2019,728,257,378,1.1084656084656084,419
16 may 2019,671,244,348,1.1005747126436782,383
17 may 2019,694,181,282,1.1418439716312057,322
18 may 2019,556,248,342,1.1169590643274854,382
19 may 2019,428,159,217,1.1105990783410138,241
20 may 2019,991,336,492,1.089430894308943,536
21 may 2019,1032,328,452,1.0973451327433628,496
22 may 2019,779,254,379,1.1029023746701847,418
23 may 2019,691,244,334,1.1107784431137724,371
24 may 2019,655,203,300,1.13,339
25 may 2019,291,95,134,1.0671641791044777,143
26 may 2019,370,130,178,1.101123595505618,196
27 may 2019,834,264,372,1.1129032258064515,414
28 may 2019,821,252,364,1.1071428571428572,403
29 may 2019,544,202,270,1.0814814814814815,292
30 may 2019,722,236,335,1.0835820895522388,363
31 may 2019,690,203,290,1.0827586206896551,314
1 jun 2019,293,144,190,1.0526315789473684,200
2 jun 2019,322,135,168,1.0952380952380953,184
3 jun 2019,673,206,317,1.110410094637224,352
4 jun 2019,705,260,360,1.0972222222222223,395
5 jun 2019,717,278,361,1.0969529085872576,396
6 jun 2019,566,219,298,1.1073825503355705,330
7 jun 2019,624,205,301,1.0730897009966778,323
8 jun 2019,321,145,186,1.0376344086021505,193
9 jun 2019,350,159,196,1.0765306122448979,211
10 jun 2019,752,272,370,1.0837837837837838,401
11 jun 2019,720,257,340,1.0970588235294119,373
12 jun 2019,837,256,355,1.1549295774647887,410
