Fecha,Categoría de dispositivo,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones
2 may 2020,desktop,4,2,0,0,4
2 may 2020,mobile,14,3,0,0,5
3 may 2020,desktop,17,3,0,0,5
3 may 2020,mobile,3,1,0,0,2
4 may 2020,desktop,29,6,0,0,9
4 may 2020,mobile,6,2,0,0,2
5 may 2020,desktop,20,4,0,0,6
5 may 2020,mobile,10,3,0,0,4
6 may 2020,desktop,29,9,0,0,16
6 may 2020,mobile,42,14,0,0,18
7 may 2020,mobile,23,5,0,0,10
7 may 2020,tablet,1,1,0,0,1
7 may 2020,desktop,22,4,0,0,10
8 may 2020,tablet,19,4,0,0,4
8 may 2020,desktop,238,64,0,0,83
8 may 2020,mobile,155,44,0,0,53
9 may 2020,desktop,108,21,0,0,31
9 may 2020,tablet,8,1,0,0,1
9 may 2020,mobile,87,19,0,0,24
10 may 2020,mobile,25,6,0,0,9
10 may 2020,desktop,57,15,0,0,19
11 may 2020,desktop,55,8,0,0,18
11 may 2020,mobile,8,3,0,0,3
12 may 2020,mobile,20,5,0,0,5
12 may 2020,desktop,36,9,0,0,12
13 may 2020,mobile,13,5,0,0,6
13 may 2020,desktop,9,5,0,0,8
13 may 2020,tablet,4,1,0,0,1
14 may 2020,desktop,19,8,0,0,9
14 may 2020,mobile,8,5,0,0,6
15 may 2020,mobile,4,2,0,0,3
15 may 2020,desktop,21,6,0,0,11
16 may 2020,desktop,2,0,0,0,2
16 may 2020,mobile,14,5,0,0,7
17 may 2020,desktop,11,7,0,0,7
17 may 2020,mobile,1,1,0,0,1
18 may 2020,desktop,37,20,0,0,24
18 may 2020,mobile,1,0,0,0,1
19 may 2020,desktop,17,2,0,0,8
19 may 2020,mobile,9,3,0,0,5
20 may 2020,mobile,13,5,0,0,10
20 may 2020,desktop,24,5,0,0,11
21 may 2020,desktop,7,5,0,0,5
21 may 2020,mobile,11,4,0,0,7
22 may 2020,mobile,12,6,0,0,6
22 may 2020,desktop,18,3,0,0,4
23 may 2020,desktop,6,3,0,0,6
23 may 2020,mobile,3,2,0,0,3
24 may 2020,mobile,8,6,0,0,7
25 may 2020,desktop,9,2,0,0,2
25 may 2020,mobile,5,4,0,0,5
26 may 2020,mobile,13,5,0,0,7
26 may 2020,desktop,36,14,0,0,20
27 may 2020,desktop,12,4,0,0,6
27 may 2020,mobile,2,1,0,0,2
28 may 2020,desktop,10,3,0,0,6
28 may 2020,mobile,31,4,0,0,4
29 may 2020,mobile,3,2,0,0,3
29 may 2020,desktop,3,2,0,0,3
30 may 2020,desktop,5,2,0,0,4
30 may 2020,mobile,4,2,0,0,4
31 may 2020,desktop,6,3,0,0,4
31 may 2020,mobile,23,4,0,0,10
1 jun 2020,desktop,7,3,0,0,5
1 jun 2020,mobile,2,1,0,0,2
2 jun 2020,mobile,8,2,0,0,4
2 jun 2020,desktop,23,3,0,0,7
3 jun 2020,mobile,24,5,0,0,5
3 jun 2020,desktop,9,4,0,0,6
4 jun 2020,desktop,3,2,0,0,3
4 jun 2020,mobile,3,3,0,0,3
5 jun 2020,mobile,10,5,0,0,5
5 jun 2020,desktop,8,6,0,0,7
6 jun 2020,desktop,12,3,0,0,6
6 jun 2020,mobile,8,1,0,0,5
7 jun 2020,desktop,19,2,0,0,6
7 jun 2020,mobile,4,1,0,0,1
8 jun 2020,desktop,12,8,0,0,8
8 jun 2020,mobile,8,3,0,0,4
9 jun 2020,mobile,10,3,0,0,3
9 jun 2020,desktop,2,2,0,0,2
10 jun 2020,mobile,16,3,0,0,8
10 jun 2020,desktop,8,6,0,0,8
11 jun 2020,mobile,2,2,0,0,2
11 jun 2020,desktop,10,4,0,0,6
12 jun 2020,desktop,4,2,0,0,3
12 jun 2020,mobile,4,4,0,0,4
13 jun 2020,mobile,14,2,0,0,5
13 jun 2020,desktop,1,0,0,0,1
14 jun 2020,mobile,4,4,0,0,4
14 jun 2020,desktop,11,1,0,0,2
15 jun 2020,desktop,3,2,0,0,2
16 jun 2020,desktop,19,5,0,0,6
16 jun 2020,mobile,6,1,0,0,2
17 jun 2020,desktop,17,4,0,0,9
17 jun 2020,mobile,6,3,0,0,3
18 jun 2020,desktop,12,4,0,0,8
18 jun 2020,mobile,2,2,0,0,2
19 jun 2020,desktop,9,7,0,0,9
19 jun 2020,mobile,2,2,0,0,2
20 jun 2020,mobile,3,2,0,0,3
20 jun 2020,desktop,2,0,0,0,2
21 jun 2020,mobile,2,2,0,0,2
21 jun 2020,desktop,4,2,0,0,3
22 jun 2020,desktop,6,4,0,0,5
22 jun 2020,mobile,3,3,0,0,3
22 jun 2020,tablet,4,1,0,0,1
23 jun 2020,mobile,8,5,0,0,5
24 jun 2020,desktop,3,3,0,0,3
24 jun 2020,mobile,1,1,0,0,1
25 jun 2020,mobile,9,3,0,0,5
25 jun 2020,desktop,18,4,0,0,5
26 jun 2020,desktop,10,3,0,0,6
26 jun 2020,mobile,11,2,0,0,5
27 jun 2020,desktop,6,1,0,0,3
27 jun 2020,mobile,7,3,0,0,5
28 jun 2020,desktop,10,4,0,0,5
28 jun 2020,mobile,11,1,0,0,5
29 jun 2020,desktop,23,4,0,0,5
29 jun 2020,mobile,5,2,0,0,3
30 jun 2020,desktop,2,2,0,0,2
30 jun 2020,mobile,1,1,0,0,1
1 jul 2020,tablet,4,1,0,0,2
1 jul 2020,mobile,1,1,0,0,1
1 jul 2020,desktop,16,3,0,0,6
2 jul 2020,mobile,2,0,0,0,1
2 jul 2020,desktop,9,5,0,0,7
3 jul 2020,mobile,18,3,0,0,8
3 jul 2020,desktop,3,2,0,0,2
4 jul 2020,mobile,6,3,0,0,4
5 jul 2020,mobile,3,2,0,0,2
5 jul 2020,desktop,5,1,0,0,1
6 jul 2020,mobile,1,1,0,0,1
6 jul 2020,desktop,15,3,0,0,6
7 jul 2020,mobile,1,1,0,0,1
7 jul 2020,desktop,2,2,0,0,2
8 jul 2020,mobile,1,0,0,0,1
8 jul 2020,desktop,24,3,0,0,7
10 jul 2020,mobile,5,4,0,0,4
10 jul 2020,desktop,2,1,0,0,2
11 jul 2020,mobile,2,2,0,0,2
11 jul 2020,desktop,1,0,0,0,1
12 jul 2020,desktop,4,2,0,0,2
12 jul 2020,mobile,4,1,0,0,3
13 jul 2020,desktop,22,5,0,0,5
13 jul 2020,mobile,2,1,0,0,1
14 jul 2020,desktop,10,4,0,0,4
15 jul 2020,desktop,4,1,0,0,1
15 jul 2020,mobile,2,2,0,0,2
16 jul 2020,desktop,5,4,0,0,4
16 jul 2020,mobile,3,3,0,0,3
17 jul 2020,mobile,3,3,0,0,3
17 jul 2020,desktop,3,2,0,0,2
18 jul 2020,desktop,3,2,0,0,3
18 jul 2020,mobile,2,2,0,0,2
19 jul 2020,mobile,1,1,0,0,1
20 jul 2020,desktop,2,1,0,0,1
21 jul 2020,mobile,4,0,0,0,1
21 jul 2020,desktop,6,5,0,0,5
22 jul 2020,desktop,6,4,0,0,4
23 jul 2020,desktop,2,1,0,0,1
24 jul 2020,desktop,10,1,0,0,4
24 jul 2020,mobile,2,2,0,0,2
25 jul 2020,desktop,20,3,0,0,5
25 jul 2020,mobile,1,1,0,0,1
26 jul 2020,desktop,4,2,0,0,3
27 jul 2020,desktop,8,5,0,0,5
27 jul 2020,mobile,4,1,0,0,2
28 jul 2020,desktop,2,1,0,0,2
28 jul 2020,mobile,5,1,0,0,2
29 jul 2020,mobile,3,2,0,0,2
29 jul 2020,desktop,4,1,0,0,2
30 jul 2020,mobile,3,3,0,0,3
30 jul 2020,desktop,9,3,0,0,4
31 jul 2020,desktop,5,4,0,0,4
31 jul 2020,mobile,3,2,0,0,3
1 ago 2020,mobile,15,3,0,0,7
1 ago 2020,desktop,2,0,0,0,2
2 ago 2020,mobile,1,0,0,0,1
2 ago 2020,desktop,1,1,0,0,1
3 ago 2020,desktop,4,4,0,0,4
3 ago 2020,mobile,3,2,0,0,3
4 ago 2020,desktop,12,4,0,0,7
4 ago 2020,mobile,2,1,0,0,2
5 ago 2020,mobile,8,1,0,0,4
5 ago 2020,desktop,14,6,0,0,9
6 ago 2020,mobile,8,3,0,0,5
6 ago 2020,desktop,19,6,0,0,8
7 ago 2020,mobile,11,2,0,0,4
7 ago 2020,desktop,3,2,0,0,2
8 ago 2020,desktop,2,1,0,0,2
8 ago 2020,mobile,6,1,0,0,2
9 ago 2020,desktop,4,4,0,0,4
9 ago 2020,mobile,19,2,0,0,2
10 ago 2020,mobile,14,6,0,0,8
10 ago 2020,desktop,24,8,0,0,10
11 ago 2020,mobile,23,7,0,0,9
11 ago 2020,desktop,17,6,0,0,8
12 ago 2020,desktop,12,3,0,0,6
12 ago 2020,mobile,9,1,0,0,6
13 ago 2020,desktop,16,7,0,0,10
13 ago 2020,mobile,5,1,0,0,5
14 ago 2020,desktop,13,6,0,0,7
14 ago 2020,mobile,3,2,0,0,2
15 ago 2020,desktop,9,1,0,0,3
15 ago 2020,mobile,1,0,0,0,1
16 ago 2020,desktop,2,1,0,0,2
16 ago 2020,mobile,1,1,0,0,1
17 ago 2020,desktop,4,3,0,0,4
18 ago 2020,desktop,9,1,0,0,6
18 ago 2020,mobile,4,1,0,0,2
19 ago 2020,desktop,4,2,0,0,3
19 ago 2020,mobile,1,1,0,0,1
20 ago 2020,mobile,1,1,0,0,1
20 ago 2020,desktop,10,8,0,0,9
21 ago 2020,mobile,2,2,0,0,2
21 ago 2020,desktop,13,2,0,0,3
22 ago 2020,desktop,3,1,0,0,3
22 ago 2020,mobile,4,2,0,0,4
23 ago 2020,desktop,9,2,0,0,4
24 ago 2020,mobile,7,4,0,0,6
24 ago 2020,desktop,7,5,0,0,6
25 ago 2020,desktop,23,7,0,0,9
25 ago 2020,mobile,18,8,0,0,8
26 ago 2020,mobile,14,4,0,0,4
26 ago 2020,desktop,47,7,0,0,12
27 ago 2020,desktop,6,4,0,0,5
27 ago 2020,mobile,1,1,0,0,1
28 ago 2020,mobile,7,5,0,0,6
28 ago 2020,desktop,8,8,0,0,8
29 ago 2020,mobile,7,2,0,0,2
29 ago 2020,desktop,4,3,0,0,4
30 ago 2020,desktop,3,2,0,0,2
30 ago 2020,mobile,3,0,0,0,2
31 ago 2020,desktop,3,3,0,0,3
1 sept 2020,desktop,25,3,0,0,6
1 sept 2020,mobile,4,0,0,0,1
2 sept 2020,desktop,9,4,0,0,7
2 sept 2020,tablet,1,1,0,0,1
2 sept 2020,mobile,8,2,0,0,3
3 sept 2020,desktop,12,6,0,0,9
4 sept 2020,desktop,15,5,0,0,8
4 sept 2020,mobile,12,0,0,0,2
5 sept 2020,desktop,16,4,0,0,5
5 sept 2020,mobile,2,2,0,0,2
6 sept 2020,desktop,8,3,0,0,3
7 sept 2020,desktop,24,4,0,0,8
8 sept 2020,mobile,7,4,0,0,5
8 sept 2020,desktop,14,3,0,0,5
9 sept 2020,desktop,4,1,0,0,4
9 sept 2020,mobile,4,0,0,0,3
10 sept 2020,mobile,4,3,0,0,3
10 sept 2020,desktop,15,9,0,0,10
11 sept 2020,desktop,25,5,0,0,6
12 sept 2020,desktop,4,2,0,0,3
12 sept 2020,mobile,7,3,0,0,4
13 sept 2020,mobile,7,1,0,0,1
13 sept 2020,desktop,14,1,0,0,2
14 sept 2020,mobile,6,0,0,0,2
14 sept 2020,desktop,10,3,0,0,4
15 sept 2020,desktop,7,3,0,0,5
15 sept 2020,mobile,2,2,0,0,2
16 sept 2020,desktop,25,5,0,0,6
16 sept 2020,mobile,2,0,0,0,2
17 sept 2020,mobile,10,1,0,0,4
17 sept 2020,desktop,10,6,0,0,8
18 sept 2020,mobile,4,0,0,0,1
18 sept 2020,desktop,8,3,0,0,3
19 sept 2020,mobile,3,1,0,0,3
19 sept 2020,desktop,9,3,0,0,5
20 sept 2020,desktop,15,2,0,0,3
20 sept 2020,mobile,3,0,0,0,3
21 sept 2020,mobile,4,2,0,0,2
21 sept 2020,desktop,3,2,0,0,3
22 sept 2020,mobile,1,1,0,0,1
22 sept 2020,desktop,7,1,0,0,5
23 sept 2020,desktop,11,1,0,0,3
23 sept 2020,mobile,3,2,0,0,3
24 sept 2020,mobile,4,2,0,0,3
24 sept 2020,desktop,4,2,0,0,3
25 sept 2020,desktop,12,6,0,0,7
25 sept 2020,mobile,4,1,0,0,1
26 sept 2020,mobile,13,6,0,0,7
26 sept 2020,desktop,3,2,0,0,3
27 sept 2020,desktop,3,1,0,0,2
28 sept 2020,mobile,14,2,0,0,3
28 sept 2020,desktop,13,4,0,0,4
29 sept 2020,mobile,5,3,0,0,4
29 sept 2020,desktop,5,3,0,0,4
30 sept 2020,mobile,12,5,0,0,5
30 sept 2020,desktop,16,12,0,0,13
1 oct 2020,mobile,6,0,0,0,3
1 oct 2020,desktop,9,5,0,0,5
2 oct 2020,desktop,7,2,0,0,3
2 oct 2020,mobile,1,1,0,0,1
3 oct 2020,mobile,3,2,0,0,3
3 oct 2020,desktop,4,4,0,0,4
4 oct 2020,mobile,1,1,0,0,1
4 oct 2020,desktop,24,11,0,0,15
5 oct 2020,mobile,33,6,0,0,10
5 oct 2020,desktop,37,15,0,0,18
6 oct 2020,mobile,24,6,0,0,13
6 oct 2020,desktop,15,6,0,0,11
7 oct 2020,mobile,9,2,0,0,5
7 oct 2020,desktop,4,2,0,0,3
8 oct 2020,mobile,7,1,0,0,4
8 oct 2020,desktop,10,5,0,0,7
9 oct 2020,mobile,1,1,0,0,1
9 oct 2020,desktop,18,4,0,0,6
10 oct 2020,desktop,1,1,0,0,1
10 oct 2020,mobile,3,1,0,0,2
11 oct 2020,desktop,1,1,0,0,1
12 oct 2020,desktop,3,2,0,0,2
12 oct 2020,mobile,11,4,0,0,6
13 oct 2020,mobile,11,3,0,0,3
13 oct 2020,desktop,29,2,0,0,5
14 oct 2020,mobile,9,2,0,0,2
14 oct 2020,desktop,7,4,0,0,5
15 oct 2020,desktop,235,8,0,0,14
15 oct 2020,mobile,39,11,0,0,15
16 oct 2020,mobile,8,4,0,0,4
16 oct 2020,desktop,17,4,0,0,6
17 oct 2020,mobile,7,0,0,0,3
17 oct 2020,desktop,13,2,0,0,3
17 oct 2020,tablet,5,1,0,0,2
18 oct 2020,mobile,5,1,0,0,1
19 oct 2020,desktop,11,6,0,0,6
19 oct 2020,mobile,4,1,0,0,2
20 oct 2020,desktop,5,5,0,0,5
21 oct 2020,desktop,15,5,0,0,6
21 oct 2020,mobile,17,9,0,0,10
22 oct 2020,desktop,5,4,0,0,4
22 oct 2020,mobile,17,9,0,0,10
23 oct 2020,desktop,3,2,0,0,3
23 oct 2020,mobile,8,4,0,0,4
24 oct 2020,mobile,5,2,0,0,4
24 oct 2020,desktop,2,1,0,0,2
25 oct 2020,desktop,4,2,0,0,2
26 oct 2020,desktop,9,5,0,0,9
26 oct 2020,mobile,6,1,0,0,4
27 oct 2020,desktop,19,5,0,0,8
27 oct 2020,mobile,36,11,0,0,14
28 oct 2020,desktop,12,7,0,0,7
28 oct 2020,mobile,48,11,0,0,14
29 oct 2020,mobile,12,4,0,0,9
29 oct 2020,desktop,38,5,0,0,9
30 oct 2020,mobile,8,4,0,0,7
30 oct 2020,desktop,2,2,0,0,2
31 oct 2020,desktop,7,2,0,0,7
31 oct 2020,mobile,8,2,0,0,4
1 nov 2020,mobile,6,0,0,0,1
2 nov 2020,mobile,5,3,0,0,5
2 nov 2020,desktop,29,5,0,0,8
3 nov 2020,desktop,16,9,0,0,9
3 nov 2020,mobile,24,4,0,0,9
4 nov 2020,desktop,8,5,0,0,6
4 nov 2020,mobile,16,5,0,0,12
5 nov 2020,desktop,24,4,0,0,7
5 nov 2020,mobile,27,4,0,0,12
6 nov 2020,desktop,5,3,0,0,4
6 nov 2020,mobile,15,5,0,0,7
7 nov 2020,mobile,6,1,0,0,3
7 nov 2020,desktop,10,3,0,0,5
8 nov 2020,desktop,4,2,0,0,2
8 nov 2020,mobile,4,0,0,0,3
9 nov 2020,desktop,23,7,0,0,12
9 nov 2020,mobile,11,6,0,0,8
10 nov 2020,mobile,21,4,0,0,5
10 nov 2020,desktop,6,1,0,0,4
11 nov 2020,desktop,18,3,0,0,6
11 nov 2020,mobile,18,4,0,0,10
12 nov 2020,desktop,24,9,0,0,13
12 nov 2020,mobile,47,15,0,0,22
13 nov 2020,desktop,8,2,0,0,4
13 nov 2020,mobile,3,1,0,0,2
14 nov 2020,desktop,6,4,0,0,6
14 nov 2020,mobile,3,2,0,0,3
15 nov 2020,mobile,1,1,0,0,1
16 nov 2020,desktop,194,4,0,0,13
16 nov 2020,mobile,53,26,0,0,31
17 nov 2020,mobile,27,20,0,0,26
17 nov 2020,desktop,12,8,0,0,10
18 nov 2020,tablet,3,0,0,0,2
18 nov 2020,mobile,5,5,0,0,5
18 nov 2020,desktop,26,7,0,0,7
19 nov 2020,desktop,14,3,0,0,6
19 nov 2020,mobile,23,14,0,0,17
20 nov 2020,desktop,19,4,0,0,9
20 nov 2020,mobile,34,14,0,0,18
21 nov 2020,mobile,29,1,0,0,8
21 nov 2020,desktop,5,4,0,0,5
22 nov 2020,desktop,5,1,0,0,4
22 nov 2020,mobile,6,0,0,0,4
23 nov 2020,mobile,3,3,0,0,3
24 nov 2020,desktop,7,4,0,0,7
24 nov 2020,mobile,95,37,0,0,48
25 nov 2020,desktop,4,3,0,0,4
25 nov 2020,mobile,18,1,0,0,10
26 nov 2020,mobile,6,3,0,0,6
26 nov 2020,desktop,1,1,0,0,1
27 nov 2020,desktop,2,2,0,0,2
27 nov 2020,mobile,4,3,0,0,3
28 nov 2020,mobile,1,1,0,0,1
28 nov 2020,desktop,3,3,0,0,3
29 nov 2020,desktop,7,3,0,0,3
29 nov 2020,mobile,1,1,0,0,1
30 nov 2020,desktop,13,8,0,0,10
30 nov 2020,mobile,6,2,0,0,3
1 dic 2020,desktop,2,2,0,0,2
1 dic 2020,mobile,2,0,0,0,1
2 dic 2020,desktop,4,1,0,0,4
2 dic 2020,mobile,3,2,0,0,3
3 dic 2020,mobile,2,1,0,0,1
3 dic 2020,desktop,12,4,0,0,6
4 dic 2020,mobile,1,1,0,0,1
4 dic 2020,desktop,11,3,0,0,3
5 dic 2020,desktop,1,1,0,0,1
5 dic 2020,mobile,1,1,0,0,1
6 dic 2020,desktop,8,2,0,0,3
7 dic 2020,desktop,13,5,0,0,9
8 dic 2020,mobile,1,1,0,0,1
8 dic 2020,desktop,13,8,0,0,10
9 dic 2020,desktop,17,6,0,0,10
9 dic 2020,mobile,3,2,0,0,3
10 dic 2020,desktop,7,4,0,0,5
10 dic 2020,mobile,4,3,0,0,3
11 dic 2020,mobile,2,1,0,0,1
11 dic 2020,desktop,2,2,0,0,2
12 dic 2020,desktop,10,5,0,0,8
12 dic 2020,mobile,3,2,0,0,3
13 dic 2020,desktop,3,3,0,0,3
13 dic 2020,mobile,1,1,0,0,1
14 dic 2020,mobile,2,0,0,0,1
14 dic 2020,desktop,13,2,0,0,4
15 dic 2020,desktop,18,2,0,0,5
15 dic 2020,mobile,16,9,0,0,10
16 dic 2020,mobile,4,3,0,0,4
16 dic 2020,desktop,3,2,0,0,2
17 dic 2020,mobile,3,2,0,0,2
17 dic 2020,desktop,3,2,0,0,2
18 dic 2020,mobile,3,2,0,0,3
19 dic 2020,mobile,18,5,0,0,7
19 dic 2020,desktop,1,0,0,0,1
20 dic 2020,mobile,6,5,0,0,6
20 dic 2020,desktop,7,1,0,0,1
21 dic 2020,desktop,3,0,0,0,2
21 dic 2020,mobile,3,2,0,0,2
22 dic 2020,mobile,5,3,0,0,4
22 dic 2020,desktop,3,2,0,0,2
23 dic 2020,mobile,7,2,0,0,3
23 dic 2020,desktop,6,2,0,0,3
25 dic 2020,desktop,1,0,0,0,1
26 dic 2020,desktop,4,2,0,0,3
26 dic 2020,mobile,5,2,0,0,5
27 dic 2020,desktop,5,2,0,0,2
28 dic 2020,mobile,1,1,0,0,1
29 dic 2020,tablet,1,1,0,0,1
29 dic 2020,desktop,1,1,0,0,1
29 dic 2020,mobile,5,3,0,0,3
30 dic 2020,mobile,1,1,0,0,1
31 dic 2020,mobile,1,1,0,0,1
31 dic 2020,desktop,7,1,0,0,2
1 ene 2021,mobile,2,1,0,0,1
2 ene 2021,mobile,2,0,0,0,2
2 ene 2021,desktop,4,3,0,0,3
3 ene 2021,mobile,8,4,0,0,5
3 ene 2021,desktop,3,2,0,0,3
4 ene 2021,mobile,4,1,0,0,1
4 ene 2021,desktop,15,4,0,0,6
5 ene 2021,desktop,1,1,0,0,1
7 ene 2021,mobile,2,2,0,0,2
7 ene 2021,desktop,3,1,0,0,2
8 ene 2021,mobile,4,4,0,0,4
8 ene 2021,desktop,4,2,0,0,2
9 ene 2021,mobile,2,1,0,0,1
9 ene 2021,desktop,5,3,0,0,4
10 ene 2021,mobile,5,3,0,0,5
10 ene 2021,desktop,2,2,0,0,2
11 ene 2021,mobile,2,2,0,0,2
11 ene 2021,desktop,1,1,0,0,1
12 ene 2021,desktop,2,1,0,0,1
12 ene 2021,mobile,4,2,0,0,3
13 ene 2021,mobile,4,3,0,0,3
13 ene 2021,desktop,1,1,0,0,1
14 ene 2021,desktop,2,2,0,0,2
14 ene 2021,mobile,3,3,0,0,3
15 ene 2021,tablet,1,0,0,0,1
15 ene 2021,desktop,3,2,0,0,2
16 ene 2021,mobile,2,1,0,0,2
16 ene 2021,desktop,4,1,0,0,2
17 ene 2021,desktop,2,2,0,0,2
17 ene 2021,mobile,10,2,0,0,3
18 ene 2021,mobile,3,2,0,0,3
18 ene 2021,desktop,7,7,0,0,7
19 ene 2021,desktop,2,1,0,0,2
20 ene 2021,desktop,2,1,0,0,1
20 ene 2021,mobile,5,3,0,0,4
21 ene 2021,mobile,5,0,0,0,1
21 ene 2021,desktop,3,2,0,0,3
22 ene 2021,desktop,2,2,0,0,2
22 ene 2021,mobile,2,1,0,0,2
23 ene 2021,desktop,10,6,0,0,9
23 ene 2021,mobile,13,3,0,0,3
24 ene 2021,desktop,1,1,0,0,1
24 ene 2021,mobile,4,2,0,0,4
25 ene 2021,mobile,3,3,0,0,3
25 ene 2021,desktop,1,1,0,0,1
26 ene 2021,desktop,7,5,0,0,5
26 ene 2021,mobile,2,1,0,0,2
27 ene 2021,desktop,5,5,0,0,5
27 ene 2021,mobile,10,6,0,0,6
28 ene 2021,mobile,8,2,0,0,7
29 ene 2021,mobile,10,4,0,0,6
29 ene 2021,desktop,3,2,0,0,2
30 ene 2021,desktop,3,2,0,0,3
30 ene 2021,mobile,1,0,0,0,1
31 ene 2021,mobile,1,1,0,0,1
31 ene 2021,desktop,1,0,0,0,1
1 feb 2021,mobile,3,3,0,0,3
1 feb 2021,desktop,5,5,0,0,5
2 feb 2021,desktop,8,1,0,0,4
2 feb 2021,mobile,21,1,0,0,3
3 feb 2021,desktop,2,2,0,0,2
3 feb 2021,mobile,1,1,0,0,1
4 feb 2021,desktop,20,6,0,0,6
4 feb 2021,mobile,4,3,0,0,3
5 feb 2021,mobile,6,4,0,0,6
6 feb 2021,mobile,8,3,0,0,3
6 feb 2021,desktop,3,2,0,0,3
8 feb 2021,mobile,11,7,0,0,8
8 feb 2021,desktop,26,5,0,0,8
9 feb 2021,desktop,16,5,0,0,7
9 feb 2021,mobile,8,5,0,0,6
10 feb 2021,mobile,2,2,0,0,2
10 feb 2021,desktop,5,4,0,0,5
11 feb 2021,desktop,2,2,0,0,2
11 feb 2021,mobile,7,6,0,0,6
12 feb 2021,mobile,7,7,0,0,7
12 feb 2021,desktop,7,2,0,0,4
13 feb 2021,desktop,11,3,0,0,6
13 feb 2021,mobile,2,2,0,0,2
14 feb 2021,desktop,9,5,0,0,6
14 feb 2021,mobile,2,1,0,0,2
15 feb 2021,tablet,1,1,0,0,1
15 feb 2021,mobile,3,3,0,0,3
15 feb 2021,desktop,11,2,0,0,2
16 feb 2021,mobile,1,1,0,0,1
16 feb 2021,desktop,2,2,0,0,2
17 feb 2021,mobile,1,1,0,0,1
17 feb 2021,desktop,11,5,0,0,6
18 feb 2021,desktop,17,4,0,0,4
18 feb 2021,mobile,5,3,0,0,3
19 feb 2021,desktop,7,1,0,0,6
19 feb 2021,mobile,2,2,0,0,2
20 feb 2021,mobile,1,1,0,0,1
20 feb 2021,desktop,5,2,0,0,5
21 feb 2021,desktop,4,0,0,0,4
21 feb 2021,mobile,9,6,0,0,7
22 feb 2021,desktop,13,4,0,0,12
22 feb 2021,mobile,21,12,0,0,18
23 feb 2021,desktop,39,14,0,0,26
23 feb 2021,mobile,39,21,0,0,28
24 feb 2021,mobile,30,11,0,0,18
24 feb 2021,desktop,96,9,0,0,22
25 feb 2021,desktop,24,11,0,0,18
25 feb 2021,mobile,122,32,0,0,38
26 feb 2021,mobile,49,14,0,0,21
26 feb 2021,desktop,116,8,0,0,16
27 feb 2021,desktop,5,2,0,0,4
27 feb 2021,mobile,13,0,0,0,3
28 feb 2021,desktop,3,2,0,0,3
28 feb 2021,mobile,4,2,0,0,3
1 mar 2021,mobile,27,5,0,0,11
1 mar 2021,desktop,159,11,0,0,18
2 mar 2021,mobile,15,5,0,0,8
2 mar 2021,desktop,50,10,0,0,14
3 mar 2021,desktop,17,2,0,0,9
3 mar 2021,mobile,11,5,0,0,7
4 mar 2021,tablet,2,2,0,0,2
4 mar 2021,mobile,30,17,0,0,23
4 mar 2021,desktop,38,6,0,0,10
5 mar 2021,mobile,38,13,0,0,17
5 mar 2021,desktop,17,3,0,0,11
6 mar 2021,desktop,6,3,0,0,5
6 mar 2021,mobile,15,1,0,0,5
7 mar 2021,mobile,8,2,0,0,3
7 mar 2021,desktop,7,3,0,0,6
8 mar 2021,mobile,10,4,0,0,5
8 mar 2021,desktop,29,4,0,0,11
9 mar 2021,desktop,63,7,0,0,17
9 mar 2021,mobile,87,23,0,0,30
10 mar 2021,desktop,13,5,0,0,8
10 mar 2021,mobile,14,4,0,0,7
11 mar 2021,mobile,3,3,0,0,3
11 mar 2021,desktop,12,6,0,0,9
12 mar 2021,desktop,9,4,0,0,7
12 mar 2021,mobile,16,6,0,0,7
13 mar 2021,desktop,3,1,0,0,3
13 mar 2021,mobile,9,3,0,0,4
14 mar 2021,mobile,25,5,0,0,11
14 mar 2021,desktop,3,0,0,0,3
15 mar 2021,mobile,14,7,0,0,9
15 mar 2021,desktop,55,8,0,0,16
16 mar 2021,mobile,4,1,0,0,3
16 mar 2021,desktop,20,9,0,0,14
17 mar 2021,desktop,9,4,0,0,8
17 mar 2021,mobile,14,7,0,0,10
18 mar 2021,desktop,5,2,0,0,5
18 mar 2021,mobile,18,3,0,0,9
19 mar 2021,desktop,6,2,0,0,3
19 mar 2021,mobile,3,2,0,0,3
20 mar 2021,mobile,4,3,0,0,3
20 mar 2021,desktop,6,1,0,0,2
21 mar 2021,desktop,3,3,0,0,3
21 mar 2021,mobile,2,1,0,0,2
22 mar 2021,mobile,6,2,0,0,3
22 mar 2021,desktop,17,5,0,0,8
23 mar 2021,mobile,9,8,0,0,8
23 mar 2021,desktop,12,11,0,0,11
24 mar 2021,mobile,17,9,0,0,9
24 mar 2021,desktop,10,2,0,0,2
25 mar 2021,mobile,11,7,0,0,9
25 mar 2021,desktop,23,13,0,0,16
26 mar 2021,desktop,13,4,0,0,7
26 mar 2021,mobile,4,2,0,0,2
27 mar 2021,desktop,4,0,0,0,3
27 mar 2021,mobile,10,5,0,0,7
28 mar 2021,mobile,16,6,0,0,7
28 mar 2021,desktop,2,1,0,0,2
29 mar 2021,desktop,17,6,0,0,9
29 mar 2021,mobile,17,8,0,0,11
30 mar 2021,mobile,11,5,0,0,7
30 mar 2021,desktop,3,2,0,0,3
31 mar 2021,mobile,12,5,0,0,8
31 mar 2021,desktop,12,4,0,0,9
1 abr 2021,mobile,11,3,0,0,4
