Fecha,Categoría de dispositivo,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones
22 jun 2019,desktop,16,2,0,0,4
23 jun 2019,desktop,10,4,0,0,5
23 jun 2019,mobile,4,2,0,0,4
24 jun 2019,mobile,8,3,0,0,5
24 jun 2019,desktop,21,6,0,0,13
25 jun 2019,desktop,43,14,0,0,28
25 jun 2019,mobile,19,3,0,0,11
25 jun 2019,tablet,1,1,0,0,1
26 jun 2019,tablet,4,1,0,0,1
26 jun 2019,mobile,38,5,0,0,17
26 jun 2019,desktop,60,10,0,0,22
27 jun 2019,mobile,20,7,0,0,13
27 jun 2019,desktop,30,12,0,0,17
28 jun 2019,desktop,45,12,0,0,22
28 jun 2019,mobile,26,10,0,0,16
29 jun 2019,desktop,17,3,0,0,6
29 jun 2019,mobile,1,1,0,0,1
29 jun 2019,tablet,1,1,0,0,1
30 jun 2019,desktop,15,10,0,0,11
30 jun 2019,mobile,3,1,0,0,1
1 jul 2019,desktop,48,9,0,0,13
1 jul 2019,mobile,6,3,0,0,3
2 jul 2019,tablet,2,1,0,0,1
2 jul 2019,mobile,37,6,0,0,12
2 jul 2019,desktop,16,10,0,0,13
3 jul 2019,desktop,24,5,0,0,12
3 jul 2019,tablet,7,2,0,0,2
3 jul 2019,mobile,44,12,0,0,28
4 jul 2019,mobile,35,17,0,0,20
4 jul 2019,desktop,15,9,0,0,14
5 jul 2019,mobile,11,5,0,0,7
5 jul 2019,desktop,28,8,0,0,15
6 jul 2019,mobile,18,6,0,0,6
6 jul 2019,desktop,3,3,0,0,3
7 jul 2019,mobile,12,4,0,0,6
7 jul 2019,tablet,1,1,0,0,1
7 jul 2019,desktop,1,1,0,0,1
8 jul 2019,desktop,9,3,0,0,5
9 jul 2019,mobile,1,1,0,0,1
9 jul 2019,desktop,12,5,0,0,5
10 jul 2019,mobile,14,5,0,0,6
10 jul 2019,desktop,12,5,0,0,8
11 jul 2019,mobile,10,0,0,0,5
11 jul 2019,desktop,15,4,0,0,5
12 jul 2019,desktop,7,4,0,0,6
12 jul 2019,mobile,14,4,0,0,6
13 jul 2019,mobile,20,5,0,0,8
13 jul 2019,desktop,2,2,0,0,2
14 jul 2019,desktop,8,2,0,0,3
14 jul 2019,mobile,9,0,0,0,4
15 jul 2019,mobile,4,2,0,0,3
15 jul 2019,desktop,6,4,0,0,5
16 jul 2019,mobile,2,0,0,0,2
16 jul 2019,desktop,16,4,0,0,9
17 jul 2019,desktop,17,9,0,0,10
17 jul 2019,mobile,15,5,0,0,6
18 jul 2019,desktop,5,2,0,0,5
18 jul 2019,mobile,20,4,0,0,6
19 jul 2019,desktop,7,2,0,0,7
19 jul 2019,mobile,7,3,0,0,6
20 jul 2019,desktop,1,1,0,0,1
21 jul 2019,mobile,1,1,0,0,1
21 jul 2019,desktop,1,1,0,0,1
22 jul 2019,desktop,23,2,0,0,8
22 jul 2019,mobile,2,1,0,0,2
23 jul 2019,desktop,15,5,0,0,9
23 jul 2019,mobile,17,3,0,0,4
24 jul 2019,mobile,5,3,0,0,4
24 jul 2019,desktop,27,5,0,0,8
25 jul 2019,desktop,27,7,0,0,11
25 jul 2019,mobile,13,5,0,0,9
26 jul 2019,desktop,16,10,0,0,15
26 jul 2019,mobile,39,12,0,0,13
27 jul 2019,mobile,9,4,0,0,6
27 jul 2019,desktop,3,2,0,0,2
28 jul 2019,mobile,4,1,0,0,2
28 jul 2019,desktop,1,1,0,0,1
29 jul 2019,desktop,12,4,0,0,10
29 jul 2019,tablet,1,1,0,0,1
29 jul 2019,mobile,5,3,0,0,4
30 jul 2019,mobile,30,15,0,0,22
30 jul 2019,desktop,17,5,0,0,11
31 jul 2019,mobile,20,4,0,0,6
31 jul 2019,desktop,19,8,0,0,9
1 ago 2019,mobile,11,3,0,0,5
1 ago 2019,desktop,18,7,0,0,13
2 ago 2019,mobile,19,5,0,0,7
2 ago 2019,desktop,40,5,0,0,12
3 ago 2019,desktop,4,1,0,0,2
3 ago 2019,mobile,5,3,0,0,3
4 ago 2019,desktop,9,3,0,0,6
4 ago 2019,mobile,12,4,0,0,6
5 ago 2019,desktop,8,5,0,0,8
5 ago 2019,mobile,16,7,0,0,8
6 ago 2019,desktop,22,5,0,0,19
6 ago 2019,mobile,21,5,0,0,8
7 ago 2019,desktop,12,7,0,0,11
7 ago 2019,mobile,17,5,0,0,6
8 ago 2019,desktop,6,3,0,0,5
8 ago 2019,mobile,56,23,0,0,26
9 ago 2019,desktop,9,5,0,0,8
9 ago 2019,mobile,15,9,0,0,10
10 ago 2019,desktop,15,6,0,0,7
10 ago 2019,mobile,13,7,0,0,9
11 ago 2019,mobile,4,3,0,0,4
11 ago 2019,desktop,14,2,0,0,4
12 ago 2019,desktop,8,3,0,0,6
12 ago 2019,mobile,5,2,0,0,3
13 ago 2019,desktop,37,8,0,0,13
13 ago 2019,mobile,8,3,0,0,8
14 ago 2019,mobile,37,7,0,0,17
14 ago 2019,desktop,41,11,0,0,19
15 ago 2019,desktop,17,5,0,0,10
15 ago 2019,mobile,9,2,0,0,5
16 ago 2019,desktop,25,2,0,0,11
16 ago 2019,mobile,23,8,0,0,10
17 ago 2019,mobile,42,12,0,0,13
17 ago 2019,desktop,9,5,0,0,8
18 ago 2019,mobile,1,0,0,0,1
18 ago 2019,desktop,1,0,0,0,1
19 ago 2019,mobile,16,2,0,0,2
19 ago 2019,desktop,21,10,0,0,13
20 ago 2019,mobile,25,5,0,0,9
20 ago 2019,desktop,25,5,0,0,16
21 ago 2019,desktop,18,9,0,0,14
21 ago 2019,mobile,28,6,0,0,15
22 ago 2019,desktop,19,5,0,0,11
22 ago 2019,mobile,6,1,0,0,5
23 ago 2019,desktop,46,7,0,0,23
23 ago 2019,mobile,28,7,0,0,10
24 ago 2019,mobile,10,5,0,0,8
24 ago 2019,desktop,9,4,0,0,6
25 ago 2019,mobile,7,2,0,0,3
25 ago 2019,desktop,2,1,0,0,1
26 ago 2019,mobile,14,6,0,0,8
26 ago 2019,desktop,30,6,0,0,15
27 ago 2019,desktop,78,9,0,0,20
27 ago 2019,mobile,25,8,0,0,11
28 ago 2019,desktop,99,9,0,0,18
28 ago 2019,mobile,29,13,0,0,17
29 ago 2019,mobile,5,4,0,0,5
29 ago 2019,desktop,36,8,0,0,14
30 ago 2019,desktop,54,13,0,0,26
30 ago 2019,mobile,30,10,0,0,18
31 ago 2019,desktop,14,5,0,0,8
31 ago 2019,mobile,17,6,0,0,10
1 sept 2019,mobile,4,2,0,0,3
1 sept 2019,desktop,3,3,0,0,3
2 sept 2019,desktop,27,5,0,0,14
2 sept 2019,mobile,3,3,0,0,3
3 sept 2019,mobile,9,3,0,0,7
3 sept 2019,desktop,14,2,0,0,10
4 sept 2019,mobile,67,15,0,0,28
4 sept 2019,desktop,25,10,0,0,13
5 sept 2019,mobile,8,5,0,0,8
5 sept 2019,desktop,24,12,0,0,15
6 sept 2019,desktop,19,5,0,0,9
6 sept 2019,mobile,27,13,0,0,19
7 sept 2019,mobile,5,1,0,0,3
7 sept 2019,desktop,16,3,0,0,4
8 sept 2019,desktop,1,1,0,0,1
8 sept 2019,mobile,11,4,0,0,6
9 sept 2019,desktop,20,11,0,0,16
9 sept 2019,mobile,36,9,0,0,12
10 sept 2019,mobile,8,4,0,0,7
10 sept 2019,desktop,20,9,0,0,14
11 sept 2019,mobile,41,7,0,0,14
11 sept 2019,desktop,24,6,0,0,17
12 sept 2019,mobile,20,8,0,0,11
12 sept 2019,desktop,15,3,0,0,13
12 sept 2019,tablet,1,1,0,0,1
13 sept 2019,mobile,13,1,0,0,10
13 sept 2019,desktop,13,5,0,0,11
14 sept 2019,desktop,13,5,0,0,10
14 sept 2019,mobile,21,7,0,0,11
15 sept 2019,mobile,4,1,0,0,4
15 sept 2019,desktop,4,1,0,0,1
16 sept 2019,desktop,100,17,0,0,22
16 sept 2019,mobile,17,6,0,0,12
17 sept 2019,mobile,24,8,0,0,13
17 sept 2019,desktop,259,13,0,0,27
18 sept 2019,mobile,60,16,0,0,24
18 sept 2019,desktop,37,13,0,0,19
19 sept 2019,mobile,64,27,0,0,32
19 sept 2019,desktop,71,17,0,0,28
20 sept 2019,desktop,102,40,0,0,58
20 sept 2019,mobile,317,132,0,0,190
21 sept 2019,mobile,358,104,0,0,196
21 sept 2019,desktop,78,27,0,0,44
22 sept 2019,desktop,110,33,0,0,47
22 sept 2019,mobile,322,92,0,0,177
23 sept 2019,tablet,3,1,0,0,1
23 sept 2019,desktop,122,37,0,0,54
23 sept 2019,mobile,305,57,0,0,156
24 sept 2019,tablet,17,1,0,0,2
24 sept 2019,mobile,253,47,0,0,121
24 sept 2019,desktop,85,24,0,0,40
25 sept 2019,mobile,148,39,0,0,87
25 sept 2019,desktop,62,22,0,0,38
26 sept 2019,desktop,144,48,0,0,69
26 sept 2019,mobile,271,91,0,0,146
26 sept 2019,tablet,11,1,0,0,2
27 sept 2019,desktop,43,14,0,0,25
27 sept 2019,mobile,52,12,0,0,35
28 sept 2019,desktop,11,5,0,0,7
28 sept 2019,mobile,16,8,0,0,14
29 sept 2019,mobile,13,5,0,0,12
29 sept 2019,desktop,3,3,0,0,3
30 sept 2019,desktop,16,5,0,0,7
30 sept 2019,mobile,81,27,0,0,46
1 oct 2019,desktop,23,9,0,0,17
1 oct 2019,mobile,43,15,0,0,28
2 oct 2019,mobile,61,12,0,0,23
2 oct 2019,desktop,31,8,0,0,15
3 oct 2019,mobile,7,3,0,0,7
3 oct 2019,desktop,21,9,0,0,13
4 oct 2019,desktop,13,4,0,0,10
4 oct 2019,mobile,11,3,0,0,10
5 oct 2019,desktop,9,3,0,0,5
5 oct 2019,mobile,6,4,0,0,5
6 oct 2019,desktop,4,2,0,0,3
6 oct 2019,mobile,2,1,0,0,2
7 oct 2019,mobile,21,9,0,0,10
7 oct 2019,desktop,27,7,0,0,13
8 oct 2019,mobile,16,7,0,0,11
8 oct 2019,desktop,103,7,0,0,9
9 oct 2019,desktop,14,6,0,0,9
9 oct 2019,mobile,3,0,0,0,3
10 oct 2019,desktop,22,5,0,0,7
10 oct 2019,mobile,9,3,0,0,9
11 oct 2019,desktop,20,8,0,0,13
11 oct 2019,mobile,16,7,0,0,11
12 oct 2019,mobile,11,5,0,0,6
12 oct 2019,desktop,2,2,0,0,2
13 oct 2019,mobile,2,1,0,0,2
13 oct 2019,tablet,1,1,0,0,1
14 oct 2019,mobile,25,7,0,0,9
14 oct 2019,desktop,14,7,0,0,8
15 oct 2019,desktop,63,3,0,0,8
15 oct 2019,mobile,18,4,0,0,5
16 oct 2019,mobile,61,11,0,0,22
16 oct 2019,desktop,16,7,0,0,11
17 oct 2019,desktop,134,18,0,0,24
17 oct 2019,mobile,9,3,0,0,7
18 oct 2019,mobile,14,6,0,0,7
18 oct 2019,desktop,6,2,0,0,4
19 oct 2019,mobile,10,2,0,0,6
19 oct 2019,desktop,4,3,0,0,3
20 oct 2019,mobile,8,1,0,0,7
20 oct 2019,desktop,4,2,0,0,4
21 oct 2019,desktop,15,5,0,0,9
21 oct 2019,mobile,17,5,0,0,10
22 oct 2019,desktop,22,8,0,0,15
22 oct 2019,mobile,27,7,0,0,13
23 oct 2019,mobile,24,3,0,0,14
23 oct 2019,desktop,49,11,0,0,18
24 oct 2019,desktop,39,11,0,0,15
24 oct 2019,mobile,14,3,0,0,8
25 oct 2019,desktop,12,2,0,0,6
25 oct 2019,mobile,17,4,0,0,8
26 oct 2019,desktop,2,2,0,0,2
26 oct 2019,mobile,9,5,0,0,6
27 oct 2019,mobile,6,1,0,0,3
28 oct 2019,desktop,31,7,0,0,8
28 oct 2019,mobile,15,4,0,0,5
29 oct 2019,desktop,13,6,0,0,10
29 oct 2019,mobile,11,4,0,0,7
30 oct 2019,mobile,4,1,0,0,3
30 oct 2019,desktop,12,9,0,0,11
31 oct 2019,mobile,4,2,0,0,4
31 oct 2019,desktop,8,2,0,0,7
1 nov 2019,desktop,20,6,0,0,14
1 nov 2019,mobile,19,12,0,0,14
2 nov 2019,mobile,10,2,0,0,6
2 nov 2019,desktop,11,8,0,0,8
3 nov 2019,mobile,22,10,0,0,14
3 nov 2019,desktop,3,2,0,0,3
4 nov 2019,mobile,27,9,0,0,12
4 nov 2019,desktop,52,7,0,0,13
5 nov 2019,mobile,9,6,0,0,9
5 nov 2019,desktop,20,8,0,0,11
6 nov 2019,desktop,6,4,0,0,5
6 nov 2019,mobile,7,4,0,0,5
7 nov 2019,mobile,103,31,0,0,44
7 nov 2019,desktop,23,11,0,0,14
8 nov 2019,mobile,83,15,0,0,29
8 nov 2019,desktop,35,8,0,0,17
9 nov 2019,mobile,54,22,0,0,26
9 nov 2019,tablet,1,1,0,0,1
9 nov 2019,desktop,131,5,0,0,9
10 nov 2019,desktop,11,2,0,0,5
10 nov 2019,mobile,87,16,0,0,26
11 nov 2019,mobile,54,13,0,0,24
11 nov 2019,desktop,22,9,0,0,11
12 nov 2019,desktop,13,7,0,0,11
12 nov 2019,mobile,37,10,0,0,16
13 nov 2019,mobile,15,4,0,0,7
13 nov 2019,desktop,66,7,0,0,8
14 nov 2019,mobile,27,8,0,0,10
14 nov 2019,desktop,4,4,0,0,4
15 nov 2019,desktop,4,2,0,0,3
15 nov 2019,mobile,11,7,0,0,8
16 nov 2019,desktop,2,1,0,0,1
16 nov 2019,mobile,8,5,0,0,5
17 nov 2019,desktop,5,2,0,0,2
17 nov 2019,mobile,8,3,0,0,4
18 nov 2019,mobile,20,4,0,0,6
18 nov 2019,desktop,13,11,0,0,11
19 nov 2019,mobile,9,0,0,0,3
19 nov 2019,desktop,29,8,0,0,12
20 nov 2019,desktop,25,7,0,0,12
20 nov 2019,mobile,14,4,0,0,6
21 nov 2019,mobile,23,3,0,0,7
21 nov 2019,desktop,17,6,0,0,8
22 nov 2019,desktop,4,4,0,0,4
22 nov 2019,mobile,17,8,0,0,13
22 nov 2019,tablet,1,1,0,0,1
23 nov 2019,mobile,21,6,0,0,11
23 nov 2019,desktop,8,4,0,0,4
24 nov 2019,desktop,3,2,0,0,2
25 nov 2019,mobile,3,2,0,0,3
25 nov 2019,desktop,5,3,0,0,5
26 nov 2019,mobile,12,4,0,0,5
26 nov 2019,desktop,5,3,0,0,3
27 nov 2019,mobile,5,1,0,0,4
27 nov 2019,desktop,4,1,0,0,2
28 nov 2019,mobile,8,4,0,0,8
28 nov 2019,desktop,30,2,0,0,4
29 nov 2019,mobile,27,7,0,0,11
29 nov 2019,desktop,8,6,0,0,8
30 nov 2019,mobile,4,1,0,0,3
30 nov 2019,desktop,10,6,0,0,7
1 dic 2019,mobile,10,3,0,0,4
2 dic 2019,desktop,13,4,0,0,7
2 dic 2019,mobile,18,5,0,0,8
3 dic 2019,mobile,6,3,0,0,4
3 dic 2019,desktop,35,7,0,0,11
3 dic 2019,tablet,1,0,0,0,1
4 dic 2019,desktop,17,7,0,0,11
4 dic 2019,mobile,18,11,0,0,12
5 dic 2019,mobile,4,2,0,0,4
5 dic 2019,desktop,4,3,0,0,4
6 dic 2019,mobile,18,7,0,0,11
6 dic 2019,desktop,15,8,0,0,14
7 dic 2019,mobile,8,3,0,0,4
7 dic 2019,desktop,6,4,0,0,5
8 dic 2019,desktop,1,1,0,0,1
8 dic 2019,mobile,3,1,0,0,3
9 dic 2019,desktop,9,5,0,0,9
9 dic 2019,mobile,2,2,0,0,2
10 dic 2019,desktop,17,6,0,0,6
10 dic 2019,mobile,1,1,0,0,1
11 dic 2019,desktop,16,6,0,0,7
12 dic 2019,desktop,11,5,0,0,8
13 dic 2019,mobile,2,1,0,0,2
13 dic 2019,desktop,9,4,0,0,6
14 dic 2019,mobile,2,2,0,0,2
14 dic 2019,desktop,16,6,0,0,7
15 dic 2019,mobile,3,1,0,0,2
15 dic 2019,desktop,5,3,0,0,3
16 dic 2019,desktop,13,5,0,0,8
16 dic 2019,mobile,4,3,0,0,4
17 dic 2019,desktop,12,3,0,0,6
17 dic 2019,mobile,3,2,0,0,3
18 dic 2019,mobile,1,1,0,0,1
18 dic 2019,desktop,17,5,0,0,7
19 dic 2019,desktop,29,10,0,0,14
19 dic 2019,mobile,2,2,0,0,2
20 dic 2019,desktop,14,4,0,0,7
20 dic 2019,mobile,2,2,0,0,2
21 dic 2019,desktop,5,4,0,0,5
21 dic 2019,mobile,5,2,0,0,2
22 dic 2019,mobile,3,2,0,0,3
22 dic 2019,desktop,2,1,0,0,2
23 dic 2019,desktop,19,4,0,0,7
24 dic 2019,desktop,1,1,0,0,1
25 dic 2019,desktop,1,1,0,0,1
26 dic 2019,tablet,1,1,0,0,1
26 dic 2019,mobile,2,2,0,0,2
26 dic 2019,desktop,4,2,0,0,3
27 dic 2019,mobile,3,3,0,0,3
27 dic 2019,desktop,6,5,0,0,5
28 dic 2019,desktop,1,0,0,0,1
28 dic 2019,mobile,6,1,0,0,5
29 dic 2019,mobile,1,1,0,0,1
29 dic 2019,desktop,2,0,0,0,2
30 dic 2019,desktop,8,2,0,0,3
30 dic 2019,mobile,5,4,0,0,5
31 dic 2019,desktop,2,2,0,0,2
31 dic 2019,mobile,1,1,0,0,1
1 ene 2020,mobile,1,1,0,0,1
1 ene 2020,desktop,1,1,0,0,1
2 ene 2020,desktop,42,3,0,0,9
2 ene 2020,mobile,2,1,0,0,1
3 ene 2020,desktop,31,4,0,0,8
3 ene 2020,mobile,5,1,0,0,2
4 ene 2020,desktop,1,1,0,0,1
4 ene 2020,mobile,5,1,0,0,1
5 ene 2020,mobile,14,1,0,0,4
5 ene 2020,desktop,9,3,0,0,5
6 ene 2020,desktop,26,2,0,0,4
6 ene 2020,mobile,2,2,0,0,2
7 ene 2020,desktop,4,2,0,0,3
8 ene 2020,mobile,33,3,0,0,5
8 ene 2020,desktop,5,2,0,0,3
9 ene 2020,desktop,8,4,0,0,6
9 ene 2020,mobile,4,3,0,0,3
10 ene 2020,desktop,3,3,0,0,3
11 ene 2020,mobile,8,0,0,0,2
11 ene 2020,desktop,1,1,0,0,1
12 ene 2020,mobile,18,1,0,0,4
12 ene 2020,desktop,6,0,0,0,3
13 ene 2020,desktop,4,3,0,0,4
13 ene 2020,mobile,3,1,0,0,3
14 ene 2020,mobile,10,2,0,0,2
14 ene 2020,desktop,4,2,0,0,3
15 ene 2020,desktop,6,2,0,0,5
15 ene 2020,mobile,3,1,0,0,1
16 ene 2020,desktop,8,4,0,0,4
16 ene 2020,mobile,2,1,0,0,1
17 ene 2020,mobile,1,1,0,0,1
17 ene 2020,desktop,4,1,0,0,3
18 ene 2020,mobile,7,2,0,0,5
18 ene 2020,desktop,1,0,0,0,1
19 ene 2020,mobile,2,1,0,0,2
20 ene 2020,desktop,2,1,0,0,2
20 ene 2020,mobile,4,2,0,0,2
21 ene 2020,desktop,15,5,0,0,5
21 ene 2020,mobile,70,4,0,0,7
22 ene 2020,desktop,9,9,0,0,9
22 ene 2020,mobile,20,1,0,0,4
23 ene 2020,mobile,4,1,0,0,1
23 ene 2020,desktop,4,2,0,0,2
24 ene 2020,mobile,24,1,0,0,3
24 ene 2020,desktop,3,2,0,0,3
25 ene 2020,desktop,3,1,0,0,2
25 ene 2020,mobile,13,1,0,0,5
26 ene 2020,desktop,2,1,0,0,1
27 ene 2020,desktop,10,5,0,0,6
28 ene 2020,mobile,1,1,0,0,1
28 ene 2020,desktop,6,1,0,0,2
29 ene 2020,desktop,8,3,0,0,3
29 ene 2020,mobile,5,2,0,0,3
30 ene 2020,mobile,4,4,0,0,4
31 ene 2020,mobile,1,1,0,0,1
31 ene 2020,desktop,3,3,0,0,3
1 feb 2020,mobile,6,3,0,0,5
1 feb 2020,desktop,6,3,0,0,5
2 feb 2020,desktop,4,2,0,0,2
3 feb 2020,desktop,8,4,0,0,6
3 feb 2020,mobile,5,3,0,0,5
4 feb 2020,desktop,6,3,0,0,5
4 feb 2020,mobile,2,0,0,0,2
4 feb 2020,tablet,1,1,0,0,1
5 feb 2020,desktop,3,3,0,0,3
5 feb 2020,mobile,2,2,0,0,2
6 feb 2020,desktop,2,2,0,0,2
6 feb 2020,mobile,1,1,0,0,1
7 feb 2020,mobile,10,2,0,0,2
7 feb 2020,desktop,3,1,0,0,1
8 feb 2020,desktop,6,1,0,0,4
8 feb 2020,mobile,29,3,0,0,4
9 feb 2020,mobile,9,5,0,0,5
9 feb 2020,desktop,5,3,0,0,3
10 feb 2020,desktop,9,4,0,0,6
10 feb 2020,mobile,21,6,0,0,10
11 feb 2020,desktop,14,6,0,0,7
11 feb 2020,mobile,16,4,0,0,6
12 feb 2020,mobile,20,12,0,0,13
12 feb 2020,desktop,34,9,0,0,9
13 feb 2020,desktop,36,6,0,0,10
13 feb 2020,mobile,4,1,0,0,3
14 feb 2020,mobile,5,5,0,0,5
14 feb 2020,desktop,3,3,0,0,3
15 feb 2020,desktop,5,5,0,0,5
15 feb 2020,mobile,5,3,0,0,4
16 feb 2020,mobile,2,1,0,0,2
16 feb 2020,desktop,6,5,0,0,6
17 feb 2020,mobile,10,5,0,0,5
17 feb 2020,desktop,27,6,0,0,14
18 feb 2020,mobile,4,2,0,0,3
18 feb 2020,desktop,13,6,0,0,10
19 feb 2020,desktop,27,13,0,0,16
19 feb 2020,mobile,8,4,0,0,5
20 feb 2020,mobile,4,3,0,0,3
20 feb 2020,desktop,25,11,0,0,14
21 feb 2020,desktop,32,6,0,0,7
21 feb 2020,mobile,10,3,0,0,5
22 feb 2020,desktop,6,4,0,0,6
22 feb 2020,mobile,2,1,0,0,2
23 feb 2020,mobile,2,1,0,0,2
23 feb 2020,desktop,7,5,0,0,6
24 feb 2020,mobile,1,1,0,0,1
24 feb 2020,desktop,4,4,0,0,4
25 feb 2020,mobile,4,3,0,0,3
25 feb 2020,desktop,8,4,0,0,4
26 feb 2020,mobile,12,6,0,0,7
26 feb 2020,desktop,6,6,0,0,6
27 feb 2020,desktop,8,6,0,0,6
27 feb 2020,mobile,6,4,0,0,6
28 feb 2020,desktop,13,8,0,0,8
28 feb 2020,mobile,4,2,0,0,4
29 feb 2020,mobile,1,1,0,0,1
29 feb 2020,desktop,9,2,0,0,5
29 feb 2020,tablet,1,0,0,0,1
1 mar 2020,tablet,1,0,0,0,1
1 mar 2020,desktop,3,1,0,0,1
2 mar 2020,mobile,7,7,0,0,7
2 mar 2020,desktop,27,7,0,0,9
3 mar 2020,desktop,22,11,0,0,15
3 mar 2020,tablet,1,1,0,0,1
3 mar 2020,mobile,16,7,0,0,9
4 mar 2020,mobile,11,3,0,0,4
4 mar 2020,desktop,38,8,0,0,17
5 mar 2020,mobile,3,3,0,0,3
5 mar 2020,desktop,12,4,0,0,9
6 mar 2020,desktop,10,3,0,0,7
6 mar 2020,mobile,7,4,0,0,4
7 mar 2020,mobile,6,4,0,0,4
7 mar 2020,desktop,4,3,0,0,4
8 mar 2020,mobile,3,3,0,0,3
8 mar 2020,desktop,11,5,0,0,6
9 mar 2020,mobile,5,5,0,0,5
9 mar 2020,desktop,22,5,0,0,10
10 mar 2020,mobile,9,3,0,0,5
10 mar 2020,desktop,16,4,0,0,8
10 mar 2020,tablet,1,1,0,0,1
11 mar 2020,mobile,15,4,0,0,7
11 mar 2020,desktop,21,6,0,0,13
12 mar 2020,desktop,12,8,0,0,10
12 mar 2020,mobile,25,6,0,0,11
13 mar 2020,desktop,7,5,0,0,7
13 mar 2020,mobile,9,4,0,0,7
14 mar 2020,desktop,5,3,0,0,3
14 mar 2020,mobile,9,5,0,0,7
15 mar 2020,desktop,2,1,0,0,1
15 mar 2020,mobile,9,3,0,0,3
16 mar 2020,desktop,7,5,0,0,6
16 mar 2020,mobile,8,8,0,0,8
17 mar 2020,desktop,13,6,0,0,8
17 mar 2020,mobile,3,3,0,0,3
18 mar 2020,desktop,12,1,0,0,7
18 mar 2020,mobile,4,2,0,0,3
19 mar 2020,mobile,5,1,0,0,3
19 mar 2020,desktop,5,3,0,0,5
20 mar 2020,desktop,18,5,0,0,7
20 mar 2020,mobile,11,5,0,0,5
21 mar 2020,mobile,10,3,0,0,8
21 mar 2020,desktop,5,5,0,0,5
22 mar 2020,desktop,28,5,0,0,6
22 mar 2020,mobile,11,4,0,0,6
23 mar 2020,mobile,10,5,0,0,6
23 mar 2020,desktop,6,4,0,0,6
24 mar 2020,mobile,5,3,0,0,3
24 mar 2020,desktop,15,4,0,0,7
25 mar 2020,desktop,10,7,0,0,8
25 mar 2020,mobile,4,1,0,0,2
26 mar 2020,desktop,17,3,0,0,8
26 mar 2020,tablet,1,1,0,0,1
26 mar 2020,mobile,3,3,0,0,3
27 mar 2020,mobile,4,3,0,0,4
27 mar 2020,desktop,66,8,0,0,11
28 mar 2020,mobile,15,4,0,0,6
28 mar 2020,desktop,146,4,0,0,15
29 mar 2020,mobile,215,55,0,0,71
29 mar 2020,desktop,799,7,0,0,19
30 mar 2020,desktop,92,16,0,0,27
30 mar 2020,mobile,78,15,0,0,30
31 mar 2020,desktop,83,13,0,0,23
31 mar 2020,mobile,169,53,0,0,64
1 abr 2020,mobile,16,7,0,0,8
1 abr 2020,desktop,42,7,0,0,13
2 abr 2020,desktop,104,9,0,0,19
2 abr 2020,tablet,6,1,0,0,1
2 abr 2020,mobile,45,10,0,0,13
3 abr 2020,desktop,32,6,0,0,14
3 abr 2020,mobile,15,4,0,0,7
4 abr 2020,mobile,8,3,0,0,3
4 abr 2020,desktop,88,0,0,0,8
5 abr 2020,mobile,32,9,0,0,16
5 abr 2020,desktop,19,7,0,0,10
6 abr 2020,desktop,58,9,0,0,15
6 abr 2020,mobile,9,6,0,0,8
7 abr 2020,desktop,20,4,0,0,9
7 abr 2020,mobile,8,7,0,0,8
8 abr 2020,mobile,32,4,0,0,5
8 abr 2020,desktop,18,6,0,0,13
9 abr 2020,desktop,389,3,0,0,9
9 abr 2020,mobile,42,14,0,0,22
10 abr 2020,desktop,6,2,0,0,3
10 abr 2020,mobile,55,7,0,0,16
11 abr 2020,mobile,11,2,0,0,7
11 abr 2020,desktop,12,2,0,0,4
12 abr 2020,desktop,5,4,0,0,4
12 abr 2020,mobile,13,1,0,0,7
13 abr 2020,desktop,13,6,0,0,8
13 abr 2020,mobile,9,2,0,0,4
14 abr 2020,desktop,100,7,0,0,15
14 abr 2020,mobile,31,10,0,0,12
15 abr 2020,desktop,39,5,0,0,11
15 abr 2020,mobile,15,2,0,0,9
16 abr 2020,mobile,14,9,0,0,11
16 abr 2020,desktop,21,7,0,0,10
17 abr 2020,desktop,16,5,0,0,9
17 abr 2020,mobile,15,8,0,0,11
18 abr 2020,desktop,11,4,0,0,7
18 abr 2020,mobile,23,8,0,0,10
19 abr 2020,mobile,2,1,0,0,1
19 abr 2020,desktop,3,3,0,0,3
20 abr 2020,mobile,26,9,0,0,12
20 abr 2020,desktop,14,8,0,0,11
21 abr 2020,mobile,12,4,0,0,6
21 abr 2020,desktop,11,1,0,0,6
22 abr 2020,desktop,13,4,0,0,7
22 abr 2020,mobile,9,5,0,0,5
23 abr 2020,desktop,22,7,0,0,11
23 abr 2020,mobile,8,4,0,0,7
24 abr 2020,desktop,32,9,0,0,16
24 abr 2020,mobile,34,10,0,0,11
25 abr 2020,desktop,2,1,0,0,2
25 abr 2020,mobile,7,4,0,0,7
26 abr 2020,desktop,6,5,0,0,5
26 abr 2020,mobile,13,5,0,0,5
27 abr 2020,mobile,13,9,0,0,11
27 abr 2020,desktop,24,12,0,0,16
28 abr 2020,desktop,19,9,0,0,13
28 abr 2020,mobile,12,6,0,0,8
29 abr 2020,desktop,13,4,0,0,9
29 abr 2020,mobile,16,4,0,0,7
30 abr 2020,mobile,11,0,0,0,2
30 abr 2020,desktop,1,0,0,0,1
1 may 2020,desktop,14,4,0,0,6
1 may 2020,mobile,29,5,0,0,7
