Fecha,Categoría de dispositivo,Número de vistas de página
24 dic 2019,desktop,1
25 dic 2019,desktop,1
26 dic 2019,tablet,1
26 dic 2019,mobile,2
26 dic 2019,desktop,4
27 dic 2019,mobile,3
27 dic 2019,desktop,6
28 dic 2019,desktop,1
28 dic 2019,mobile,6
29 dic 2019,mobile,1
29 dic 2019,desktop,2
30 dic 2019,desktop,8
30 dic 2019,mobile,5
31 dic 2019,desktop,2
31 dic 2019,mobile,1
1 ene 2020,desktop,1
1 ene 2020,mobile,1
2 ene 2020,desktop,42
2 ene 2020,mobile,2
3 ene 2020,desktop,31
3 ene 2020,mobile,5
4 ene 2020,mobile,5
4 ene 2020,desktop,1
5 ene 2020,mobile,14
5 ene 2020,desktop,9
6 ene 2020,mobile,2
6 ene 2020,desktop,26
7 ene 2020,desktop,4
8 ene 2020,mobile,33
8 ene 2020,desktop,5
9 ene 2020,mobile,4
9 ene 2020,desktop,8
10 ene 2020,desktop,3
11 ene 2020,mobile,8
11 ene 2020,desktop,1
12 ene 2020,desktop,6
12 ene 2020,mobile,18
13 ene 2020,mobile,3
13 ene 2020,desktop,4
14 ene 2020,desktop,4
14 ene 2020,mobile,10
15 ene 2020,desktop,6
15 ene 2020,mobile,3
16 ene 2020,mobile,2
16 ene 2020,desktop,8
17 ene 2020,mobile,1
17 ene 2020,desktop,4
18 ene 2020,desktop,1
18 ene 2020,mobile,7
19 ene 2020,mobile,2
20 ene 2020,desktop,2
20 ene 2020,mobile,4
21 ene 2020,mobile,70
21 ene 2020,desktop,15
22 ene 2020,mobile,20
22 ene 2020,desktop,9
23 ene 2020,desktop,4
23 ene 2020,mobile,4
24 ene 2020,mobile,24
24 ene 2020,desktop,3
25 ene 2020,mobile,13
25 ene 2020,desktop,3
26 ene 2020,desktop,2
27 ene 2020,desktop,10
28 ene 2020,mobile,1
28 ene 2020,desktop,6
29 ene 2020,desktop,8
29 ene 2020,mobile,5
30 ene 2020,mobile,4
31 ene 2020,desktop,3
31 ene 2020,mobile,1
1 feb 2020,desktop,6
1 feb 2020,mobile,6
2 feb 2020,desktop,4
3 feb 2020,mobile,5
3 feb 2020,desktop,8
4 feb 2020,mobile,2
4 feb 2020,tablet,1
4 feb 2020,desktop,6
5 feb 2020,mobile,2
5 feb 2020,desktop,3
6 feb 2020,desktop,2
6 feb 2020,mobile,1
7 feb 2020,mobile,10
7 feb 2020,desktop,3
8 feb 2020,desktop,6
8 feb 2020,mobile,29
9 feb 2020,desktop,5
9 feb 2020,mobile,9
10 feb 2020,desktop,9
10 feb 2020,mobile,21
11 feb 2020,mobile,16
11 feb 2020,desktop,14
12 feb 2020,mobile,20
12 feb 2020,desktop,34
13 feb 2020,desktop,36
13 feb 2020,mobile,4
14 feb 2020,mobile,5
14 feb 2020,desktop,3
15 feb 2020,mobile,5
15 feb 2020,desktop,5
16 feb 2020,mobile,2
16 feb 2020,desktop,6
17 feb 2020,mobile,10
17 feb 2020,desktop,27
18 feb 2020,mobile,4
18 feb 2020,desktop,13
19 feb 2020,desktop,27
19 feb 2020,mobile,8
20 feb 2020,desktop,25
20 feb 2020,mobile,4
21 feb 2020,mobile,10
21 feb 2020,desktop,32
22 feb 2020,mobile,2
22 feb 2020,desktop,6
23 feb 2020,mobile,2
23 feb 2020,desktop,7
24 feb 2020,mobile,1
24 feb 2020,desktop,4
25 feb 2020,mobile,4
25 feb 2020,desktop,8
26 feb 2020,desktop,6
26 feb 2020,mobile,12
27 feb 2020,mobile,6
27 feb 2020,desktop,8
28 feb 2020,desktop,13
28 feb 2020,mobile,4
29 feb 2020,tablet,1
29 feb 2020,desktop,9
29 feb 2020,mobile,1
1 mar 2020,desktop,3
1 mar 2020,tablet,1
2 mar 2020,mobile,7
2 mar 2020,desktop,27
3 mar 2020,desktop,22
3 mar 2020,tablet,1
3 mar 2020,mobile,16
4 mar 2020,desktop,38
4 mar 2020,mobile,11
5 mar 2020,mobile,3
5 mar 2020,desktop,12
6 mar 2020,desktop,10
6 mar 2020,mobile,7
7 mar 2020,mobile,6
7 mar 2020,desktop,4
8 mar 2020,mobile,3
8 mar 2020,desktop,11
9 mar 2020,mobile,5
9 mar 2020,desktop,22
10 mar 2020,desktop,16
10 mar 2020,mobile,9
10 mar 2020,tablet,1
11 mar 2020,mobile,15
11 mar 2020,desktop,21
12 mar 2020,mobile,25
12 mar 2020,desktop,12
13 mar 2020,desktop,7
13 mar 2020,mobile,9
14 mar 2020,mobile,9
14 mar 2020,desktop,5
15 mar 2020,mobile,9
15 mar 2020,desktop,2
16 mar 2020,desktop,7
16 mar 2020,mobile,8
17 mar 2020,mobile,3
17 mar 2020,desktop,13
18 mar 2020,mobile,4
18 mar 2020,desktop,12
19 mar 2020,mobile,5
19 mar 2020,desktop,5
20 mar 2020,mobile,11
20 mar 2020,desktop,18
21 mar 2020,desktop,5
21 mar 2020,mobile,10
22 mar 2020,mobile,11
22 mar 2020,desktop,28
23 mar 2020,mobile,10
23 mar 2020,desktop,6
24 mar 2020,desktop,15
24 mar 2020,mobile,5
25 mar 2020,desktop,10
25 mar 2020,mobile,4
26 mar 2020,mobile,3
26 mar 2020,desktop,17
26 mar 2020,tablet,1
27 mar 2020,mobile,4
27 mar 2020,desktop,66
28 mar 2020,desktop,146
28 mar 2020,mobile,15
29 mar 2020,mobile,215
29 mar 2020,desktop,799
30 mar 2020,mobile,78
30 mar 2020,desktop,92
31 mar 2020,mobile,169
31 mar 2020,desktop,83
1 abr 2020,desktop,42
1 abr 2020,mobile,16
2 abr 2020,mobile,45
2 abr 2020,desktop,104
2 abr 2020,tablet,6
3 abr 2020,desktop,32
3 abr 2020,mobile,15
4 abr 2020,desktop,88
4 abr 2020,mobile,8
5 abr 2020,mobile,32
5 abr 2020,desktop,19
6 abr 2020,mobile,9
6 abr 2020,desktop,58
7 abr 2020,desktop,20
7 abr 2020,mobile,8
8 abr 2020,mobile,32
8 abr 2020,desktop,18
9 abr 2020,desktop,389
9 abr 2020,mobile,42
10 abr 2020,desktop,6
10 abr 2020,mobile,55
11 abr 2020,mobile,11
11 abr 2020,desktop,12
12 abr 2020,mobile,13
12 abr 2020,desktop,5
13 abr 2020,mobile,9
13 abr 2020,desktop,13
14 abr 2020,mobile,31
14 abr 2020,desktop,100
15 abr 2020,desktop,39
15 abr 2020,mobile,15
16 abr 2020,desktop,21
16 abr 2020,mobile,14
17 abr 2020,desktop,16
17 abr 2020,mobile,15
18 abr 2020,desktop,11
18 abr 2020,mobile,23
19 abr 2020,mobile,2
19 abr 2020,desktop,3
20 abr 2020,mobile,26
20 abr 2020,desktop,14
21 abr 2020,mobile,12
21 abr 2020,desktop,11
22 abr 2020,mobile,9
22 abr 2020,desktop,13
23 abr 2020,mobile,8
23 abr 2020,desktop,22
24 abr 2020,mobile,34
24 abr 2020,desktop,32
25 abr 2020,desktop,2
25 abr 2020,mobile,7
26 abr 2020,desktop,6
26 abr 2020,mobile,13
27 abr 2020,mobile,13
27 abr 2020,desktop,24
28 abr 2020,desktop,19
28 abr 2020,mobile,12
29 abr 2020,desktop,13
29 abr 2020,mobile,16
30 abr 2020,desktop,1
30 abr 2020,mobile,11
1 may 2020,mobile,29
1 may 2020,desktop,14
2 may 2020,desktop,4
2 may 2020,mobile,14
3 may 2020,desktop,17
3 may 2020,mobile,3
4 may 2020,mobile,6
4 may 2020,desktop,29
5 may 2020,mobile,10
5 may 2020,desktop,20
6 may 2020,desktop,29
6 may 2020,mobile,42
7 may 2020,desktop,22
7 may 2020,tablet,1
7 may 2020,mobile,23
8 may 2020,mobile,155
8 may 2020,tablet,19
8 may 2020,desktop,238
9 may 2020,mobile,87
9 may 2020,tablet,8
9 may 2020,desktop,108
10 may 2020,desktop,57
10 may 2020,mobile,25
11 may 2020,mobile,8
11 may 2020,desktop,55
12 may 2020,desktop,36
12 may 2020,mobile,20
13 may 2020,tablet,4
13 may 2020,desktop,9
13 may 2020,mobile,13
14 may 2020,desktop,19
14 may 2020,mobile,8
15 may 2020,desktop,21
15 may 2020,mobile,4
16 may 2020,mobile,14
16 may 2020,desktop,2
17 may 2020,desktop,11
17 may 2020,mobile,1
18 may 2020,desktop,37
18 may 2020,mobile,1
19 may 2020,desktop,17
19 may 2020,mobile,9
20 may 2020,desktop,24
20 may 2020,mobile,13
21 may 2020,desktop,7
21 may 2020,mobile,11
22 may 2020,mobile,12
22 may 2020,desktop,18
23 may 2020,desktop,6
23 may 2020,mobile,3
24 may 2020,mobile,8
25 may 2020,desktop,9
25 may 2020,mobile,5
26 may 2020,mobile,13
26 may 2020,desktop,36
27 may 2020,desktop,12
27 may 2020,mobile,2
28 may 2020,mobile,31
28 may 2020,desktop,10
29 may 2020,desktop,3
29 may 2020,mobile,3
30 may 2020,mobile,4
30 may 2020,desktop,5
31 may 2020,desktop,6
31 may 2020,mobile,23
1 jun 2020,mobile,2
1 jun 2020,desktop,7
2 jun 2020,mobile,8
2 jun 2020,desktop,23
3 jun 2020,mobile,24
3 jun 2020,desktop,9
4 jun 2020,desktop,3
4 jun 2020,mobile,3
5 jun 2020,mobile,10
5 jun 2020,desktop,8
6 jun 2020,mobile,8
6 jun 2020,desktop,12
7 jun 2020,desktop,19
7 jun 2020,mobile,4
8 jun 2020,mobile,8
8 jun 2020,desktop,12
9 jun 2020,mobile,10
9 jun 2020,desktop,2
10 jun 2020,mobile,16
10 jun 2020,desktop,8
11 jun 2020,mobile,2
11 jun 2020,desktop,10
12 jun 2020,mobile,4
12 jun 2020,desktop,4
13 jun 2020,desktop,1
13 jun 2020,mobile,14
14 jun 2020,mobile,4
14 jun 2020,desktop,11
15 jun 2020,desktop,3
16 jun 2020,mobile,6
16 jun 2020,desktop,19
17 jun 2020,mobile,6
17 jun 2020,desktop,17
18 jun 2020,desktop,12
18 jun 2020,mobile,2
19 jun 2020,desktop,9
19 jun 2020,mobile,2
20 jun 2020,mobile,3
20 jun 2020,desktop,2
21 jun 2020,desktop,4
21 jun 2020,mobile,2
22 jun 2020,tablet,4
22 jun 2020,mobile,3
22 jun 2020,desktop,6
23 jun 2020,mobile,8
24 jun 2020,desktop,3
24 jun 2020,mobile,1
25 jun 2020,desktop,18
25 jun 2020,mobile,9
26 jun 2020,desktop,10
26 jun 2020,mobile,11
27 jun 2020,desktop,6
27 jun 2020,mobile,7
28 jun 2020,desktop,10
28 jun 2020,mobile,11
29 jun 2020,mobile,5
29 jun 2020,desktop,23
30 jun 2020,mobile,1
30 jun 2020,desktop,2
1 jul 2020,tablet,4
1 jul 2020,desktop,16
1 jul 2020,mobile,1
2 jul 2020,mobile,2
2 jul 2020,desktop,9
3 jul 2020,desktop,3
3 jul 2020,mobile,18
4 jul 2020,mobile,6
5 jul 2020,mobile,3
5 jul 2020,desktop,5
6 jul 2020,mobile,1
6 jul 2020,desktop,15
7 jul 2020,mobile,1
7 jul 2020,desktop,2
8 jul 2020,desktop,24
8 jul 2020,mobile,1
10 jul 2020,desktop,2
10 jul 2020,mobile,5
11 jul 2020,mobile,2
11 jul 2020,desktop,1
12 jul 2020,desktop,4
12 jul 2020,mobile,4
13 jul 2020,mobile,2
13 jul 2020,desktop,22
14 jul 2020,desktop,10
15 jul 2020,mobile,2
15 jul 2020,desktop,4
16 jul 2020,mobile,3
16 jul 2020,desktop,5
17 jul 2020,mobile,3
17 jul 2020,desktop,3
18 jul 2020,mobile,2
18 jul 2020,desktop,3
19 jul 2020,mobile,1
20 jul 2020,desktop,2
21 jul 2020,desktop,6
21 jul 2020,mobile,4
22 jul 2020,desktop,6
23 jul 2020,desktop,2
24 jul 2020,mobile,2
24 jul 2020,desktop,10
25 jul 2020,mobile,1
25 jul 2020,desktop,20
26 jul 2020,desktop,4
27 jul 2020,desktop,8
27 jul 2020,mobile,4
28 jul 2020,desktop,2
28 jul 2020,mobile,5
29 jul 2020,desktop,4
29 jul 2020,mobile,3
30 jul 2020,desktop,9
30 jul 2020,mobile,3
31 jul 2020,mobile,3
31 jul 2020,desktop,5
1 ago 2020,mobile,15
1 ago 2020,desktop,2
2 ago 2020,desktop,1
2 ago 2020,mobile,1
3 ago 2020,mobile,3
3 ago 2020,desktop,4
4 ago 2020,mobile,2
4 ago 2020,desktop,12
5 ago 2020,desktop,14
5 ago 2020,mobile,8
6 ago 2020,mobile,8
6 ago 2020,desktop,19
7 ago 2020,mobile,11
7 ago 2020,desktop,3
8 ago 2020,mobile,6
8 ago 2020,desktop,2
9 ago 2020,mobile,19
9 ago 2020,desktop,4
10 ago 2020,desktop,24
10 ago 2020,mobile,14
11 ago 2020,desktop,17
11 ago 2020,mobile,23
12 ago 2020,mobile,9
12 ago 2020,desktop,12
13 ago 2020,desktop,16
13 ago 2020,mobile,5
14 ago 2020,mobile,3
14 ago 2020,desktop,13
15 ago 2020,mobile,1
15 ago 2020,desktop,9
16 ago 2020,mobile,1
16 ago 2020,desktop,2
17 ago 2020,desktop,4
18 ago 2020,mobile,4
18 ago 2020,desktop,9
19 ago 2020,mobile,1
19 ago 2020,desktop,4
20 ago 2020,desktop,10
20 ago 2020,mobile,1
21 ago 2020,mobile,2
21 ago 2020,desktop,13
22 ago 2020,mobile,4
22 ago 2020,desktop,3
23 ago 2020,desktop,9
24 ago 2020,desktop,7
24 ago 2020,mobile,7
25 ago 2020,desktop,23
25 ago 2020,mobile,18
26 ago 2020,desktop,47
26 ago 2020,mobile,14
27 ago 2020,desktop,6
27 ago 2020,mobile,1
28 ago 2020,mobile,7
28 ago 2020,desktop,8
29 ago 2020,desktop,4
29 ago 2020,mobile,7
30 ago 2020,desktop,3
30 ago 2020,mobile,3
31 ago 2020,desktop,3
1 sept 2020,mobile,4
1 sept 2020,desktop,25
2 sept 2020,mobile,8
2 sept 2020,tablet,1
2 sept 2020,desktop,9
3 sept 2020,desktop,12
4 sept 2020,desktop,15
4 sept 2020,mobile,12
5 sept 2020,desktop,16
5 sept 2020,mobile,2
6 sept 2020,desktop,8
7 sept 2020,desktop,24
8 sept 2020,desktop,14
8 sept 2020,mobile,7
9 sept 2020,desktop,4
9 sept 2020,mobile,4
10 sept 2020,mobile,4
10 sept 2020,desktop,15
11 sept 2020,desktop,25
12 sept 2020,mobile,7
12 sept 2020,desktop,4
13 sept 2020,mobile,7
13 sept 2020,desktop,14
14 sept 2020,mobile,6
14 sept 2020,desktop,10
15 sept 2020,mobile,2
15 sept 2020,desktop,7
16 sept 2020,mobile,2
16 sept 2020,desktop,25
17 sept 2020,desktop,10
17 sept 2020,mobile,10
18 sept 2020,desktop,8
18 sept 2020,mobile,4
19 sept 2020,desktop,9
19 sept 2020,mobile,3
20 sept 2020,mobile,3
20 sept 2020,desktop,15
21 sept 2020,mobile,4
21 sept 2020,desktop,3
22 sept 2020,desktop,7
22 sept 2020,mobile,1
23 sept 2020,mobile,3
23 sept 2020,desktop,11
24 sept 2020,desktop,4
24 sept 2020,mobile,4
25 sept 2020,desktop,12
25 sept 2020,mobile,4
26 sept 2020,mobile,13
26 sept 2020,desktop,3
27 sept 2020,desktop,3
28 sept 2020,desktop,13
28 sept 2020,mobile,14
29 sept 2020,desktop,5
29 sept 2020,mobile,5
30 sept 2020,mobile,12
30 sept 2020,desktop,16
1 oct 2020,mobile,6
1 oct 2020,desktop,9
2 oct 2020,desktop,7
2 oct 2020,mobile,1
3 oct 2020,desktop,4
3 oct 2020,mobile,3
4 oct 2020,mobile,1
4 oct 2020,desktop,24
5 oct 2020,desktop,37
5 oct 2020,mobile,33
6 oct 2020,desktop,15
6 oct 2020,mobile,24
7 oct 2020,desktop,4
7 oct 2020,mobile,9
8 oct 2020,desktop,10
8 oct 2020,mobile,7
9 oct 2020,desktop,18
9 oct 2020,mobile,1
10 oct 2020,desktop,1
10 oct 2020,mobile,3
11 oct 2020,desktop,1
12 oct 2020,mobile,11
12 oct 2020,desktop,3
13 oct 2020,mobile,11
13 oct 2020,desktop,29
14 oct 2020,mobile,9
14 oct 2020,desktop,7
15 oct 2020,desktop,235
15 oct 2020,mobile,39
16 oct 2020,desktop,17
16 oct 2020,mobile,8
17 oct 2020,mobile,7
17 oct 2020,desktop,13
17 oct 2020,tablet,5
18 oct 2020,mobile,5
19 oct 2020,desktop,11
19 oct 2020,mobile,4
20 oct 2020,desktop,5
21 oct 2020,mobile,17
21 oct 2020,desktop,15
22 oct 2020,desktop,5
22 oct 2020,mobile,17
23 oct 2020,mobile,8
23 oct 2020,desktop,3
24 oct 2020,desktop,2
24 oct 2020,mobile,5
25 oct 2020,desktop,4
26 oct 2020,desktop,9
26 oct 2020,mobile,6
27 oct 2020,mobile,36
27 oct 2020,desktop,19
28 oct 2020,mobile,48
28 oct 2020,desktop,12
29 oct 2020,desktop,38
29 oct 2020,mobile,12
30 oct 2020,desktop,2
30 oct 2020,mobile,8
31 oct 2020,mobile,8
31 oct 2020,desktop,7
1 nov 2020,mobile,6
2 nov 2020,mobile,5
2 nov 2020,desktop,29
3 nov 2020,desktop,16
3 nov 2020,mobile,24
4 nov 2020,mobile,16
4 nov 2020,desktop,8
5 nov 2020,desktop,24
5 nov 2020,mobile,27
6 nov 2020,desktop,5
6 nov 2020,mobile,15
7 nov 2020,desktop,10
7 nov 2020,mobile,6
8 nov 2020,mobile,4
8 nov 2020,desktop,4
9 nov 2020,mobile,11
9 nov 2020,desktop,23
10 nov 2020,mobile,21
10 nov 2020,desktop,6
11 nov 2020,mobile,18
11 nov 2020,desktop,18
12 nov 2020,desktop,24
12 nov 2020,mobile,47
13 nov 2020,desktop,8
13 nov 2020,mobile,3
14 nov 2020,desktop,6
14 nov 2020,mobile,3
15 nov 2020,mobile,1
16 nov 2020,mobile,53
16 nov 2020,desktop,194
17 nov 2020,mobile,27
17 nov 2020,desktop,12
18 nov 2020,desktop,26
18 nov 2020,tablet,3
18 nov 2020,mobile,5
19 nov 2020,mobile,23
19 nov 2020,desktop,14
20 nov 2020,mobile,34
20 nov 2020,desktop,19
21 nov 2020,mobile,29
21 nov 2020,desktop,5
22 nov 2020,mobile,6
22 nov 2020,desktop,5
23 nov 2020,mobile,3
24 nov 2020,desktop,7
24 nov 2020,mobile,95
25 nov 2020,desktop,4
25 nov 2020,mobile,18
26 nov 2020,desktop,1
26 nov 2020,mobile,6
27 nov 2020,mobile,4
27 nov 2020,desktop,2
28 nov 2020,desktop,3
28 nov 2020,mobile,1
29 nov 2020,desktop,7
29 nov 2020,mobile,1
30 nov 2020,mobile,6
30 nov 2020,desktop,13
1 dic 2020,mobile,2
1 dic 2020,desktop,2
2 dic 2020,mobile,3
2 dic 2020,desktop,4
3 dic 2020,mobile,2
3 dic 2020,desktop,12
4 dic 2020,mobile,1
4 dic 2020,desktop,11
5 dic 2020,desktop,1
5 dic 2020,mobile,1
6 dic 2020,desktop,8
7 dic 2020,desktop,13
8 dic 2020,desktop,13
8 dic 2020,mobile,1
9 dic 2020,mobile,3
9 dic 2020,desktop,17
10 dic 2020,desktop,7
10 dic 2020,mobile,4
11 dic 2020,desktop,2
11 dic 2020,mobile,2
12 dic 2020,desktop,10
12 dic 2020,mobile,3
13 dic 2020,mobile,1
13 dic 2020,desktop,3
14 dic 2020,desktop,13
14 dic 2020,mobile,2
15 dic 2020,desktop,18
15 dic 2020,mobile,16
16 dic 2020,mobile,4
16 dic 2020,desktop,3
17 dic 2020,desktop,3
17 dic 2020,mobile,3
18 dic 2020,mobile,3
19 dic 2020,mobile,18
19 dic 2020,desktop,1
20 dic 2020,desktop,7
20 dic 2020,mobile,6
21 dic 2020,desktop,3
21 dic 2020,mobile,3
22 dic 2020,desktop,3
22 dic 2020,mobile,5
23 dic 2020,desktop,6
23 dic 2020,mobile,7
25 dic 2020,desktop,1
26 dic 2020,desktop,4
26 dic 2020,mobile,5
27 dic 2020,desktop,5
28 dic 2020,mobile,1
29 dic 2020,tablet,1
29 dic 2020,mobile,5
29 dic 2020,desktop,1
30 dic 2020,mobile,1
31 dic 2020,desktop,7
31 dic 2020,mobile,1
1 ene 2021,mobile,2
2 ene 2021,mobile,2
2 ene 2021,desktop,4
3 ene 2021,mobile,8
3 ene 2021,desktop,3
4 ene 2021,mobile,4
4 ene 2021,desktop,15
5 ene 2021,desktop,1
7 ene 2021,mobile,2
7 ene 2021,desktop,3
8 ene 2021,mobile,4
8 ene 2021,desktop,4
9 ene 2021,mobile,2
9 ene 2021,desktop,5
10 ene 2021,desktop,2
10 ene 2021,mobile,5
11 ene 2021,mobile,2
11 ene 2021,desktop,1
12 ene 2021,mobile,4
12 ene 2021,desktop,2
13 ene 2021,desktop,1
13 ene 2021,mobile,4
14 ene 2021,desktop,2
14 ene 2021,mobile,3
15 ene 2021,tablet,1
15 ene 2021,desktop,3
16 ene 2021,mobile,2
16 ene 2021,desktop,4
17 ene 2021,mobile,10
17 ene 2021,desktop,2
18 ene 2021,desktop,7
18 ene 2021,mobile,3
19 ene 2021,desktop,2
20 ene 2021,mobile,5
20 ene 2021,desktop,2
21 ene 2021,desktop,3
21 ene 2021,mobile,5
22 ene 2021,desktop,2
22 ene 2021,mobile,2
23 ene 2021,desktop,10
23 ene 2021,mobile,13
24 ene 2021,mobile,4
24 ene 2021,desktop,1
25 ene 2021,desktop,1
25 ene 2021,mobile,3
26 ene 2021,desktop,7
26 ene 2021,mobile,2
27 ene 2021,desktop,5
27 ene 2021,mobile,10
28 ene 2021,mobile,8
29 ene 2021,mobile,10
29 ene 2021,desktop,3
30 ene 2021,mobile,1
30 ene 2021,desktop,3
31 ene 2021,mobile,1
31 ene 2021,desktop,1
1 feb 2021,desktop,5
1 feb 2021,mobile,3
2 feb 2021,desktop,8
2 feb 2021,mobile,21
3 feb 2021,desktop,2
3 feb 2021,mobile,1
4 feb 2021,mobile,4
4 feb 2021,desktop,20
5 feb 2021,mobile,6
6 feb 2021,desktop,3
6 feb 2021,mobile,8
8 feb 2021,desktop,26
8 feb 2021,mobile,11
9 feb 2021,mobile,8
9 feb 2021,desktop,16
10 feb 2021,mobile,2
10 feb 2021,desktop,5
11 feb 2021,mobile,7
11 feb 2021,desktop,2
12 feb 2021,desktop,7
12 feb 2021,mobile,7
13 feb 2021,desktop,11
13 feb 2021,mobile,2
14 feb 2021,mobile,2
14 feb 2021,desktop,9
15 feb 2021,tablet,1
15 feb 2021,mobile,3
15 feb 2021,desktop,11
16 feb 2021,mobile,1
16 feb 2021,desktop,2
17 feb 2021,mobile,1
17 feb 2021,desktop,11
18 feb 2021,desktop,17
18 feb 2021,mobile,5
19 feb 2021,desktop,7
19 feb 2021,mobile,2
20 feb 2021,desktop,5
20 feb 2021,mobile,1
21 feb 2021,desktop,4
21 feb 2021,mobile,9
22 feb 2021,mobile,21
22 feb 2021,desktop,13
23 feb 2021,mobile,39
23 feb 2021,desktop,39
24 feb 2021,desktop,96
24 feb 2021,mobile,30
25 feb 2021,mobile,122
25 feb 2021,desktop,24
26 feb 2021,mobile,49
26 feb 2021,desktop,116
27 feb 2021,desktop,5
27 feb 2021,mobile,13
28 feb 2021,desktop,3
28 feb 2021,mobile,4
1 mar 2021,desktop,159
1 mar 2021,mobile,27
2 mar 2021,desktop,50
2 mar 2021,mobile,15
3 mar 2021,desktop,17
3 mar 2021,mobile,11
4 mar 2021,mobile,30
4 mar 2021,tablet,2
4 mar 2021,desktop,38
5 mar 2021,desktop,17
5 mar 2021,mobile,38
6 mar 2021,mobile,15
6 mar 2021,desktop,6
7 mar 2021,mobile,8
7 mar 2021,desktop,7
8 mar 2021,desktop,29
8 mar 2021,mobile,10
9 mar 2021,desktop,63
9 mar 2021,mobile,87
10 mar 2021,desktop,13
10 mar 2021,mobile,14
11 mar 2021,mobile,3
11 mar 2021,desktop,12
12 mar 2021,mobile,16
12 mar 2021,desktop,9
13 mar 2021,mobile,9
13 mar 2021,desktop,3
14 mar 2021,desktop,3
14 mar 2021,mobile,25
15 mar 2021,mobile,14
15 mar 2021,desktop,55
16 mar 2021,desktop,20
16 mar 2021,mobile,4
17 mar 2021,mobile,14
17 mar 2021,desktop,9
18 mar 2021,mobile,18
18 mar 2021,desktop,5
19 mar 2021,desktop,6
19 mar 2021,mobile,3
20 mar 2021,mobile,4
20 mar 2021,desktop,6
21 mar 2021,mobile,2
21 mar 2021,desktop,3
22 mar 2021,mobile,6
22 mar 2021,desktop,17
23 mar 2021,mobile,9
23 mar 2021,desktop,12
24 mar 2021,mobile,17
24 mar 2021,desktop,10
25 mar 2021,desktop,23
25 mar 2021,mobile,11
26 mar 2021,mobile,4
26 mar 2021,desktop,13
27 mar 2021,desktop,4
27 mar 2021,mobile,10
28 mar 2021,desktop,2
28 mar 2021,mobile,16
29 mar 2021,mobile,17
29 mar 2021,desktop,17
30 mar 2021,mobile,11
30 mar 2021,desktop,3
31 mar 2021,desktop,12
31 mar 2021,mobile,12
1 abr 2021,mobile,11
2 abr 2021,mobile,12
2 abr 2021,desktop,2
3 abr 2021,desktop,4
3 abr 2021,mobile,8
4 abr 2021,desktop,4
4 abr 2021,mobile,2
5 abr 2021,mobile,6
5 abr 2021,desktop,11
6 abr 2021,desktop,7
6 abr 2021,mobile,10
7 abr 2021,mobile,8
7 abr 2021,desktop,4
8 abr 2021,mobile,12
8 abr 2021,desktop,16
9 abr 2021,desktop,13
9 abr 2021,tablet,1
9 abr 2021,mobile,25
10 abr 2021,mobile,7
10 abr 2021,desktop,6
11 abr 2021,mobile,5
11 abr 2021,desktop,26
12 abr 2021,mobile,10
12 abr 2021,desktop,23
13 abr 2021,mobile,8
13 abr 2021,desktop,13
14 abr 2021,desktop,18
14 abr 2021,mobile,41
15 abr 2021,mobile,12
15 abr 2021,desktop,26
16 abr 2021,mobile,2
16 abr 2021,desktop,10
17 abr 2021,desktop,4
17 abr 2021,mobile,7
18 abr 2021,desktop,3
18 abr 2021,mobile,5
19 abr 2021,desktop,22
19 abr 2021,mobile,8
20 abr 2021,mobile,6
20 abr 2021,desktop,35
20 abr 2021,tablet,1
21 abr 2021,mobile,27
21 abr 2021,desktop,15
22 abr 2021,desktop,13
22 abr 2021,mobile,11
22 abr 2021,tablet,3
23 abr 2021,desktop,32
23 abr 2021,mobile,8
24 abr 2021,desktop,5
24 abr 2021,mobile,20
25 abr 2021,tablet,1
25 abr 2021,mobile,5
25 abr 2021,desktop,14
26 abr 2021,mobile,4
26 abr 2021,desktop,15
27 abr 2021,mobile,3
27 abr 2021,desktop,16
28 abr 2021,mobile,10
28 abr 2021,desktop,13
29 abr 2021,desktop,19
29 abr 2021,mobile,2
30 abr 2021,mobile,18
30 abr 2021,desktop,14
1 may 2021,mobile,10
1 may 2021,tablet,1
1 may 2021,desktop,1
2 may 2021,desktop,2
2 may 2021,mobile,6
3 may 2021,desktop,8
3 may 2021,mobile,13
4 may 2021,desktop,23
4 may 2021,mobile,8
5 may 2021,desktop,20
5 may 2021,mobile,20
6 may 2021,desktop,33
6 may 2021,mobile,23
7 may 2021,desktop,9
7 may 2021,mobile,8
8 may 2021,desktop,4
8 may 2021,mobile,7
9 may 2021,desktop,2
9 may 2021,mobile,13
10 may 2021,mobile,13
10 may 2021,desktop,19
11 may 2021,mobile,4
11 may 2021,desktop,8
12 may 2021,desktop,12
12 may 2021,mobile,15
13 may 2021,desktop,12
13 may 2021,mobile,9
14 may 2021,desktop,7
14 may 2021,mobile,18
15 may 2021,desktop,14
15 may 2021,mobile,4
16 may 2021,desktop,1
16 may 2021,mobile,16
17 may 2021,mobile,7
17 may 2021,desktop,5
18 may 2021,desktop,4
18 may 2021,mobile,9
19 may 2021,mobile,99
19 may 2021,desktop,34
20 may 2021,desktop,20
20 may 2021,mobile,9
21 may 2021,mobile,23
21 may 2021,desktop,6
22 may 2021,desktop,5
22 may 2021,mobile,21
23 may 2021,mobile,8
23 may 2021,desktop,2
24 may 2021,desktop,4
24 may 2021,mobile,4
25 may 2021,desktop,7
