Fecha,Agrupación de canales predeterminada,Número de vistas de página
5 sept 2019,Organic Search,200
6 sept 2019,Direct,30
6 sept 2019,Organic Search,80
6 sept 2019,Social,18
6 sept 2019,Referral,1
7 sept 2019,Direct,15
7 sept 2019,Social,40
7 sept 2019,Organic Search,64
7 sept 2019,Referral,1
8 sept 2019,Organic Search,46
8 sept 2019,Social,4
8 sept 2019,Direct,9
9 sept 2019,Direct,23
9 sept 2019,Social,44
9 sept 2019,Organic Search,132
10 sept 2019,Social,3
10 sept 2019,Direct,6
10 sept 2019,Referral,46
10 sept 2019,Organic Search,135
11 sept 2019,Referral,6
11 sept 2019,Direct,20
11 sept 2019,Organic Search,91
11 sept 2019,Social,30
12 sept 2019,Social,5
12 sept 2019,Organic Search,108
12 sept 2019,Direct,19
13 sept 2019,Social,11
13 sept 2019,Organic Search,111
13 sept 2019,Direct,14
14 sept 2019,Referral,1
14 sept 2019,Social,2
14 sept 2019,Direct,19
14 sept 2019,Organic Search,3
15 sept 2019,Direct,6
15 sept 2019,Social,2
15 sept 2019,Referral,3
15 sept 2019,Organic Search,26
16 sept 2019,Direct,13
16 sept 2019,Organic Search,390
16 sept 2019,Social,21
17 sept 2019,Social,15
17 sept 2019,Direct,5
17 sept 2019,Organic Search,308
17 sept 2019,Referral,38
18 sept 2019,Direct,13
18 sept 2019,Organic Search,184
18 sept 2019,Referral,44
18 sept 2019,Social,3
19 sept 2019,Social,20
19 sept 2019,Direct,31
19 sept 2019,Referral,4
19 sept 2019,Organic Search,58
20 sept 2019,Direct,4
20 sept 2019,Organic Search,66
21 sept 2019,Organic Search,30
21 sept 2019,Direct,2
22 sept 2019,Social,1
22 sept 2019,Direct,3
22 sept 2019,Organic Search,18
23 sept 2019,Direct,277
23 sept 2019,Organic Search,118
23 sept 2019,Social,2
23 sept 2019,Referral,5
24 sept 2019,Organic Search,72
24 sept 2019,Referral,5
24 sept 2019,Direct,8
25 sept 2019,Direct,19
25 sept 2019,Social,3
25 sept 2019,Organic Search,73
26 sept 2019,Organic Search,56
26 sept 2019,Direct,12
26 sept 2019,Referral,2
26 sept 2019,Social,10
27 sept 2019,Referral,1
27 sept 2019,Organic Search,21
27 sept 2019,Social,9
27 sept 2019,Direct,31
28 sept 2019,Organic Search,41
28 sept 2019,Direct,14
30 sept 2019,Direct,18
30 sept 2019,Referral,3
30 sept 2019,Organic Search,66
30 sept 2019,Social,5
1 oct 2019,Social,53
1 oct 2019,Direct,11
1 oct 2019,Organic Search,42
1 oct 2019,Referral,6
2 oct 2019,Referral,5
2 oct 2019,Organic Search,70
2 oct 2019,Direct,14
2 oct 2019,Social,12
3 oct 2019,Referral,8
3 oct 2019,Direct,23
3 oct 2019,Organic Search,174
4 oct 2019,Direct,14
4 oct 2019,Social,1
4 oct 2019,Organic Search,150
5 oct 2019,Organic Search,94
5 oct 2019,Direct,8
6 oct 2019,Direct,3
6 oct 2019,Organic Search,56
7 oct 2019,Direct,16
7 oct 2019,Referral,7
7 oct 2019,Organic Search,145
8 oct 2019,Direct,11
8 oct 2019,Organic Search,30
8 oct 2019,Referral,3
9 oct 2019,Organic Search,33
9 oct 2019,Direct,16
9 oct 2019,Social,1
9 oct 2019,Referral,3
10 oct 2019,Referral,4
10 oct 2019,Direct,33
10 oct 2019,Organic Search,69
10 oct 2019,Social,4
11 oct 2019,Direct,7
11 oct 2019,Organic Search,41
12 oct 2019,Organic Search,21
12 oct 2019,Direct,5
13 oct 2019,Organic Search,209
13 oct 2019,Referral,5
13 oct 2019,Direct,6
14 oct 2019,Organic Search,68
14 oct 2019,Direct,23
15 oct 2019,Social,1
15 oct 2019,Referral,2
15 oct 2019,Organic Search,101
15 oct 2019,Direct,36
16 oct 2019,Direct,34
16 oct 2019,Referral,5
16 oct 2019,Organic Search,126
16 oct 2019,Social,1
17 oct 2019,Direct,34
17 oct 2019,Referral,33
17 oct 2019,Social,1
17 oct 2019,Organic Search,176
18 oct 2019,Organic Search,109
18 oct 2019,Direct,14
18 oct 2019,Referral,7
19 oct 2019,Organic Search,41
19 oct 2019,Direct,26
20 oct 2019,Direct,13
20 oct 2019,Organic Search,17
21 oct 2019,Organic Search,130
21 oct 2019,Referral,1
21 oct 2019,Direct,15
21 oct 2019,Social,2
22 oct 2019,Direct,13
22 oct 2019,Organic Search,185
22 oct 2019,Social,2
23 oct 2019,Organic Search,113
23 oct 2019,Direct,29
23 oct 2019,Referral,34
23 oct 2019,Social,2
24 oct 2019,Direct,63
24 oct 2019,Organic Search,66
24 oct 2019,Referral,1
24 oct 2019,Social,25
25 oct 2019,Organic Search,91
25 oct 2019,Direct,16
26 oct 2019,Direct,3
26 oct 2019,Organic Search,5
27 oct 2019,Organic Search,39
27 oct 2019,Direct,17
28 oct 2019,Organic Search,149
28 oct 2019,Direct,7
28 oct 2019,Referral,7
29 oct 2019,Referral,45
29 oct 2019,Organic Search,439
29 oct 2019,Direct,22
30 oct 2019,Direct,23
30 oct 2019,Organic Search,127
31 oct 2019,Social,1
31 oct 2019,Referral,3
31 oct 2019,Organic Search,109
31 oct 2019,Direct,37
1 nov 2019,Direct,16
1 nov 2019,Organic Search,142
1 nov 2019,Social,1
2 nov 2019,Direct,11
2 nov 2019,Referral,2
2 nov 2019,Organic Search,15
3 nov 2019,Referral,1
3 nov 2019,Organic Search,27
3 nov 2019,Direct,5
4 nov 2019,Social,2
4 nov 2019,Organic Search,166
4 nov 2019,Direct,7
5 nov 2019,Organic Search,144
5 nov 2019,Direct,2
6 nov 2019,Direct,25
6 nov 2019,Organic Search,180
7 nov 2019,Direct,13
7 nov 2019,Organic Search,153
8 nov 2019,Organic Search,60
8 nov 2019,Direct,2
9 nov 2019,Direct,6
9 nov 2019,Organic Search,23
9 nov 2019,Referral,1
10 nov 2019,Direct,1
10 nov 2019,Organic Search,45
11 nov 2019,Organic Search,191
11 nov 2019,Direct,4
12 nov 2019,Social,4
12 nov 2019,Organic Search,107
12 nov 2019,Direct,6
13 nov 2019,Organic Search,142
13 nov 2019,Referral,2
13 nov 2019,Direct,33
14 nov 2019,Organic Search,144
14 nov 2019,Social,1
15 nov 2019,Organic Search,123
15 nov 2019,Direct,3
16 nov 2019,Organic Search,26
16 nov 2019,Referral,1
16 nov 2019,Direct,9
17 nov 2019,Organic Search,11
17 nov 2019,Direct,11
18 nov 2019,Social,3
18 nov 2019,Organic Search,30
18 nov 2019,Direct,14
19 nov 2019,Organic Search,158
19 nov 2019,Direct,11
19 nov 2019,Social,2
20 nov 2019,Organic Search,116
20 nov 2019,Social,1
20 nov 2019,Referral,2
20 nov 2019,Direct,13
21 nov 2019,Direct,4
21 nov 2019,Social,20
21 nov 2019,Organic Search,83
22 nov 2019,Social,2
22 nov 2019,Organic Search,59
22 nov 2019,Direct,17
23 nov 2019,Social,4
23 nov 2019,Direct,3
23 nov 2019,Organic Search,59
24 nov 2019,Organic Search,49
24 nov 2019,Social,9
25 nov 2019,Organic Search,78
25 nov 2019,Referral,1
25 nov 2019,Direct,12
25 nov 2019,Social,2
26 nov 2019,Organic Search,191
26 nov 2019,Direct,49
27 nov 2019,Organic Search,93
27 nov 2019,Direct,4
28 nov 2019,Organic Search,129
28 nov 2019,Direct,15
29 nov 2019,Organic Search,27
30 nov 2019,Organic Search,24
30 nov 2019,Referral,1
30 nov 2019,Direct,25
1 dic 2019,Direct,15
1 dic 2019,Organic Search,34
2 dic 2019,Organic Search,39
2 dic 2019,Social,1
2 dic 2019,Direct,2
2 dic 2019,Referral,8
3 dic 2019,Social,5
3 dic 2019,Direct,18
3 dic 2019,Organic Search,52
4 dic 2019,Direct,40
4 dic 2019,Referral,5
4 dic 2019,Social,4
4 dic 2019,Organic Search,52
5 dic 2019,Social,20
5 dic 2019,Direct,12
5 dic 2019,Organic Search,47
6 dic 2019,Social,6
6 dic 2019,Direct,27
6 dic 2019,Organic Search,30
6 dic 2019,Referral,7
7 dic 2019,Organic Search,12
7 dic 2019,Direct,11
8 dic 2019,Direct,2
8 dic 2019,Social,1
8 dic 2019,Organic Search,30
9 dic 2019,Organic Search,69
9 dic 2019,Direct,1
9 dic 2019,Social,1
10 dic 2019,Organic Search,183
10 dic 2019,Direct,44
10 dic 2019,Social,40
11 dic 2019,Direct,1
11 dic 2019,Social,6
11 dic 2019,Referral,5
11 dic 2019,Organic Search,37
12 dic 2019,Direct,35
12 dic 2019,Referral,5
12 dic 2019,Social,1
12 dic 2019,Organic Search,36
13 dic 2019,Organic Search,80
13 dic 2019,Direct,12
13 dic 2019,Referral,1
13 dic 2019,Social,8
14 dic 2019,Organic Search,6
15 dic 2019,Organic Search,14
16 dic 2019,Organic Search,41
16 dic 2019,Direct,2
16 dic 2019,Referral,26
17 dic 2019,Referral,2
17 dic 2019,Direct,1
17 dic 2019,Organic Search,22
18 dic 2019,Social,10
18 dic 2019,Direct,3
18 dic 2019,Organic Search,12
19 dic 2019,Organic Search,51
19 dic 2019,Social,4
19 dic 2019,Referral,1
20 dic 2019,Direct,8
20 dic 2019,Organic Search,9
21 dic 2019,Organic Search,1
21 dic 2019,Social,1
22 dic 2019,Organic Search,21
22 dic 2019,Direct,2
22 dic 2019,Social,4
23 dic 2019,Organic Search,42
24 dic 2019,Social,2
24 dic 2019,Organic Search,2
25 dic 2019,Direct,8
25 dic 2019,Social,5
25 dic 2019,Organic Search,14
26 dic 2019,Direct,3
26 dic 2019,Organic Search,13
26 dic 2019,Social,5
27 dic 2019,Direct,2
27 dic 2019,Organic Search,51
27 dic 2019,Social,4
28 dic 2019,Organic Search,9
28 dic 2019,Social,1
29 dic 2019,Organic Search,6
30 dic 2019,Organic Search,52
31 dic 2019,Organic Search,2
31 dic 2019,Social,1
1 ene 2020,Social,2
1 ene 2020,Organic Search,13
2 ene 2020,Direct,2
2 ene 2020,Organic Search,5
3 ene 2020,Organic Search,58
4 ene 2020,Organic Search,24
4 ene 2020,Direct,3
4 ene 2020,Social,1
5 ene 2020,Organic Search,5
6 ene 2020,Direct,3
6 ene 2020,Organic Search,10
7 ene 2020,Direct,2
7 ene 2020,Social,1
7 ene 2020,Organic Search,11
8 ene 2020,Organic Search,52
9 ene 2020,Direct,2
9 ene 2020,Organic Search,41
10 ene 2020,Organic Search,20
10 ene 2020,Direct,1
11 ene 2020,Referral,7
11 ene 2020,Organic Search,12
12 ene 2020,Direct,1
12 ene 2020,Organic Search,3
13 ene 2020,Direct,1
13 ene 2020,Organic Search,5
14 ene 2020,Organic Search,10
15 ene 2020,Organic Search,6
16 ene 2020,Organic Search,29
17 ene 2020,Organic Search,29
18 ene 2020,Organic Search,26
18 ene 2020,Direct,19
19 ene 2020,Direct,3
19 ene 2020,Organic Search,4
20 ene 2020,Direct,3
20 ene 2020,Organic Search,6
20 ene 2020,Referral,4
21 ene 2020,Direct,2
21 ene 2020,Organic Search,40
22 ene 2020,Organic Search,8
22 ene 2020,Social,3
22 ene 2020,Direct,4
23 ene 2020,Organic Search,52
24 ene 2020,Direct,8
24 ene 2020,Organic Search,22
25 ene 2020,Direct,8
25 ene 2020,Organic Search,3
26 ene 2020,Organic Search,5
27 ene 2020,Direct,4
27 ene 2020,Referral,3
27 ene 2020,Organic Search,9
28 ene 2020,Social,3
28 ene 2020,Organic Search,27
29 ene 2020,Direct,3
29 ene 2020,Organic Search,17
30 ene 2020,Direct,23
30 ene 2020,Organic Search,6
31 ene 2020,Direct,1
31 ene 2020,Organic Search,22
1 feb 2020,Organic Search,37
2 feb 2020,Organic Search,25
3 feb 2020,Direct,12
3 feb 2020,Organic Search,35
4 feb 2020,Organic Search,8
4 feb 2020,Direct,1
5 feb 2020,Organic Search,32
5 feb 2020,Referral,1
6 feb 2020,Organic Search,15
6 feb 2020,Direct,31
7 feb 2020,Social,2
7 feb 2020,Organic Search,9
8 feb 2020,Direct,3
8 feb 2020,Organic Search,5
9 feb 2020,Organic Search,11
9 feb 2020,Direct,2
10 feb 2020,Direct,2
10 feb 2020,Social,22
10 feb 2020,Organic Search,67
10 feb 2020,Referral,7
11 feb 2020,Organic Search,51
11 feb 2020,Direct,64
12 feb 2020,Organic Search,47
12 feb 2020,Social,1
12 feb 2020,Direct,5
13 feb 2020,Organic Search,60
13 feb 2020,Social,1
13 feb 2020,Direct,1
14 feb 2020,Organic Search,46
15 feb 2020,Organic Search,10
15 feb 2020,Direct,1
16 feb 2020,Organic Search,46
16 feb 2020,Direct,11
17 feb 2020,Direct,8
17 feb 2020,Social,1
17 feb 2020,Organic Search,63
17 feb 2020,Referral,51
18 feb 2020,Organic Search,47
18 feb 2020,Direct,6
19 feb 2020,Direct,8
19 feb 2020,Social,1
19 feb 2020,Organic Search,74
19 feb 2020,Referral,3
20 feb 2020,Direct,6
20 feb 2020,Organic Search,73
21 feb 2020,Organic Search,53
21 feb 2020,Direct,13
22 feb 2020,Organic Search,24
22 feb 2020,Direct,4
23 feb 2020,Organic Search,25
24 feb 2020,Referral,5
24 feb 2020,Direct,8
24 feb 2020,Organic Search,33
25 feb 2020,Organic Search,28
26 feb 2020,Organic Search,64
26 feb 2020,Direct,1
27 feb 2020,Organic Search,82
28 feb 2020,Organic Search,100
28 feb 2020,Direct,43
29 feb 2020,Organic Search,32
29 feb 2020,Direct,2
29 feb 2020,Referral,1
1 mar 2020,Organic Search,8
1 mar 2020,Referral,3
1 mar 2020,Direct,1
2 mar 2020,Organic Search,92
2 mar 2020,Direct,83
3 mar 2020,Organic Search,24
3 mar 2020,Direct,200
4 mar 2020,Organic Search,107
4 mar 2020,Referral,2
5 mar 2020,Organic Search,83
5 mar 2020,Direct,18
6 mar 2020,Organic Search,98
6 mar 2020,Social,33
6 mar 2020,Direct,3
7 mar 2020,Organic Search,21
7 mar 2020,Direct,8
8 mar 2020,Direct,14
8 mar 2020,Organic Search,41
9 mar 2020,Referral,7
9 mar 2020,Organic Search,32
10 mar 2020,Organic Search,135
10 mar 2020,Direct,3
10 mar 2020,Social,5
11 mar 2020,Organic Search,165
11 mar 2020,Direct,16
12 mar 2020,Direct,2
12 mar 2020,Organic Search,78
13 mar 2020,Direct,28
13 mar 2020,Organic Search,30
14 mar 2020,Organic Search,20
14 mar 2020,Direct,9
15 mar 2020,Referral,1
15 mar 2020,Direct,3
15 mar 2020,Organic Search,69
16 mar 2020,Social,4
16 mar 2020,Organic Search,97
16 mar 2020,Direct,28
17 mar 2020,Organic Search,55
17 mar 2020,Referral,2
18 mar 2020,Organic Search,68
18 mar 2020,Direct,16
19 mar 2020,Direct,2
19 mar 2020,Organic Search,99
20 mar 2020,Organic Search,100
20 mar 2020,Direct,46
20 mar 2020,Social,30
20 mar 2020,Referral,25
21 mar 2020,Organic Search,80
21 mar 2020,Referral,2
21 mar 2020,Social,2
21 mar 2020,Direct,28
22 mar 2020,Organic Search,27
22 mar 2020,Referral,2
22 mar 2020,Direct,14
23 mar 2020,Social,97
23 mar 2020,Direct,25
23 mar 2020,Organic Search,80
23 mar 2020,Referral,6
24 mar 2020,Social,29
24 mar 2020,Direct,9
24 mar 2020,Organic Search,134
25 mar 2020,Organic Search,147
25 mar 2020,Social,6
25 mar 2020,Direct,11
25 mar 2020,Referral,25
26 mar 2020,Direct,80
26 mar 2020,Referral,4
26 mar 2020,Organic Search,92
26 mar 2020,Social,34
27 mar 2020,Social,21
27 mar 2020,Direct,8
27 mar 2020,Organic Search,53
28 mar 2020,Direct,1
28 mar 2020,Organic Search,71
28 mar 2020,Social,6
29 mar 2020,Social,30
29 mar 2020,Organic Search,30
29 mar 2020,Direct,17
30 mar 2020,Organic Search,84
30 mar 2020,Social,1
30 mar 2020,Referral,4
30 mar 2020,Direct,21
31 mar 2020,Referral,19
31 mar 2020,Organic Search,42
31 mar 2020,Direct,25
31 mar 2020,Social,9
1 abr 2020,Organic Search,47
1 abr 2020,Direct,77
1 abr 2020,Social,9
1 abr 2020,Referral,9
2 abr 2020,Social,13
2 abr 2020,Organic Search,94
2 abr 2020,Direct,40
2 abr 2020,Referral,5
3 abr 2020,Direct,26
3 abr 2020,Referral,1
3 abr 2020,Organic Search,106
4 abr 2020,Referral,16
4 abr 2020,Direct,18
4 abr 2020,Organic Search,38
5 abr 2020,Organic Search,14
5 abr 2020,Direct,6
5 abr 2020,Referral,13
6 abr 2020,Referral,76
6 abr 2020,Direct,38
6 abr 2020,Social,5
6 abr 2020,Organic Search,56
7 abr 2020,Social,2
7 abr 2020,Direct,19
7 abr 2020,Organic Search,60
7 abr 2020,Referral,23
8 abr 2020,Organic Search,83
8 abr 2020,Referral,6
8 abr 2020,Direct,6
8 abr 2020,Social,3
9 abr 2020,Direct,1
9 abr 2020,Referral,1
9 abr 2020,Organic Search,44
9 abr 2020,Social,4
10 abr 2020,Referral,4
10 abr 2020,Organic Search,33
10 abr 2020,Direct,68
11 abr 2020,Direct,2
11 abr 2020,Referral,3
11 abr 2020,Social,1
11 abr 2020,Organic Search,30
12 abr 2020,Direct,2
12 abr 2020,Referral,2
12 abr 2020,Social,2
12 abr 2020,Organic Search,23
13 abr 2020,Organic Search,141
13 abr 2020,Direct,22
13 abr 2020,Referral,28
13 abr 2020,Social,5
14 abr 2020,Referral,35
14 abr 2020,Direct,58
14 abr 2020,Organic Search,220
15 abr 2020,Direct,2
15 abr 2020,Referral,24
15 abr 2020,Organic Search,44
16 abr 2020,Referral,5
16 abr 2020,Organic Search,52
16 abr 2020,Direct,37
17 abr 2020,Referral,8
17 abr 2020,Direct,33
17 abr 2020,Organic Search,246
18 abr 2020,Direct,7
18 abr 2020,Organic Search,61
18 abr 2020,Referral,10
19 abr 2020,Organic Search,19
19 abr 2020,Referral,8
19 abr 2020,Direct,8
20 abr 2020,Organic Search,147
20 abr 2020,Social,1
20 abr 2020,Direct,41
20 abr 2020,Referral,22
21 abr 2020,Direct,5
21 abr 2020,Organic Search,135
21 abr 2020,Referral,19
22 abr 2020,Referral,5
22 abr 2020,Direct,27
22 abr 2020,Organic Search,60
22 abr 2020,Social,1
23 abr 2020,Organic Search,121
23 abr 2020,Social,1
23 abr 2020,Direct,49
23 abr 2020,Referral,21
24 abr 2020,Organic Search,57
24 abr 2020,Direct,62
24 abr 2020,Referral,2
24 abr 2020,Social,4
25 abr 2020,Referral,12
25 abr 2020,Direct,9
25 abr 2020,Organic Search,41
26 abr 2020,Referral,16
26 abr 2020,Direct,9
26 abr 2020,Organic Search,89
27 abr 2020,Organic Search,115
27 abr 2020,Direct,38
27 abr 2020,Social,1
27 abr 2020,Referral,28
28 abr 2020,Direct,17
28 abr 2020,Organic Search,318
28 abr 2020,Referral,9
29 abr 2020,Direct,14
29 abr 2020,Social,6
29 abr 2020,Referral,12
29 abr 2020,Organic Search,162
30 abr 2020,Social,15
30 abr 2020,Organic Search,124
30 abr 2020,Direct,4
1 may 2020,Organic Search,79
1 may 2020,Social,1
1 may 2020,Referral,3
1 may 2020,Direct,8
2 may 2020,Organic Search,79
2 may 2020,Referral,19
2 may 2020,Direct,34
2 may 2020,Social,1
3 may 2020,Referral,52
3 may 2020,Organic Search,22
3 may 2020,Direct,9
3 may 2020,Social,1
4 may 2020,Direct,8
4 may 2020,Organic Search,186
4 may 2020,Referral,36
5 may 2020,Social,35
5 may 2020,Organic Search,32
5 may 2020,Direct,51
5 may 2020,Referral,18
6 may 2020,Referral,1
6 may 2020,Direct,11
6 may 2020,Organic Search,77
6 may 2020,Social,22
7 may 2020,Social,10
7 may 2020,Direct,5
7 may 2020,Referral,9
7 may 2020,Organic Search,75
8 may 2020,Social,6
8 may 2020,Referral,7
8 may 2020,Organic Search,77
8 may 2020,Direct,44
9 may 2020,Social,13
9 may 2020,Referral,9
9 may 2020,Direct,20
9 may 2020,Organic Search,82
10 may 2020,Social,14
10 may 2020,Direct,39
10 may 2020,Organic Search,83
11 may 2020,Social,11
11 may 2020,Organic Search,109
11 may 2020,Referral,16
11 may 2020,Direct,57
12 may 2020,Organic Search,96
12 may 2020,Referral,32
12 may 2020,Direct,21
12 may 2020,Social,17
13 may 2020,Social,22
13 may 2020,Organic Search,78
13 may 2020,Direct,19
13 may 2020,Referral,1
14 may 2020,Referral,1
14 may 2020,Social,6
14 may 2020,Direct,7
14 may 2020,Organic Search,61
15 may 2020,Direct,14
15 may 2020,Organic Search,9
15 may 2020,Referral,2
15 may 2020,Social,9
16 may 2020,Social,1
16 may 2020,Organic Search,12
16 may 2020,Direct,3
17 may 2020,Referral,2
17 may 2020,Social,11
17 may 2020,Organic Search,21
17 may 2020,Direct,3
18 may 2020,Direct,6
18 may 2020,Referral,2
18 may 2020,Organic Search,89
19 may 2020,Organic Search,145
19 may 2020,Social,15
19 may 2020,Referral,4
19 may 2020,Direct,12
20 may 2020,Social,9
20 may 2020,Referral,3
20 may 2020,Direct,36
20 may 2020,Organic Search,116
21 may 2020,Social,6
21 may 2020,Referral,1
21 may 2020,Direct,33
21 may 2020,Organic Search,116
22 may 2020,Social,2
22 may 2020,Organic Search,82
22 may 2020,Direct,30
22 may 2020,Referral,1
23 may 2020,Direct,8
23 may 2020,Social,6
23 may 2020,Referral,1
23 may 2020,Organic Search,22
24 may 2020,Social,4
24 may 2020,Organic Search,15
24 may 2020,Direct,2
25 may 2020,Organic Search,14
25 may 2020,Social,1
25 may 2020,Direct,15
25 may 2020,Referral,4
26 may 2020,Direct,10
26 may 2020,Social,13
26 may 2020,Organic Search,90
26 may 2020,Referral,1
27 may 2020,Direct,12
27 may 2020,Organic Search,75
27 may 2020,Referral,5
28 may 2020,Organic Search,121
28 may 2020,Direct,26
28 may 2020,Referral,4
29 may 2020,Organic Search,78
29 may 2020,Referral,18
29 may 2020,Direct,42
29 may 2020,Social,3
30 may 2020,Organic Search,49
30 may 2020,Social,2
30 may 2020,Direct,10
31 may 2020,Referral,2
31 may 2020,Direct,6
31 may 2020,Organic Search,33
1 jun 2020,Referral,13
1 jun 2020,Organic Search,75
1 jun 2020,Direct,10
2 jun 2020,Direct,22
2 jun 2020,Organic Search,36
2 jun 2020,Referral,9
3 jun 2020,Referral,1
3 jun 2020,Direct,57
3 jun 2020,Organic Search,45
4 jun 2020,Organic Search,51
4 jun 2020,Direct,6
4 jun 2020,Referral,3
5 jun 2020,Organic Search,72
5 jun 2020,Direct,35
5 jun 2020,Referral,3
5 jun 2020,Social,2
6 jun 2020,Organic Search,56
6 jun 2020,Direct,12
6 jun 2020,Referral,3
6 jun 2020,Social,1
7 jun 2020,Organic Search,9
7 jun 2020,Referral,5
7 jun 2020,Social,1
7 jun 2020,Direct,22
8 jun 2020,Direct,21
8 jun 2020,Referral,11
8 jun 2020,Organic Search,24
8 jun 2020,Social,2
9 jun 2020,Referral,20
9 jun 2020,Social,3
9 jun 2020,Direct,34
9 jun 2020,Organic Search,65
10 jun 2020,Referral,4
10 jun 2020,Organic Search,118
10 jun 2020,Social,1
10 jun 2020,Direct,33
11 jun 2020,Direct,31
11 jun 2020,Organic Search,24
11 jun 2020,Social,4
12 jun 2020,Organic Search,39
12 jun 2020,Direct,25
12 jun 2020,Social,7
13 jun 2020,Direct,39
13 jun 2020,Referral,1
13 jun 2020,Organic Search,41
14 jun 2020,Direct,15
14 jun 2020,Organic Search,17
15 jun 2020,Organic Search,69
15 jun 2020,Referral,1
15 jun 2020,Direct,5
15 jun 2020,Social,6
16 jun 2020,Referral,4
16 jun 2020,Direct,4
16 jun 2020,Social,8
16 jun 2020,Organic Search,22
17 jun 2020,Direct,5
17 jun 2020,Referral,6
17 jun 2020,Social,3
17 jun 2020,Organic Search,77
18 jun 2020,Referral,3
18 jun 2020,Direct,22
18 jun 2020,Organic Search,54
19 jun 2020,Referral,7
19 jun 2020,Organic Search,75
19 jun 2020,Direct,7
20 jun 2020,Organic Search,14
20 jun 2020,Social,11
20 jun 2020,Referral,4
21 jun 2020,Organic Search,44
21 jun 2020,Direct,6
21 jun 2020,Referral,1
22 jun 2020,Direct,18
22 jun 2020,Social,2
22 jun 2020,Organic Search,72
22 jun 2020,Referral,3
23 jun 2020,Organic Search,50
23 jun 2020,Referral,2
23 jun 2020,Direct,6
24 jun 2020,Referral,4
24 jun 2020,Organic Search,35
24 jun 2020,Direct,1
25 jun 2020,Organic Search,27
25 jun 2020,Referral,3
26 jun 2020,Direct,10
26 jun 2020,Organic Search,28
27 jun 2020,Referral,1
27 jun 2020,Organic Search,31
27 jun 2020,Direct,7
28 jun 2020,Referral,2
28 jun 2020,Organic Search,12
28 jun 2020,Social,3
28 jun 2020,Direct,3
29 jun 2020,Referral,5
29 jun 2020,Social,3
29 jun 2020,Organic Search,54
29 jun 2020,Direct,12
30 jun 2020,Organic Search,40
30 jun 2020,Social,3
30 jun 2020,Referral,4
1 jul 2020,Social,11
1 jul 2020,Organic Search,126
1 jul 2020,Direct,2
1 jul 2020,Referral,1
2 jul 2020,Referral,2
2 jul 2020,Organic Search,21
2 jul 2020,Direct,2
2 jul 2020,Social,4
3 jul 2020,Organic Search,79
3 jul 2020,Direct,24
3 jul 2020,Social,2
3 jul 2020,Referral,1
4 jul 2020,Referral,1
4 jul 2020,Organic Search,31
4 jul 2020,Direct,11
5 jul 2020,Organic Search,18
5 jul 2020,Direct,6
6 jul 2020,Social,1
6 jul 2020,Direct,4
6 jul 2020,Organic Search,27
6 jul 2020,Referral,2
7 jul 2020,Organic Search,37
7 jul 2020,Social,3
7 jul 2020,Direct,5
8 jul 2020,Referral,3
8 jul 2020,Organic Search,96
8 jul 2020,Social,4
8 jul 2020,Direct,2
9 jul 2020,Direct,7
9 jul 2020,Referral,1
9 jul 2020,Organic Search,8
10 jul 2020,Referral,2
10 jul 2020,Organic Search,120
10 jul 2020,Social,4
10 jul 2020,Direct,55
11 jul 2020,Organic Search,57
11 jul 2020,Direct,2
12 jul 2020,Referral,4
12 jul 2020,Organic Search,16
12 jul 2020,Direct,29
13 jul 2020,Organic Search,46
13 jul 2020,Referral,6
13 jul 2020,Direct,105
14 jul 2020,Referral,11
14 jul 2020,Direct,36
14 jul 2020,Organic Search,21
15 jul 2020,Referral,2
15 jul 2020,Direct,44
15 jul 2020,Organic Search,44
16 jul 2020,Referral,2
16 jul 2020,Organic Search,26
16 jul 2020,Direct,38
17 jul 2020,Referral,2
17 jul 2020,Social,3
17 jul 2020,Organic Search,6
17 jul 2020,Direct,3
18 jul 2020,Social,27
18 jul 2020,Organic Search,20
19 jul 2020,Direct,15
19 jul 2020,Organic Search,22
20 jul 2020,Organic Search,24
20 jul 2020,Direct,12
20 jul 2020,Referral,7
21 jul 2020,Organic Search,41
21 jul 2020,Direct,18
21 jul 2020,Referral,8
22 jul 2020,Referral,1
22 jul 2020,Organic Search,175
22 jul 2020,Direct,74
23 jul 2020,Referral,2
23 jul 2020,Organic Search,24
23 jul 2020,Direct,13
24 jul 2020,Organic Search,27
24 jul 2020,Direct,8
25 jul 2020,Direct,1
25 jul 2020,Referral,3
25 jul 2020,Organic Search,28
26 jul 2020,Organic Search,13
27 jul 2020,Social,15
27 jul 2020,Direct,4
27 jul 2020,Organic Search,65
28 jul 2020,Direct,15
28 jul 2020,Organic Search,79
28 jul 2020,Social,22
29 jul 2020,Organic Search,100
29 jul 2020,Direct,36
29 jul 2020,Social,16
30 jul 2020,Direct,39
30 jul 2020,Social,4
30 jul 2020,Organic Search,22
31 jul 2020,Direct,3
31 jul 2020,Referral,1
31 jul 2020,Organic Search,77
31 jul 2020,Social,8
1 ago 2020,Organic Search,41
1 ago 2020,Direct,16
1 ago 2020,Social,14
2 ago 2020,Direct,14
2 ago 2020,Social,13
2 ago 2020,Referral,5
2 ago 2020,Organic Search,15
3 ago 2020,Social,161
3 ago 2020,Organic Search,132
3 ago 2020,Direct,31
4 ago 2020,Organic Search,83
4 ago 2020,Direct,11
4 ago 2020,Social,69
5 ago 2020,Referral,3
5 ago 2020,Direct,8
5 ago 2020,Social,110
