,Unnamed: 0.1,Fecha,Vistas,Usuarios nuevos,Total de usuarios,Sesiones por usuario,Sesiones,mobile Vistas,mobile Usuarios nuevos,mobile Total de usuarios,mobile Sesiones por usuario,mobile Sesiones,desktop Vistas,desktop Usuarios nuevos,desktop Total de usuarios,desktop Sesiones por usuario,desktop Sesiones,tablet Vistas,tablet Usuarios nuevos,tablet Total de usuarios,tablet Sesiones por usuario,tablet Sesiones
554,554,27 feb 2020,14,10,12,2.0,12,6.0,4.0,6.0,1.0,6.0,8.0,6.0,6.0,1.0,6.0,,,,,
555,555,28 feb 2020,17,10,11,2.333333333333333,12,4.0,2.0,3.0,1.3333333333333333,4.0,13.0,8.0,8.0,1.0,8.0,,,,,
556,556,29 feb 2020,11,3,7,3.0,7,1.0,1.0,1.0,1.0,1.0,9.0,2.0,5.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0
557,557,1 mar 2020,4,1,2,2.0,2,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
558,558,2 mar 2020,34,14,15,2.125,16,7.0,7.0,7.0,1.0,7.0,27.0,7.0,8.0,1.125,9.0,,,,,
559,559,3 mar 2020,39,19,23,3.196428571428571,25,16.0,7.0,8.0,1.125,9.0,22.0,11.0,14.0,1.0714285714285714,15.0,1.0,1.0,1.0,1.0,1.0
560,560,4 mar 2020,49,11,17,2.5476190476190474,21,11.0,3.0,3.0,1.3333333333333333,4.0,38.0,8.0,14.0,1.2142857142857142,17.0,,,,,
561,561,5 mar 2020,15,7,11,2.125,12,3.0,3.0,3.0,1.0,3.0,12.0,4.0,8.0,1.125,9.0,,,,,
562,562,6 mar 2020,17,7,10,2.166666666666667,11,7.0,4.0,4.0,1.0,4.0,10.0,3.0,6.0,1.1666666666666667,7.0,,,,,
563,563,7 mar 2020,10,7,8,2.0,8,6.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,4.0,,,,,
564,564,8 mar 2020,14,8,8,2.2,9,3.0,3.0,3.0,1.0,3.0,11.0,5.0,5.0,1.2,6.0,,,,,
565,565,9 mar 2020,27,10,13,2.25,15,5.0,5.0,5.0,1.0,5.0,22.0,5.0,8.0,1.25,10.0,,,,,
566,566,10 mar 2020,26,8,12,3.3928571428571432,14,9.0,3.0,4.0,1.25,5.0,16.0,4.0,7.0,1.1428571428571428,8.0,1.0,1.0,1.0,1.0,1.0
567,567,11 mar 2020,36,10,18,2.1818181818181817,20,15.0,4.0,7.0,1.0,7.0,21.0,6.0,11.0,1.181818181818182,13.0,,,,,
568,568,12 mar 2020,37,14,17,2.4861111111111107,21,25.0,6.0,8.0,1.375,11.0,12.0,8.0,9.0,1.1111111111111112,10.0,,,,,
569,569,13 mar 2020,16,9,12,2.4,14,9.0,4.0,5.0,1.4,7.0,7.0,5.0,7.0,1.0,7.0,,,,,
570,570,14 mar 2020,14,8,9,2.166666666666667,10,9.0,5.0,6.0,1.1666666666666667,7.0,5.0,3.0,3.0,1.0,3.0,,,,,
571,571,15 mar 2020,11,4,4,2.0,4,9.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,
572,572,16 mar 2020,15,13,13,2.2,14,8.0,8.0,8.0,1.0,8.0,7.0,5.0,5.0,1.2,6.0,,,,,
573,573,17 mar 2020,16,9,11,2.0,11,3.0,3.0,3.0,1.0,3.0,13.0,6.0,8.0,1.0,8.0,,,,,
574,574,18 mar 2020,16,3,7,2.75,10,4.0,2.0,3.0,1.0,3.0,12.0,1.0,4.0,1.75,7.0,,,,,
575,575,19 mar 2020,10,4,6,2.666666666666667,8,5.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,1.6666666666666667,5.0,,,,,
576,576,20 mar 2020,29,10,12,2.0,12,11.0,5.0,5.0,1.0,5.0,18.0,5.0,7.0,1.0,7.0,,,,,
577,577,21 mar 2020,15,8,11,2.333333333333333,13,10.0,3.0,6.0,1.3333333333333333,8.0,5.0,5.0,5.0,1.0,5.0,,,,,
578,578,22 mar 2020,39,9,11,2.2,12,11.0,4.0,5.0,1.2,6.0,28.0,5.0,6.0,1.0,6.0,,,,,
579,579,23 mar 2020,16,9,11,2.2,12,10.0,5.0,5.0,1.2,6.0,6.0,4.0,6.0,1.0,6.0,,,,,
580,580,24 mar 2020,20,7,10,2.0,10,5.0,3.0,3.0,1.0,3.0,15.0,4.0,7.0,1.0,7.0,,,,,
581,581,25 mar 2020,14,8,10,2.0,10,4.0,1.0,2.0,1.0,2.0,10.0,7.0,8.0,1.0,8.0,,,,,
582,582,26 mar 2020,21,7,11,3.1428571428571432,12,3.0,3.0,3.0,1.0,3.0,17.0,3.0,7.0,1.1428571428571428,8.0,1.0,1.0,1.0,1.0,1.0
583,583,27 mar 2020,70,11,13,2.2222222222222223,15,4.0,3.0,4.0,1.0,4.0,66.0,8.0,9.0,1.2222222222222223,11.0,,,,,
584,584,28 mar 2020,161,8,13,3.1428571428571432,21,15.0,4.0,6.0,1.0,6.0,146.0,4.0,7.0,2.142857142857143,15.0,,,,,
585,585,29 mar 2020,1014,62,73,2.872434017595308,90,215.0,55.0,62.0,1.1451612903225807,71.0,799.0,7.0,11.0,1.7272727272727273,19.0,,,,,
586,586,30 mar 2020,170,31,45,2.5357142857142856,57,78.0,15.0,24.0,1.25,30.0,92.0,16.0,21.0,1.2857142857142858,27.0,,,,,
587,587,31 mar 2020,252,66,78,2.2952720785013376,87,169.0,53.0,59.0,1.0847457627118644,64.0,83.0,13.0,19.0,1.2105263157894737,23.0,,,,,
588,588,1 abr 2020,58,14,19,2.1818181818181817,21,16.0,7.0,8.0,1.0,8.0,42.0,7.0,11.0,1.181818181818182,13.0,,,,,
589,589,2 abr 2020,155,20,28,3.35,33,45.0,10.0,12.0,1.0833333333333333,13.0,104.0,9.0,15.0,1.2666666666666666,19.0,6.0,1.0,1.0,1.0,1.0
590,590,3 abr 2020,47,10,17,2.5666666666666664,21,15.0,4.0,5.0,1.4,7.0,32.0,6.0,12.0,1.1666666666666667,14.0,,,,,
591,591,4 abr 2020,96,3,10,2.142857142857143,11,8.0,3.0,3.0,1.0,3.0,88.0,0.0,7.0,1.1428571428571428,8.0,,,,,
592,592,5 abr 2020,51,16,25,2.066666666666667,26,32.0,9.0,15.0,1.0666666666666669,16.0,19.0,7.0,10.0,1.0,10.0,,,,,
593,593,6 abr 2020,67,15,22,2.142857142857143,23,9.0,6.0,7.0,1.1428571428571428,8.0,58.0,9.0,15.0,1.0,15.0,,,,,
594,594,7 abr 2020,28,11,16,2.125,17,8.0,7.0,8.0,1.0,8.0,20.0,4.0,8.0,1.125,9.0,,,,,
595,595,8 abr 2020,50,10,14,2.55,18,32.0,4.0,4.0,1.25,5.0,18.0,6.0,10.0,1.3,13.0,,,,,
596,596,9 abr 2020,431,17,23,2.7941176470588243,31,42.0,14.0,17.0,1.2941176470588236,22.0,389.0,3.0,6.0,1.5,9.0,,,,,
597,597,10 abr 2020,61,9,12,2.7777777777777777,19,55.0,7.0,9.0,1.7777777777777777,16.0,6.0,2.0,3.0,1.0,3.0,,,,,
598,598,11 abr 2020,23,4,8,2.7333333333333334,11,11.0,2.0,5.0,1.4,7.0,12.0,2.0,3.0,1.3333333333333333,4.0,,,,,
599,599,12 abr 2020,18,5,9,2.4,11,13.0,1.0,5.0,1.4,7.0,5.0,4.0,4.0,1.0,4.0,,,,,
600,600,13 abr 2020,22,8,11,2.333333333333333,12,9.0,2.0,3.0,1.3333333333333333,4.0,13.0,6.0,8.0,1.0,8.0,,,,,
601,601,14 abr 2020,131,17,23,2.363636363636364,27,31.0,10.0,12.0,1.0,12.0,100.0,7.0,11.0,1.3636363636363635,15.0,,,,,
602,602,15 abr 2020,54,7,17,2.385714285714286,20,15.0,2.0,7.0,1.2857142857142858,9.0,39.0,5.0,10.0,1.1,11.0,,,,,
603,603,16 abr 2020,35,16,21,2.0,21,14.0,9.0,11.0,1.0,11.0,21.0,7.0,10.0,1.0,10.0,,,,,
604,604,17 abr 2020,31,13,19,2.1,20,15.0,8.0,10.0,1.1,11.0,16.0,5.0,9.0,1.0,9.0,,,,,
605,605,18 abr 2020,34,12,15,2.4,17,23.0,8.0,10.0,1.0,10.0,11.0,4.0,5.0,1.4,7.0,,,,,
606,606,19 abr 2020,5,4,4,2.0,4,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,,,
607,607,20 abr 2020,40,17,22,2.1,23,26.0,9.0,12.0,1.0,12.0,14.0,8.0,10.0,1.1,11.0,,,,,
608,608,21 abr 2020,23,5,11,2.2,12,12.0,4.0,5.0,1.2,6.0,11.0,1.0,6.0,1.0,6.0,,,,,
609,609,22 abr 2020,22,9,12,2.0,12,9.0,5.0,5.0,1.0,5.0,13.0,4.0,7.0,1.0,7.0,,,,,
610,610,23 abr 2020,30,11,16,2.2666666666666666,18,8.0,4.0,6.0,1.1666666666666667,7.0,22.0,7.0,10.0,1.1,11.0,,,,,
611,611,24 abr 2020,66,19,23,2.330769230769231,27,34.0,10.0,10.0,1.1,11.0,32.0,9.0,13.0,1.2307692307692308,16.0,,,,,
612,612,25 abr 2020,9,5,9,2.0,9,7.0,4.0,7.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,,,,,
613,613,26 abr 2020,19,10,10,2.0,10,13.0,5.0,5.0,1.0,5.0,6.0,5.0,5.0,1.0,5.0,,,,,
614,614,27 abr 2020,37,21,26,2.066666666666667,27,13.0,9.0,11.0,1.0,11.0,24.0,12.0,15.0,1.0666666666666669,16.0,,,,,
615,615,28 abr 2020,31,15,20,2.142857142857143,21,12.0,6.0,7.0,1.1428571428571428,8.0,19.0,9.0,13.0,1.0,13.0,,,,,
616,616,29 abr 2020,29,8,14,2.4,16,16.0,4.0,5.0,1.4,7.0,13.0,4.0,9.0,1.0,9.0,,,,,
617,617,30 abr 2020,12,0,3,2.0,3,11.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,,,,,
618,618,1 may 2020,43,9,12,2.2,13,29.0,5.0,7.0,1.0,7.0,14.0,4.0,5.0,1.2,6.0,,,,,
619,619,2 may 2020,18,5,7,2.583333333333333,9,14.0,3.0,4.0,1.25,5.0,4.0,2.0,3.0,1.3333333333333333,4.0,,,,,
620,620,3 may 2020,20,4,7,2.0,7,3.0,1.0,2.0,1.0,2.0,17.0,3.0,5.0,1.0,5.0,,,,,
621,621,4 may 2020,35,8,10,2.125,11,6.0,2.0,2.0,1.0,2.0,29.0,6.0,8.0,1.125,9.0,,,,,
622,622,5 may 2020,30,7,9,2.2,10,10.0,3.0,4.0,1.0,4.0,20.0,4.0,5.0,1.2,6.0,,,,,
623,623,6 may 2020,71,23,29,2.3428571428571425,34,42.0,14.0,15.0,1.2,18.0,29.0,9.0,14.0,1.1428571428571428,16.0,,,,,
624,624,7 may 2020,46,10,17,3.5396825396825395,21,23.0,5.0,7.0,1.4285714285714286,10.0,22.0,4.0,9.0,1.1111111111111112,10.0,1.0,1.0,1.0,1.0,1.0
625,625,8 may 2020,412,112,125,3.2411529680365296,140,155.0,44.0,48.0,1.1041666666666667,53.0,238.0,64.0,73.0,1.1369863013698631,83.0,19.0,4.0,4.0,1.0,4.0
626,626,9 may 2020,203,41,51,3.1916264090177133,56,87.0,19.0,23.0,1.0434782608695652,24.0,108.0,21.0,27.0,1.148148148148148,31.0,8.0,1.0,1.0,1.0,1.0
627,627,10 may 2020,82,21,25,2.3412698412698414,28,25.0,6.0,7.0,1.2857142857142858,9.0,57.0,15.0,18.0,1.0555555555555556,19.0,,,,,
628,628,11 may 2020,63,11,18,2.2,21,8.0,3.0,3.0,1.0,3.0,55.0,8.0,15.0,1.2,18.0,,,,,
629,629,12 may 2020,56,14,17,2.0,17,20.0,5.0,5.0,1.0,5.0,36.0,9.0,12.0,1.0,12.0,,,,,
630,630,13 may 2020,26,11,15,3.0,15,13.0,5.0,6.0,1.0,6.0,9.0,5.0,8.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0
631,631,14 may 2020,27,13,14,2.2,15,8.0,5.0,5.0,1.2,6.0,19.0,8.0,9.0,1.0,9.0,,,,,
632,632,15 may 2020,25,8,14,2.0,14,4.0,2.0,3.0,1.0,3.0,21.0,6.0,11.0,1.0,11.0,,,,,
633,633,16 may 2020,16,5,8,3.0,9,14.0,5.0,7.0,1.0,7.0,2.0,0.0,1.0,2.0,2.0,,,,,
634,634,17 may 2020,12,8,8,2.0,8,1.0,1.0,1.0,1.0,1.0,11.0,7.0,7.0,1.0,7.0,,,,,
635,635,18 may 2020,38,20,24,2.0434782608695654,25,1.0,0.0,1.0,1.0,1.0,37.0,20.0,23.0,1.0434782608695652,24.0,,,,,
636,636,19 may 2020,26,5,11,2.333333333333333,13,9.0,3.0,5.0,1.0,5.0,17.0,2.0,6.0,1.3333333333333333,8.0,,,,,
637,637,20 may 2020,37,10,17,2.5285714285714285,21,13.0,5.0,7.0,1.4285714285714286,10.0,24.0,5.0,10.0,1.1,11.0,,,,,
638,638,21 may 2020,18,9,10,2.4,12,11.0,4.0,5.0,1.4,7.0,7.0,5.0,5.0,1.0,5.0,,,,,
639,639,22 may 2020,30,9,10,2.0,10,12.0,6.0,6.0,1.0,6.0,18.0,3.0,4.0,1.0,4.0,,,,,
640,640,23 may 2020,9,5,9,2.0,9,3.0,2.0,3.0,1.0,3.0,6.0,3.0,6.0,1.0,6.0,,,,,
641,641,24 may 2020,8,6,7,1.0,7,8.0,6.0,7.0,1.0,7.0,,,,,,,,,,
642,642,25 may 2020,14,6,6,2.25,7,5.0,4.0,4.0,1.25,5.0,9.0,2.0,2.0,1.0,2.0,,,,,
643,643,26 may 2020,49,19,24,2.1764705882352944,27,13.0,5.0,7.0,1.0,7.0,36.0,14.0,17.0,1.1764705882352942,20.0,,,,,
644,644,27 may 2020,14,5,8,2.0,8,2.0,1.0,2.0,1.0,2.0,12.0,4.0,6.0,1.0,6.0,,,,,
645,645,28 may 2020,41,7,9,2.2,10,31.0,4.0,4.0,1.0,4.0,10.0,3.0,5.0,1.2,6.0,,,,,
646,646,29 may 2020,6,4,6,2.0,6,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,,,,,
647,647,30 may 2020,9,4,8,2.0,8,4.0,2.0,4.0,1.0,4.0,5.0,2.0,4.0,1.0,4.0,,,,,
648,648,31 may 2020,29,7,10,2.666666666666667,14,23.0,4.0,6.0,1.6666666666666667,10.0,6.0,3.0,4.0,1.0,4.0,,,,,
649,649,1 jun 2020,9,4,6,2.25,7,2.0,1.0,2.0,1.0,2.0,7.0,3.0,4.0,1.25,5.0,,,,,
650,650,2 jun 2020,31,5,10,2.333333333333333,11,8.0,2.0,3.0,1.3333333333333333,4.0,23.0,3.0,7.0,1.0,7.0,,,,,
651,651,3 jun 2020,33,9,10,2.2,11,24.0,5.0,5.0,1.0,5.0,9.0,4.0,5.0,1.2,6.0,,,,,
652,652,4 jun 2020,6,5,6,2.0,6,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,,,,,
653,653,5 jun 2020,18,11,12,2.0,12,10.0,5.0,5.0,1.0,5.0,8.0,6.0,7.0,1.0,7.0,,,,,
654,654,6 jun 2020,20,4,10,2.2,11,8.0,1.0,5.0,1.0,5.0,12.0,3.0,5.0,1.2,6.0,,,,,
655,655,7 jun 2020,23,3,6,2.2,7,4.0,1.0,1.0,1.0,1.0,19.0,2.0,5.0,1.2,6.0,,,,,
656,656,8 jun 2020,20,11,12,2.0,12,8.0,3.0,4.0,1.0,4.0,12.0,8.0,8.0,1.0,8.0,,,,,
657,657,9 jun 2020,12,5,5,2.0,5,10.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,,,,,
658,658,10 jun 2020,24,9,13,2.6,16,16.0,3.0,5.0,1.6,8.0,8.0,6.0,8.0,1.0,8.0,,,,,
659,659,11 jun 2020,12,6,8,2.0,8,2.0,2.0,2.0,1.0,2.0,10.0,4.0,6.0,1.0,6.0,,,,,
660,660,12 jun 2020,8,6,7,2.0,7,4.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,,,,,
661,661,13 jun 2020,15,2,5,2.25,6,14.0,2.0,4.0,1.25,5.0,1.0,0.0,1.0,1.0,1.0,,,,,
662,662,14 jun 2020,15,5,6,2.0,6,4.0,4.0,4.0,1.0,4.0,11.0,1.0,2.0,1.0,2.0,,,,,
663,663,15 jun 2020,3,2,2,1.0,2,,,,,,3.0,2.0,2.0,1.0,2.0,,,,,
664,664,16 jun 2020,25,6,8,2.0,8,6.0,1.0,2.0,1.0,2.0,19.0,5.0,6.0,1.0,6.0,,,,,
665,665,17 jun 2020,23,7,10,2.2857142857142856,12,6.0,3.0,3.0,1.0,3.0,17.0,4.0,7.0,1.2857142857142858,9.0,,,,,
666,666,18 jun 2020,14,6,9,2.142857142857143,10,2.0,2.0,2.0,1.0,2.0,12.0,4.0,7.0,1.1428571428571428,8.0,,,,,
667,667,19 jun 2020,11,9,11,2.0,11,2.0,2.0,2.0,1.0,2.0,9.0,7.0,9.0,1.0,9.0,,,,,
668,668,20 jun 2020,5,2,5,2.0,5,3.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,,,,,
669,669,21 jun 2020,6,4,5,2.0,5,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,,,,,
670,670,22 jun 2020,13,8,9,3.0,9,3.0,3.0,3.0,1.0,3.0,6.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0
671,671,23 jun 2020,8,5,5,1.0,5,8.0,5.0,5.0,1.0,5.0,,,,,,,,,,
672,672,24 jun 2020,4,4,4,2.0,4,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,,,
673,673,25 jun 2020,27,7,9,2.25,10,9.0,3.0,4.0,1.25,5.0,18.0,4.0,5.0,1.0,5.0,,,,,
674,674,26 jun 2020,21,5,10,2.25,11,11.0,2.0,4.0,1.25,5.0,10.0,3.0,6.0,1.0,6.0,,,,,
675,675,27 jun 2020,13,4,8,2.0,8,7.0,3.0,5.0,1.0,5.0,6.0,1.0,3.0,1.0,3.0,,,,,
676,676,28 jun 2020,21,5,8,2.666666666666667,10,11.0,1.0,3.0,1.6666666666666667,5.0,10.0,4.0,5.0,1.0,5.0,,,,,
677,677,29 jun 2020,28,6,7,2.5,8,5.0,2.0,2.0,1.5,3.0,23.0,4.0,5.0,1.0,5.0,,,,,
678,678,30 jun 2020,3,3,3,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,
679,679,1 jul 2020,21,5,7,3.5,9,1.0,1.0,1.0,1.0,1.0,16.0,3.0,4.0,1.5,6.0,4.0,1.0,2.0,1.0,2.0
680,680,2 jul 2020,11,5,8,2.0,8,2.0,0.0,1.0,1.0,1.0,9.0,5.0,7.0,1.0,7.0,,,,,
681,681,3 jul 2020,21,5,7,2.6,10,18.0,3.0,5.0,1.6,8.0,3.0,2.0,2.0,1.0,2.0,,,,,
682,682,4 jul 2020,6,3,4,1.0,4,6.0,3.0,4.0,1.0,4.0,,,,,,,,,,
683,683,5 jul 2020,8,3,3,2.0,3,3.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,
684,684,6 jul 2020,16,4,6,2.2,7,1.0,1.0,1.0,1.0,1.0,15.0,3.0,5.0,1.2,6.0,,,,,
685,685,7 jul 2020,3,3,3,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,
686,686,8 jul 2020,25,3,6,2.4,8,1.0,0.0,1.0,1.0,1.0,24.0,3.0,5.0,1.4,7.0,,,,,
687,687,10 jul 2020,7,5,6,2.0,6,5.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,,,,,
688,688,11 jul 2020,3,2,3,2.0,3,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,,,,,
689,689,12 jul 2020,8,3,5,2.0,5,4.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,
690,690,13 jul 2020,24,6,6,2.0,6,2.0,1.0,1.0,1.0,1.0,22.0,5.0,5.0,1.0,5.0,,,,,
691,691,14 jul 2020,10,4,4,1.0,4,,,,,,10.0,4.0,4.0,1.0,4.0,,,,,
692,692,15 jul 2020,6,3,3,2.0,3,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,
693,693,16 jul 2020,8,7,7,2.0,7,3.0,3.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,4.0,,,,,
694,694,17 jul 2020,6,5,5,2.0,5,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,,,,,
695,695,18 jul 2020,5,4,5,2.0,5,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,,,,,
696,696,19 jul 2020,1,1,1,1.0,1,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
697,697,20 jul 2020,2,1,1,1.0,1,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,
698,698,21 jul 2020,10,5,6,2.0,6,4.0,0.0,1.0,1.0,1.0,6.0,5.0,5.0,1.0,5.0,,,,,
699,699,22 jul 2020,6,4,4,1.0,4,,,,,,6.0,4.0,4.0,1.0,4.0,,,,,
700,700,23 jul 2020,2,1,1,1.0,1,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,
701,701,24 jul 2020,12,3,5,2.333333333333333,6,2.0,2.0,2.0,1.0,2.0,10.0,1.0,3.0,1.3333333333333333,4.0,,,,,
702,702,25 jul 2020,21,4,5,2.25,6,1.0,1.0,1.0,1.0,1.0,20.0,3.0,4.0,1.25,5.0,,,,,
703,703,26 jul 2020,4,2,3,1.0,3,,,,,,4.0,2.0,3.0,1.0,3.0,,,,,
704,704,27 jul 2020,12,6,7,2.0,7,4.0,1.0,2.0,1.0,2.0,8.0,5.0,5.0,1.0,5.0,,,,,
705,705,28 jul 2020,7,2,4,2.0,4,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,
706,706,29 jul 2020,7,3,4,2.0,4,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,,,,,
707,707,30 jul 2020,12,6,7,2.0,7,3.0,3.0,3.0,1.0,3.0,9.0,3.0,4.0,1.0,4.0,,,,,
708,708,31 jul 2020,8,6,7,2.0,7,3.0,2.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,4.0,,,,,
709,709,1 ago 2020,17,3,5,3.75,9,15.0,3.0,4.0,1.75,7.0,2.0,0.0,1.0,2.0,2.0,,,,,
710,710,2 ago 2020,2,1,2,2.0,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
711,711,3 ago 2020,7,6,7,2.0,7,3.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,,,,,
712,712,4 ago 2020,14,5,8,2.166666666666667,9,2.0,1.0,2.0,1.0,2.0,12.0,4.0,6.0,1.1666666666666667,7.0,,,,,
713,713,5 ago 2020,22,7,11,2.458333333333333,13,8.0,1.0,3.0,1.3333333333333333,4.0,14.0,6.0,8.0,1.125,9.0,,,,,
714,714,6 ago 2020,27,9,12,2.25,13,8.0,3.0,4.0,1.25,5.0,19.0,6.0,8.0,1.0,8.0,,,,,
715,715,7 ago 2020,14,4,5,2.333333333333333,6,11.0,2.0,3.0,1.3333333333333333,4.0,3.0,2.0,2.0,1.0,2.0,,,,,
716,716,8 ago 2020,8,2,4,2.0,4,6.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,
717,717,9 ago 2020,23,6,6,2.0,6,19.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,,,,,
718,718,10 ago 2020,38,14,15,2.392857142857143,18,14.0,6.0,7.0,1.1428571428571428,8.0,24.0,8.0,8.0,1.25,10.0,,,,,
719,719,11 ago 2020,40,13,16,2.142857142857143,17,23.0,7.0,9.0,1.0,9.0,17.0,6.0,7.0,1.1428571428571428,8.0,,,,,
720,720,12 ago 2020,21,4,6,4.5,12,9.0,1.0,2.0,3.0,6.0,12.0,3.0,4.0,1.5,6.0,,,,,
721,721,13 ago 2020,21,8,15,2.0,15,5.0,1.0,5.0,1.0,5.0,16.0,7.0,10.0,1.0,10.0,,,,,
722,722,14 ago 2020,16,8,8,2.166666666666667,9,3.0,2.0,2.0,1.0,2.0,13.0,6.0,6.0,1.1666666666666667,7.0,,,,,
723,723,15 ago 2020,10,1,4,2.0,4,1.0,0.0,1.0,1.0,1.0,9.0,1.0,3.0,1.0,3.0,,,,,
724,724,16 ago 2020,3,2,3,2.0,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,
725,725,17 ago 2020,4,3,3,1.3333333333333333,4,,,,,,4.0,3.0,3.0,1.3333333333333333,4.0,,,,,
726,726,18 ago 2020,13,2,7,2.2,8,4.0,1.0,2.0,1.0,2.0,9.0,1.0,5.0,1.2,6.0,,,,,
727,727,19 ago 2020,5,3,4,2.0,4,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,,,,,
728,728,20 ago 2020,11,9,10,2.0,10,1.0,1.0,1.0,1.0,1.0,10.0,8.0,9.0,1.0,9.0,,,,,
729,729,21 ago 2020,15,4,5,2.0,5,2.0,2.0,2.0,1.0,2.0,13.0,2.0,3.0,1.0,3.0,,,,,
730,730,22 ago 2020,7,3,7,2.0,7,4.0,2.0,4.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,,,,,
731,731,23 ago 2020,9,2,3,1.3333333333333333,4,,,,,,9.0,2.0,3.0,1.3333333333333333,4.0,,,,,
732,732,24 ago 2020,14,9,11,2.2,12,7.0,4.0,5.0,1.2,6.0,7.0,5.0,6.0,1.0,6.0,,,,,
733,733,25 ago 2020,41,15,16,2.125,17,18.0,8.0,8.0,1.0,8.0,23.0,7.0,8.0,1.125,9.0,,,,,
734,734,26 ago 2020,61,11,15,2.090909090909091,16,14.0,4.0,4.0,1.0,4.0,47.0,7.0,11.0,1.0909090909090908,12.0,,,,,
735,735,27 ago 2020,7,5,6,2.0,6,1.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,1.0,5.0,,,,,
736,736,28 ago 2020,15,13,14,2.0,14,7.0,5.0,6.0,1.0,6.0,8.0,8.0,8.0,1.0,8.0,,,,,
737,737,29 ago 2020,11,5,6,2.0,6,7.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,4.0,,,,,
738,738,30 ago 2020,6,2,4,2.0,4,3.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,,
739,739,31 ago 2020,3,3,3,1.0,3,,,,,,3.0,3.0,3.0,1.0,3.0,,,,,
740,740,1 sept 2020,29,3,6,2.2,7,4.0,0.0,1.0,1.0,1.0,25.0,3.0,5.0,1.2,6.0,,,,,
741,741,2 sept 2020,18,7,10,3.166666666666667,11,8.0,2.0,3.0,1.0,3.0,9.0,4.0,6.0,1.1666666666666667,7.0,1.0,1.0,1.0,1.0,1.0
742,742,3 sept 2020,12,6,8,1.125,9,,,,,,12.0,6.0,8.0,1.125,9.0,,,,,
743,743,4 sept 2020,27,5,8,2.333333333333333,10,12.0,0.0,2.0,1.0,2.0,15.0,5.0,6.0,1.3333333333333333,8.0,,,,,
744,744,5 sept 2020,18,6,7,2.0,7,2.0,2.0,2.0,1.0,2.0,16.0,4.0,5.0,1.0,5.0,,,,,
745,745,6 sept 2020,8,3,3,1.0,3,,,,,,8.0,3.0,3.0,1.0,3.0,,,,,
