,Unnamed: 0.1,Fecha,Vistas,Usuarios nuevos,Total de usuarios,Sesiones por usuario,Sesiones,mobile Vistas,mobile Usuarios nuevos,mobile Total de usuarios,mobile Sesiones por usuario,mobile Sesiones,desktop Vistas,desktop Usuarios nuevos,desktop Total de usuarios,desktop Sesiones por usuario,desktop Sesiones,tablet Vistas,tablet Usuarios nuevos,tablet Total de usuarios,tablet Sesiones por usuario,tablet Sesiones
183,183,21 feb 2019,20,11,12,3.0,12,3.0,3.0,3.0,1.0,3.0,16.0,7.0,8.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0
184,184,22 feb 2019,16,8,12,2.0,12,9.0,6.0,6.0,1.0,6.0,7.0,2.0,6.0,1.0,6.0,,,,,
185,185,23 feb 2019,14,3,7,2.0,7,8.0,1.0,4.0,1.0,4.0,6.0,2.0,3.0,1.0,3.0,,,,,
186,186,24 feb 2019,4,2,4,2.0,4,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,,,,,
187,187,25 feb 2019,24,14,17,2.0,17,6.0,4.0,5.0,1.0,5.0,18.0,10.0,12.0,1.0,12.0,,,,,
188,188,26 feb 2019,19,10,12,2.142857142857143,13,7.0,3.0,5.0,1.0,5.0,12.0,7.0,7.0,1.1428571428571428,8.0,,,,,
189,189,27 feb 2019,8,4,5,2.0,5,3.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,,,,,
190,190,28 feb 2019,24,11,14,2.1,15,4.0,4.0,4.0,1.0,4.0,20.0,7.0,10.0,1.1,11.0,,,,,
191,191,1 mar 2019,6,4,5,2.0,5,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,4.0,,,,,
192,192,2 mar 2019,25,4,6,2.0,6,22.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,,,,,
193,193,3 mar 2019,5,1,2,2.0,2,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
194,194,4 mar 2019,13,3,4,2.0,4,8.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,,,,,
195,195,5 mar 2019,11,7,8,2.0,8,6.0,3.0,3.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,,,,,
196,196,6 mar 2019,25,9,12,3.0,12,3.0,3.0,3.0,1.0,3.0,20.0,5.0,8.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0
197,197,7 mar 2019,21,11,13,2.0,13,10.0,6.0,6.0,1.0,6.0,11.0,5.0,7.0,1.0,7.0,,,,,
198,198,8 mar 2019,10,7,9,2.0,9,3.0,2.0,3.0,1.0,3.0,7.0,5.0,6.0,1.0,6.0,,,,,
199,199,9 mar 2019,31,9,13,2.0,13,5.0,3.0,4.0,1.0,4.0,26.0,6.0,9.0,1.0,9.0,,,,,
200,200,10 mar 2019,6,6,6,2.0,6,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,,,,,
201,201,11 mar 2019,35,12,15,2.0,15,11.0,5.0,6.0,1.0,6.0,24.0,7.0,9.0,1.0,9.0,,,,,
202,202,12 mar 2019,28,14,20,2.0,20,8.0,6.0,7.0,1.0,7.0,20.0,8.0,13.0,1.0,13.0,,,,,
203,203,13 mar 2019,27,11,15,2.0,15,15.0,3.0,5.0,1.0,5.0,12.0,8.0,10.0,1.0,10.0,,,,,
204,204,14 mar 2019,20,6,13,2.1111111111111107,14,6.0,1.0,4.0,1.0,4.0,14.0,5.0,9.0,1.1111111111111112,10.0,,,,,
205,205,15 mar 2019,40,19,24,3.1825396825396823,26,17.0,9.0,9.0,1.1111111111111112,10.0,22.0,9.0,14.0,1.0714285714285714,15.0,1.0,1.0,1.0,1.0,1.0
206,206,16 mar 2019,20,10,14,2.0,14,7.0,4.0,5.0,1.0,5.0,13.0,6.0,9.0,1.0,9.0,,,,,
207,207,17 mar 2019,7,3,6,2.2,7,6.0,2.0,5.0,1.2,6.0,1.0,1.0,1.0,1.0,1.0,,,,,
208,208,18 mar 2019,28,9,12,2.1111111111111107,13,9.0,3.0,3.0,1.0,3.0,19.0,6.0,9.0,1.1111111111111112,10.0,,,,,
209,209,19 mar 2019,11,9,10,2.0,10,4.0,4.0,4.0,1.0,4.0,7.0,5.0,6.0,1.0,6.0,,,,,
210,210,20 mar 2019,47,16,20,2.071428571428571,21,21.0,6.0,6.0,1.0,6.0,26.0,10.0,14.0,1.0714285714285714,15.0,,,,,
211,211,21 mar 2019,35,12,17,2.166666666666667,18,17.0,5.0,6.0,1.1666666666666667,7.0,18.0,7.0,11.0,1.0,11.0,,,,,
212,212,22 mar 2019,25,10,16,2.3,19,10.0,5.0,6.0,1.0,6.0,15.0,5.0,10.0,1.3,13.0,,,,,
213,213,23 mar 2019,18,14,18,2.0,18,4.0,2.0,4.0,1.0,4.0,14.0,12.0,14.0,1.0,14.0,,,,,
214,214,24 mar 2019,24,5,8,2.166666666666667,9,22.0,5.0,6.0,1.1666666666666667,7.0,2.0,0.0,2.0,1.0,2.0,,,,,
215,215,25 mar 2019,68,32,33,2.2333333333333334,37,42.0,18.0,18.0,1.1666666666666667,21.0,26.0,14.0,15.0,1.0666666666666669,16.0,,,,,
216,216,26 mar 2019,245,23,31,2.3205128205128203,36,22.0,12.0,13.0,1.1538461538461535,15.0,223.0,11.0,18.0,1.1666666666666667,21.0,,,,,
217,217,27 mar 2019,57,12,19,2.25,22,13.0,5.0,7.0,1.0,7.0,44.0,7.0,12.0,1.25,15.0,,,,,
218,218,28 mar 2019,119,13,19,2.083333333333333,20,14.0,6.0,7.0,1.0,7.0,105.0,7.0,12.0,1.0833333333333333,13.0,,,,,
219,219,29 mar 2019,44,20,23,2.2583333333333333,26,32.0,14.0,15.0,1.1333333333333333,17.0,12.0,6.0,8.0,1.125,9.0,,,,,
220,220,30 mar 2019,7,4,6,2.0,6,2.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,1.0,4.0,,,,,
221,221,31 mar 2019,17,6,8,2.0,8,4.0,1.0,3.0,1.0,3.0,13.0,5.0,5.0,1.0,5.0,,,,,
222,222,1 abr 2019,13,6,10,2.333333333333333,12,8.0,4.0,6.0,1.3333333333333333,8.0,5.0,2.0,4.0,1.0,4.0,,,,,
223,223,2 abr 2019,14,7,11,2.2,12,6.0,5.0,6.0,1.0,6.0,8.0,2.0,5.0,1.2,6.0,,,,,
224,224,3 abr 2019,27,10,17,2.1111111111111107,18,14.0,6.0,8.0,1.0,8.0,13.0,4.0,9.0,1.1111111111111112,10.0,,,,,
225,225,4 abr 2019,15,10,11,2.333333333333333,13,5.0,4.0,5.0,1.0,5.0,10.0,6.0,6.0,1.3333333333333333,8.0,,,,,
226,226,5 abr 2019,13,5,8,2.2,9,4.0,3.0,3.0,1.0,3.0,9.0,2.0,5.0,1.2,6.0,,,,,
227,227,6 abr 2019,32,12,12,2.0,12,26.0,7.0,7.0,1.0,7.0,6.0,5.0,5.0,1.0,5.0,,,,,
228,228,7 abr 2019,39,13,14,2.166666666666667,15,18.0,7.0,8.0,1.0,8.0,21.0,6.0,6.0,1.1666666666666667,7.0,,,,,
229,229,8 abr 2019,23,7,12,2.333333333333333,15,6.0,2.0,3.0,1.0,3.0,17.0,5.0,9.0,1.3333333333333333,12.0,,,,,
230,230,9 abr 2019,33,19,27,2.0434782608695654,28,4.0,3.0,4.0,1.0,4.0,29.0,16.0,23.0,1.0434782608695652,24.0,,,,,
231,231,10 abr 2019,46,12,21,2.4000000000000004,24,21.0,4.0,6.0,1.3333333333333333,8.0,25.0,8.0,15.0,1.0666666666666669,16.0,,,,,
232,232,11 abr 2019,27,7,13,2.4333333333333336,15,8.0,2.0,3.0,1.3333333333333333,4.0,19.0,5.0,10.0,1.1,11.0,,,,,
233,233,12 abr 2019,41,15,20,2.1818181818181817,22,12.0,7.0,9.0,1.0,9.0,29.0,8.0,11.0,1.181818181818182,13.0,,,,,
234,234,13 abr 2019,23,9,12,2.166666666666667,13,16.0,4.0,6.0,1.1666666666666667,7.0,7.0,5.0,6.0,1.0,6.0,,,,,
235,235,14 abr 2019,18,12,13,2.166666666666667,14,11.0,7.0,7.0,1.0,7.0,7.0,5.0,6.0,1.1666666666666667,7.0,,,,,
236,236,15 abr 2019,28,10,14,2.166666666666667,15,14.0,4.0,6.0,1.1666666666666667,7.0,14.0,6.0,8.0,1.0,8.0,,,,,
237,237,16 abr 2019,51,26,30,2.0769230769230766,32,6.0,3.0,4.0,1.0,4.0,45.0,23.0,26.0,1.0769230769230769,28.0,,,,,
238,238,17 abr 2019,9,6,8,2.0,8,2.0,2.0,2.0,1.0,2.0,7.0,4.0,6.0,1.0,6.0,,,,,
239,239,18 abr 2019,2,1,2,2.0,2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
240,240,19 abr 2019,37,8,10,2.5,11,33.0,6.0,8.0,1.0,8.0,4.0,2.0,2.0,1.5,3.0,,,,,
241,241,20 abr 2019,15,9,12,2.0,12,3.0,1.0,2.0,1.0,2.0,12.0,8.0,10.0,1.0,10.0,,,,,
242,242,21 abr 2019,22,7,11,2.4,13,12.0,4.0,5.0,1.4,7.0,10.0,3.0,6.0,1.0,6.0,,,,,
243,243,22 abr 2019,28,10,16,2.125,17,19.0,6.0,8.0,1.125,9.0,9.0,4.0,8.0,1.0,8.0,,,,,
244,244,23 abr 2019,30,11,20,2.2857142857142856,22,11.0,5.0,7.0,1.2857142857142858,9.0,19.0,6.0,13.0,1.0,13.0,,,,,
245,245,24 abr 2019,62,14,21,2.2857142857142856,23,31.0,6.0,7.0,1.2857142857142858,9.0,31.0,8.0,14.0,1.0,14.0,,,,,
246,246,25 abr 2019,26,10,13,2.0,13,17.0,7.0,8.0,1.0,8.0,9.0,3.0,5.0,1.0,5.0,,,,,
247,247,26 abr 2019,40,11,17,2.0,17,11.0,2.0,4.0,1.0,4.0,29.0,9.0,13.0,1.0,13.0,,,,,
248,248,27 abr 2019,22,6,9,2.125,10,,,,,,21.0,5.0,8.0,1.125,9.0,1.0,1.0,1.0,1.0,1.0
249,249,28 abr 2019,26,8,11,2.166666666666667,12,9.0,4.0,6.0,1.1666666666666667,7.0,17.0,4.0,5.0,1.0,5.0,,,,,
250,250,29 abr 2019,22,7,12,2.0,12,5.0,5.0,5.0,1.0,5.0,17.0,2.0,7.0,1.0,7.0,,,,,
251,251,30 abr 2019,42,4,11,2.0,11,2.0,0.0,2.0,1.0,2.0,40.0,4.0,9.0,1.0,9.0,,,,,
252,252,1 may 2019,17,4,5,3.0,8,15.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,,,,,
253,253,2 may 2019,60,11,24,2.0,24,35.0,6.0,11.0,1.0,11.0,25.0,5.0,13.0,1.0,13.0,,,,,
254,254,3 may 2019,19,7,11,2.0,11,10.0,2.0,5.0,1.0,5.0,9.0,5.0,6.0,1.0,6.0,,,,,
255,255,4 may 2019,32,4,7,2.0,7,3.0,1.0,3.0,1.0,3.0,29.0,3.0,4.0,1.0,4.0,,,,,
256,256,5 may 2019,13,6,8,2.0,8,4.0,1.0,3.0,1.0,3.0,9.0,5.0,5.0,1.0,5.0,,,,,
257,257,6 may 2019,37,10,16,2.083333333333333,17,4.0,1.0,4.0,1.0,4.0,33.0,9.0,12.0,1.0833333333333333,13.0,,,,,
258,258,7 may 2019,47,16,22,2.142857142857143,24,12.0,5.0,8.0,1.0,8.0,35.0,11.0,14.0,1.1428571428571428,16.0,,,,,
259,259,8 may 2019,234,25,32,2.1861471861471857,35,68.0,18.0,21.0,1.0952380952380951,23.0,166.0,7.0,11.0,1.0909090909090908,12.0,,,,,
260,260,9 may 2019,135,24,27,2.7,36,50.0,13.0,15.0,1.2,18.0,85.0,11.0,12.0,1.5,18.0,,,,,
261,261,10 may 2019,174,28,34,2.607142857142857,44,36.0,12.0,14.0,1.3571428571428572,19.0,138.0,16.0,20.0,1.25,25.0,,,,,
262,262,11 may 2019,21,7,12,2.0,12,15.0,3.0,6.0,1.0,6.0,6.0,4.0,6.0,1.0,6.0,,,,,
263,263,12 may 2019,36,16,20,3.3428571428571425,23,12.0,3.0,5.0,1.2,6.0,23.0,12.0,14.0,1.1428571428571428,16.0,1.0,1.0,1.0,1.0,1.0
264,264,13 may 2019,49,8,16,2.290909090909091,18,13.0,1.0,5.0,1.2,6.0,36.0,7.0,11.0,1.0909090909090908,12.0,,,,,
265,265,14 may 2019,56,19,32,3.3552631578947367,37,27.0,7.0,12.0,1.25,15.0,28.0,12.0,19.0,1.1052631578947372,21.0,1.0,0.0,1.0,1.0,1.0
266,266,15 may 2019,18,6,9,2.0,9,7.0,3.0,4.0,1.0,4.0,11.0,3.0,5.0,1.0,5.0,,,,,
267,267,16 may 2019,38,12,19,2.0,19,11.0,3.0,6.0,1.0,6.0,27.0,9.0,13.0,1.0,13.0,,,,,
268,268,17 may 2019,68,21,33,2.0357142857142856,34,7.0,3.0,5.0,1.0,5.0,61.0,18.0,28.0,1.0357142857142858,29.0,,,,,
269,269,18 may 2019,10,6,7,2.0,7,7.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,,,,,
270,270,19 may 2019,29,7,11,3.25,12,8.0,2.0,4.0,1.25,5.0,19.0,5.0,6.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0
271,271,20 may 2019,62,17,24,3.354166666666667,28,15.0,6.0,6.0,1.1666666666666667,7.0,45.0,10.0,16.0,1.1875,19.0,2.0,1.0,2.0,1.0,2.0
272,272,21 may 2019,131,19,29,2.2598039215686274,33,66.0,14.0,17.0,1.1764705882352942,20.0,65.0,5.0,12.0,1.0833333333333333,13.0,,,,,
273,273,22 may 2019,147,19,28,2.145833333333333,30,22.0,7.0,12.0,1.0833333333333333,13.0,125.0,12.0,16.0,1.0625,17.0,,,,,
274,274,23 may 2019,35,13,18,2.415584415584416,22,25.0,9.0,11.0,1.2727272727272727,14.0,10.0,4.0,7.0,1.1428571428571428,8.0,,,,,
275,275,24 may 2019,229,27,35,2.0,35,26.0,13.0,15.0,1.0,15.0,203.0,14.0,20.0,1.0,20.0,,,,,
276,276,25 may 2019,38,11,16,2.333333333333333,19,16.0,6.0,7.0,1.0,7.0,22.0,5.0,9.0,1.3333333333333333,12.0,,,,,
277,277,26 may 2019,16,2,6,4.0,10,1.0,0.0,1.0,1.0,1.0,14.0,2.0,4.0,2.0,8.0,1.0,0.0,1.0,1.0,1.0
278,278,27 may 2019,32,6,16,2.2142857142857144,19,2.0,1.0,2.0,1.0,2.0,30.0,5.0,14.0,1.2142857142857142,17.0,,,,,
279,279,28 may 2019,77,31,45,2.367647058823529,54,51.0,24.0,28.0,1.25,35.0,26.0,7.0,17.0,1.1176470588235294,19.0,,,,,
280,280,29 may 2019,25,6,8,2.666666666666667,10,13.0,2.0,3.0,1.6666666666666667,5.0,12.0,4.0,5.0,1.0,5.0,,,,,
281,281,30 may 2019,102,22,30,2.4761904761904763,36,46.0,6.0,9.0,1.3333333333333333,12.0,56.0,16.0,21.0,1.1428571428571428,24.0,,,,,
282,282,31 may 2019,81,9,23,2.333333333333333,29,7.0,1.0,5.0,1.0,5.0,74.0,8.0,18.0,1.3333333333333333,24.0,,,,,
283,283,1 jun 2019,23,14,17,2.142857142857143,18,12.0,5.0,7.0,1.1428571428571428,8.0,11.0,9.0,10.0,1.0,10.0,,,,,
284,284,2 jun 2019,15,5,7,2.0,7,3.0,1.0,2.0,1.0,2.0,12.0,4.0,5.0,1.0,5.0,,,,,
285,285,3 jun 2019,49,20,28,3.1500000000000004,30,29.0,7.0,12.0,1.0833333333333333,13.0,19.0,12.0,15.0,1.0666666666666669,16.0,1.0,1.0,1.0,1.0,1.0
286,286,4 jun 2019,43,10,18,2.333333333333333,21,27.0,6.0,9.0,1.0,9.0,16.0,4.0,9.0,1.3333333333333333,12.0,,,,,
287,287,5 jun 2019,189,13,26,2.7254901960784315,33,49.0,13.0,17.0,1.0588235294117647,18.0,140.0,0.0,9.0,1.6666666666666667,15.0,,,,,
288,288,6 jun 2019,92,22,25,2.3771929824561404,30,9.0,6.0,6.0,1.1666666666666667,7.0,83.0,16.0,19.0,1.2105263157894737,23.0,,,,,
289,289,7 jun 2019,77,20,30,2.3540669856459333,36,18.0,8.0,11.0,1.0909090909090908,12.0,59.0,12.0,19.0,1.263157894736842,24.0,,,,,
290,290,8 jun 2019,51,26,30,3.2,31,40.0,22.0,24.0,1.0,24.0,10.0,4.0,5.0,1.2,6.0,1.0,0.0,1.0,1.0,1.0
291,291,9 jun 2019,29,7,14,3.125,15,22.0,4.0,8.0,1.125,9.0,6.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0
292,292,10 jun 2019,59,10,18,3.6857142857142855,24,27.0,4.0,7.0,1.2857142857142858,9.0,31.0,5.0,10.0,1.4,14.0,1.0,1.0,1.0,1.0,1.0
293,293,11 jun 2019,96,30,37,2.425595238095238,45,54.0,16.0,16.0,1.1875,19.0,42.0,14.0,21.0,1.2380952380952381,26.0,,,,,
294,294,12 jun 2019,47,11,20,2.21978021978022,22,13.0,2.0,7.0,1.1428571428571428,8.0,34.0,9.0,13.0,1.0769230769230769,14.0,,,,,
295,295,13 jun 2019,650,8,12,2.333333333333333,15,8.0,3.0,3.0,1.0,3.0,642.0,5.0,9.0,1.3333333333333333,12.0,,,,,
296,296,14 jun 2019,50,19,27,2.052631578947368,28,16.0,5.0,8.0,1.0,8.0,34.0,14.0,19.0,1.0526315789473684,20.0,,,,,
297,297,15 jun 2019,52,17,30,2.1944444444444446,33,35.0,9.0,18.0,1.1111111111111112,20.0,17.0,8.0,12.0,1.0833333333333333,13.0,,,,,
298,298,16 jun 2019,10,4,6,1.1666666666666667,7,10.0,4.0,6.0,1.1666666666666667,7.0,,,,,,,,,,
299,299,17 jun 2019,94,15,20,2.708333333333333,26,34.0,4.0,8.0,1.625,13.0,60.0,11.0,12.0,1.0833333333333333,13.0,,,,,
300,300,18 jun 2019,101,20,33,2.2976190476190474,37,50.0,6.0,12.0,1.25,15.0,51.0,14.0,21.0,1.0476190476190477,22.0,,,,,
301,301,19 jun 2019,43,19,27,2.3693181818181817,32,19.0,8.0,11.0,1.181818181818182,13.0,24.0,11.0,16.0,1.1875,19.0,,,,,
302,302,20 jun 2019,12,4,5,2.5,6,9.0,1.0,2.0,1.5,3.0,3.0,3.0,3.0,1.0,3.0,,,,,
303,303,21 jun 2019,93,26,38,2.369047619047619,44,49.0,10.0,14.0,1.2857142857142858,18.0,44.0,16.0,24.0,1.0833333333333333,26.0,,,,,
304,304,22 jun 2019,38,10,14,4.111111111111111,16,15.0,7.0,9.0,1.1111111111111112,10.0,16.0,2.0,4.0,1.0,4.0,7.0,1.0,1.0,2.0,2.0
305,305,23 jun 2019,14,6,9,2.0,9,4.0,2.0,4.0,1.0,4.0,10.0,4.0,5.0,1.0,5.0,,,,,
306,306,24 jun 2019,29,9,15,2.4318181818181817,18,8.0,3.0,4.0,1.25,5.0,21.0,6.0,11.0,1.181818181818182,13.0,,,,,
307,307,25 jun 2019,63,18,31,3.555555555555556,40,19.0,3.0,9.0,1.2222222222222223,11.0,43.0,14.0,21.0,1.3333333333333333,28.0,1.0,1.0,1.0,1.0,1.0
308,308,26 jun 2019,102,16,29,4.046783625730994,40,38.0,5.0,9.0,1.8888888888888888,17.0,60.0,10.0,19.0,1.1578947368421053,22.0,4.0,1.0,1.0,1.0,1.0
309,309,27 jun 2019,50,19,28,2.1818181818181817,30,20.0,7.0,11.0,1.181818181818182,13.0,30.0,12.0,17.0,1.0,17.0,,,,,
310,310,28 jun 2019,71,22,32,2.3886639676113357,38,26.0,10.0,13.0,1.2307692307692308,16.0,45.0,12.0,19.0,1.1578947368421053,22.0,,,,,
311,311,29 jun 2019,19,5,7,3.2,8,1.0,1.0,1.0,1.0,1.0,17.0,3.0,5.0,1.2,6.0,1.0,1.0,1.0,1.0,1.0
312,312,30 jun 2019,18,11,12,2.0,12,3.0,1.0,1.0,1.0,1.0,15.0,10.0,11.0,1.0,11.0,,,,,
313,313,1 jul 2019,54,12,16,2.0,16,6.0,3.0,3.0,1.0,3.0,48.0,9.0,13.0,1.0,13.0,,,,,
314,314,2 jul 2019,55,17,23,3.283333333333333,26,37.0,6.0,10.0,1.2,12.0,16.0,10.0,12.0,1.0833333333333333,13.0,2.0,1.0,1.0,1.0,1.0
315,315,3 jul 2019,75,19,33,3.533333333333333,42,44.0,12.0,21.0,1.3333333333333333,28.0,24.0,5.0,10.0,1.2,12.0,7.0,2.0,2.0,1.0,2.0
316,316,4 jul 2019,50,26,31,2.219298245614035,34,35.0,17.0,19.0,1.0526315789473684,20.0,15.0,9.0,12.0,1.1666666666666667,14.0,,,,,
317,317,5 jul 2019,39,13,19,2.3205128205128203,22,11.0,5.0,6.0,1.1666666666666667,7.0,28.0,8.0,13.0,1.1538461538461535,15.0,,,,,
318,318,6 jul 2019,21,9,9,2.0,9,18.0,6.0,6.0,1.0,6.0,3.0,3.0,3.0,1.0,3.0,,,,,
319,319,7 jul 2019,14,6,8,3.0,8,12.0,4.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
320,320,8 jul 2019,9,3,4,1.25,5,,,,,,9.0,3.0,4.0,1.25,5.0,,,,,
321,321,9 jul 2019,13,6,6,2.0,6,1.0,1.0,1.0,1.0,1.0,12.0,5.0,5.0,1.0,5.0,,,,,
322,322,10 jul 2019,26,10,12,2.333333333333333,14,14.0,5.0,6.0,1.0,6.0,12.0,5.0,6.0,1.3333333333333333,8.0,,,,,
323,323,11 jul 2019,25,4,9,2.25,10,10.0,0.0,4.0,1.25,5.0,15.0,4.0,5.0,1.0,5.0,,,,,
324,324,12 jul 2019,21,8,12,2.0,12,14.0,4.0,6.0,1.0,6.0,7.0,4.0,6.0,1.0,6.0,,,,,
325,325,13 jul 2019,22,7,10,2.0,10,20.0,5.0,8.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,,,,,
326,326,14 jul 2019,17,2,7,2.0,7,9.0,0.0,4.0,1.0,4.0,8.0,2.0,3.0,1.0,3.0,,,,,
327,327,15 jul 2019,10,6,8,2.0,8,4.0,2.0,3.0,1.0,3.0,6.0,4.0,5.0,1.0,5.0,,,,,
328,328,16 jul 2019,18,4,8,3.2857142857142856,11,2.0,0.0,1.0,2.0,2.0,16.0,4.0,7.0,1.2857142857142858,9.0,,,,,
329,329,17 jul 2019,32,14,14,2.311111111111111,16,15.0,5.0,5.0,1.2,6.0,17.0,9.0,9.0,1.1111111111111112,10.0,,,,,
330,330,18 jul 2019,25,6,9,2.45,11,20.0,4.0,5.0,1.2,6.0,5.0,2.0,4.0,1.25,5.0,,,,,
331,331,19 jul 2019,14,5,12,2.2,13,7.0,3.0,5.0,1.2,6.0,7.0,2.0,7.0,1.0,7.0,,,,,
332,332,20 jul 2019,1,1,1,1.0,1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
333,333,21 jul 2019,2,2,2,2.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
334,334,22 jul 2019,25,3,9,2.142857142857143,10,2.0,1.0,2.0,1.0,2.0,23.0,2.0,7.0,1.1428571428571428,8.0,,,,,
335,335,23 jul 2019,32,8,12,2.333333333333333,13,17.0,3.0,3.0,1.3333333333333333,4.0,15.0,5.0,9.0,1.0,9.0,,,,,
336,336,24 jul 2019,32,8,12,2.0,12,5.0,3.0,4.0,1.0,4.0,27.0,5.0,8.0,1.0,8.0,,,,,
337,337,25 jul 2019,40,12,17,2.385714285714286,20,13.0,5.0,7.0,1.2857142857142858,9.0,27.0,7.0,10.0,1.1,11.0,,,,,
338,338,26 jul 2019,55,22,27,2.083333333333333,28,39.0,12.0,12.0,1.0833333333333333,13.0,16.0,10.0,15.0,1.0,15.0,,,,,
339,339,27 jul 2019,12,6,7,2.2,8,9.0,4.0,5.0,1.2,6.0,3.0,2.0,2.0,1.0,2.0,,,,,
340,340,28 jul 2019,5,2,3,2.0,3,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
341,341,29 jul 2019,18,8,15,3.0,15,5.0,3.0,4.0,1.0,4.0,12.0,4.0,10.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0
342,342,30 jul 2019,47,20,28,2.3222222222222224,33,30.0,15.0,18.0,1.2222222222222223,22.0,17.0,5.0,10.0,1.1,11.0,,,,,
343,343,31 jul 2019,39,12,15,2.0,15,20.0,4.0,6.0,1.0,6.0,19.0,8.0,9.0,1.0,9.0,,,,,
344,344,1 ago 2019,29,10,16,2.333333333333333,18,11.0,3.0,4.0,1.25,5.0,18.0,7.0,12.0,1.0833333333333333,13.0,,,,,
345,345,2 ago 2019,59,10,19,2.0,19,19.0,5.0,7.0,1.0,7.0,40.0,5.0,12.0,1.0,12.0,,,,,
346,346,3 ago 2019,9,4,5,2.0,5,5.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,,,,,
347,347,4 ago 2019,21,7,10,2.4,12,12.0,4.0,5.0,1.2,6.0,9.0,3.0,5.0,1.2,6.0,,,,,
348,348,5 ago 2019,24,12,16,2.0,16,16.0,7.0,8.0,1.0,8.0,8.0,5.0,8.0,1.0,8.0,,,,,
349,349,6 ago 2019,43,10,25,2.117647058823529,27,21.0,5.0,8.0,1.0,8.0,22.0,5.0,17.0,1.1176470588235294,19.0,,,,,
350,350,7 ago 2019,29,12,15,2.3,17,17.0,5.0,5.0,1.2,6.0,12.0,7.0,10.0,1.1,11.0,,,,,
351,351,8 ago 2019,62,26,29,2.083333333333333,31,56.0,23.0,24.0,1.0833333333333333,26.0,6.0,3.0,5.0,1.0,5.0,,,,,
352,352,9 ago 2019,24,14,17,2.1111111111111107,18,15.0,9.0,9.0,1.1111111111111112,10.0,9.0,5.0,8.0,1.0,8.0,,,,,
353,353,10 ago 2019,28,13,15,2.125,16,13.0,7.0,8.0,1.125,9.0,15.0,6.0,7.0,1.0,7.0,,,,,
354,354,11 ago 2019,18,5,7,2.333333333333333,8,4.0,3.0,4.0,1.0,4.0,14.0,2.0,3.0,1.3333333333333333,4.0,,,,,
355,355,12 ago 2019,13,5,9,2.0,9,5.0,2.0,3.0,1.0,3.0,8.0,3.0,6.0,1.0,6.0,,,,,
356,356,13 ago 2019,45,11,19,2.2261904761904763,21,8.0,3.0,7.0,1.1428571428571428,8.0,37.0,8.0,12.0,1.0833333333333333,13.0,,,,,
357,357,14 ago 2019,78,18,30,2.4253393665158374,36,37.0,7.0,13.0,1.3076923076923077,17.0,41.0,11.0,17.0,1.1176470588235294,19.0,,,,,
358,358,15 ago 2019,26,7,14,2.25,15,9.0,2.0,4.0,1.25,5.0,17.0,5.0,10.0,1.0,10.0,,,,,
359,359,16 ago 2019,48,10,21,2.0,21,23.0,8.0,10.0,1.0,10.0,25.0,2.0,11.0,1.0,11.0,,,,,
360,360,17 ago 2019,51,17,21,2.0,21,42.0,12.0,13.0,1.0,13.0,9.0,5.0,8.0,1.0,8.0,,,,,
361,361,18 ago 2019,2,0,2,2.0,2,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,
362,362,19 ago 2019,37,12,15,2.0,15,16.0,2.0,2.0,1.0,2.0,21.0,10.0,13.0,1.0,13.0,,,,,
363,363,20 ago 2019,50,10,24,2.066666666666667,25,25.0,5.0,9.0,1.0,9.0,25.0,5.0,15.0,1.0666666666666669,16.0,,,,,
364,364,21 ago 2019,46,15,26,2.2307692307692304,29,28.0,6.0,13.0,1.1538461538461535,15.0,18.0,9.0,13.0,1.0769230769230769,14.0,,,,,
