,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,BlackBerry,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
1489,23 sept 2022,6,3,4,1.0,4,4,2,3,3,0,2.0,1.4142135623730951,3,3,0,0,0,0,0,0,0,0,0.6,1.1999999999999995,1,2,3,0,1.5,1.118033988749895
1490,24 sept 2022,4,2,3,1.3333333333333333,4,3,1,4,0,0,1.3333333333333333,1.8856180831641267,0,4,0,0,0,0,0,0,0,0,0.4,1.2000000000000002,1,0,3,0,1.0,1.224744871391589
1491,25 sept 2022,17,4,6,1.1666666666666667,7,16,1,12,5,0,5.666666666666668,4.9216076867444665,5,3,0,0,0,9,0,0,0,0,1.7,2.9342801502242417,1,9,6,1,4.25,3.418698582794337
1492,26 sept 2022,45,18,20,1.0,20,42,3,34,11,0,15.0,14.16568624058385,11,31,0,0,0,3,0,0,0,0,4.5,9.426027795418387,29,6,9,1,11.25,10.638961415476606
1493,27 sept 2022,15,13,14,1.0714285714285714,15,14,1,2,13,0,5.0,5.715476066494082,13,2,0,0,0,0,0,0,0,0,1.5,3.879432948254165,2,1,12,0,3.75,4.815340071064557
1494,28 sept 2022,64,19,28,1.1071428571428572,31,59,5,35,29,0,21.33333333333333,15.2825245151302,26,35,0,3,0,0,0,0,0,0,6.4,12.249081598226047,36,2,26,0,16.0,15.42724862054151
1495,29 sept 2022,54,20,26,1.0769230769230769,28,54,0,32,22,0,18.0,13.36662510384228,22,32,0,0,0,0,0,0,0,0,5.4,11.029052543169794,21,12,21,0,13.5,8.616843969807043
1496,30 sept 2022,41,10,18,1.1666666666666667,21,35,6,11,30,0,13.666666666666664,12.391753530294073,29,10,1,0,0,1,0,0,0,0,4.1,8.802840450672727,25,6,10,0,10.25,9.229707470987368
1497,1 oct 2022,5,3,5,1.0,5,5,0,4,1,0,1.6666666666666667,1.699673171197595,1,4,0,0,0,0,0,0,0,0,0.5,1.2041594578792296,1,1,3,0,1.25,1.0897247358851685
1498,2 oct 2022,8,5,6,1.0,6,2,6,5,3,0,2.6666666666666665,2.0548046676563256,3,2,0,0,0,3,0,0,0,0,0.8,1.24899959967968,3,3,2,0,2.0,1.224744871391589
1499,3 oct 2022,31,9,11,1.181818181818182,13,27,4,26,5,0,10.333333333333334,11.2644968324772,5,6,0,0,0,20,0,0,0,0,3.1,6.040695324215583,7,13,11,0,7.75,4.968651728587948
1500,4 oct 2022,33,13,19,1.2105263157894737,23,29,4,15,16,2,11.0,6.3770421565696624,15,15,0,1,0,2,0,0,0,0,3.3,5.883026432033089,22,1,10,0,8.25,8.842369591913695
1501,5 oct 2022,61,19,25,1.28,32,60,1,53,8,0,20.33333333333333,23.32857094256359,8,53,0,0,0,0,0,0,0,0,6.1,15.814234094637651,16,5,39,1,15.25,14.771171246722448
1502,6 oct 2022,13,6,7,1.0,7,12,1,8,5,0,4.333333333333333,3.2998316455372216,4,8,1,0,0,0,0,0,0,0,1.3,2.531797780234432,9,0,4,0,3.25,3.6996621467371855
1503,7 oct 2022,9,6,8,1.125,9,6,3,5,4,0,3.0,2.160246899469287,4,5,0,0,0,0,0,0,0,0,0.9,1.8138357147217052,6,0,3,0,2.25,2.48746859276655
1504,12 oct 2022,56,17,24,1.1666666666666667,28,56,0,48,8,0,18.666666666666668,20.997354330698162,7,47,0,1,0,1,0,0,0,0,5.6,13.951344021276226,24,6,26,0,14.0,11.224972160321824
1505,13 oct 2022,34,13,20,1.1,22,32,2,22,12,0,11.333333333333336,8.993825042154695,12,22,0,0,0,0,0,0,0,0,3.4,7.158212067269313,14,2,18,0,8.5,7.664854858377947
1506,14 oct 2022,15,8,10,1.1,11,8,7,9,6,0,5.0,3.741657386773941,3,8,1,2,0,1,0,0,0,0,1.5,2.3769728648009427,5,3,7,0,3.75,2.5860201081971503
1507,15 oct 2022,16,10,11,1.0,11,14,2,14,2,0,5.333333333333333,6.18241233033047,2,14,0,0,0,0,0,0,0,0,1.6,4.17612260356422,2,0,14,0,4.0,5.830951894845301
1508,16 oct 2022,9,5,7,1.0,7,6,3,7,2,0,3.0,2.943920288775949,2,6,0,0,0,1,0,0,0,0,0.9,1.8138357147217052,4,0,5,0,2.25,2.2776083947860752
1509,17 oct 2022,9,8,9,1.0,9,8,1,4,5,0,3.0,2.160246899469287,4,3,0,1,0,1,0,0,0,0,0.9,1.3747727084867518,6,1,2,0,2.25,2.2776083947860752
1510,18 oct 2022,22,8,10,1.0,10,22,0,13,9,0,7.333333333333332,5.436502143433364,9,13,0,0,0,0,0,0,0,0,2.2,4.489988864128731,10,8,4,0,5.5,3.8405728739343035
1511,19 oct 2022,54,22,28,1.1428571428571428,32,31,23,43,11,0,18.0,18.239152027072606,10,28,0,1,0,15,0,0,0,0,5.4,9.046546302318912,16,2,35,1,13.5,13.756816492197606
1512,20 oct 2022,28,9,14,1.1428571428571428,16,28,0,14,14,0,9.333333333333334,6.599663291074443,14,13,0,0,0,1,0,0,0,0,2.8,5.362835071116766,14,0,14,0,7.0,7.0
1513,21 oct 2022,48,25,30,1.1333333333333333,34,45,3,34,14,0,16.0,13.9522996909709,12,26,2,0,0,8,0,0,0,0,4.8,8.109253973085316,16,0,32,0,12.0,13.2664991614216
1514,22 oct 2022,22,14,15,1.0,15,20,2,18,4,0,7.333333333333332,7.717224601860151,4,16,0,0,0,2,0,0,0,0,2.2,4.7707441767506245,5,1,16,0,5.5,6.344288770224759
1515,23 oct 2022,9,6,6,1.1666666666666667,7,4,5,1,8,0,3.0,3.559026084010437,3,1,2,3,0,0,0,0,0,0,0.9,1.2206555615733703,6,0,3,0,2.25,2.48746859276655
1516,24 oct 2022,23,9,13,1.1538461538461535,15,22,1,6,17,0,7.666666666666668,7.0395706939809575,16,5,1,0,0,1,0,0,0,0,2.3,4.796873982084581,16,0,7,0,5.75,6.5717197140474575
1517,25 oct 2022,30,17,18,1.1666666666666667,21,27,3,14,16,0,10.0,7.118052168020874,14,7,1,0,1,7,0,0,0,0,3.0,4.538722287164087,13,1,15,1,7.5,6.5383484153110105
1518,26 oct 2022,40,14,21,1.1428571428571428,24,26,14,22,18,0,13.333333333333336,9.568466729604884,18,18,0,0,0,4,0,0,0,0,4.0,7.09929573971954,23,1,16,0,10.0,9.82344135219425
1519,27 oct 2022,26,12,14,1.0714285714285714,15,25,1,19,7,0,8.666666666666666,7.84573486395988,7,6,0,0,0,13,0,0,0,0,2.6,4.31740662898458,14,0,12,0,6.5,6.5383484153110105
1520,28 oct 2022,19,8,10,1.0,10,18,1,5,14,0,6.333333333333332,5.792715732327589,14,5,0,0,0,0,0,0,0,0,1.9,4.300000000000002,13,0,6,0,4.75,5.3560713214071365
1521,29 oct 2022,9,7,8,1.125,9,7,2,5,4,0,3.0,2.160246899469287,4,4,0,0,0,1,0,0,0,0,0.9,1.5779733838059498,4,2,3,0,2.25,1.4790199457749043
1522,30 oct 2022,22,7,7,1.0,7,21,1,12,10,0,7.333333333333332,5.2493385826745405,2,11,0,8,0,1,0,0,0,0,2.2,3.7629775444453566,19,0,3,0,5.5,7.88986691902975
1523,31 oct 2022,21,9,13,1.0,13,19,2,10,11,0,7.0,4.966554808583781,11,7,0,0,0,3,0,0,0,0,2.1,3.672873534441392,10,0,11,0,5.25,5.261891294962297
1524,1 nov 2022,30,13,17,1.0588235294117647,18,21,9,11,19,0,10.0,7.788880963698615,16,11,3,0,0,0,0,0,0,0,3.0,5.440588203494177,9,1,19,1,7.5,7.399324293474371
1525,2 nov 2022,46,16,23,1.0869565217391304,25,37,9,37,9,0,15.333333333333336,15.755069730795295,7,37,2,0,0,0,0,0,0,0,4.6,11.001818031580058,12,1,33,0,11.5,13.275918047351755
1526,3 nov 2022,14,4,9,1.0,9,14,0,8,6,0,4.666666666666667,3.39934634239519,6,8,0,0,0,0,0,0,0,0,1.4,2.8354893757515645,1,2,11,0,3.5,4.38748219369606
1527,4 nov 2022,10,8,9,1.0,9,4,6,6,4,0,3.333333333333333,2.494438257849294,3,6,1,0,0,0,0,0,0,0,1.0,1.8973665961010275,3,0,6,1,2.5,2.29128784747792
1528,5 nov 2022,6,4,5,1.0,5,2,4,5,1,0,2.0,2.160246899469287,0,5,0,1,0,0,0,0,0,0,0.6,1.4966629547095764,1,1,4,0,1.5,1.5
1529,6 nov 2022,5,3,3,1.0,3,0,5,1,4,0,1.6666666666666667,1.699673171197595,4,1,0,0,0,0,0,0,0,0,0.5,1.2041594578792296,5,0,0,0,1.25,2.165063509461097
1530,7 nov 2022,30,11,14,1.0,14,28,2,22,8,0,10.0,9.092121131323903,6,22,1,1,0,0,0,0,0,0,3.0,6.572670690061994,8,4,18,0,7.5,6.689544080129826
1531,8 nov 2022,15,9,12,1.0833333333333333,13,9,6,8,7,0,5.0,3.559026084010437,3,8,0,2,2,0,0,0,0,0,1.5,2.4186773244895647,4,2,9,0,3.75,3.344772040064913
1532,9 nov 2022,42,23,27,1.0740740740740742,29,38,4,34,8,0,14.0,14.514360704718161,8,33,0,0,0,0,1,0,0,0,4.2,9.887365675446619,3,0,39,0,10.5,16.5
1533,10 nov 2022,24,10,15,1.2666666666666666,19,18,6,19,5,0,8.0,8.04155872120988,2,19,3,0,0,0,0,0,0,0,2.4,5.624944444170094,1,0,23,0,6.0,9.82344135219425
1534,11 nov 2022,17,6,9,1.1111111111111112,10,16,1,13,4,0,5.666666666666668,5.436502143433364,4,13,0,0,0,0,0,0,0,0,1.7,3.950949253027681,10,0,6,1,4.25,4.02336923485777
1535,12 nov 2022,11,8,9,1.0,9,9,2,4,7,0,3.6666666666666665,2.867441755680876,7,4,0,0,0,0,0,0,0,0,1.1,2.3000000000000003,5,0,6,0,2.75,2.7726341266023544
1536,13 nov 2022,6,2,5,1.2,6,5,1,6,0,0,2.0,2.8284271247461903,0,6,0,0,0,0,0,0,0,0,0.6,1.8,1,1,4,0,1.5,1.5
1537,14 nov 2022,18,13,14,1.0714285714285714,15,17,1,8,10,0,6.0,4.320493798938574,7,8,3,0,0,0,0,0,0,0,1.8,2.9933259094191524,5,3,9,1,4.5,2.9580398915498085
1538,15 nov 2022,18,10,12,1.0,12,16,2,12,6,0,6.0,4.898979485566356,6,7,0,0,0,5,0,0,0,0,1.8,2.785677655436824,5,8,3,2,4.5,2.29128784747792
1539,16 nov 2022,25,12,13,1.2307692307692308,16,19,6,12,13,0,8.333333333333334,5.9066817155564495,13,10,0,0,0,2,0,0,0,0,2.5,4.588027898781785,15,6,3,1,6.25,5.3560713214071365
1540,17 nov 2022,18,8,10,1.3,13,16,2,14,4,0,6.0,5.887840577551898,4,14,0,0,0,0,0,0,0,0,1.8,4.237924020083419,9,0,9,0,4.5,4.5
1541,18 nov 2022,26,13,17,1.0588235294117647,18,25,1,19,7,0,8.666666666666666,7.84573486395988,7,12,0,0,0,7,0,0,0,0,2.6,4.17612260356422,7,11,8,0,6.5,4.031128874149275
1542,19 nov 2022,28,14,15,1.0666666666666669,16,26,2,25,3,0,9.333333333333334,11.145502331533661,2,24,1,0,0,1,0,0,0,0,2.8,7.096477999684068,3,0,25,0,7.0,10.464224768228172
1543,20 nov 2022,13,8,8,1.0,8,12,1,10,3,0,4.333333333333333,4.189935029992179,3,10,0,0,0,0,0,0,0,0,1.3,3.034798181098703,10,0,3,0,3.25,4.085033659592049
1544,21 nov 2022,12,8,11,1.0909090909090908,12,9,3,8,4,0,4.0,3.2659863237109037,2,8,2,0,0,0,0,0,0,0,1.2,2.3999999999999995,5,0,6,1,3.0,2.549509756796392
1545,22 nov 2022,13,9,12,1.0,12,10,3,12,1,0,4.333333333333333,5.436502143433364,1,11,0,0,0,0,1,0,0,0,1.3,3.2572994949804657,4,2,5,2,3.25,1.299038105676658
1546,23 nov 2022,72,31,33,1.2121212121212122,40,64,8,49,23,0,24.0,20.016659728003237,16,49,2,0,5,0,0,0,0,0,7.2,14.722771478223793,12,2,58,0,18.0,23.53720459187964
1547,24 nov 2022,10,6,9,1.0,9,9,1,4,6,0,3.333333333333333,2.494438257849294,6,4,0,0,0,0,0,0,0,0,1.0,2.04939015319192,5,1,3,1,2.5,1.6583123951777
1548,25 nov 2022,9,2,4,1.25,5,9,0,8,1,0,3.0,3.559026084010437,1,8,0,0,0,0,0,0,0,0,0.9,2.3853720883753127,0,0,9,0,2.25,3.897114317029974
1549,26 nov 2022,24,16,17,1.0588235294117647,18,19,5,18,6,0,8.0,7.483314773547883,5,13,1,0,0,5,0,0,0,0,2.4,4.029888335921976,5,0,17,2,6.0,6.59545297913646
1550,27 nov 2022,2,1,2,1.0,2,1,1,2,0,0,0.6666666666666666,0.9428090415820634,0,2,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,0,0,2,0,0.5,0.8660254037844386
1551,28 nov 2022,22,7,10,1.1,11,15,7,11,11,0,7.333333333333332,5.1854497287013475,11,4,0,0,0,7,0,0,0,0,2.2,3.7094473981982814,17,0,5,0,5.5,6.946221994724902
1552,29 nov 2022,9,5,8,1.0,8,9,0,6,3,0,3.0,2.449489742783178,3,5,0,0,0,1,0,0,0,0,0.9,1.6401219466856722,5,0,4,0,2.25,2.2776083947860752
1553,30 nov 2022,18,6,10,1.0,10,16,2,15,2,1,6.0,6.3770421565696624,2,15,0,0,0,1,0,0,0,0,1.8,4.445222154178574,4,4,9,1,4.5,2.8722813232690143
1554,1 dic 2022,23,14,17,1.0,17,21,2,10,13,0,7.666666666666668,5.557777333511021,13,9,0,0,0,1,0,0,0,0,2.3,4.450842616853576,10,1,11,1,5.75,4.763139720814412
1555,2 dic 2022,7,5,6,1.0,6,4,3,4,3,0,2.333333333333333,1.699673171197595,3,4,0,0,0,0,0,0,0,0,0.7,1.4177446878757822,1,0,6,0,1.75,2.48746859276655
1556,3 dic 2022,10,6,6,1.0,6,6,4,5,5,0,3.333333333333333,2.3570226039551585,1,5,1,3,0,0,0,0,0,0,1.0,1.6124515496597098,4,0,3,3,2.5,1.5
1557,4 dic 2022,23,6,6,1.1666666666666667,7,17,6,5,18,0,7.666666666666668,7.586537784494027,17,5,1,0,0,0,0,0,0,0,2.3,5.119570294468081,18,0,4,1,5.75,7.224091638399946
1558,5 dic 2022,11,7,8,1.0,8,10,1,3,8,0,3.6666666666666665,3.2998316455372216,8,1,0,0,0,2,0,0,0,0,1.1,2.3853720883753127,4,0,6,1,2.75,2.384848003542364
1559,6 dic 2022,28,4,5,1.0,5,26,2,2,26,0,9.333333333333334,11.813363431112899,26,2,0,0,0,0,0,0,0,0,2.8,7.756287771866129,27,0,1,0,7.0,11.554220008291345
1560,7 dic 2022,23,12,15,1.1333333333333333,17,18,5,12,11,0,7.666666666666668,5.436502143433364,9,12,2,0,0,0,0,0,0,0,2.3,4.196427051671456,14,2,7,0,5.75,5.402545696243577
1561,8 dic 2022,10,7,8,1.0,8,9,1,7,3,0,3.333333333333333,2.867441755680876,1,7,0,2,0,0,0,0,0,0,1.0,2.0976176963403037,2,1,7,0,2.5,2.6925824035672523
1562,9 dic 2022,3,2,2,1.0,2,1,2,1,2,0,1.0,0.8164965809277259,2,1,0,0,0,0,0,0,0,0,0.3,0.6403124237432848,1,0,0,2,0.75,0.82915619758885
1563,10 dic 2022,7,7,7,1.0,7,4,3,2,5,0,2.333333333333333,2.0548046676563256,4,2,1,0,0,0,0,0,0,0,0.7,1.2688577540449522,0,0,7,0,1.75,3.0310889132455348
1564,11 dic 2022,3,2,2,1.0,2,2,1,3,0,0,1.0,1.4142135623730951,0,3,0,0,0,0,0,0,0,0,0.3,0.9,2,0,1,0,0.75,0.82915619758885
1565,12 dic 2022,16,11,12,1.0,12,13,3,5,11,0,5.333333333333333,4.496912521077348,8,5,3,0,0,0,0,0,0,0,1.6,2.6907248094147422,10,1,5,0,4.0,3.9370039370059056
1566,13 dic 2022,6,4,6,1.0,6,6,0,0,6,0,2.0,2.8284271247461903,6,0,0,0,0,0,0,0,0,0,0.6,1.8,2,0,3,1,1.5,1.118033988749895
1567,14 dic 2022,6,5,5,1.0,5,4,2,3,3,0,2.0,1.4142135623730951,3,3,0,0,0,0,0,0,0,0,0.6,1.1999999999999995,3,0,3,0,1.5,1.5
1568,15 dic 2022,11,4,6,1.1666666666666667,7,9,2,2,9,0,3.6666666666666665,3.858612300930076,8,2,1,0,0,0,0,0,0,0,1.1,2.3853720883753127,3,0,7,1,2.75,2.680951323690902
1569,16 dic 2022,9,5,6,1.1666666666666667,7,9,0,4,5,0,3.0,2.160246899469287,5,4,0,0,0,0,0,0,0,0,0.9,1.8138357147217052,5,2,2,0,2.25,1.7853571071357126
1570,17 dic 2022,6,5,5,1.0,5,3,3,4,2,0,2.0,1.6329931618554518,1,4,1,0,0,0,0,0,0,0,0.6,1.1999999999999995,1,0,5,0,1.5,2.0615528128088303
1571,18 dic 2022,1,0,1,1.0,1,1,0,1,0,0,0.3333333333333333,0.4714045207910317,0,1,0,0,0,0,0,0,0,0,0.1,0.30000000000000004,0,0,1,0,0.25,0.4330127018922193
1572,19 dic 2022,22,13,14,1.0,14,15,7,3,19,0,7.333333333333332,8.339997335464536,15,3,3,1,0,0,0,0,0,0,2.2,4.422668877499197,13,0,8,1,5.5,5.315072906367325
1573,20 dic 2022,5,3,3,1.0,3,5,0,5,0,0,1.6666666666666667,2.3570226039551585,0,5,0,0,0,0,0,0,0,0,0.5,1.5,3,0,2,0,1.25,1.299038105676658
1574,21 dic 2022,4,2,2,1.0,2,4,0,1,3,0,1.3333333333333333,1.247219128924647,3,1,0,0,0,0,0,0,0,0,0.4,0.916515138991168,4,0,0,0,1.0,1.7320508075688772
1575,22 dic 2022,5,3,4,1.25,5,4,1,4,1,0,1.6666666666666667,1.699673171197595,0,4,1,0,0,0,0,0,0,0,0.5,1.2041594578792296,4,0,1,0,1.25,1.6393596310754999
1576,23 dic 2022,3,2,3,1.0,3,2,1,2,1,0,1.0,0.8164965809277259,0,2,1,0,0,0,0,0,0,0,0.3,0.6403124237432848,1,0,2,0,0.75,0.82915619758885
1577,24 dic 2022,1,1,1,1.0,1,0,1,0,1,0,0.3333333333333333,0.4714045207910317,0,0,0,1,0,0,0,0,0,0,0.1,0.30000000000000004,0,0,1,0,0.25,0.4330127018922193
1578,25 dic 2022,5,4,5,1.0,5,4,1,3,2,0,1.6666666666666667,1.247219128924647,1,3,1,0,0,0,0,0,0,0,0.5,0.9219544457292888,1,0,4,0,1.25,1.6393596310754999
1579,26 dic 2022,4,3,3,1.0,3,3,1,1,3,0,1.3333333333333333,1.247219128924647,1,1,0,2,0,0,0,0,0,0,0.4,0.6633249580710799,2,0,2,0,1.0,1.0
1580,27 dic 2022,2,2,2,1.0,2,1,1,1,0,1,0.6666666666666666,0.4714045207910317,0,1,0,0,0,1,0,0,0,0,0.2,0.4000000000000001,1,0,1,0,0.5,0.5
1581,28 dic 2022,1,1,1,1.0,1,1,0,0,1,0,0.3333333333333333,0.4714045207910317,1,0,0,0,0,0,0,0,0,0,0.1,0.30000000000000004,1,0,0,0,0.25,0.4330127018922193
1582,29 dic 2022,2,2,2,1.0,2,1,1,1,1,0,0.6666666666666666,0.4714045207910317,1,1,0,0,0,0,0,0,0,0,0.2,0.4000000000000001,2,0,0,0,0.5,0.8660254037844386
1583,30 dic 2022,4,4,4,1.0,4,3,1,3,0,1,1.3333333333333333,1.247219128924647,0,4,0,0,0,0,0,0,0,0,0.4,1.2000000000000002,1,0,2,1,1.0,0.7071067811865476
1584,31 dic 2022,2,2,2,1.0,2,2,0,1,1,0,0.6666666666666666,0.4714045207910317,1,1,0,0,0,0,0,0,0,0,0.2,0.4000000000000001,1,0,0,1,0.5,0.5
1585,1 ene 2023,2,1,1,1.0,1,2,0,2,0,0,0.6666666666666666,0.9428090415820634,0,2,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,2,0,0,0,0.5,0.8660254037844386
1586,2 ene 2023,4,2,2,1.0,2,4,0,0,4,0,1.3333333333333333,1.8856180831641267,4,0,0,0,0,0,0,0,0,0,0.4,1.2000000000000002,4,0,0,0,1.0,1.7320508075688772
1587,3 ene 2023,3,1,2,1.0,2,3,0,0,3,0,1.0,1.4142135623730951,3,0,0,0,0,0,0,0,0,0,0.3,0.9,1,0,2,0,0.75,0.82915619758885
1588,4 ene 2023,11,6,7,1.0,7,8,3,10,1,0,3.6666666666666665,4.496912521077348,1,9,0,0,0,1,0,0,0,0,1.1,2.662705391138869,3,0,8,0,2.75,3.2691742076555053
1589,5 ene 2023,3,3,3,1.0,3,2,1,1,2,0,1.0,0.8164965809277259,1,0,1,0,0,0,0,0,1,0,0.3,0.4582575694955841,1,0,2,0,0.75,0.82915619758885
1590,6 ene 2023,3,3,3,1.0,3,3,0,3,0,0,1.0,1.4142135623730951,0,3,0,0,0,0,0,0,0,0,0.3,0.9,2,0,1,0,0.75,0.82915619758885
1591,7 ene 2023,2,2,2,1.0,2,1,1,2,0,0,0.6666666666666666,0.9428090415820634,0,1,0,0,0,1,0,0,0,0,0.2,0.4000000000000001,0,0,1,1,0.5,0.5
1592,8 ene 2023,6,3,3,1.0,3,4,2,6,0,0,2.0,2.8284271247461903,0,6,0,0,0,0,0,0,0,0,0.6,1.8,0,0,3,3,1.5,1.5
1593,9 ene 2023,5,4,4,1.0,4,2,3,1,4,0,1.6666666666666667,1.699673171197595,3,1,0,1,0,0,0,0,0,0,0.5,0.9219544457292888,4,0,1,0,1.25,1.6393596310754999
1594,10 ene 2023,1,1,1,1.0,1,0,1,0,1,0,0.3333333333333333,0.4714045207910317,1,0,0,0,0,0,0,0,0,0,0.1,0.30000000000000004,1,0,0,0,0.25,0.4330127018922193
1595,11 ene 2023,1,1,1,1.0,1,0,1,0,1,0,0.3333333333333333,0.4714045207910317,1,0,0,0,0,0,0,0,0,0,0.1,0.30000000000000004,1,0,0,0,0.25,0.4330127018922193
1596,13 ene 2023,6,3,3,1.6666666666666667,5,2,4,6,0,0,2.0,2.8284271247461903,0,6,0,0,0,0,0,0,0,0,0.6,1.8,1,0,5,0,1.5,2.0615528128088303
1597,14 ene 2023,3,3,3,1.0,3,3,0,2,1,0,1.0,0.8164965809277259,1,2,0,0,0,0,0,0,0,0,0.3,0.6403124237432848,0,0,2,1,0.75,0.82915619758885
1598,15 ene 2023,2,1,1,2.0,2,2,0,2,0,0,0.6666666666666666,0.9428090415820634,0,2,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,2,0,0,0,0.5,0.8660254037844386
1599,16 ene 2023,4,3,3,1.0,3,3,1,1,3,0,1.3333333333333333,1.247219128924647,3,1,0,0,0,0,0,0,0,0,0.4,0.916515138991168,1,2,0,1,1.0,0.7071067811865476
1600,17 ene 2023,2,1,1,1.0,1,0,2,0,2,0,0.6666666666666666,0.9428090415820634,2,0,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,2,0,0,0,0.5,0.8660254037844386
1601,18 ene 2023,4,2,3,1.0,3,1,3,0,4,0,1.3333333333333333,1.8856180831641267,3,0,1,0,0,0,0,0,0,0,0.4,0.916515138991168,2,0,1,1,1.0,0.7071067811865476
1602,19 ene 2023,2,2,2,1.0,2,0,2,0,2,0,0.6666666666666666,0.9428090415820634,0,0,1,1,0,0,0,0,0,0,0.2,0.4000000000000001,0,0,2,0,0.5,0.8660254037844386
1603,20 ene 2023,3,3,3,1.0,3,2,1,3,0,0,1.0,1.4142135623730951,0,3,0,0,0,0,0,0,0,0,0.3,0.9,2,0,1,0,0.75,0.82915619758885
1604,21 ene 2023,6,6,6,1.0,6,4,2,4,2,0,2.0,1.6329931618554518,1,3,1,0,0,0,0,0,1,0,0.6,0.916515138991168,3,1,1,1,1.5,0.8660254037844386
1605,22 ene 2023,3,2,2,1.0,2,3,0,2,1,0,1.0,0.8164965809277259,1,2,0,0,0,0,0,0,0,0,0.3,0.6403124237432848,2,0,0,1,0.75,0.82915619758885
1606,23 ene 2023,2,2,2,1.0,2,1,1,0,2,0,0.6666666666666666,0.9428090415820634,1,0,1,0,0,0,0,0,0,0,0.2,0.4000000000000001,1,0,1,0,0.5,0.5
1607,24 ene 2023,5,5,5,1.0,5,4,1,4,1,0,1.6666666666666667,1.699673171197595,1,4,0,0,0,0,0,0,0,0,0.5,1.2041594578792296,2,0,3,0,1.25,1.299038105676658
1608,25 ene 2023,5,3,4,1.0,4,5,0,1,4,0,1.6666666666666667,1.699673171197595,4,1,0,0,0,0,0,0,0,0,0.5,1.2041594578792296,3,0,2,0,1.25,1.299038105676658
1609,26 ene 2023,5,3,4,1.0,4,5,0,3,2,0,1.6666666666666667,1.247219128924647,2,3,0,0,0,0,0,0,0,0,0.5,1.02469507659596,1,2,2,0,1.25,0.82915619758885
1610,27 ene 2023,7,5,6,1.0,6,6,1,2,5,0,2.333333333333333,2.0548046676563256,5,2,0,0,0,0,0,0,0,0,0.7,1.552417469626002,1,0,6,0,1.75,2.48746859276655
1611,28 ene 2023,2,1,1,1.0,1,2,0,2,0,0,0.6666666666666666,0.9428090415820634,0,2,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,0,0,2,0,0.5,0.8660254037844386
1612,29 ene 2023,2,1,2,1.0,2,1,1,2,0,0,0.6666666666666666,0.9428090415820634,0,2,0,0,0,0,0,0,0,0,0.2,0.6000000000000001,1,0,1,0,0.5,0.5
1613,30 ene 2023,9,5,5,1.0,5,8,1,6,3,0,3.0,2.449489742783178,2,6,0,1,0,0,0,0,0,0,0.9,1.8138357147217052,5,0,4,0,2.25,2.2776083947860752
1614,31 ene 2023,12,8,8,1.0,8,11,1,3,9,0,4.0,3.741657386773941,7,3,2,0,0,0,0,0,0,0,1.2,2.1817424229271425,1,0,11,0,3.0,4.636809247747852
1615,1 feb 2023,1,1,1,1.0,1,1,0,0,1,0,0.3333333333333333,0.4714045207910317,1,0,0,0,0,0,0,0,0,0,0.1,0.30000000000000004,0,0,1,0,0.25,0.4330127018922193
1616,2 feb 2023,8,4,7,1.0,7,7,1,2,6,0,2.6666666666666665,2.494438257849294,6,2,0,0,0,0,0,0,0,0,0.8,1.833030277982336,3,0,3,2,2.0,1.224744871391589
1617,3 feb 2023,13,9,11,1.0,11,5,8,8,5,0,4.333333333333333,3.2998316455372216,4,7,1,0,0,1,0,0,0,0,1.3,2.238302928559939,5,0,8,0,3.25,3.418698582794337
1618,4 feb 2023,5,3,5,1.0,5,3,2,5,0,0,1.6666666666666667,2.3570226039551585,0,5,0,0,0,0,0,0,0,0,0.5,1.5,3,0,2,0,1.25,1.299038105676658
1619,5 feb 2023,1,1,1,1.0,1,1,0,1,0,0,0.3333333333333333,0.4714045207910317,0,1,0,0,0,0,0,0,0,0,0.1,0.30000000000000004,0,0,1,0,0.25,0.4330127018922193
1620,6 feb 2023,11,6,8,1.125,9,11,0,6,5,0,3.6666666666666665,2.6246692913372702,5,4,0,0,0,2,0,0,0,0,1.1,1.8138357147217052,8,0,3,0,2.75,3.2691742076555053
1621,7 feb 2023,19,7,7,1.1428571428571428,8,17,2,14,5,0,6.333333333333332,5.792715732327589,4,14,1,0,0,0,0,0,0,0,1.9,4.205948168962618,3,2,14,0,4.75,5.448623679425841
1622,8 feb 2023,9,5,6,1.1666666666666667,7,9,0,4,5,0,3.0,2.160246899469287,5,4,0,0,0,0,0,0,0,0,0.9,1.8138357147217052,2,0,7,0,2.25,2.8613807855648994
1623,9 feb 2023,8,4,6,1.0,6,8,0,3,5,0,2.6666666666666665,2.0548046676563256,5,3,0,0,0,0,0,0,0,0,0.8,1.6613247725836149,6,1,1,0,2.0,2.345207879911715
