,Fecha,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,desktop,mobile,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Linux,Android,iOS,Windows,Macintosh,Windows Phone,Sistema operativo (not set),Chrome OS,BlackBerry,FreeBSD,Playstation 4,Sistema operativo promedio,Sistema operativo std,Direct,Organic Search,Referral,Social,Paid Search,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std
498,19 feb 2020,86,26,31,1.1612903225806452,36,82,4,61,25,0,28.66666666666667,25.037749277618566,1,25,0,60,0,0,0,0,0,0,0,7.8181818181818175,17.973810148092404,8,74,3,1,0,17.2,28.533489096148056
499,20 feb 2020,79,18,24,1.2083333333333333,29,58,21,45,30,4,26.33333333333333,16.937794687883336,1,32,1,45,0,0,0,0,0,0,0,7.1818181818181825,15.026148008286828,6,73,0,0,0,15.8,28.694250295137525
500,21 feb 2020,66,16,21,1.0952380952380951,23,61,5,55,10,1,22.0,23.62202362203543,3,10,1,51,1,0,0,0,0,0,0,6.0,14.510184511075472,13,53,0,0,0,13.2,20.527055317312318
501,22 feb 2020,28,5,7,1.1428571428571428,8,26,2,21,7,0,9.333333333333334,8.73053390247253,0,7,0,4,17,0,0,0,0,0,0,2.5454545454545454,5.069761270399521,4,24,0,0,0,5.6,9.32952303175248
502,23 feb 2020,25,8,9,1.1111111111111112,10,22,3,18,7,0,8.333333333333334,7.4087035902976215,7,7,0,10,1,0,0,0,0,0,0,2.272727272727273,3.5952218060518524,0,25,0,0,0,5.0,10.0
503,24 feb 2020,46,12,16,1.25,20,44,2,36,10,0,15.333333333333336,15.173075568988054,0,10,0,36,0,0,0,0,0,0,0,4.181818181818182,10.460472628103657,8,33,5,0,0,9.2,12.286578042726136
504,25 feb 2020,28,11,13,1.0,13,23,5,9,19,0,9.333333333333334,7.760297817881877,0,19,0,9,0,0,0,0,0,0,0,2.5454545454545454,5.805383651305309,0,28,0,0,0,5.6,11.2
505,26 feb 2020,65,17,19,1.1578947368421053,22,62,3,36,29,0,21.66666666666667,15.58489297008128,9,28,1,27,0,0,0,0,0,0,0,5.909090909090909,10.492027670002551,1,64,0,0,0,13.0,25.50294100687213
506,27 feb 2020,82,10,14,1.0714285714285714,15,74,8,75,7,0,27.33333333333333,33.82635395992631,5,7,0,70,0,0,0,0,0,0,0,7.454545454545454,19.91510909455265,0,82,0,0,0,16.4,32.8
507,28 feb 2020,143,12,18,1.1111111111111112,20,138,5,132,11,0,47.66666666666666,59.80152357776701,0,7,4,132,0,0,0,0,0,0,0,13.0,37.694947816771034,43,100,0,0,0,28.6,39.39340046251402
508,29 feb 2020,35,8,10,1.1,11,35,0,20,15,0,11.666666666666664,8.498365855987974,0,15,0,20,0,0,0,0,0,0,0,3.1818181818181817,6.833316535624049,2,32,1,0,0,7.0,12.521980673998824
509,1 mar 2020,12,5,6,1.1666666666666667,7,10,2,10,2,0,4.0,4.320493798938574,0,2,0,10,0,0,0,0,0,0,0,1.0909090909090908,2.8747978728803463,1,8,3,0,0,2.4,3.0066592756745814
510,2 mar 2020,175,15,22,1.1363636363636365,25,171,4,170,5,0,58.33333333333334,78.9866374071519,1,5,0,169,0,0,0,0,0,0,0,15.909090909090908,48.43262338821285,83,92,0,0,0,35.0,42.96044692504956
511,3 mar 2020,224,20,23,1.173913043478261,27,219,5,205,19,0,74.66666666666667,92.4854342886249,1,19,0,204,0,0,0,0,0,0,0,20.363636363636363,58.322415349772704,200,24,0,0,0,44.8,78.15471834764679
512,4 mar 2020,109,14,19,1.2105263157894737,23,107,2,39,70,0,36.333333333333336,28.63952203201412,0,70,0,38,1,0,0,0,0,0,0,9.909090909090908,21.877570687202763,0,107,2,0,0,21.8,42.60704167153594
513,5 mar 2020,101,15,19,1.2105263157894737,23,99,2,89,9,3,33.666666666666664,39.20317447463775,3,12,0,86,0,0,0,0,0,0,0,9.181818181818182,24.535014614806336,18,83,0,0,0,20.2,32.1645767887594
514,6 mar 2020,134,16,17,1.0588235294117647,18,134,0,96,38,0,44.66666666666666,39.474323581566566,0,38,0,96,0,0,0,0,0,0,0,12.181818181818182,28.6477610796382,3,98,0,33,0,26.8,37.71153669634798
515,7 mar 2020,29,11,13,1.0769230769230769,14,28,1,5,24,0,9.666666666666666,10.338708279513881,0,23,1,5,0,0,0,0,0,0,0,2.636363636363636,6.5957662353516575,8,21,0,0,0,5.8,8.207313811473275
516,8 mar 2020,55,11,17,1.0588235294117647,18,47,8,15,39,1,18.33333333333333,15.69146972791976,0,39,1,15,0,0,0,0,0,0,0,5.0,11.56798088769954,14,41,0,0,0,11.0,15.949921629901507
517,9 mar 2020,39,11,13,1.1538461538461535,15,37,2,21,18,0,13.0,9.273618495495704,0,17,1,21,0,0,0,0,0,0,0,3.5454545454545454,7.34059245024958,0,32,7,0,0,7.8,12.4
518,10 mar 2020,143,20,23,1.0869565217391304,25,135,8,124,19,0,47.66666666666666,54.53031776503376,0,17,2,124,0,0,0,0,0,0,0,13.0,35.43239401246472,3,135,0,5,0,28.6,53.233823834100065
519,11 mar 2020,181,23,34,1.1764705882352942,40,179,2,134,47,0,60.33333333333334,55.511760515728156,1,46,1,131,2,0,0,0,0,0,0,16.454545454545453,38.499973167319204,16,165,0,0,0,36.2,64.69744971789846
520,12 mar 2020,80,18,23,1.2173913043478262,28,79,1,21,59,0,26.66666666666667,24.41766209574991,0,58,1,21,0,0,0,0,0,0,0,7.272727272727272,17.120380778958413,2,78,0,0,0,16.0,31.009675909302892
521,13 mar 2020,58,16,21,1.1428571428571428,24,56,2,51,7,0,19.33333333333333,22.573337271116014,0,5,2,50,1,0,0,0,0,0,0,5.2727272727272725,14.219646518371613,28,30,0,0,0,11.6,14.221111067704939
522,14 mar 2020,29,7,12,1.0,12,29,0,5,24,0,9.666666666666666,10.338708279513881,0,24,0,4,1,0,0,0,0,0,0,2.636363636363636,6.852640198197365,9,20,0,0,0,5.8,7.909487973314075
523,15 mar 2020,73,11,15,1.2666666666666666,19,73,0,19,54,0,24.33333333333333,22.36564826295501,0,52,2,19,0,0,0,0,0,0,0,6.636363636363638,15.328361872227257,3,69,1,0,0,14.6,27.222049886075805
524,16 mar 2020,129,28,36,1.1666666666666667,42,128,1,93,36,0,43.0,38.28837943815329,0,27,9,93,0,0,0,0,0,0,0,11.727272727272727,26.8771308976471,28,97,0,4,0,25.8,37.096630574757064
525,17 mar 2020,57,17,18,1.0555555555555556,19,57,0,32,25,0,19.0,13.73559851869101,0,21,4,30,2,0,0,0,0,0,0,5.181818181818182,9.842562321766179,0,55,2,0,0,11.4,21.813757127097567
526,18 mar 2020,84,22,32,1.0625,34,79,5,43,41,0,28.0,19.815818596935802,0,39,2,43,0,0,0,0,0,0,0,7.636363636363638,15.76113013525667,16,68,0,0,0,16.8,26.33932421304693
527,19 mar 2020,101,16,21,1.2380952380952381,26,101,0,54,47,0,33.666666666666664,23.976840677805924,12,46,1,41,1,0,0,0,0,0,0,9.181818181818182,16.557438217628306,2,99,0,0,0,20.2,39.407613477601
528,20 mar 2020,201,31,39,1.1025641025641026,43,199,2,88,113,0,67.0,48.46304433964778,0,113,0,88,0,0,0,0,0,0,0,18.272727272727273,39.12704460900046,46,100,25,30,0,40.2,33.34906295535153
529,21 mar 2020,112,18,25,1.12,28,111,1,94,18,0,37.333333333333336,40.7376429798725,15,17,1,79,0,0,0,0,0,0,0,10.181818181818182,22.594521386703786,28,80,2,2,0,22.4,30.604574821421714
530,22 mar 2020,43,11,14,1.2857142857142858,18,42,1,30,13,0,14.333333333333336,12.28368384845885,21,8,5,8,1,0,0,0,0,0,0,3.9090909090909087,6.229760617822478,14,27,2,0,0,8.6,10.575443253121827
531,23 mar 2020,208,33,39,1.0769230769230769,42,203,5,97,111,0,69.33333333333333,49.35810189039103,1,108,2,93,3,0,1,0,0,0,0,18.90909090909091,38.606298462708594,25,80,6,97,0,41.6,39.54035912836402
532,24 mar 2020,172,49,56,1.0357142857142858,58,128,44,130,41,1,57.33333333333334,53.91557185905468,0,36,6,103,25,0,2,0,0,0,0,15.636363636363635,29.970508920581874,9,134,0,29,0,34.4,50.9140452134772
533,25 mar 2020,189,32,40,1.025,41,179,10,151,38,0,63.0,64.13007614736371,0,33,5,150,1,0,0,0,0,0,0,17.181818181818183,43.03026034995747,11,147,25,6,0,37.8,55.22101049419505
534,26 mar 2020,210,34,44,1.0909090909090908,48,203,7,126,84,0,70.0,52.38320341483518,0,73,11,120,6,0,0,0,0,0,0,19.09090909090909,37.99151710449093,80,92,4,34,0,42.0,37.98947222586805
535,27 mar 2020,82,21,24,1.0416666666666667,25,65,17,47,35,0,27.33333333333333,19.938795238317574,0,31,4,47,0,0,0,0,0,0,0,7.454545454545454,15.299219447490756,8,53,0,21,0,16.4,19.845402490249477
536,28 mar 2020,78,17,21,1.0,21,77,1,69,9,0,26.0,30.62678566222711,0,9,0,68,1,0,0,0,0,0,0,7.090909090909091,19.430316263062846,1,71,0,6,0,15.6,27.78920653779089
537,29 mar 2020,77,25,26,1.0769230769230769,28,63,14,20,57,0,25.66666666666667,23.612614331233114,1,56,1,14,5,0,0,0,0,0,0,7.0,16.0113596038449,17,30,0,30,0,15.4,13.440238093129153
538,30 mar 2020,110,17,21,1.2857142857142858,27,98,12,75,35,0,36.66666666666666,30.64129385141706,0,34,1,66,9,0,0,0,0,0,0,10.0,20.212507378983304,21,84,4,1,0,22.0,31.91864658784893
539,31 mar 2020,95,19,25,1.08,27,89,6,72,23,0,31.66666666666667,30.02591473303612,1,21,2,71,0,0,0,0,0,0,0,8.636363636363637,20.59687852463761,25,42,19,9,0,19.0,14.324803663575985
540,1 abr 2020,142,39,46,1.1304347826086956,52,126,16,63,78,1,47.33333333333334,33.32999983331666,0,73,6,63,0,0,0,0,0,0,0,12.909090909090908,26.11323086954735,77,47,9,9,0,28.4,29.213695418416343
541,2 abr 2020,152,31,40,1.125,45,131,21,135,15,2,50.66666666666666,59.868374140461036,0,17,0,135,0,0,0,0,0,0,0,13.818181818181818,38.62834141314611,40,94,5,13,0,30.4,34.66756409094818
542,3 abr 2020,133,18,24,1.0,24,113,20,119,13,1,44.33333333333334,53.02410353372846,0,14,0,119,0,0,0,0,0,0,0,12.090909090909092,34.04396768206066,26,106,1,0,0,26.6,40.92725253422223
543,4 abr 2020,72,12,18,1.0555555555555556,19,71,1,62,10,0,24.0,27.17842281418601,1,8,2,39,22,0,0,0,0,0,0,6.545454545454546,12.070728202508867,18,38,16,0,0,14.4,14.051334456200236
544,5 abr 2020,33,13,17,1.0588235294117647,18,32,1,22,11,0,11.0,8.981462390204989,2,11,0,20,0,0,0,0,0,0,0,3.0,6.223124032772666,6,14,13,0,0,6.6,6.053098380168621
545,6 abr 2020,175,55,62,1.1935483870967742,74,169,6,99,76,0,58.33333333333334,42.30313883809989,0,76,0,97,2,0,0,0,0,0,0,15.909090909090908,33.58152778335826,38,56,76,5,0,35.0,29.17533204609675
546,7 abr 2020,104,20,34,1.088235294117647,37,104,0,72,32,0,34.666666666666664,29.454296045832702,0,32,0,71,1,0,0,0,0,0,0,9.454545454545457,21.495723195614506,19,60,23,2,0,20.8,21.59073875530895
547,8 abr 2020,98,25,32,1.03125,33,89,9,76,22,0,32.666666666666664,31.930480039541457,0,18,4,73,3,0,0,0,0,0,0,8.909090909090908,20.89999802285569,6,83,6,3,0,19.6,31.777979797337647
548,9 abr 2020,50,17,18,1.0555555555555556,19,37,13,46,4,0,16.666666666666668,20.80598204576965,0,2,2,45,1,0,0,0,0,0,0,4.545454545454546,12.815925010872116,1,44,1,4,0,10.0,17.052858997833763
549,10 abr 2020,105,9,17,1.0588235294117647,18,95,10,93,12,0,35.0,41.303752856126756,0,11,1,93,0,0,0,0,0,0,0,9.545454545454543,26.57532565904504,68,33,4,0,0,21.0,26.548069609672183
550,11 abr 2020,36,12,12,1.0,12,19,17,30,6,0,12.0,12.961481396815719,0,6,0,27,3,0,0,0,0,0,0,3.272727272727273,7.723528504639799,2,30,3,1,0,7.2,11.443775600735972
551,12 abr 2020,29,14,15,1.0,15,25,4,19,10,0,9.666666666666666,7.760297817881877,0,8,2,19,0,0,0,0,0,0,0,2.636363636363636,5.661235446160097,2,23,2,2,0,5.8,8.63481325796916
552,13 abr 2020,196,29,39,1.0512820512820509,41,187,9,164,32,0,65.33333333333333,70.98043548909955,0,30,2,164,0,0,0,0,0,0,0,17.818181818181817,47.008351640606826,22,141,28,5,0,39.2,51.94381580130593
553,14 abr 2020,313,24,36,1.1944444444444444,43,312,1,274,39,0,104.33333333333331,121.02433180517416,0,37,2,264,10,0,0,0,0,0,0,28.45454545454545,75.23461925127486,58,220,35,0,0,62.6,81.72539385038166
554,15 abr 2020,70,23,31,1.1935483870967742,37,67,3,59,10,1,23.33333333333333,25.48637980482037,0,8,3,56,3,0,0,0,0,0,0,6.363636363636362,15.876069626228638,2,44,24,0,0,14.0,17.527121840165314
555,16 abr 2020,94,20,28,1.0714285714285714,30,82,12,73,21,0,31.33333333333333,30.684777260973487,0,20,1,72,1,0,0,0,0,0,0,8.545454545454545,20.851699893048327,37,52,5,0,0,18.8,21.59073875530895
556,17 abr 2020,287,31,36,1.1111111111111112,40,282,5,249,36,2,95.66666666666669,109.3079238766441,1,37,1,248,0,0,0,0,0,0,0,26.09090909090909,70.95895682518879,33,246,8,0,0,57.4,95.0738660200583
557,18 abr 2020,78,20,28,1.1428571428571428,32,73,5,63,15,0,26.0,26.87005768508881,0,9,5,62,1,0,0,0,1,0,0,7.090909090909091,17.578160755243704,7,61,10,0,0,15.6,23.035624584542962
558,19 abr 2020,35,18,26,1.0384615384615383,27,29,6,32,2,1,11.666666666666664,14.38363267359428,0,3,0,30,1,0,1,0,0,0,0,3.1818181818181817,8.526090245595167,8,19,8,0,0,7.0,6.985699678629192
559,20 abr 2020,211,37,53,1.0377358490566038,55,207,4,134,77,0,70.33333333333333,54.90800386909808,1,77,0,131,2,0,0,0,0,0,0,19.181818181818183,41.61253784360099,41,147,22,1,0,42.2,54.5358597621785
560,21 abr 2020,159,25,34,1.0294117647058822,35,157,2,114,45,0,53.0,46.88283267892417,7,45,0,107,0,0,0,0,0,0,0,14.454545454545455,31.944166166392822,5,135,19,0,0,31.8,52.0668800678512
561,22 abr 2020,93,24,34,1.2058823529411764,41,86,7,69,24,0,31.0,28.600699292150182,0,20,4,67,2,0,0,0,0,0,0,8.454545454545455,19.359581308224413,27,60,5,1,0,18.6,22.913751329714646
562,23 abr 2020,192,29,41,1.0975609756097562,45,180,12,142,39,11,64.0,56.326429557239535,0,48,2,140,2,0,0,0,0,0,0,17.454545454545453,41.07723022521367,49,121,21,1,0,38.4,44.969322876823476
563,24 abr 2020,125,29,40,1.2,48,122,3,69,56,0,41.66666666666666,29.93697082575694,0,54,2,69,0,0,0,0,0,0,0,11.363636363636365,23.856665648572275,62,57,2,4,0,25.0,28.24181297296617
564,25 abr 2020,62,15,21,1.0476190476190477,22,49,13,52,10,0,20.666666666666668,22.5289936649544,17,6,4,34,1,0,0,0,0,0,0,5.636363636363638,10.218278873689828,9,41,12,0,0,12.4,15.081114017207087
565,26 abr 2020,114,25,31,1.1290322580645162,35,110,4,71,43,0,38.0,29.200456617434373,0,38,5,71,0,0,0,0,0,0,0,10.363636363636363,22.009389431342612,9,89,16,0,0,22.8,33.64164086366775
566,27 abr 2020,182,40,61,1.180327868852459,72,174,8,102,78,2,60.66666666666666,42.62497963505541,1,78,2,90,10,0,1,0,0,0,0,16.545454545454547,32.02091258810727,38,115,28,1,0,36.4,42.02189905275581
567,28 abr 2020,344,28,44,1.2727272727272727,56,337,7,209,135,0,114.66666666666669,86.52681023179397,3,135,0,199,7,0,0,0,0,0,0,31.272727272727273,65.45378787440372,17,318,9,0,0,68.8,124.76121192101331
568,29 abr 2020,194,34,44,1.25,55,187,7,166,28,0,64.66666666666667,72.55955408413759,0,26,2,160,6,0,0,0,0,0,0,17.636363636363637,45.62151152745366,14,162,12,6,0,38.8,61.79449813697009
569,30 abr 2020,143,27,40,1.35,54,141,2,97,30,16,47.66666666666666,35.349053106915825,0,45,1,97,0,0,0,0,0,0,0,13.0,29.505007279196768,4,124,0,15,0,28.6,48.01499765698214
570,1 may 2020,91,21,25,1.12,28,86,5,70,19,2,30.33333333333333,28.894443910359115,0,20,1,28,42,0,0,0,0,0,0,8.272727272727273,14.129858193272268,8,79,3,1,0,18.2,30.524744061171088
571,2 may 2020,133,26,33,1.181818181818182,39,129,4,107,25,1,44.33333333333334,45.382326466980025,0,14,12,107,0,0,0,0,0,0,0,12.090909090909092,30.42264272022806,34,79,19,1,0,26.6,29.055808369412127
572,3 may 2020,84,15,19,1.0526315789473684,20,82,2,29,55,0,28.0,22.464787260658994,0,53,2,29,0,0,0,0,0,0,0,7.636363636363638,16.548950679576073,9,22,52,1,0,16.8,19.28107880799205
573,4 may 2020,230,29,45,1.0666666666666669,48,228,2,201,29,0,76.66666666666667,88.71051547339556,1,28,1,196,4,0,0,0,0,0,0,20.90909090909091,55.929264653024894,8,186,36,0,0,46.0,71.24043795485821
574,5 may 2020,136,33,44,1.1363636363636365,50,134,2,60,76,0,45.33333333333334,32.71425105702746,3,72,4,57,0,0,0,0,0,0,0,12.363636363636365,24.820346225966702,51,32,18,35,0,27.2,17.1743995528228
575,6 may 2020,111,38,46,1.0434782608695652,48,100,11,72,39,0,37.0,29.427877939124322,16,39,0,54,2,0,0,0,0,0,0,10.090909090909092,18.032569248973036,11,77,1,22,0,22.2,28.533489096148056
576,7 may 2020,99,26,37,1.054054054054054,39,94,5,75,23,1,33.0,31.02687007525359,0,23,1,69,6,0,0,0,0,0,0,9.0,20.08165150760085,5,75,9,10,0,19.8,27.823730878514482
577,8 may 2020,134,34,41,1.170731707317073,48,132,2,50,84,0,44.66666666666666,34.499597421161624,0,84,0,50,0,0,0,0,0,0,0,12.181818181818182,26.83897498997301,44,77,7,6,0,26.8,29.525582128046178
578,9 may 2020,124,28,37,1.0810810810810811,40,80,44,55,69,0,41.333333333333336,29.780679792256063,0,26,43,55,0,0,0,0,0,0,0,11.272727272727273,19.428614834315013,20,82,9,13,0,24.8,29.321664345667692
579,10 may 2020,136,13,26,1.1153846153846154,29,121,15,99,37,0,45.33333333333334,40.84387618997764,8,37,0,91,0,0,0,0,0,0,0,12.363636363636365,27.022794173783694,39,83,0,14,0,27.2,31.32666595729587
580,11 may 2020,193,28,47,1.1063829787234043,52,188,5,150,36,7,64.33333333333333,61.721597156550935,7,42,1,141,2,0,0,0,0,0,0,17.545454545454547,40.80187971686785,57,109,16,11,0,38.6,40.14274529725141
581,12 may 2020,166,36,51,1.2352941176470589,63,159,7,105,60,1,55.33333333333334,42.58586098173378,1,58,3,78,26,0,0,0,0,0,0,15.090909090909092,26.33509426758607,21,96,32,17,0,33.2,33.04179171897311
582,13 may 2020,120,28,37,1.054054054054054,39,116,4,36,84,0,40.0,34.40930106817051,0,78,6,36,0,0,0,0,0,0,0,10.909090909090908,23.562121163405646,19,78,1,22,0,24.0,28.46049894151541
583,14 may 2020,75,26,32,1.0625,34,71,4,52,23,0,25.0,21.275964529643925,1,19,4,51,0,0,0,0,0,0,0,6.8181818181818175,14.977669328450165,7,61,1,6,0,15.0,23.16031087874254
584,15 may 2020,34,9,12,1.25,15,33,1,25,9,0,11.333333333333336,10.338708279513883,0,9,0,25,0,0,0,0,0,0,0,3.0909090909090913,7.391082408791944,14,9,2,9,0,6.8,5.1146847410177685
585,16 may 2020,16,6,7,1.0,7,16,0,7,9,0,5.333333333333333,3.858612300930076,0,9,0,6,1,0,0,0,0,0,0,1.4545454545454546,2.9345477075579947,3,12,0,1,0,3.2,4.534313619501853
586,17 may 2020,37,13,18,1.0555555555555556,19,35,2,27,10,0,12.333333333333336,11.145502331533658,1,9,1,24,2,0,0,0,0,0,0,3.363636363636364,6.9970477835977665,3,21,2,11,0,7.4,7.761443164772903
587,18 may 2020,97,25,31,1.064516129032258,33,92,5,70,27,0,32.333333333333336,28.825143345504607,2,25,2,68,0,0,0,0,0,0,0,8.818181818181818,20.003718662553183,6,89,2,0,0,19.4,34.868897315516016
588,19 may 2020,176,37,47,1.1914893617021276,56,168,8,158,18,0,58.66666666666666,70.62262778710203,0,14,4,156,2,0,0,0,0,0,0,16.0,44.45222154178575,12,145,4,15,0,35.2,55.16303109873496
589,20 may 2020,164,29,45,1.1777777777777778,53,155,9,136,28,0,54.66666666666666,58.63635580612272,1,24,4,134,1,0,0,0,0,0,0,14.909090909090908,38.2633329001552,36,116,3,9,0,32.8,43.503563072465674
590,21 may 2020,156,22,30,1.2,36,156,0,115,41,0,52.0,47.588514020367,0,41,0,110,5,0,0,0,0,0,0,14.181818181818182,32.46485703262468,33,116,1,6,0,31.2,44.07901995280749
591,22 may 2020,115,22,33,1.0909090909090908,36,104,11,70,45,0,38.333333333333336,28.963578661637946,0,42,3,67,3,0,0,0,0,0,0,10.454545454545457,21.466098584273578,30,82,1,2,0,23.0,31.572139617073784
592,23 may 2020,37,8,16,1.0,16,36,1,30,7,0,12.333333333333336,12.814921857827391,1,7,0,29,0,0,0,0,0,0,0,3.363636363636364,8.347811115090177,8,22,1,6,0,7.4,7.889233169326409
593,24 may 2020,21,8,12,1.0833333333333333,13,15,6,16,5,0,7.0,6.683312551921141,0,5,0,15,1,0,0,0,0,0,0,1.9090909090909087,4.3787616650153804,2,15,0,4,0,4.2,5.6000000000000005
594,25 may 2020,34,12,18,1.0,18,34,0,30,4,0,11.333333333333336,13.299958228839998,0,2,2,30,0,0,0,0,0,0,0,3.0909090909090913,8.543520090524169,15,14,4,1,0,6.8,6.43117407632541
595,26 may 2020,114,26,34,1.0588235294117647,36,113,1,88,26,0,38.0,36.914315199752345,18,26,0,56,14,0,0,0,0,0,0,10.363636363636363,16.923747313774687,10,90,1,13,0,22.8,33.97293040054096
596,27 may 2020,92,17,22,1.1363636363636365,25,81,11,80,12,0,30.66666666666667,35.226252836327745,0,12,0,79,0,0,1,0,0,0,0,8.363636363636363,22.596350177015623,12,75,5,0,0,18.4,28.63983240174425
597,28 may 2020,151,23,29,1.1379310344827591,33,147,4,77,74,0,50.33333333333334,35.6121078036982,0,74,0,75,2,0,0,0,0,0,0,13.727272727272727,28.654972308772678,26,121,4,0,0,30.2,46.417238177211715
598,29 may 2020,141,26,34,1.0588235294117647,36,86,55,108,33,0,47.0,45.18849411078001,1,31,2,106,1,0,0,0,0,0,0,12.818181818181818,30.74179323396196,42,78,18,3,0,28.2,28.99931033662697
599,30 may 2020,61,11,18,1.0,18,58,3,48,13,0,20.33333333333333,20.27039439401436,0,13,0,46,2,0,0,0,0,0,0,5.545454545454546,13.316863105671944,10,49,0,2,0,12.2,18.76592656918384
600,31 may 2020,41,14,18,1.2222222222222223,22,37,4,21,20,0,13.666666666666664,9.672412085697939,1,20,0,20,0,0,0,0,0,0,0,3.727272727272727,7.6763024845762,6,33,2,0,0,8.2,12.592060990957757
601,1 jun 2020,98,18,33,1.1212121212121209,37,91,7,89,9,0,32.666666666666664,40.00277768133385,3,9,0,84,2,0,0,0,0,0,0,8.909090909090908,23.88782324058753,10,75,13,0,0,19.6,28.18935969475008
602,2 jun 2020,67,26,32,1.1875,38,60,7,44,23,0,22.33333333333333,17.96910929592474,0,23,0,36,7,0,0,1,0,0,0,6.090909090909091,11.547959642327578,22,36,9,0,0,13.4,13.87948125831798
603,3 jun 2020,103,25,31,1.2580645161290325,39,102,1,65,38,0,34.333333333333336,26.66249967442829,1,36,2,63,1,0,0,0,0,0,0,9.363636363636363,19.78646335835197,57,45,1,0,0,20.6,25.112546664964107
604,4 jun 2020,60,15,22,1.181818181818182,26,55,5,33,27,0,20.0,14.352700094407325,0,25,2,33,0,0,0,0,0,0,0,5.454545454545454,11.244098543952544,6,51,3,0,0,12.0,19.62651268055535
605,5 jun 2020,112,19,27,1.037037037037037,28,108,4,72,39,1,37.333333333333336,29.00957696271277,0,39,1,28,44,0,0,0,0,0,0,10.181818181818182,16.791871311701993,35,72,3,2,0,22.4,27.97570374449944
606,6 jun 2020,72,6,16,1.125,18,71,1,68,4,0,24.0,31.15552385479446,0,4,0,68,0,0,0,0,0,0,0,6.545454545454546,19.467285548107892,12,56,3,1,0,14.4,21.22828302053654
607,7 jun 2020,37,12,16,1.125,18,31,6,13,24,0,12.333333333333336,9.809292646374773,0,24,0,12,1,0,0,0,0,0,0,3.363636363636364,7.364197509483138,22,9,5,1,0,7.4,7.964923100695952
608,8 jun 2020,58,19,29,1.1724137931034482,34,55,3,48,10,0,19.33333333333333,20.677416559027762,0,9,1,45,3,0,0,0,0,0,0,5.2727272727272725,12.828171478081913,21,24,11,2,0,11.6,9.687104830649867
609,9 jun 2020,122,28,42,1.0952380952380951,46,92,30,85,35,2,40.66666666666666,34.120700787384514,0,36,1,75,10,0,0,0,0,0,0,11.090909090909092,22.701439864044445,34,65,20,3,0,24.4,23.72003372678884
610,10 jun 2020,156,22,35,1.0571428571428572,37,147,9,121,35,0,52.0,50.83961709795489,15,33,2,103,3,0,0,0,0,0,0,14.181818181818182,29.731581561510648,33,118,4,1,0,31.2,45.08392174600608
611,11 jun 2020,59,21,27,1.0740740740740742,29,56,3,32,27,0,19.666666666666668,14.055445761538678,0,27,0,32,0,0,0,0,0,0,0,5.363636363636363,11.427818747351305,31,24,0,4,0,11.8,13.09045453756286
612,12 jun 2020,71,16,23,1.0434782608695652,24,66,5,49,21,1,23.66666666666667,19.686430746977862,0,11,11,48,1,0,0,0,0,0,0,6.454545454545454,13.779851142906484,25,39,0,7,0,14.2,15.406492138056604
613,13 jun 2020,81,15,18,1.0,18,73,8,68,13,0,27.0,29.473151624260797,0,13,0,68,0,0,0,0,0,0,0,7.363636363636362,19.532130765264835,39,41,1,0,0,16.2,19.446336415890784
614,14 jun 2020,32,12,16,1.0,16,24,8,25,7,0,10.666666666666666,10.530379332620877,3,6,1,22,0,0,0,0,0,0,0,2.9090909090909087,6.302301822704368,15,17,0,0,0,6.4,7.863841300534999
615,15 jun 2020,81,22,27,1.0740740740740742,29,67,14,33,48,0,27.0,20.049937655763426,0,47,1,32,0,0,1,0,0,0,0,7.363636363636362,15.487665046579533,5,69,1,6,0,16.2,26.498301832381635
616,16 jun 2020,38,16,23,1.0869565217391304,25,34,4,20,18,0,12.666666666666664,8.993825042154693,0,13,5,18,1,0,1,0,0,0,0,3.4545454545454546,5.944648263371569,4,22,4,8,0,7.6,7.631513611335565
617,17 jun 2020,91,24,32,1.21875,39,73,18,65,26,0,30.33333333333333,26.71246067953223,0,25,1,64,1,0,0,0,0,0,0,8.272727272727273,18.99804252639495,5,77,6,3,0,18.2,29.471342012198896
618,18 jun 2020,79,16,21,1.0952380952380951,23,79,0,59,20,0,26.33333333333333,24.49943310001728,0,19,1,59,0,0,0,0,0,0,0,7.1818181818181825,17.25645166211589,22,54,3,0,0,15.8,20.78845833629805
619,19 jun 2020,89,18,21,1.0,21,89,0,77,12,0,29.66666666666667,33.82635395992631,0,9,3,62,15,0,0,0,0,0,0,8.090909090909092,17.681292350208842,7,75,7,0,0,17.8,28.77081854935657
620,20 jun 2020,29,13,17,1.0,17,26,3,22,7,0,9.666666666666666,9.177266598624136,0,6,1,21,1,0,0,0,0,0,0,2.636363636363636,6.049383548950591,0,14,4,11,0,5.8,5.741080037762929
621,21 jun 2020,51,10,13,1.0,13,46,5,36,15,0,17.0,14.7648230602334,0,15,0,36,0,0,0,0,0,0,0,4.636363636363637,10.806334230632153,6,44,1,0,0,10.2,17.045820602130014
622,22 jun 2020,95,27,31,1.032258064516129,32,83,12,63,32,0,31.66666666666667,25.720722298480567,1,32,0,60,2,0,0,0,0,0,0,8.636363636363637,18.6072944018919,18,72,3,2,0,19.0,27.26169473822198
